,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vKN (sc),Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,KN%,wFA/C,wFC/C,wSI/C,wSL/C,wKN/C,vFA,vFC,vSI,vSL,KC_ba,KC_slg,KC_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCH,vCU,CH_ba,CH_slg,CH_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-05-28,745412,Groundout,field_out,True,665862,663362,Jazz Chisholm Jr.,Matt Waldron,0,898cd086-b44b-4c7b-b9d6-8c6675297e89,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,3.59,3.74,112.2,104.0,83.0,98.0,0.811,7.91,2.48,7.99,0.96,0.86,0.206,0.394,0.176,0.3,0.439,77.6,57.0,107.0,92.0,74.0,107.0,101.0,113.0,101.0,106.0,82.0,96.0,88.0,0.134,0.202,0.062,0.206,0.395,0.35,1.49,0.78,0.59,-0.13,90.7,87.0,90.0,79.1,0.21,0.325,0.272,0.247,0.419,0.208,0.228,0.443,0.186,0.288,0.411,0.067,0.208,0.292,0.145,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-28,745412,Strikeout,strikeout,True,650559,663362,Bryan De La Cruz,Matt Waldron,0,a121cf73-28cb-4dd2-9eed-e337e8b318ba,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,3.59,3.74,112.2,104.0,83.0,98.0,0.811,7.91,2.48,7.99,0.96,0.86,0.206,0.394,0.176,0.3,0.439,77.6,57.0,107.0,92.0,74.0,107.0,101.0,113.0,101.0,106.0,82.0,96.0,88.0,0.134,0.202,0.062,0.206,0.395,0.35,1.49,0.78,0.59,-0.13,90.7,87.0,90.0,79.1,0.21,0.325,0.272,0.247,0.419,0.208,0.228,0.443,0.186,0.288,0.411,0.067,0.208,0.292,0.145,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-28,745412,Double,double,False,605137,663362,Josh Bell,Matt Waldron,0,70fc2d4e-da0a-4ba7-915e-f86017cdab46,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,3.59,3.74,112.2,104.0,83.0,98.0,0.811,7.91,2.48,7.99,0.96,0.86,0.206,0.394,0.176,0.3,0.439,77.6,57.0,107.0,92.0,74.0,107.0,101.0,113.0,101.0,106.0,82.0,96.0,88.0,0.134,0.202,0.062,0.206,0.395,0.35,1.49,0.78,0.59,-0.13,90.7,87.0,90.0,79.1,0.21,0.325,0.272,0.247,0.419,0.208,0.228,0.443,0.186,0.288,0.411,0.067,0.208,0.292,0.145,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-28,745412,Strikeout,strikeout,True,660821,663362,Jesús Sánchez,Matt Waldron,0,038e60e9-9b93-45c7-af97-3bbb5812e585,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,3.59,3.74,112.2,104.0,83.0,98.0,0.811,7.91,2.48,7.99,0.96,0.86,0.206,0.394,0.176,0.3,0.439,77.6,57.0,107.0,92.0,74.0,107.0,101.0,113.0,101.0,106.0,82.0,96.0,88.0,0.134,0.202,0.062,0.206,0.395,0.35,1.49,0.78,0.59,-0.13,90.7,87.0,90.0,79.1,0.21,0.325,0.272,0.247,0.419,0.208,0.228,0.443,0.186,0.288,0.411,0.067,0.208,0.292,0.145,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-05-28,745412,Strikeout,strikeout,True,650333,666200,Luis Arraez,Jesús Luzardo,0,2f222d66-a0a2-4a6a-9075-6b285b7936a2,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.48,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.125,0.286,0.4,,98.0,100.0,95.0,87.0,90.0,88.0,97.0,98.0,108.0,,,,0.083,0.394,,0.292,,-0.65,,-0.81,0.13,,95.2,,94.6,83.5,,,,0.28,0.484,0.111,0.2,0.347,0.474,0.381,0.571,0.125,,,,88.0,97.0,95.0,31.0,40.0,52.0,0.002,0.229,-3.42,1.56,86.3,81.6,0.207,0.328,0.407,,,,,,,,,
5,2024-05-28,745412,Single,single,False,665487,666200,Fernando Tatis Jr.,Jesús Luzardo,0,21bb49bf-8214-49ef-aa5e-299f86ad7c6c,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.48,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.125,0.286,0.4,,98.0,100.0,95.0,87.0,90.0,88.0,97.0,98.0,108.0,,,,0.083,0.394,,0.292,,-0.65,,-0.81,0.13,,95.2,,94.6,83.5,,,,0.28,0.484,0.111,0.2,0.347,0.474,0.381,0.571,0.125,,,,88.0,97.0,95.0,31.0,40.0,52.0,0.002,0.229,-3.42,1.56,86.3,81.6,0.207,0.328,0.407,,,,,,,,,
6,2024-05-28,745412,Home Run,home_run,False,595777,666200,Jurickson Profar,Jesús Luzardo,1,ff687c07-2847-464b-909c-8054ff171e7d,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.48,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.125,0.286,0.4,,98.0,100.0,95.0,87.0,90.0,88.0,97.0,98.0,108.0,,,,0.083,0.394,,0.292,,-0.65,,-0.81,0.13,,95.2,,94.6,83.5,,,,0.28,0.484,0.111,0.2,0.347,0.474,0.381,0.571,0.125,,,,88.0,97.0,95.0,31.0,40.0,52.0,0.002,0.229,-3.42,1.56,86.3,81.6,0.207,0.328,0.407,,,,,,,,,
7,2024-05-28,745412,Pop Out,field_out,True,592518,666200,Manny Machado,Jesús Luzardo,0,58f32603-b4fa-46db-84b7-0926d3d2bc53,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.48,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.125,0.286,0.4,,98.0,100.0,95.0,87.0,90.0,88.0,97.0,98.0,108.0,,,,0.083,0.394,,0.292,,-0.65,,-0.81,0.13,,95.2,,94.6,83.5,,,,0.28,0.484,0.111,0.2,0.347,0.474,0.381,0.571,0.125,,,,88.0,97.0,95.0,31.0,40.0,52.0,0.002,0.229,-3.42,1.56,86.3,81.6,0.207,0.328,0.407,,,,,,,,,
8,2024-05-28,745412,Lineout,field_out,True,630105,666200,Jake Cronenworth,Jesús Luzardo,0,b18292ee-122c-4a65-9f99-9cafdf6d7c3f,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.48,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.125,0.286,0.4,,98.0,100.0,95.0,87.0,90.0,88.0,97.0,98.0,108.0,,,,0.083,0.394,,0.292,,-0.65,,-0.81,0.13,,95.2,,94.6,83.5,,,,0.28,0.484,0.111,0.2,0.347,0.474,0.381,0.571,0.125,,,,88.0,97.0,95.0,31.0,40.0,52.0,0.002,0.229,-3.42,1.56,86.3,81.6,0.207,0.328,0.407,,,,,,,,,
9,2024-05-28,745412,Strikeout,strikeout,True,669394,663362,Jake Burger,Matt Waldron,0,65ac702f-1c3d-4607-be04-75f0fc4e37d4,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,3.59,3.74,112.2,104.0,83.0,98.0,0.811,7.91,2.48,7.99,0.96,0.86,0.206,0.394,0.176,0.3,0.439,77.6,57.0,107.0,92.0,74.0,107.0,101.0,113.0,101.0,106.0,82.0,96.0,88.0,0.134,0.202,0.062,0.206,0.395,0.35,1.49,0.78,0.59,-0.13,90.7,87.0,90.0,79.1,0.21,0.325,0.272,0.247,0.419,0.208,0.228,0.443,0.186,0.288,0.411,0.067,0.208,0.292,0.145,,,,,,,,,,,,,,,,,,,,,,,,
