,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff
0,2024-04-17,746005,Strikeout,strikeout,True,593428,669060,Xander Bogaerts,Bryse Wilson,0,651719ca-8908-4864-a1bf-72d03137ff7f,669060.0,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.12,5.12,83.0,103.0,93.0,98.0,0.817,7.16,3.04,8.35,1.63,0.93,0.269,0.36,0.154,0.387,0.455,56.0,94.0,83.0,107.0,108.0,107.0,88.0,111.0,105.0,90.0,106.0,96.0,97.0,97.0,93.0,0.317,0.145,0.338,0.154,0.046,-2.82,0.87,1.33,-1.78,-1.63,93.6,88.9,88.1,93.2,80.3,0.228,0.36,0.159,0.234,0.372,0.248,0.268,0.482,0.24,0.261,0.587,0.245,0.25,0.375,0.15,,,,,,,,,
1,2024-04-17,746005,Strikeout,strikeout,True,665487,669060,Fernando Tatis Jr.,Bryse Wilson,0,159eab15-f58e-44d0-a27b-458379688947,669060.0,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.12,5.12,83.0,103.0,93.0,98.0,0.817,7.16,3.04,8.35,1.63,0.93,0.269,0.36,0.154,0.387,0.455,56.0,94.0,83.0,107.0,108.0,107.0,88.0,111.0,105.0,90.0,106.0,96.0,97.0,97.0,93.0,0.317,0.145,0.338,0.154,0.046,-2.82,0.87,1.33,-1.78,-1.63,93.6,88.9,88.1,93.2,80.3,0.228,0.36,0.159,0.234,0.372,0.248,0.268,0.482,0.24,0.261,0.587,0.245,0.25,0.375,0.15,,,,,,,,,
2,2024-04-17,746005,Lineout,field_out,True,595777,669060,Jurickson Profar,Bryse Wilson,0,2ec2b08e-3fd1-413f-afd0-b9bc00e97a2d,669060.0,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.12,5.12,83.0,103.0,93.0,98.0,0.817,7.16,3.04,8.35,1.63,0.93,0.269,0.36,0.154,0.387,0.455,56.0,94.0,83.0,107.0,108.0,107.0,88.0,111.0,105.0,90.0,106.0,96.0,97.0,97.0,93.0,0.317,0.145,0.338,0.154,0.046,-2.82,0.87,1.33,-1.78,-1.63,93.6,88.9,88.1,93.2,80.3,0.228,0.36,0.159,0.234,0.372,0.248,0.268,0.482,0.24,0.261,0.587,0.245,0.25,0.375,0.15,,,,,,,,,
3,2024-04-17,746005,Groundout,field_out,True,686217,650633,Sal Frelick,Michael King,0,02f91111-76b6-4f4c-920f-1e550473a36f,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,89.0,103.0,98.0,,,,83.0,105.0,102.0,87.0,105.0,98.0,,,,0.257,0.254,,,0.245,-1.2,,1.03,,1.28,93.5,,86.6,92.8,,0.2,0.42,0.188,,,,0.269,0.452,0.201,,,,0.198,0.267,0.355,114.0,98.0,102.0,0.243,-0.06,82.8,0.381,0.714,0.237
4,2024-04-17,746005,Strikeout,strikeout,True,661388,650633,William Contreras,Michael King,0,1390ef90-0f99-4a65-9520-0f1f92f39b5b,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,89.0,103.0,98.0,,,,83.0,105.0,102.0,87.0,105.0,98.0,,,,0.257,0.254,,,0.245,-1.2,,1.03,,1.28,93.5,,86.6,92.8,,0.2,0.42,0.188,,,,0.269,0.452,0.201,,,,0.198,0.267,0.355,114.0,98.0,102.0,0.243,-0.06,82.8,0.381,0.714,0.237
5,2024-04-17,746005,Strikeout,strikeout,True,641343,650633,Jake Bauers,Michael King,0,8fde67fc-73c4-4045-a46c-3c3f26b8a468,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,89.0,103.0,98.0,,,,83.0,105.0,102.0,87.0,105.0,98.0,,,,0.257,0.254,,,0.245,-1.2,,1.03,,1.28,93.5,,86.6,92.8,,0.2,0.42,0.188,,,,0.269,0.452,0.201,,,,0.198,0.267,0.355,114.0,98.0,102.0,0.243,-0.06,82.8,0.381,0.714,0.237
6,2024-04-17,746005,Groundout,field_out,True,592518,669060,Manny Machado,Bryse Wilson,0,04ee597e-9d85-4b7c-a349-360096637583,669060.0,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.12,5.12,83.0,103.0,93.0,98.0,0.817,7.16,3.04,8.35,1.63,0.93,0.269,0.36,0.154,0.387,0.455,56.0,94.0,83.0,107.0,108.0,107.0,88.0,111.0,105.0,90.0,106.0,96.0,97.0,97.0,93.0,0.317,0.145,0.338,0.154,0.046,-2.82,0.87,1.33,-1.78,-1.63,93.6,88.9,88.1,93.2,80.3,0.228,0.36,0.159,0.234,0.372,0.248,0.268,0.482,0.24,0.261,0.587,0.245,0.25,0.375,0.15,,,,,,,,,
7,2024-04-17,746005,Pop Out,field_out,True,673490,669060,Ha-Seong Kim,Bryse Wilson,0,dde8bb9f-595b-4654-8a47-0e5f9dfe4dbe,669060.0,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.12,5.12,83.0,103.0,93.0,98.0,0.817,7.16,3.04,8.35,1.63,0.93,0.269,0.36,0.154,0.387,0.455,56.0,94.0,83.0,107.0,108.0,107.0,88.0,111.0,105.0,90.0,106.0,96.0,97.0,97.0,93.0,0.317,0.145,0.338,0.154,0.046,-2.82,0.87,1.33,-1.78,-1.63,93.6,88.9,88.1,93.2,80.3,0.228,0.36,0.159,0.234,0.372,0.248,0.268,0.482,0.24,0.261,0.587,0.245,0.25,0.375,0.15,,,,,,,,,
8,2024-04-17,746005,Groundout,field_out,True,701538,669060,Jackson Merrill,Bryse Wilson,0,9c542934-40fe-4415-8dcd-ccd81f87a2e2,669060.0,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.12,5.12,83.0,103.0,93.0,98.0,0.817,7.16,3.04,8.35,1.63,0.93,0.269,0.36,0.154,0.387,0.455,56.0,94.0,83.0,107.0,108.0,107.0,88.0,111.0,105.0,90.0,106.0,96.0,97.0,97.0,93.0,0.317,0.145,0.338,0.154,0.046,-2.82,0.87,1.33,-1.78,-1.63,93.6,88.9,88.1,93.2,80.3,0.228,0.36,0.159,0.234,0.372,0.248,0.268,0.482,0.24,0.261,0.587,0.245,0.25,0.375,0.15,,,,,,,,,
9,2024-04-17,746005,Walk,walk,False,642715,650633,Willy Adames,Michael King,0,54b94200-511b-4986-a3b0-a57d546981de,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,89.0,103.0,98.0,,,,83.0,105.0,102.0,87.0,105.0,98.0,,,,0.257,0.254,,,0.245,-1.2,,1.03,,1.28,93.5,,86.6,92.8,,0.2,0.42,0.188,,,,0.269,0.452,0.201,,,,0.198,0.267,0.355,114.0,98.0,102.0,0.243,-0.06,82.8,0.381,0.714,0.237
10,2024-04-17,746005,Grounded Into DP,grounded_into_double_play,True,686554,650633,Oliver Dunn,Michael King,1,8a410f5c-8d33-4d9b-a009-f888d368bffe,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,89.0,103.0,98.0,,,,83.0,105.0,102.0,87.0,105.0,98.0,,,,0.257,0.254,,,0.245,-1.2,,1.03,,1.28,93.5,,86.6,92.8,,0.2,0.42,0.188,,,,0.269,0.452,0.201,,,,0.198,0.267,0.355,114.0,98.0,102.0,0.243,-0.06,82.8,0.381,0.714,0.237
11,2024-04-17,746005,Walk,walk,False,656555,650633,Rhys Hoskins,Michael King,0,7b9def45-b9c5-4efd-adfe-c26c747a00cc,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,89.0,103.0,98.0,,,,83.0,105.0,102.0,87.0,105.0,98.0,,,,0.257,0.254,,,0.245,-1.2,,1.03,,1.28,93.5,,86.6,92.8,,0.2,0.42,0.188,,,,0.269,0.452,0.201,,,,0.198,0.267,0.355,114.0,98.0,102.0,0.243,-0.06,82.8,0.381,0.714,0.237
12,2024-04-17,746005,Forceout,force_out,True,668930,650633,Brice Turang,Michael King,1,4099ab44-1d7b-493d-be90-7bcec8e7d0ac,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,89.0,103.0,98.0,,,,83.0,105.0,102.0,87.0,105.0,98.0,,,,0.257,0.254,,,0.245,-1.2,,1.03,,1.28,93.5,,86.6,92.8,,0.2,0.42,0.188,,,,0.269,0.452,0.201,,,,0.198,0.267,0.355,114.0,98.0,102.0,0.243,-0.06,82.8,0.381,0.714,0.237
13,2024-04-17,746005,Lineout,field_out,True,642180,669060,Tyler Wade,Bryse Wilson,0,983f84c8-5fb3-439a-b880-8bd4d6f0420e,669060.0,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.12,5.12,83.0,103.0,93.0,98.0,0.817,7.16,3.04,8.35,1.63,0.93,0.269,0.36,0.154,0.387,0.455,56.0,94.0,83.0,107.0,108.0,107.0,88.0,111.0,105.0,90.0,106.0,96.0,97.0,97.0,93.0,0.317,0.145,0.338,0.154,0.046,-2.82,0.87,1.33,-1.78,-1.63,93.6,88.9,88.1,93.2,80.3,0.228,0.36,0.159,0.234,0.372,0.248,0.268,0.482,0.24,0.261,0.587,0.245,0.25,0.375,0.15,,,,,,,,,
14,2024-04-17,746005,Groundout,field_out,True,676946,669060,Matthew Batten,Bryse Wilson,0,97427a08-ce1a-4afd-97c8-2f718b4816bf,669060.0,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.12,5.12,83.0,103.0,93.0,98.0,0.817,7.16,3.04,8.35,1.63,0.93,0.269,0.36,0.154,0.387,0.455,56.0,94.0,83.0,107.0,108.0,107.0,88.0,111.0,105.0,90.0,106.0,96.0,97.0,97.0,93.0,0.317,0.145,0.338,0.154,0.046,-2.82,0.87,1.33,-1.78,-1.63,93.6,88.9,88.1,93.2,80.3,0.228,0.36,0.159,0.234,0.372,0.248,0.268,0.482,0.24,0.261,0.587,0.245,0.25,0.375,0.15,,,,,,,,,
