,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff
0,2024-09-17,746587,Pop Out,field_out,True,621439,668909,Byron Buxton,Gavin Williams,0,7b688f66-6177-4130-960b-610e7c63df7b,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.86,4.15,76.0,101.0,99.0,102.0,0.788,9.36,3.79,8.53,0.83,1.06,0.317,0.349,0.142,0.317,0.42,66.0,96.0,101.0,121.0,101.0,105.0,97.0,102.0,102.0,95.0,80.0,96.0,98.0,99.0,94.0,0.515,0.12,0.113,0.198,0.054,0.09,0.56,-0.15,0.0,-3.8,96.6,91.6,89.2,88.6,79.5,0.286,0.421,0.22,0.155,0.31,0.304,0.205,0.333,0.341,0.258,0.387,0.242,0.417,0.833,0.148,,,,,,,,,,,,,,,,,,,,,
1,2024-09-17,746587,Strikeout,strikeout,True,670242,668909,Matt Wallner,Gavin Williams,0,20ec3fbf-1d68-4871-8e7b-4454a07d30bf,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.86,4.15,76.0,101.0,99.0,102.0,0.788,9.36,3.79,8.53,0.83,1.06,0.317,0.349,0.142,0.317,0.42,66.0,96.0,101.0,121.0,101.0,105.0,97.0,102.0,102.0,95.0,80.0,96.0,98.0,99.0,94.0,0.515,0.12,0.113,0.198,0.054,0.09,0.56,-0.15,0.0,-3.8,96.6,91.6,89.2,88.6,79.5,0.286,0.421,0.22,0.155,0.31,0.304,0.205,0.333,0.341,0.258,0.387,0.242,0.417,0.833,0.148,,,,,,,,,,,,,,,,,,,,,
2,2024-09-17,746587,Groundout,field_out,True,467793,668909,Carlos Santana,Gavin Williams,0,5520c8ec-fd7c-4460-8525-03da8137f868,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.86,4.15,76.0,101.0,99.0,102.0,0.788,9.36,3.79,8.53,0.83,1.06,0.317,0.349,0.142,0.317,0.42,66.0,96.0,101.0,121.0,101.0,105.0,97.0,102.0,102.0,95.0,80.0,96.0,98.0,99.0,94.0,0.515,0.12,0.113,0.198,0.054,0.09,0.56,-0.15,0.0,-3.8,96.6,91.6,89.2,88.6,79.5,0.286,0.421,0.22,0.155,0.31,0.304,0.205,0.333,0.341,0.258,0.387,0.242,0.417,0.833,0.148,,,,,,,,,,,,,,,,,,,,,
3,2024-09-17,746587,Flyout,field_out,True,682657,805673,Angel Martínez,Zebby Matthews,0,8d823e5a-133e-4db2-be92-d1378af3c8fd,805673.0,zebbymatthews,Matthews,Right,Zebby Matthews,MIN,5.71,5.57,34.2,100.0,100.0,99.0,0.776,9.87,2.08,11.42,2.34,0.94,0.245,0.473,0.164,0.382,0.425,88.0,86.0,92.0,106.0,117.0,117.0,96.0,99.0,96.0,114.0,100.0,105.0,95.0,100.0,95.0,0.429,0.162,0.262,0.064,0.083,-0.71,-1.78,-1.16,-4.62,-2.39,94.9,90.8,85.8,87.1,81.5,0.278,0.593,0.174,0.364,0.636,0.105,0.357,0.679,0.164,0.298,0.404,0.385,0.125,0.25,0.286,,,,,,,,,,,,,,,,,,,,,
4,2024-09-17,746587,Groundout,field_out,True,665926,805673,Andrés Giménez,Zebby Matthews,0,a6a8d74b-e642-4d2e-a258-42697d9677d8,805673.0,zebbymatthews,Matthews,Right,Zebby Matthews,MIN,5.71,5.57,34.2,100.0,100.0,99.0,0.776,9.87,2.08,11.42,2.34,0.94,0.245,0.473,0.164,0.382,0.425,88.0,86.0,92.0,106.0,117.0,117.0,96.0,99.0,96.0,114.0,100.0,105.0,95.0,100.0,95.0,0.429,0.162,0.262,0.064,0.083,-0.71,-1.78,-1.16,-4.62,-2.39,94.9,90.8,85.8,87.1,81.5,0.278,0.593,0.174,0.364,0.636,0.105,0.357,0.679,0.164,0.298,0.404,0.385,0.125,0.25,0.286,,,,,,,,,,,,,,,,,,,,,
5,2024-09-17,746587,Groundout,field_out,True,608070,805673,José Ramírez,Zebby Matthews,0,fa426bb5-8b92-4f2e-bc65-455697c8577f,805673.0,zebbymatthews,Matthews,Right,Zebby Matthews,MIN,5.71,5.57,34.2,100.0,100.0,99.0,0.776,9.87,2.08,11.42,2.34,0.94,0.245,0.473,0.164,0.382,0.425,88.0,86.0,92.0,106.0,117.0,117.0,96.0,99.0,96.0,114.0,100.0,105.0,95.0,100.0,95.0,0.429,0.162,0.262,0.064,0.083,-0.71,-1.78,-1.16,-4.62,-2.39,94.9,90.8,85.8,87.1,81.5,0.278,0.593,0.174,0.364,0.636,0.105,0.357,0.679,0.164,0.298,0.404,0.385,0.125,0.25,0.286,,,,,,,,,,,,,,,,,,,,,
6,2024-09-17,746587,Groundout,field_out,True,668904,668909,Royce Lewis,Gavin Williams,0,743b7727-198e-4e7d-aac2-7238428339dd,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.86,4.15,76.0,101.0,99.0,102.0,0.788,9.36,3.79,8.53,0.83,1.06,0.317,0.349,0.142,0.317,0.42,66.0,96.0,101.0,121.0,101.0,105.0,97.0,102.0,102.0,95.0,80.0,96.0,98.0,99.0,94.0,0.515,0.12,0.113,0.198,0.054,0.09,0.56,-0.15,0.0,-3.8,96.6,91.6,89.2,88.6,79.5,0.286,0.421,0.22,0.155,0.31,0.304,0.205,0.333,0.341,0.258,0.387,0.242,0.417,0.833,0.148,,,,,,,,,,,,,,,,,,,,,
7,2024-09-17,746587,Groundout,field_out,True,663616,668909,Trevor Larnach,Gavin Williams,0,948ad59b-6b8d-43d8-90cc-b9a9d2ad1b36,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.86,4.15,76.0,101.0,99.0,102.0,0.788,9.36,3.79,8.53,0.83,1.06,0.317,0.349,0.142,0.317,0.42,66.0,96.0,101.0,121.0,101.0,105.0,97.0,102.0,102.0,95.0,80.0,96.0,98.0,99.0,94.0,0.515,0.12,0.113,0.198,0.054,0.09,0.56,-0.15,0.0,-3.8,96.6,91.6,89.2,88.6,79.5,0.286,0.421,0.22,0.155,0.31,0.304,0.205,0.333,0.341,0.258,0.387,0.242,0.417,0.833,0.148,,,,,,,,,,,,,,,,,,,,,
8,2024-09-17,746587,Lineout,field_out,True,650489,668909,Willi Castro,Gavin Williams,0,f2f4c125-ef06-420a-8e0e-73fc1215830d,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.86,4.15,76.0,101.0,99.0,102.0,0.788,9.36,3.79,8.53,0.83,1.06,0.317,0.349,0.142,0.317,0.42,66.0,96.0,101.0,121.0,101.0,105.0,97.0,102.0,102.0,95.0,80.0,96.0,98.0,99.0,94.0,0.515,0.12,0.113,0.198,0.054,0.09,0.56,-0.15,0.0,-3.8,96.6,91.6,89.2,88.6,79.5,0.286,0.421,0.22,0.155,0.31,0.304,0.205,0.333,0.341,0.258,0.387,0.242,0.417,0.833,0.148,,,,,,,,,,,,,,,,,,,,,
9,2024-09-17,746587,Groundout,field_out,True,647304,805673,Josh Naylor,Zebby Matthews,0,4382cff0-a05b-4ebf-a0bc-f12f9dc5e455,805673.0,zebbymatthews,Matthews,Right,Zebby Matthews,MIN,5.71,5.57,34.2,100.0,100.0,99.0,0.776,9.87,2.08,11.42,2.34,0.94,0.245,0.473,0.164,0.382,0.425,88.0,86.0,92.0,106.0,117.0,117.0,96.0,99.0,96.0,114.0,100.0,105.0,95.0,100.0,95.0,0.429,0.162,0.262,0.064,0.083,-0.71,-1.78,-1.16,-4.62,-2.39,94.9,90.8,85.8,87.1,81.5,0.278,0.593,0.174,0.364,0.636,0.105,0.357,0.679,0.164,0.298,0.404,0.385,0.125,0.25,0.286,,,,,,,,,,,,,,,,,,,,,
