,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,SI%,FA%,CH%,wFA/C,wSI/C,wCH/C,vFA,vCH,vSI,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FC%,SL%,CU%,wFC/C,wSL/C,wCU/C,vFC,vSL,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-06-04,744931,Strikeout,strikeout,True,683002,670950,Gunnar Henderson,Trevor Richards,0,ab45347c-1f11-4347-8614-6d56673ab71d,670950.0,trevorrichards,"Richards, T",Right,Trevor Richards,TOR,3.62,2.92,49.2,96.0,92.0,100.0,0.78,8.7,3.44,5.07,1.09,0.73,0.277,0.385,0.192,0.354,0.411,98.0,95.0,105.0,83.0,96.0,92.0,0.001,0.412,0.587,1.05,-3.42,0.94,92.1,79.0,91.4,0.131,0.293,0.317,0.197,0.303,0.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-04,744931,Flyout,field_out,True,668939,670950,Adley Rutschman,Trevor Richards,0,77e08632-212f-4622-94de-6a52afcaf4a3,670950.0,trevorrichards,"Richards, T",Right,Trevor Richards,TOR,3.62,2.92,49.2,96.0,92.0,100.0,0.78,8.7,3.44,5.07,1.09,0.73,0.277,0.385,0.192,0.354,0.411,98.0,95.0,105.0,83.0,96.0,92.0,0.001,0.412,0.587,1.05,-3.42,0.94,92.1,79.0,91.4,0.131,0.293,0.317,0.197,0.303,0.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-04,744931,Strikeout,strikeout,True,663624,670950,Ryan Mountcastle,Trevor Richards,0,d6633a4f-fb7d-4a6b-ad5e-4a8a8a38498c,670950.0,trevorrichards,"Richards, T",Right,Trevor Richards,TOR,3.62,2.92,49.2,96.0,92.0,100.0,0.78,8.7,3.44,5.07,1.09,0.73,0.277,0.385,0.192,0.354,0.411,98.0,95.0,105.0,83.0,96.0,92.0,0.001,0.412,0.587,1.05,-3.42,0.94,92.1,79.0,91.4,0.131,0.293,0.317,0.197,0.303,0.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-04,744931,Groundout,field_out,True,676914,669203,Davis Schneider,Corbin Burnes,0,ff41f3c4-a535-4250-9534-4fc547ef4554,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.191,0.288,0.402,109.0,101.0,106.0,,,,0.075,,0.104,,-0.82,1.34,,89.0,96.7,0.125,0.275,0.352,,,,107.0,103.0,108.0,96.0,97.0,90.0,130.0,105.0,120.0,121.0,105.0,107.0,0.442,0.161,0.217,0.96,1.15,1.1,95.4,87.3,80.4,0.243,0.391,0.193,0.176,0.282,0.398,0.195,0.247,0.455,0.294,0.441,0.132,,,,,,,,,
4,2024-06-04,744931,Flyout,field_out,True,643376,669203,Danny Jansen,Corbin Burnes,0,2afb9516-c048-4cb9-af42-466cac34f9ad,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.191,0.288,0.402,109.0,101.0,106.0,,,,0.075,,0.104,,-0.82,1.34,,89.0,96.7,0.125,0.275,0.352,,,,107.0,103.0,108.0,96.0,97.0,90.0,130.0,105.0,120.0,121.0,105.0,107.0,0.442,0.161,0.217,0.96,1.15,1.1,95.4,87.3,80.4,0.243,0.391,0.193,0.176,0.282,0.398,0.195,0.247,0.455,0.294,0.441,0.132,,,,,,,,,
5,2024-06-04,744931,Groundout,field_out,True,665489,669203,Vladimir Guerrero Jr.,Corbin Burnes,0,a240f1be-ed03-46bc-b4ed-7d017fd6eb59,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.191,0.288,0.402,109.0,101.0,106.0,,,,0.075,,0.104,,-0.82,1.34,,89.0,96.7,0.125,0.275,0.352,,,,107.0,103.0,108.0,96.0,97.0,90.0,130.0,105.0,120.0,121.0,105.0,107.0,0.442,0.161,0.217,0.96,1.15,1.1,95.4,87.3,80.4,0.243,0.391,0.193,0.176,0.282,0.398,0.195,0.247,0.455,0.294,0.441,0.132,,,,,,,,,
6,2024-06-04,744931,Strikeout,strikeout,True,623993,670950,Anthony Santander,Trevor Richards,0,7053eacf-ae3c-45a3-8508-1164cc281b6f,670950.0,trevorrichards,"Richards, T",Right,Trevor Richards,TOR,3.62,2.92,49.2,96.0,92.0,100.0,0.78,8.7,3.44,5.07,1.09,0.73,0.277,0.385,0.192,0.354,0.411,98.0,95.0,105.0,83.0,96.0,92.0,0.001,0.412,0.587,1.05,-3.42,0.94,92.1,79.0,91.4,0.131,0.293,0.317,0.197,0.303,0.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-06-04,744931,Flyout,field_out,True,676059,670950,Jordan Westburg,Trevor Richards,0,a2711da5-2868-4e43-860c-4b44f5ed24c4,670950.0,trevorrichards,"Richards, T",Right,Trevor Richards,TOR,3.62,2.92,49.2,96.0,92.0,100.0,0.78,8.7,3.44,5.07,1.09,0.73,0.277,0.385,0.192,0.354,0.411,98.0,95.0,105.0,83.0,96.0,92.0,0.001,0.412,0.587,1.05,-3.42,0.94,92.1,79.0,91.4,0.131,0.293,0.317,0.197,0.303,0.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-06-04,744931,Strikeout,strikeout,True,669720,670950,Austin Hays,Trevor Richards,0,6cb6cb1e-e4e7-4044-9716-7b2de7b2cdb0,670950.0,trevorrichards,"Richards, T",Right,Trevor Richards,TOR,3.62,2.92,49.2,96.0,92.0,100.0,0.78,8.7,3.44,5.07,1.09,0.73,0.277,0.385,0.192,0.354,0.411,98.0,95.0,105.0,83.0,96.0,92.0,0.001,0.412,0.587,1.05,-3.42,0.94,92.1,79.0,91.4,0.131,0.293,0.317,0.197,0.303,0.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-06-04,744931,Groundout,field_out,True,596129,669203,Daniel Vogelbach,Corbin Burnes,0,0665bdfd-4a88-4c2f-b64f-df4804807a20,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.191,0.288,0.402,109.0,101.0,106.0,,,,0.075,,0.104,,-0.82,1.34,,89.0,96.7,0.125,0.275,0.352,,,,107.0,103.0,108.0,96.0,97.0,90.0,130.0,105.0,120.0,121.0,105.0,107.0,0.442,0.161,0.217,0.96,1.15,1.1,95.4,87.3,80.4,0.243,0.391,0.193,0.176,0.282,0.398,0.195,0.247,0.455,0.294,0.441,0.132,,,,,,,,,
