,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,FF_ba,FF_slg,FF_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,vKN (sc),KN%,wKN/C
0,2024-09-06,746016,Field Error,field_error,False,656941,685116,Kyle Schwarber,Austin Kitchen,0,7cd95663-cf87-4d47-8d19-dcd27f4718e9,685116.0,austinkitchen,Kitchen,Left,Austin Kitchen,MIA,14.14,4.87,7.0,103.0,100.0,102.0,0.901,5.14,3.86,20.57,1.29,3.67,0.265,0.441,0.059,0.382,0.43,78.0,100.0,92.0,124.0,104.0,107.0,95.0,115.0,103.0,101.0,103.0,105.0,108.0,102.0,108.0,0.342,0.139,0.228,0.114,0.177,1.18,-8.17,-2.88,3.62,-6.8,90.7,83.4,90.7,79.2,73.6,0.526,0.842,0.074,0.5,0.5,0.231,0.429,0.571,0.059,0.0,0.0,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-06,746016,Single,single,False,607208,685116,Trea Turner,Austin Kitchen,1,416fa56e-df15-43f7-9b78-6e8f00f42524,685116.0,austinkitchen,Kitchen,Left,Austin Kitchen,MIA,14.14,4.87,7.0,103.0,100.0,102.0,0.901,5.14,3.86,20.57,1.29,3.67,0.265,0.441,0.059,0.382,0.43,78.0,100.0,92.0,124.0,104.0,107.0,95.0,115.0,103.0,101.0,103.0,105.0,108.0,102.0,108.0,0.342,0.139,0.228,0.114,0.177,1.18,-8.17,-2.88,3.62,-6.8,90.7,83.4,90.7,79.2,73.6,0.526,0.842,0.074,0.5,0.5,0.231,0.429,0.571,0.059,0.0,0.0,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-06,746016,Single,single,False,547180,685116,Bryce Harper,Austin Kitchen,1,681145ec-e6a8-4cd3-aa80-478f64ef3dfc,685116.0,austinkitchen,Kitchen,Left,Austin Kitchen,MIA,14.14,4.87,7.0,103.0,100.0,102.0,0.901,5.14,3.86,20.57,1.29,3.67,0.265,0.441,0.059,0.382,0.43,78.0,100.0,92.0,124.0,104.0,107.0,95.0,115.0,103.0,101.0,103.0,105.0,108.0,102.0,108.0,0.342,0.139,0.228,0.114,0.177,1.18,-8.17,-2.88,3.62,-6.8,90.7,83.4,90.7,79.2,73.6,0.526,0.842,0.074,0.5,0.5,0.231,0.429,0.571,0.059,0.0,0.0,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-06,746016,Groundout,field_out,True,592206,685116,Nick Castellanos,Austin Kitchen,1,4c3ece50-27ec-4ac5-83ca-de1b662b79bd,685116.0,austinkitchen,Kitchen,Left,Austin Kitchen,MIA,14.14,4.87,7.0,103.0,100.0,102.0,0.901,5.14,3.86,20.57,1.29,3.67,0.265,0.441,0.059,0.382,0.43,78.0,100.0,92.0,124.0,104.0,107.0,95.0,115.0,103.0,101.0,103.0,105.0,108.0,102.0,108.0,0.342,0.139,0.228,0.114,0.177,1.18,-8.17,-2.88,3.62,-6.8,90.7,83.4,90.7,79.2,73.6,0.526,0.842,0.074,0.5,0.5,0.231,0.429,0.571,0.059,0.0,0.0,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-06,746016,Single,single,False,681082,685116,Bryson Stott,Austin Kitchen,1,4ec899ad-2e43-4549-b162-91d9c5be5abc,685116.0,austinkitchen,Kitchen,Left,Austin Kitchen,MIA,14.14,4.87,7.0,103.0,100.0,102.0,0.901,5.14,3.86,20.57,1.29,3.67,0.265,0.441,0.059,0.382,0.43,78.0,100.0,92.0,124.0,104.0,107.0,95.0,115.0,103.0,101.0,103.0,105.0,108.0,102.0,108.0,0.342,0.139,0.228,0.114,0.177,1.18,-8.17,-2.88,3.62,-6.8,90.7,83.4,90.7,79.2,73.6,0.526,0.842,0.074,0.5,0.5,0.231,0.429,0.571,0.059,0.0,0.0,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-06,746016,Single,single,False,592663,685116,J.T. Realmuto,Austin Kitchen,1,3e7cf31c-9885-4c01-b042-1c114d4ee282,685116.0,austinkitchen,Kitchen,Left,Austin Kitchen,MIA,14.14,4.87,7.0,103.0,100.0,102.0,0.901,5.14,3.86,20.57,1.29,3.67,0.265,0.441,0.059,0.382,0.43,78.0,100.0,92.0,124.0,104.0,107.0,95.0,115.0,103.0,101.0,103.0,105.0,108.0,102.0,108.0,0.342,0.139,0.228,0.114,0.177,1.18,-8.17,-2.88,3.62,-6.8,90.7,83.4,90.7,79.2,73.6,0.526,0.842,0.074,0.5,0.5,0.231,0.429,0.571,0.059,0.0,0.0,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-09-06,746016,Strikeout,strikeout,True,669016,685116,Brandon Marsh,Austin Kitchen,0,57235cb3-9dff-4a2c-9b9b-b42b0ea9fa8f,685116.0,austinkitchen,Kitchen,Left,Austin Kitchen,MIA,14.14,4.87,7.0,103.0,100.0,102.0,0.901,5.14,3.86,20.57,1.29,3.67,0.265,0.441,0.059,0.382,0.43,78.0,100.0,92.0,124.0,104.0,107.0,95.0,115.0,103.0,101.0,103.0,105.0,108.0,102.0,108.0,0.342,0.139,0.228,0.114,0.177,1.18,-8.17,-2.88,3.62,-6.8,90.7,83.4,90.7,79.2,73.6,0.526,0.842,0.074,0.5,0.5,0.231,0.429,0.571,0.059,0.0,0.0,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-09-06,746016,Groundout,field_out,True,665019,685116,Kody Clemens,Austin Kitchen,0,f5ad1715-a400-484f-a3f0-b4bd00d52e00,685116.0,austinkitchen,Kitchen,Left,Austin Kitchen,MIA,14.14,4.87,7.0,103.0,100.0,102.0,0.901,5.14,3.86,20.57,1.29,3.67,0.265,0.441,0.059,0.382,0.43,78.0,100.0,92.0,124.0,104.0,107.0,95.0,115.0,103.0,101.0,103.0,105.0,108.0,102.0,108.0,0.342,0.139,0.228,0.114,0.177,1.18,-8.17,-2.88,3.62,-6.8,90.7,83.4,90.7,79.2,73.6,0.526,0.842,0.074,0.5,0.5,0.231,0.429,0.571,0.059,0.0,0.0,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-09-06,746016,Groundout,field_out,True,669364,554430,Xavier Edwards,Zack Wheeler,0,a32406b2-e7ba-473b-8c4c-fda5de3e6f88,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.59,2.92,173.2,104.0,106.0,108.0,0.751,9.85,2.38,6.27,0.88,1.09,0.265,0.337,0.215,0.296,0.422,,,,111.0,100.0,107.0,101.0,107.0,110.0,111.0,102.0,107.0,128.0,107.0,115.0,0.189,0.408,0.123,0.106,,0.93,2.85,1.41,-0.61,,95.2,,94.6,84.7,81.7,0.188,0.25,0.138,,,,0.133,0.229,0.321,0.211,0.394,0.289,92.0,97.0,95.0,95.0,107.0,107.0,0.1,0.074,0.0,0.66,91.0,86.0,0.194,0.403,0.389,0.246,0.386,0.181,0.167,0.238,0.406,,,,,,,,,,,,
9,2024-09-06,746016,Strikeout,strikeout,True,681393,554430,Connor Norby,Zack Wheeler,0,b2c8abea-7be1-4ad5-bfdf-3127ba019509,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.59,2.92,173.2,104.0,106.0,108.0,0.751,9.85,2.38,6.27,0.88,1.09,0.265,0.337,0.215,0.296,0.422,,,,111.0,100.0,107.0,101.0,107.0,110.0,111.0,102.0,107.0,128.0,107.0,115.0,0.189,0.408,0.123,0.106,,0.93,2.85,1.41,-0.61,,95.2,,94.6,84.7,81.7,0.188,0.25,0.138,,,,0.133,0.229,0.321,0.211,0.394,0.289,92.0,97.0,95.0,95.0,107.0,107.0,0.1,0.074,0.0,0.66,91.0,86.0,0.194,0.403,0.389,0.246,0.386,0.181,0.167,0.238,0.406,,,,,,,,,,,,
