,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CH%,wFC/C,wSI/C,wSL/C,wCH/C,vFC,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CU%,wFA/C,wCU/C,vFA,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-04-16,746976,Flyout,field_out,True,680757,676477,Steven Kwan,Garrett Whitlock,0,88508dd9-ed1a-4aca-89a8-ddb804b9ef6e,676477.0,garrettwhitlock,Whitlock,Right,Garrett Whitlock,BOS,1.96,4.33,18.1,101.0,104.0,102.0,0.837,8.35,3.44,6.87,0.49,1.47,0.22,0.42,0.14,0.28,0.449,90.0,101.0,107.0,101.0,97.0,91.0,143.0,108.0,113.0,77.0,96.0,93.0,0.227,0.193,0.296,0.283,-1.85,-0.26,2.3,1.8,86.6,84.4,93.4,82.4,0.174,0.217,0.204,0.333,0.4,0.167,0.308,0.692,0.207,0.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-16,746976,Flyout,field_out,True,665926,676477,Andrés Giménez,Garrett Whitlock,0,73722a4b-d561-4acf-9e6f-36920cfdcbcc,676477.0,garrettwhitlock,Whitlock,Right,Garrett Whitlock,BOS,1.96,4.33,18.1,101.0,104.0,102.0,0.837,8.35,3.44,6.87,0.49,1.47,0.22,0.42,0.14,0.28,0.449,90.0,101.0,107.0,101.0,97.0,91.0,143.0,108.0,113.0,77.0,96.0,93.0,0.227,0.193,0.296,0.283,-1.85,-0.26,2.3,1.8,86.6,84.4,93.4,82.4,0.174,0.217,0.204,0.333,0.4,0.167,0.308,0.692,0.207,0.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-16,746976,Groundout,field_out,True,608070,676477,José Ramírez,Garrett Whitlock,0,13d14f52-db80-4ade-bcbe-0f91ae9938b1,676477.0,garrettwhitlock,Whitlock,Right,Garrett Whitlock,BOS,1.96,4.33,18.1,101.0,104.0,102.0,0.837,8.35,3.44,6.87,0.49,1.47,0.22,0.42,0.14,0.28,0.449,90.0,101.0,107.0,101.0,97.0,91.0,143.0,108.0,113.0,77.0,96.0,93.0,0.227,0.193,0.296,0.283,-1.85,-0.26,2.3,1.8,86.6,84.4,93.4,82.4,0.174,0.217,0.204,0.333,0.4,0.167,0.308,0.692,0.207,0.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-16,746976,Groundout,field_out,True,680776,676440,Jarren Duran,Tanner Bibee,0,54d6fd3b-8673-4a24-824c-c82427d8c252,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.58,3.51,110.2,104.0,102.0,106.0,0.761,10.25,2.44,7.56,1.06,0.84,0.29,0.392,0.14,0.28,0.448,85.0,102.0,111.0,,,,116.0,104.0,112.0,,,,0.001,,0.27,0.171,,-3.42,1.69,1.17,,82.4,92.5,86.2,0.212,0.353,0.276,,,,,,,0.128,0.223,0.355,119.0,111.0,113.0,94.0,103.0,99.0,0.44,0.118,-1.35,-0.54,94.6,81.5,0.305,0.524,0.214,0.186,0.4,0.241,,,,,,,,,
4,2024-04-16,746976,Flyout,field_out,True,646240,676440,Rafael Devers,Tanner Bibee,0,428722de-b8ba-495a-8fe0-83f07f77d718,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.58,3.51,110.2,104.0,102.0,106.0,0.761,10.25,2.44,7.56,1.06,0.84,0.29,0.392,0.14,0.28,0.448,85.0,102.0,111.0,,,,116.0,104.0,112.0,,,,0.001,,0.27,0.171,,-3.42,1.69,1.17,,82.4,92.5,86.2,0.212,0.353,0.276,,,,,,,0.128,0.223,0.355,119.0,111.0,113.0,94.0,103.0,99.0,0.44,0.118,-1.35,-0.54,94.6,81.5,0.305,0.524,0.214,0.186,0.4,0.241,,,,,,,,,
5,2024-04-16,746976,Groundout,field_out,True,807799,676440,Masataka Yoshida,Tanner Bibee,0,71f0a239-08a0-4ec6-89d6-5e0a4076e914,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.58,3.51,110.2,104.0,102.0,106.0,0.761,10.25,2.44,7.56,1.06,0.84,0.29,0.392,0.14,0.28,0.448,85.0,102.0,111.0,,,,116.0,104.0,112.0,,,,0.001,,0.27,0.171,,-3.42,1.69,1.17,,82.4,92.5,86.2,0.212,0.353,0.276,,,,,,,0.128,0.223,0.355,119.0,111.0,113.0,94.0,103.0,99.0,0.44,0.118,-1.35,-0.54,94.6,81.5,0.305,0.524,0.214,0.186,0.4,0.241,,,,,,,,,
6,2024-04-16,746976,Groundout,field_out,True,647304,676477,Josh Naylor,Garrett Whitlock,0,25a989a9-9b6b-46dd-a7f7-ee03ad722bde,676477.0,garrettwhitlock,Whitlock,Right,Garrett Whitlock,BOS,1.96,4.33,18.1,101.0,104.0,102.0,0.837,8.35,3.44,6.87,0.49,1.47,0.22,0.42,0.14,0.28,0.449,90.0,101.0,107.0,101.0,97.0,91.0,143.0,108.0,113.0,77.0,96.0,93.0,0.227,0.193,0.296,0.283,-1.85,-0.26,2.3,1.8,86.6,84.4,93.4,82.4,0.174,0.217,0.204,0.333,0.4,0.167,0.308,0.692,0.207,0.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-04-16,746976,Lineout,field_out,True,666310,676477,Bo Naylor,Garrett Whitlock,0,d2bd0f59-69d5-46a3-b379-dbdd40917b34,676477.0,garrettwhitlock,Whitlock,Right,Garrett Whitlock,BOS,1.96,4.33,18.1,101.0,104.0,102.0,0.837,8.35,3.44,6.87,0.49,1.47,0.22,0.42,0.14,0.28,0.449,90.0,101.0,107.0,101.0,97.0,91.0,143.0,108.0,113.0,77.0,96.0,93.0,0.227,0.193,0.296,0.283,-1.85,-0.26,2.3,1.8,86.6,84.4,93.4,82.4,0.174,0.217,0.204,0.333,0.4,0.167,0.308,0.692,0.207,0.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-04-16,746976,Walk,walk,False,657656,676477,Ramón Laureano,Garrett Whitlock,0,019eb006-6474-45ba-afb1-d063199a2e8c,676477.0,garrettwhitlock,Whitlock,Right,Garrett Whitlock,BOS,1.96,4.33,18.1,101.0,104.0,102.0,0.837,8.35,3.44,6.87,0.49,1.47,0.22,0.42,0.14,0.28,0.449,90.0,101.0,107.0,101.0,97.0,91.0,143.0,108.0,113.0,77.0,96.0,93.0,0.227,0.193,0.296,0.283,-1.85,-0.26,2.3,1.8,86.6,84.4,93.4,82.4,0.174,0.217,0.204,0.333,0.4,0.167,0.308,0.692,0.207,0.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-04-16,746976,Double,double,False,686823,676477,Will Brennan,Garrett Whitlock,1,496c7067-ca18-4d8a-a690-fd089e25f602,676477.0,garrettwhitlock,Whitlock,Right,Garrett Whitlock,BOS,1.96,4.33,18.1,101.0,104.0,102.0,0.837,8.35,3.44,6.87,0.49,1.47,0.22,0.42,0.14,0.28,0.449,90.0,101.0,107.0,101.0,97.0,91.0,143.0,108.0,113.0,77.0,96.0,93.0,0.227,0.193,0.296,0.283,-1.85,-0.26,2.3,1.8,86.6,84.4,93.4,82.4,0.174,0.217,0.204,0.333,0.4,0.167,0.308,0.692,0.207,0.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
