,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSL/C,wCU/C,vFA,vFS,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,SI%,KC%,CH%,wSI/C,wKC/C,wCH/C,vCH,vSI,vKC,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-07-11,746688,Strikeout,strikeout,True,678662,668881,Ezequiel Tovar,Hunter Greene,0,3775d197-0bd2-45c7-9ed0-ee4e4e3fc211,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,117.0,97.0,101.0,124.0,100.0,103.0,127.0,95.0,103.0,118.0,91.0,104.0,0.556,0.083,0.34,0.021,1.2,-0.91,0.09,-1.96,97.7,86.8,86.6,80.6,0.196,0.293,0.256,0.191,0.359,0.389,0.267,0.433,0.309,0.25,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-11,746688,Strikeout,strikeout,True,663898,668881,Brendan Rodgers,Hunter Greene,0,7e057233-36e2-4a5e-8d18-2b63d6dab76f,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,117.0,97.0,101.0,124.0,100.0,103.0,127.0,95.0,103.0,118.0,91.0,104.0,0.556,0.083,0.34,0.021,1.2,-0.91,0.09,-1.96,97.7,86.8,86.6,80.6,0.196,0.293,0.256,0.191,0.359,0.389,0.267,0.433,0.309,0.25,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-11,746688,Strikeout,strikeout,True,641857,668881,Ryan McMahon,Hunter Greene,0,c40f2882-233f-46d9-8bb3-b43cefbc9cfc,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,117.0,97.0,101.0,124.0,100.0,103.0,127.0,95.0,103.0,118.0,91.0,104.0,0.556,0.083,0.34,0.021,1.2,-0.91,0.09,-1.96,97.7,86.8,86.6,80.6,0.196,0.293,0.256,0.191,0.359,0.389,0.267,0.433,0.309,0.25,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-11,746688,Walk,walk,False,663697,596295,Jonathan India,Austin Gomber,0,f635832d-8273-4db0-9a65-77de4b06e553,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.61,4.79,99.2,103.0,79.0,97.0,0.828,6.05,2.26,9.48,1.63,1.05,0.222,0.434,0.142,0.351,0.428,,,,73.0,98.0,90.0,86.0,102.0,100.0,,,,0.412,,0.158,,-1.25,,-0.33,,90.4,,83.8,,0.312,0.567,0.093,0.274,0.532,0.162,,,,0.188,0.337,0.266,86.0,105.0,101.0,51.0,110.0,96.0,78.0,111.0,105.0,0.001,0.218,0.211,-43.05,0.82,-0.09,80.9,90.1,77.1,0.274,0.369,0.275,,,,,,,,,,,,
4,2024-07-11,746688,Single,single,False,668715,596295,Spencer Steer,Austin Gomber,1,7b3602bc-56a7-4ec6-8429-a80f0bf12e92,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.61,4.79,99.2,103.0,79.0,97.0,0.828,6.05,2.26,9.48,1.63,1.05,0.222,0.434,0.142,0.351,0.428,,,,73.0,98.0,90.0,86.0,102.0,100.0,,,,0.412,,0.158,,-1.25,,-0.33,,90.4,,83.8,,0.312,0.567,0.093,0.274,0.532,0.162,,,,0.188,0.337,0.266,86.0,105.0,101.0,51.0,110.0,96.0,78.0,111.0,105.0,0.001,0.218,0.211,-43.05,0.82,-0.09,80.9,90.1,77.1,0.274,0.369,0.275,,,,,,,,,,,,
5,2024-07-11,746688,Groundout,field_out,True,600869,596295,Jeimer Candelario,Austin Gomber,1,40a30c4a-0ccc-43cb-a2d5-55a7d15497cb,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.61,4.79,99.2,103.0,79.0,97.0,0.828,6.05,2.26,9.48,1.63,1.05,0.222,0.434,0.142,0.351,0.428,,,,73.0,98.0,90.0,86.0,102.0,100.0,,,,0.412,,0.158,,-1.25,,-0.33,,90.4,,83.8,,0.312,0.567,0.093,0.274,0.532,0.162,,,,0.188,0.337,0.266,86.0,105.0,101.0,51.0,110.0,96.0,78.0,111.0,105.0,0.001,0.218,0.211,-43.05,0.82,-0.09,80.9,90.1,77.1,0.274,0.369,0.275,,,,,,,,,,,,
6,2024-07-11,746688,Strikeout,strikeout,True,663886,596295,Tyler Stephenson,Austin Gomber,0,80b3ca7c-3f85-4106-b109-8f93b7397e35,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.61,4.79,99.2,103.0,79.0,97.0,0.828,6.05,2.26,9.48,1.63,1.05,0.222,0.434,0.142,0.351,0.428,,,,73.0,98.0,90.0,86.0,102.0,100.0,,,,0.412,,0.158,,-1.25,,-0.33,,90.4,,83.8,,0.312,0.567,0.093,0.274,0.532,0.162,,,,0.188,0.337,0.266,86.0,105.0,101.0,51.0,110.0,96.0,78.0,111.0,105.0,0.001,0.218,0.211,-43.05,0.82,-0.09,80.9,90.1,77.1,0.274,0.369,0.275,,,,,,,,,,,,
7,2024-07-11,746688,Strikeout,strikeout,True,682622,596295,Noelvi Marte,Austin Gomber,0,207fc82d-b405-482f-9de7-4f02ac399596,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.61,4.79,99.2,103.0,79.0,97.0,0.828,6.05,2.26,9.48,1.63,1.05,0.222,0.434,0.142,0.351,0.428,,,,73.0,98.0,90.0,86.0,102.0,100.0,,,,0.412,,0.158,,-1.25,,-0.33,,90.4,,83.8,,0.312,0.567,0.093,0.274,0.532,0.162,,,,0.188,0.337,0.266,86.0,105.0,101.0,51.0,110.0,96.0,78.0,111.0,105.0,0.001,0.218,0.211,-43.05,0.82,-0.09,80.9,90.1,77.1,0.274,0.369,0.275,,,,,,,,,,,,
8,2024-07-11,746688,Strikeout,strikeout,True,686668,668881,Brenton Doyle,Hunter Greene,0,05d503e0-0e89-4224-a11d-442fa0c891bd,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,117.0,97.0,101.0,124.0,100.0,103.0,127.0,95.0,103.0,118.0,91.0,104.0,0.556,0.083,0.34,0.021,1.2,-0.91,0.09,-1.96,97.7,86.8,86.6,80.6,0.196,0.293,0.256,0.191,0.359,0.389,0.267,0.433,0.309,0.25,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-11,746688,Strikeout,strikeout,True,595909,668881,Jake Cave,Hunter Greene,0,3a9c3c94-d413-4142-b135-7fbf9de0c45f,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,117.0,97.0,101.0,124.0,100.0,103.0,127.0,95.0,103.0,118.0,91.0,104.0,0.556,0.083,0.34,0.021,1.2,-0.91,0.09,-1.96,97.7,86.8,86.6,80.6,0.196,0.293,0.256,0.191,0.359,0.389,0.267,0.433,0.309,0.25,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
