,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
10,2024-09-01,745292,Groundout,field_out,True,672640,657277,Otto Lopez,Logan Webb,0,1aaff067-9485-4dc3-ba01-8dd48b08a00a,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.46,4.34,189.2,105.0,112.0,107.0,0.818,7.45,2.18,8.87,0.47,2.62,0.23,0.363,0.166,0.29,0.404,137.0,106.0,113.0,58.0,107.0,89.0,95.0,104.0,102.0,125.0,103.0,113.0,62.0,105.0,99.0,0.402,0.053,0.013,0.212,0.32,-0.38,4.14,1.45,-0.06,0.34,92.5,90.7,87.3,92.5,83.7,0.262,0.383,0.215,0.265,0.337,0.145,0.256,0.349,0.259,0.2,0.257,0.324,0.167,0.167,0.143,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-09-01,745292,Single,single,False,666464,670766,Jerar Encarnacion,Darren McCaughan,0,492ed249-d6ea-4a1b-8c60-36aca81fefa8,670766.0,darrenmccaughan,McCaughan,Right,Darren McCaughan,- - -,7.4,6.24,24.1,94.0,85.0,91.0,0.89,5.18,3.7,12.95,2.22,0.64,0.222,0.456,0.122,0.289,0.441,65.0,91.0,76.0,46.0,89.0,76.0,78.0,93.0,84.0,114.0,97.0,106.0,,,,0.306,0.189,,0.405,0.101,-2.62,,-2.83,-3.36,-0.31,89.4,,81.3,88.9,81.8,0.333,0.333,0.217,0.407,0.556,0.053,0.316,0.711,0.127,0.333,0.542,0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-09-01,745292,Strikeout,strikeout,True,687529,670766,Grant McCray,Darren McCaughan,0,a8b34dcc-cc50-4426-873d-786b665e8bbb,670766.0,darrenmccaughan,McCaughan,Right,Darren McCaughan,- - -,7.4,6.24,24.1,94.0,85.0,91.0,0.89,5.18,3.7,12.95,2.22,0.64,0.222,0.456,0.122,0.289,0.441,65.0,91.0,76.0,46.0,89.0,76.0,78.0,93.0,84.0,114.0,97.0,106.0,,,,0.306,0.189,,0.405,0.101,-2.62,,-2.83,-3.36,-0.31,89.4,,81.3,88.9,81.8,0.333,0.333,0.217,0.407,0.556,0.053,0.316,0.711,0.127,0.333,0.542,0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-09-01,745292,Hit By Pitch,hit_by_pitch,False,592200,670766,Curt Casali,Darren McCaughan,1,6a40c984-d909-4e89-b6c7-447f182e0533,670766.0,darrenmccaughan,McCaughan,Right,Darren McCaughan,- - -,7.4,6.24,24.1,94.0,85.0,91.0,0.89,5.18,3.7,12.95,2.22,0.64,0.222,0.456,0.122,0.289,0.441,65.0,91.0,76.0,46.0,89.0,76.0,78.0,93.0,84.0,114.0,97.0,106.0,,,,0.306,0.189,,0.405,0.101,-2.62,,-2.83,-3.36,-0.31,89.4,,81.3,88.9,81.8,0.333,0.333,0.217,0.407,0.556,0.053,0.316,0.711,0.127,0.333,0.542,0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2024-09-01,745292,Lineout,field_out,True,689172,670766,Brett Wisely,Darren McCaughan,0,576cbbc3-1383-4d41-9609-e3d1e0a6b822,670766.0,darrenmccaughan,McCaughan,Right,Darren McCaughan,- - -,7.4,6.24,24.1,94.0,85.0,91.0,0.89,5.18,3.7,12.95,2.22,0.64,0.222,0.456,0.122,0.289,0.441,65.0,91.0,76.0,46.0,89.0,76.0,78.0,93.0,84.0,114.0,97.0,106.0,,,,0.306,0.189,,0.405,0.101,-2.62,,-2.83,-3.36,-0.31,89.4,,81.3,88.9,81.8,0.333,0.333,0.217,0.407,0.556,0.053,0.316,0.711,0.127,0.333,0.542,0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2024-09-01,745292,Lineout,field_out,True,573262,670766,Mike Yastrzemski,Darren McCaughan,0,3b4f4250-9f71-4bdc-b345-a376775f6320,670766.0,darrenmccaughan,McCaughan,Right,Darren McCaughan,- - -,7.4,6.24,24.1,94.0,85.0,91.0,0.89,5.18,3.7,12.95,2.22,0.64,0.222,0.456,0.122,0.289,0.441,65.0,91.0,76.0,46.0,89.0,76.0,78.0,93.0,84.0,114.0,97.0,106.0,,,,0.306,0.189,,0.405,0.101,-2.62,,-2.83,-3.36,-0.31,89.4,,81.3,88.9,81.8,0.333,0.333,0.217,0.407,0.556,0.053,0.316,0.711,0.127,0.333,0.542,0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-09-01,745292,Strikeout,strikeout,True,672701,657277,José Devers,Logan Webb,0,672f99cb-639b-4ff6-a960-b5641979a6e2,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.46,4.34,189.2,105.0,112.0,107.0,0.818,7.45,2.18,8.87,0.47,2.62,0.23,0.363,0.166,0.29,0.404,137.0,106.0,113.0,58.0,107.0,89.0,95.0,104.0,102.0,125.0,103.0,113.0,62.0,105.0,99.0,0.402,0.053,0.013,0.212,0.32,-0.38,4.14,1.45,-0.06,0.34,92.5,90.7,87.3,92.5,83.7,0.262,0.383,0.215,0.265,0.337,0.145,0.256,0.349,0.259,0.2,0.257,0.324,0.167,0.167,0.143,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-09-01,745292,Strikeout,strikeout,True,682073,657277,David Hensley,Logan Webb,0,efdbebd1-3a0b-4c37-9b30-9fec27825e39,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.46,4.34,189.2,105.0,112.0,107.0,0.818,7.45,2.18,8.87,0.47,2.62,0.23,0.363,0.166,0.29,0.404,137.0,106.0,113.0,58.0,107.0,89.0,95.0,104.0,102.0,125.0,103.0,113.0,62.0,105.0,99.0,0.402,0.053,0.013,0.212,0.32,-0.38,4.14,1.45,-0.06,0.34,92.5,90.7,87.3,92.5,83.7,0.262,0.383,0.215,0.265,0.337,0.145,0.256,0.349,0.259,0.2,0.257,0.324,0.167,0.167,0.143,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-09-01,745292,Single,single,False,663743,657277,Nick Fortes,Logan Webb,0,f0a5ef33-3255-406f-a136-f01b5a8638e3,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.46,4.34,189.2,105.0,112.0,107.0,0.818,7.45,2.18,8.87,0.47,2.62,0.23,0.363,0.166,0.29,0.404,137.0,106.0,113.0,58.0,107.0,89.0,95.0,104.0,102.0,125.0,103.0,113.0,62.0,105.0,99.0,0.402,0.053,0.013,0.212,0.32,-0.38,4.14,1.45,-0.06,0.34,92.5,90.7,87.3,92.5,83.7,0.262,0.383,0.215,0.265,0.337,0.145,0.256,0.349,0.259,0.2,0.257,0.324,0.167,0.167,0.143,,,,,,,,,,,,,,,,,,,,,,,,
19,2024-09-01,745292,Groundout,field_out,True,669065,657277,Kyle Stowers,Logan Webb,0,0701fca2-bb1d-4a68-b2cf-d1f00d7599c7,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.46,4.34,189.2,105.0,112.0,107.0,0.818,7.45,2.18,8.87,0.47,2.62,0.23,0.363,0.166,0.29,0.404,137.0,106.0,113.0,58.0,107.0,89.0,95.0,104.0,102.0,125.0,103.0,113.0,62.0,105.0,99.0,0.402,0.053,0.013,0.212,0.32,-0.38,4.14,1.45,-0.06,0.34,92.5,90.7,87.3,92.5,83.7,0.262,0.383,0.215,0.265,0.337,0.145,0.256,0.349,0.259,0.2,0.257,0.324,0.167,0.167,0.143,,,,,,,,,,,,,,,,,,,,,,,,
20,2024-09-01,745292,Single,single,False,666149,670766,Tyler Fitzgerald,Darren McCaughan,0,3a68cad7-d09b-43c6-ab0d-65340b609102,670766.0,darrenmccaughan,McCaughan,Right,Darren McCaughan,- - -,7.4,6.24,24.1,94.0,85.0,91.0,0.89,5.18,3.7,12.95,2.22,0.64,0.222,0.456,0.122,0.289,0.441,65.0,91.0,76.0,46.0,89.0,76.0,78.0,93.0,84.0,114.0,97.0,106.0,,,,0.306,0.189,,0.405,0.101,-2.62,,-2.83,-3.36,-0.31,89.4,,81.3,88.9,81.8,0.333,0.333,0.217,0.407,0.556,0.053,0.316,0.711,0.127,0.333,0.542,0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2024-09-01,745292,Forceout,force_out,True,624424,670766,Michael Conforto,Darren McCaughan,1,1345a583-a7ce-4348-86d7-f318bba731bb,670766.0,darrenmccaughan,McCaughan,Right,Darren McCaughan,- - -,7.4,6.24,24.1,94.0,85.0,91.0,0.89,5.18,3.7,12.95,2.22,0.64,0.222,0.456,0.122,0.289,0.441,65.0,91.0,76.0,46.0,89.0,76.0,78.0,93.0,84.0,114.0,97.0,106.0,,,,0.306,0.189,,0.405,0.101,-2.62,,-2.83,-3.36,-0.31,89.4,,81.3,88.9,81.8,0.333,0.333,0.217,0.407,0.556,0.053,0.316,0.711,0.127,0.333,0.542,0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2024-09-01,745292,Single,single,False,656305,670766,Matt Chapman,Darren McCaughan,1,22f7a4ee-2500-4f5c-b736-b2ae23c703f2,670766.0,darrenmccaughan,McCaughan,Right,Darren McCaughan,- - -,7.4,6.24,24.1,94.0,85.0,91.0,0.89,5.18,3.7,12.95,2.22,0.64,0.222,0.456,0.122,0.289,0.441,65.0,91.0,76.0,46.0,89.0,76.0,78.0,93.0,84.0,114.0,97.0,106.0,,,,0.306,0.189,,0.405,0.101,-2.62,,-2.83,-3.36,-0.31,89.4,,81.3,88.9,81.8,0.333,0.333,0.217,0.407,0.556,0.053,0.316,0.711,0.127,0.333,0.542,0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2024-09-01,745292,Forceout,force_out,True,664774,670766,LaMonte Wade Jr.,Darren McCaughan,1,84441e90-82df-4151-9b4f-bf0b248009c3,670766.0,darrenmccaughan,McCaughan,Right,Darren McCaughan,- - -,7.4,6.24,24.1,94.0,85.0,91.0,0.89,5.18,3.7,12.95,2.22,0.64,0.222,0.456,0.122,0.289,0.441,65.0,91.0,76.0,46.0,89.0,76.0,78.0,93.0,84.0,114.0,97.0,106.0,,,,0.306,0.189,,0.405,0.101,-2.62,,-2.83,-3.36,-0.31,89.4,,81.3,88.9,81.8,0.333,0.333,0.217,0.407,0.556,0.053,0.316,0.711,0.127,0.333,0.542,0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2024-09-01,745292,Flyout,field_out,True,666464,670766,Jerar Encarnacion,Darren McCaughan,0,d620c17f-4928-4604-ba8c-54e403b5aa2c,670766.0,darrenmccaughan,McCaughan,Right,Darren McCaughan,- - -,7.4,6.24,24.1,94.0,85.0,91.0,0.89,5.18,3.7,12.95,2.22,0.64,0.222,0.456,0.122,0.289,0.441,65.0,91.0,76.0,46.0,89.0,76.0,78.0,93.0,84.0,114.0,97.0,106.0,,,,0.306,0.189,,0.405,0.101,-2.62,,-2.83,-3.36,-0.31,89.4,,81.3,88.9,81.8,0.333,0.333,0.217,0.407,0.556,0.053,0.316,0.711,0.127,0.333,0.542,0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2024-09-01,745292,Strikeout,strikeout,True,656537,657277,Derek Hill,Logan Webb,0,74cda2fa-b76f-44de-81a2-50990e37e670,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.46,4.34,189.2,105.0,112.0,107.0,0.818,7.45,2.18,8.87,0.47,2.62,0.23,0.363,0.166,0.29,0.404,137.0,106.0,113.0,58.0,107.0,89.0,95.0,104.0,102.0,125.0,103.0,113.0,62.0,105.0,99.0,0.402,0.053,0.013,0.212,0.32,-0.38,4.14,1.45,-0.06,0.34,92.5,90.7,87.3,92.5,83.7,0.262,0.383,0.215,0.265,0.337,0.145,0.256,0.349,0.259,0.2,0.257,0.324,0.167,0.167,0.143,,,,,,,,,,,,,,,,,,,,,,,,
26,2024-09-01,745292,Groundout,field_out,True,660821,657277,Jesús Sánchez,Logan Webb,0,3ed8983d-e8a8-46e7-935a-38d44918f4d6,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.46,4.34,189.2,105.0,112.0,107.0,0.818,7.45,2.18,8.87,0.47,2.62,0.23,0.363,0.166,0.29,0.404,137.0,106.0,113.0,58.0,107.0,89.0,95.0,104.0,102.0,125.0,103.0,113.0,62.0,105.0,99.0,0.402,0.053,0.013,0.212,0.32,-0.38,4.14,1.45,-0.06,0.34,92.5,90.7,87.3,92.5,83.7,0.262,0.383,0.215,0.265,0.337,0.145,0.256,0.349,0.259,0.2,0.257,0.324,0.167,0.167,0.143,,,,,,,,,,,,,,,,,,,,,,,,
27,2024-09-01,745292,Groundout,field_out,True,681146,657277,Jonah Bride,Logan Webb,0,11e75b64-fdbc-416d-996b-6c0de264a420,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.46,4.34,189.2,105.0,112.0,107.0,0.818,7.45,2.18,8.87,0.47,2.62,0.23,0.363,0.166,0.29,0.404,137.0,106.0,113.0,58.0,107.0,89.0,95.0,104.0,102.0,125.0,103.0,113.0,62.0,105.0,99.0,0.402,0.053,0.013,0.212,0.32,-0.38,4.14,1.45,-0.06,0.34,92.5,90.7,87.3,92.5,83.7,0.262,0.383,0.215,0.265,0.337,0.145,0.256,0.349,0.259,0.2,0.257,0.324,0.167,0.167,0.143,,,,,,,,,,,,,,,,,,,,,,,,
28,2024-09-01,745292,Bunt Groundout,field_out,True,687529,670766,Grant McCray,Darren McCaughan,0,79b42bb1-8a51-4298-a514-2a74a50ac069,670766.0,darrenmccaughan,McCaughan,Right,Darren McCaughan,- - -,7.4,6.24,24.1,94.0,85.0,91.0,0.89,5.18,3.7,12.95,2.22,0.64,0.222,0.456,0.122,0.289,0.441,65.0,91.0,76.0,46.0,89.0,76.0,78.0,93.0,84.0,114.0,97.0,106.0,,,,0.306,0.189,,0.405,0.101,-2.62,,-2.83,-3.36,-0.31,89.4,,81.3,88.9,81.8,0.333,0.333,0.217,0.407,0.556,0.053,0.316,0.711,0.127,0.333,0.542,0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2024-09-01,745292,Pop Out,field_out,True,592200,670766,Curt Casali,Darren McCaughan,0,809477cc-7b38-4c7f-bfa7-ee7d8fe784ad,670766.0,darrenmccaughan,McCaughan,Right,Darren McCaughan,- - -,7.4,6.24,24.1,94.0,85.0,91.0,0.89,5.18,3.7,12.95,2.22,0.64,0.222,0.456,0.122,0.289,0.441,65.0,91.0,76.0,46.0,89.0,76.0,78.0,93.0,84.0,114.0,97.0,106.0,,,,0.306,0.189,,0.405,0.101,-2.62,,-2.83,-3.36,-0.31,89.4,,81.3,88.9,81.8,0.333,0.333,0.217,0.407,0.556,0.053,0.316,0.711,0.127,0.333,0.542,0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2024-09-01,745292,Groundout,field_out,True,689172,670766,Brett Wisely,Darren McCaughan,0,76a617a7-616f-444d-9522-96365b273a11,670766.0,darrenmccaughan,McCaughan,Right,Darren McCaughan,- - -,7.4,6.24,24.1,94.0,85.0,91.0,0.89,5.18,3.7,12.95,2.22,0.64,0.222,0.456,0.122,0.289,0.441,65.0,91.0,76.0,46.0,89.0,76.0,78.0,93.0,84.0,114.0,97.0,106.0,,,,0.306,0.189,,0.405,0.101,-2.62,,-2.83,-3.36,-0.31,89.4,,81.3,88.9,81.8,0.333,0.333,0.217,0.407,0.556,0.053,0.316,0.711,0.127,0.333,0.542,0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2024-09-01,745292,Single,single,False,665052,657277,Griffin Conine,Logan Webb,0,23bec5fa-9d8e-475d-9662-8c9a1e8aaf3f,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.46,4.34,189.2,105.0,112.0,107.0,0.818,7.45,2.18,8.87,0.47,2.62,0.23,0.363,0.166,0.29,0.404,137.0,106.0,113.0,58.0,107.0,89.0,95.0,104.0,102.0,125.0,103.0,113.0,62.0,105.0,99.0,0.402,0.053,0.013,0.212,0.32,-0.38,4.14,1.45,-0.06,0.34,92.5,90.7,87.3,92.5,83.7,0.262,0.383,0.215,0.265,0.337,0.145,0.256,0.349,0.259,0.2,0.257,0.324,0.167,0.167,0.143,,,,,,,,,,,,,,,,,,,,,,,,
32,2024-09-01,745292,Lineout,field_out,True,672640,657277,Otto Lopez,Logan Webb,0,1770afff-6b40-422d-9cde-4b156ae9f543,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.46,4.34,189.2,105.0,112.0,107.0,0.818,7.45,2.18,8.87,0.47,2.62,0.23,0.363,0.166,0.29,0.404,137.0,106.0,113.0,58.0,107.0,89.0,95.0,104.0,102.0,125.0,103.0,113.0,62.0,105.0,99.0,0.402,0.053,0.013,0.212,0.32,-0.38,4.14,1.45,-0.06,0.34,92.5,90.7,87.3,92.5,83.7,0.262,0.383,0.215,0.265,0.337,0.145,0.256,0.349,0.259,0.2,0.257,0.324,0.167,0.167,0.143,,,,,,,,,,,,,,,,,,,,,,,,
33,2024-09-01,745292,Forceout,force_out,True,672701,657277,José Devers,Logan Webb,1,4476ae62-7a5e-45ac-8bc1-3cb0d8ddaf36,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.46,4.34,189.2,105.0,112.0,107.0,0.818,7.45,2.18,8.87,0.47,2.62,0.23,0.363,0.166,0.29,0.404,137.0,106.0,113.0,58.0,107.0,89.0,95.0,104.0,102.0,125.0,103.0,113.0,62.0,105.0,99.0,0.402,0.053,0.013,0.212,0.32,-0.38,4.14,1.45,-0.06,0.34,92.5,90.7,87.3,92.5,83.7,0.262,0.383,0.215,0.265,0.337,0.145,0.256,0.349,0.259,0.2,0.257,0.324,0.167,0.167,0.143,,,,,,,,,,,,,,,,,,,,,,,,
