,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FC%,FS%,CU%,CH%,wFC/C,wFS/C,wSI/C,wCU/C,wCH/C,vFC,vFS,vCH,vSI,vCU,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,wFA/C,wSL/C,vFA,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff
0,2024-06-22,746541,Lineout,field_out,True,682928,615698,CJ Abrams,Cal Quantrill,0,474dbc8f-d740-4d83-90dc-246343bcb604,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,88.0,97.0,103.0,96.0,101.0,104.0,79.0,97.0,90.0,80.0,99.0,95.0,115.0,95.0,98.0,0.397,0.134,0.336,0.107,0.025,-1.43,1.52,-1.66,0.34,1.78,87.7,86.1,84.9,93.8,79.9,0.178,0.253,0.253,0.322,0.573,0.2,0.347,0.571,0.173,0.242,0.424,0.267,0.222,0.222,0.167,,,,,,,,,,,,,,,,,,
1,2024-06-22,746541,Lineout,field_out,True,657041,615698,Lane Thomas,Cal Quantrill,0,ffdb9ac5-d98a-403d-8fc9-ad5b5d61ae74,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,88.0,97.0,103.0,96.0,101.0,104.0,79.0,97.0,90.0,80.0,99.0,95.0,115.0,95.0,98.0,0.397,0.134,0.336,0.107,0.025,-1.43,1.52,-1.66,0.34,1.78,87.7,86.1,84.9,93.8,79.9,0.178,0.253,0.253,0.322,0.573,0.2,0.347,0.571,0.173,0.242,0.424,0.267,0.222,0.222,0.167,,,,,,,,,,,,,,,,,,
2,2024-06-22,746541,Walk,walk,False,608385,615698,Jesse Winker,Cal Quantrill,0,58ec7294-478f-402f-a548-4ef9dc5d4650,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,88.0,97.0,103.0,96.0,101.0,104.0,79.0,97.0,90.0,80.0,99.0,95.0,115.0,95.0,98.0,0.397,0.134,0.336,0.107,0.025,-1.43,1.52,-1.66,0.34,1.78,87.7,86.1,84.9,93.8,79.9,0.178,0.253,0.253,0.322,0.573,0.2,0.347,0.571,0.173,0.242,0.424,0.267,0.222,0.222,0.167,,,,,,,,,,,,,,,,,,
3,2024-06-22,746541,Strikeout,strikeout,True,592696,615698,Eddie Rosario,Cal Quantrill,1,3d850f9e-5ac9-4f8d-8351-983c67421c29,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,88.0,97.0,103.0,96.0,101.0,104.0,79.0,97.0,90.0,80.0,99.0,95.0,115.0,95.0,98.0,0.397,0.134,0.336,0.107,0.025,-1.43,1.52,-1.66,0.34,1.78,87.7,86.1,84.9,93.8,79.9,0.178,0.253,0.253,0.322,0.573,0.2,0.347,0.571,0.173,0.242,0.424,0.267,0.222,0.222,0.167,,,,,,,,,,,,,,,,,,
4,2024-06-22,746541,Strikeout,strikeout,True,686668,680730,Brenton Doyle,Mitchell Parker,0,29116fae-c676-4c7c-9b31-da37045c9905,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,3.9,4.1,92.1,100.0,88.0,98.0,0.807,7.41,2.05,8.19,1.17,1.01,0.228,0.466,0.154,0.336,0.461,,,,98.0,98.0,98.0,,,,,,,88.0,96.0,95.0,,,0.173,0.246,,,-0.37,,1.0,,,85.8,,,80.5,0.203,0.359,0.361,,,,,,,0.25,0.369,0.264,,,,79.0,102.0,97.0,106.0,106.0,110.0,0.49,0.09,0.85,-1.59,92.6,84.6,0.241,0.382,0.12,0.243,0.514,0.35
5,2024-06-22,746541,Single,single,False,678662,680730,Ezequiel Tovar,Mitchell Parker,0,1d6b3cd9-7574-42d2-814d-e6b848363192,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,3.9,4.1,92.1,100.0,88.0,98.0,0.807,7.41,2.05,8.19,1.17,1.01,0.228,0.466,0.154,0.336,0.461,,,,98.0,98.0,98.0,,,,,,,88.0,96.0,95.0,,,0.173,0.246,,,-0.37,,1.0,,,85.8,,,80.5,0.203,0.359,0.361,,,,,,,0.25,0.369,0.264,,,,79.0,102.0,97.0,106.0,106.0,110.0,0.49,0.09,0.85,-1.59,92.6,84.6,0.241,0.382,0.12,0.243,0.514,0.35
6,2024-06-22,746541,Single,single,False,641857,680730,Ryan McMahon,Mitchell Parker,1,7330d967-04b7-43d2-855b-83f646bff630,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,3.9,4.1,92.1,100.0,88.0,98.0,0.807,7.41,2.05,8.19,1.17,1.01,0.228,0.466,0.154,0.336,0.461,,,,98.0,98.0,98.0,,,,,,,88.0,96.0,95.0,,,0.173,0.246,,,-0.37,,1.0,,,85.8,,,80.5,0.203,0.359,0.361,,,,,,,0.25,0.369,0.264,,,,79.0,102.0,97.0,106.0,106.0,110.0,0.49,0.09,0.85,-1.59,92.6,84.6,0.241,0.382,0.12,0.243,0.514,0.35
7,2024-06-22,746541,Forceout,force_out,True,663898,680730,Brendan Rodgers,Mitchell Parker,1,bfe1818b-28b3-403e-b2ff-f93779886b43,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,3.9,4.1,92.1,100.0,88.0,98.0,0.807,7.41,2.05,8.19,1.17,1.01,0.228,0.466,0.154,0.336,0.461,,,,98.0,98.0,98.0,,,,,,,88.0,96.0,95.0,,,0.173,0.246,,,-0.37,,1.0,,,85.8,,,80.5,0.203,0.359,0.361,,,,,,,0.25,0.369,0.264,,,,79.0,102.0,97.0,106.0,106.0,110.0,0.49,0.09,0.85,-1.59,92.6,84.6,0.241,0.382,0.12,0.243,0.514,0.35
8,2024-06-22,746541,Single,single,False,607732,680730,Jacob Stallings,Mitchell Parker,1,505f8d8f-0f1c-4b05-86f8-7e23258537fd,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,3.9,4.1,92.1,100.0,88.0,98.0,0.807,7.41,2.05,8.19,1.17,1.01,0.228,0.466,0.154,0.336,0.461,,,,98.0,98.0,98.0,,,,,,,88.0,96.0,95.0,,,0.173,0.246,,,-0.37,,1.0,,,85.8,,,80.5,0.203,0.359,0.361,,,,,,,0.25,0.369,0.264,,,,79.0,102.0,97.0,106.0,106.0,110.0,0.49,0.09,0.85,-1.59,92.6,84.6,0.241,0.382,0.12,0.243,0.514,0.35
9,2024-06-22,746541,Flyout,field_out,True,666134,680730,Nolan Jones,Mitchell Parker,0,692b9bca-0586-445a-bde2-67065bacee6f,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,3.9,4.1,92.1,100.0,88.0,98.0,0.807,7.41,2.05,8.19,1.17,1.01,0.228,0.466,0.154,0.336,0.461,,,,98.0,98.0,98.0,,,,,,,88.0,96.0,95.0,,,0.173,0.246,,,-0.37,,1.0,,,85.8,,,80.5,0.203,0.359,0.361,,,,,,,0.25,0.369,0.264,,,,79.0,102.0,97.0,106.0,106.0,110.0,0.49,0.09,0.85,-1.59,92.6,84.6,0.241,0.382,0.12,0.243,0.514,0.35
10,2024-06-22,746541,Flyout,field_out,True,608841,615698,Joey Meneses,Cal Quantrill,0,cd3b50e2-bb11-4bac-a2e3-47c03ed49d46,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,88.0,97.0,103.0,96.0,101.0,104.0,79.0,97.0,90.0,80.0,99.0,95.0,115.0,95.0,98.0,0.397,0.134,0.336,0.107,0.025,-1.43,1.52,-1.66,0.34,1.78,87.7,86.1,84.9,93.8,79.9,0.178,0.253,0.253,0.322,0.573,0.2,0.347,0.571,0.173,0.242,0.424,0.267,0.222,0.222,0.167,,,,,,,,,,,,,,,,,,
11,2024-06-22,746541,Strikeout,strikeout,True,671277,615698,Luis García Jr.,Cal Quantrill,0,75a4b864-9983-4003-a341-585c68e21407,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,88.0,97.0,103.0,96.0,101.0,104.0,79.0,97.0,90.0,80.0,99.0,95.0,115.0,95.0,98.0,0.397,0.134,0.336,0.107,0.025,-1.43,1.52,-1.66,0.34,1.78,87.7,86.1,84.9,93.8,79.9,0.178,0.253,0.253,0.322,0.573,0.2,0.347,0.571,0.173,0.242,0.424,0.267,0.222,0.222,0.167,,,,,,,,,,,,,,,,,,
12,2024-06-22,746541,Single,single,False,669222,615698,Nick Senzel,Cal Quantrill,0,8bac82fd-6739-4ee9-8f94-1d486e02769f,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,88.0,97.0,103.0,96.0,101.0,104.0,79.0,97.0,90.0,80.0,99.0,95.0,115.0,95.0,98.0,0.397,0.134,0.336,0.107,0.025,-1.43,1.52,-1.66,0.34,1.78,87.7,86.1,84.9,93.8,79.9,0.178,0.253,0.253,0.322,0.573,0.2,0.347,0.571,0.173,0.242,0.424,0.267,0.222,0.222,0.167,,,,,,,,,,,,,,,,,,
13,2024-06-22,746541,Single,single,False,660688,615698,Keibert Ruiz,Cal Quantrill,1,2915f753-d702-4428-b10d-94dd50736423,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,88.0,97.0,103.0,96.0,101.0,104.0,79.0,97.0,90.0,80.0,99.0,95.0,115.0,95.0,98.0,0.397,0.134,0.336,0.107,0.025,-1.43,1.52,-1.66,0.34,1.78,87.7,86.1,84.9,93.8,79.9,0.178,0.253,0.253,0.322,0.573,0.2,0.347,0.571,0.173,0.242,0.424,0.267,0.222,0.222,0.167,,,,,,,,,,,,,,,,,,
14,2024-06-22,746541,Lineout,field_out,True,696285,615698,Jacob Young,Cal Quantrill,0,bd70a675-6fd2-4258-b77f-b2204b6cf770,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,88.0,97.0,103.0,96.0,101.0,104.0,79.0,97.0,90.0,80.0,99.0,95.0,115.0,95.0,98.0,0.397,0.134,0.336,0.107,0.025,-1.43,1.52,-1.66,0.34,1.78,87.7,86.1,84.9,93.8,79.9,0.178,0.253,0.253,0.322,0.573,0.2,0.347,0.571,0.173,0.242,0.424,0.267,0.222,0.222,0.167,,,,,,,,,,,,,,,,,,
