,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,ST_ba,ST_slg,ST_whiff
0,2024-08-18,746186,Walk,walk,False,671739,686799,Michael Harris II,Jack Kochanowicz,0,1ab0b403-759f-4672-9425-8c00d0475976,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,4.96,5.49,32.2,99.0,100.0,100.0,0.875,3.31,1.93,10.74,1.1,2.48,0.228,0.351,0.123,0.325,0.501,70.0,100.0,96.0,112.0,99.0,110.0,91.0,95.0,106.0,98.0,100.0,97.0,0.693,0.024,0.237,0.046,-11.92,0.27,-1.08,-4.85,95.9,88.3,95.7,85.6,0.326,0.457,0.099,0.208,0.458,0.283,0.429,0.571,0.083,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-18,746186,Hit By Pitch,hit_by_pitch,False,663586,686799,Austin Riley,Jack Kochanowicz,1,c77d98ec-f01e-472d-aae1-235164781306,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,4.96,5.49,32.2,99.0,100.0,100.0,0.875,3.31,1.93,10.74,1.1,2.48,0.228,0.351,0.123,0.325,0.501,70.0,100.0,96.0,112.0,99.0,110.0,91.0,95.0,106.0,98.0,100.0,97.0,0.693,0.024,0.237,0.046,-11.92,0.27,-1.08,-4.85,95.9,88.3,95.7,85.6,0.326,0.457,0.099,0.208,0.458,0.283,0.429,0.571,0.083,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-18,746186,Grounded Into DP,grounded_into_double_play,True,542303,686799,Marcell Ozuna,Jack Kochanowicz,1,7535667c-fd33-4361-9bf4-2c41657eaa89,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,4.96,5.49,32.2,99.0,100.0,100.0,0.875,3.31,1.93,10.74,1.1,2.48,0.228,0.351,0.123,0.325,0.501,70.0,100.0,96.0,112.0,99.0,110.0,91.0,95.0,106.0,98.0,100.0,97.0,0.693,0.024,0.237,0.046,-11.92,0.27,-1.08,-4.85,95.9,88.3,95.7,85.6,0.326,0.457,0.099,0.208,0.458,0.283,0.429,0.571,0.083,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-18,746186,Single,single,False,621566,686799,Matt Olson,Jack Kochanowicz,1,8e7967a0-8aeb-46f9-b047-43d248123201,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,4.96,5.49,32.2,99.0,100.0,100.0,0.875,3.31,1.93,10.74,1.1,2.48,0.228,0.351,0.123,0.325,0.501,70.0,100.0,96.0,112.0,99.0,110.0,91.0,95.0,106.0,98.0,100.0,97.0,0.693,0.024,0.237,0.046,-11.92,0.27,-1.08,-4.85,95.9,88.3,95.7,85.6,0.326,0.457,0.099,0.208,0.458,0.283,0.429,0.571,0.083,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-18,746186,Flyout,field_out,True,657656,686799,Ramón Laureano,Jack Kochanowicz,0,8e221ed9-eae1-42d4-8292-15475b1dc981,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,4.96,5.49,32.2,99.0,100.0,100.0,0.875,3.31,1.93,10.74,1.1,2.48,0.228,0.351,0.123,0.325,0.501,70.0,100.0,96.0,112.0,99.0,110.0,91.0,95.0,106.0,98.0,100.0,97.0,0.693,0.024,0.237,0.046,-11.92,0.27,-1.08,-4.85,95.9,88.3,95.7,85.6,0.326,0.457,0.099,0.208,0.458,0.283,0.429,0.571,0.083,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-18,746186,Strikeout,strikeout,True,621493,450203,Taylor Ward,Charlie Morton,0,f75e0f23-76f8-41f0-81a9-2c6ffb587d1a,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.26,4.59,137.1,98.0,95.0,97.0,0.757,9.17,3.41,8.39,1.38,1.41,0.227,0.425,0.147,0.324,0.413,87.0,95.0,93.0,122.0,99.0,108.0,70.0,100.0,89.0,78.0,98.0,89.0,0.097,0.282,0.425,0.116,-1.49,-0.05,0.67,-0.49,94.0,84.9,93.4,81.5,0.353,0.471,0.074,0.203,0.32,0.338,0.241,0.5,0.336,74.0,93.0,88.0,0.08,-1.21,88.5,0.279,0.529,0.181,0.333,0.667,0.145,,,,,,,,,,,,
6,2024-08-18,746186,Strikeout,strikeout,True,687263,450203,Zach Neto,Charlie Morton,0,eacb6db7-d89f-4ac6-af9e-d5ba26817051,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.26,4.59,137.1,98.0,95.0,97.0,0.757,9.17,3.41,8.39,1.38,1.41,0.227,0.425,0.147,0.324,0.413,87.0,95.0,93.0,122.0,99.0,108.0,70.0,100.0,89.0,78.0,98.0,89.0,0.097,0.282,0.425,0.116,-1.49,-0.05,0.67,-0.49,94.0,84.9,93.4,81.5,0.353,0.471,0.074,0.203,0.32,0.338,0.241,0.5,0.336,74.0,93.0,88.0,0.08,-1.21,88.5,0.279,0.529,0.181,0.333,0.667,0.145,,,,,,,,,,,,
7,2024-08-18,746186,Strikeout,strikeout,True,694384,450203,Nolan Schanuel,Charlie Morton,0,7738673a-a9c0-44b5-b92d-45a344e4beb2,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.26,4.59,137.1,98.0,95.0,97.0,0.757,9.17,3.41,8.39,1.38,1.41,0.227,0.425,0.147,0.324,0.413,87.0,95.0,93.0,122.0,99.0,108.0,70.0,100.0,89.0,78.0,98.0,89.0,0.097,0.282,0.425,0.116,-1.49,-0.05,0.67,-0.49,94.0,84.9,93.4,81.5,0.353,0.471,0.074,0.203,0.32,0.338,0.241,0.5,0.336,74.0,93.0,88.0,0.08,-1.21,88.5,0.279,0.529,0.181,0.333,0.667,0.145,,,,,,,,,,,,
8,2024-08-18,746186,Flyout,field_out,True,672284,686799,Jarred Kelenic,Jack Kochanowicz,0,842b4f20-4722-494b-9361-882bce772f3d,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,4.96,5.49,32.2,99.0,100.0,100.0,0.875,3.31,1.93,10.74,1.1,2.48,0.228,0.351,0.123,0.325,0.501,70.0,100.0,96.0,112.0,99.0,110.0,91.0,95.0,106.0,98.0,100.0,97.0,0.693,0.024,0.237,0.046,-11.92,0.27,-1.08,-4.85,95.9,88.3,95.7,85.6,0.326,0.457,0.099,0.208,0.458,0.283,0.429,0.571,0.083,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-18,746186,Flyout,field_out,True,606115,686799,Orlando Arcia,Jack Kochanowicz,0,beb7a035-6b71-4696-b94d-02cf9d390bc5,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,4.96,5.49,32.2,99.0,100.0,100.0,0.875,3.31,1.93,10.74,1.1,2.48,0.228,0.351,0.123,0.325,0.501,70.0,100.0,96.0,112.0,99.0,110.0,91.0,95.0,106.0,98.0,100.0,97.0,0.693,0.024,0.237,0.046,-11.92,0.27,-1.08,-4.85,95.9,88.3,95.7,85.6,0.326,0.457,0.099,0.208,0.458,0.283,0.429,0.571,0.083,,,,,,,,,,,,,,,,,,,,,,,,
