,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-06-08,744848,Strikeout,strikeout,True,645277,669022,Ozzie Albies,MacKenzie Gore,0,ca660362-9b13-48b7-9d82-9140f50cd3f1,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,94.0,89.0,93.0,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.092,0.21,-0.7,0.66,-1.82,96.4,85.9,91.0,83.3,0.284,0.408,0.239,0.217,0.265,0.356,0.429,0.714,0.25,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-08,744848,Strikeout,strikeout,True,663586,669022,Austin Riley,MacKenzie Gore,0,397a11ce-46dd-4021-827b-b425e58ffcb2,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,94.0,89.0,93.0,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.092,0.21,-0.7,0.66,-1.82,96.4,85.9,91.0,83.3,0.284,0.408,0.239,0.217,0.265,0.356,0.429,0.714,0.25,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-08,744848,Single,single,False,542303,669022,Marcell Ozuna,MacKenzie Gore,0,f8402b83-79cd-4107-8be7-5411d992d5a0,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,94.0,89.0,93.0,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.092,0.21,-0.7,0.66,-1.82,96.4,85.9,91.0,83.3,0.284,0.408,0.239,0.217,0.265,0.356,0.429,0.714,0.25,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-08,744848,Double,double,False,621566,669022,Matt Olson,MacKenzie Gore,1,c244d905-8695-4aef-82e7-a603950cb671,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,94.0,89.0,93.0,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.092,0.21,-0.7,0.66,-1.82,96.4,85.9,91.0,83.3,0.284,0.408,0.239,0.217,0.265,0.356,0.429,0.714,0.25,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-06-08,744848,Walk,walk,False,594807,669022,Adam Duvall,MacKenzie Gore,0,4b882b6e-dae6-4ca1-adb5-3a4286891b64,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,94.0,89.0,93.0,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.092,0.21,-0.7,0.66,-1.82,96.4,85.9,91.0,83.3,0.284,0.408,0.239,0.217,0.265,0.356,0.429,0.714,0.25,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-06-08,744848,Flyout,field_out,True,606115,669022,Orlando Arcia,MacKenzie Gore,0,827c28ee-18ed-4f29-b752-0f699ec3794b,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,94.0,89.0,93.0,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.092,0.21,-0.7,0.66,-1.82,96.4,85.9,91.0,83.3,0.284,0.408,0.239,0.217,0.265,0.356,0.429,0.714,0.25,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-06-08,744848,Hit By Pitch,hit_by_pitch,False,682928,450203,CJ Abrams,Charlie Morton,0,12e8366a-d64c-43ff-b9b5-643e11432ba1,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.07,4.39,97.1,98.0,94.0,97.0,0.753,8.97,3.51,7.49,1.02,1.37,0.23,0.436,0.167,0.319,0.409,89.0,95.0,93.0,119.0,99.0,107.0,70.0,100.0,88.0,,,,0.277,,0.412,0.123,-2.02,,1.39,0.94,93.8,85.0,,81.4,0.292,0.563,0.182,0.179,0.256,0.336,,,,0.186,0.302,0.347,82.0,101.0,93.0,75.0,92.0,87.0,0.094,0.095,-1.28,0.73,88.6,93.4,0.303,0.455,0.094,0.304,0.739,0.159,,,,,,,,,
7,2024-06-08,744848,Single,single,False,657041,450203,Lane Thomas,Charlie Morton,1,3a55e884-f2b6-440b-96bd-9f44a2977d47,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.07,4.39,97.1,98.0,94.0,97.0,0.753,8.97,3.51,7.49,1.02,1.37,0.23,0.436,0.167,0.319,0.409,89.0,95.0,93.0,119.0,99.0,107.0,70.0,100.0,88.0,,,,0.277,,0.412,0.123,-2.02,,1.39,0.94,93.8,85.0,,81.4,0.292,0.563,0.182,0.179,0.256,0.336,,,,0.186,0.302,0.347,82.0,101.0,93.0,75.0,92.0,87.0,0.094,0.095,-1.28,0.73,88.6,93.4,0.303,0.455,0.094,0.304,0.739,0.159,,,,,,,,,
8,2024-06-08,744848,Sac Bunt,sac_bunt,True,608385,450203,Jesse Winker,Charlie Morton,1,692e8275-1423-448e-84c1-f9e25058c813,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.07,4.39,97.1,98.0,94.0,97.0,0.753,8.97,3.51,7.49,1.02,1.37,0.23,0.436,0.167,0.319,0.409,89.0,95.0,93.0,119.0,99.0,107.0,70.0,100.0,88.0,,,,0.277,,0.412,0.123,-2.02,,1.39,0.94,93.8,85.0,,81.4,0.292,0.563,0.182,0.179,0.256,0.336,,,,0.186,0.302,0.347,82.0,101.0,93.0,75.0,92.0,87.0,0.094,0.095,-1.28,0.73,88.6,93.4,0.303,0.455,0.094,0.304,0.739,0.159,,,,,,,,,
9,2024-06-08,744848,Double,double,False,592696,450203,Eddie Rosario,Charlie Morton,1,b6da261c-1d3c-4a04-af29-226a0d663991,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.07,4.39,97.1,98.0,94.0,97.0,0.753,8.97,3.51,7.49,1.02,1.37,0.23,0.436,0.167,0.319,0.409,89.0,95.0,93.0,119.0,99.0,107.0,70.0,100.0,88.0,,,,0.277,,0.412,0.123,-2.02,,1.39,0.94,93.8,85.0,,81.4,0.292,0.563,0.182,0.179,0.256,0.336,,,,0.186,0.302,0.347,82.0,101.0,93.0,75.0,92.0,87.0,0.094,0.095,-1.28,0.73,88.6,93.4,0.303,0.455,0.094,0.304,0.739,0.159,,,,,,,,,
10,2024-06-08,744848,Flyout,field_out,True,671277,450203,Luis García Jr.,Charlie Morton,1,ab65ced5-ad79-4e0c-a753-9a0bf75080a4,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.07,4.39,97.1,98.0,94.0,97.0,0.753,8.97,3.51,7.49,1.02,1.37,0.23,0.436,0.167,0.319,0.409,89.0,95.0,93.0,119.0,99.0,107.0,70.0,100.0,88.0,,,,0.277,,0.412,0.123,-2.02,,1.39,0.94,93.8,85.0,,81.4,0.292,0.563,0.182,0.179,0.256,0.336,,,,0.186,0.302,0.347,82.0,101.0,93.0,75.0,92.0,87.0,0.094,0.095,-1.28,0.73,88.6,93.4,0.303,0.455,0.094,0.304,0.739,0.159,,,,,,,,,
11,2024-06-08,744848,Groundout,field_out,True,660688,450203,Keibert Ruiz,Charlie Morton,0,79590bdc-363d-4723-a8f0-727dcfe3f8e7,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.07,4.39,97.1,98.0,94.0,97.0,0.753,8.97,3.51,7.49,1.02,1.37,0.23,0.436,0.167,0.319,0.409,89.0,95.0,93.0,119.0,99.0,107.0,70.0,100.0,88.0,,,,0.277,,0.412,0.123,-2.02,,1.39,0.94,93.8,85.0,,81.4,0.292,0.563,0.182,0.179,0.256,0.336,,,,0.186,0.302,0.347,82.0,101.0,93.0,75.0,92.0,87.0,0.094,0.095,-1.28,0.73,88.6,93.4,0.303,0.455,0.094,0.304,0.739,0.159,,,,,,,,,
12,2024-06-08,744848,Flyout,field_out,True,671739,669022,Michael Harris II,MacKenzie Gore,0,6356f6a5-3d1e-4498-86c1-496edf0cc06a,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,94.0,89.0,93.0,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.092,0.21,-0.7,0.66,-1.82,96.4,85.9,91.0,83.3,0.284,0.408,0.239,0.217,0.265,0.356,0.429,0.714,0.25,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-06-08,744848,Lineout,field_out,True,669221,669022,Sean Murphy,MacKenzie Gore,0,73b4818e-ecd1-498c-a70b-528f76984b6a,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,94.0,89.0,93.0,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.092,0.21,-0.7,0.66,-1.82,96.4,85.9,91.0,83.3,0.284,0.408,0.239,0.217,0.265,0.356,0.429,0.714,0.25,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2024-06-08,744848,Strikeout,strikeout,True,672284,669022,Jarred Kelenic,MacKenzie Gore,0,ecf1c577-7af7-4a81-8a4c-ca5c205f78b4,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,94.0,89.0,93.0,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.092,0.21,-0.7,0.66,-1.82,96.4,85.9,91.0,83.3,0.284,0.408,0.239,0.217,0.265,0.356,0.429,0.714,0.25,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2024-06-08,744848,Double,double,False,669222,450203,Nick Senzel,Charlie Morton,0,b961bd01-87da-43f1-8b9c-41f67ab13655,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.07,4.39,97.1,98.0,94.0,97.0,0.753,8.97,3.51,7.49,1.02,1.37,0.23,0.436,0.167,0.319,0.409,89.0,95.0,93.0,119.0,99.0,107.0,70.0,100.0,88.0,,,,0.277,,0.412,0.123,-2.02,,1.39,0.94,93.8,85.0,,81.4,0.292,0.563,0.182,0.179,0.256,0.336,,,,0.186,0.302,0.347,82.0,101.0,93.0,75.0,92.0,87.0,0.094,0.095,-1.28,0.73,88.6,93.4,0.303,0.455,0.094,0.304,0.739,0.159,,,,,,,,,
16,2024-06-08,744848,Flyout,field_out,True,608336,450203,Joey Gallo,Charlie Morton,1,b4fadb5e-e614-4412-8a0d-1ff091b1713c,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.07,4.39,97.1,98.0,94.0,97.0,0.753,8.97,3.51,7.49,1.02,1.37,0.23,0.436,0.167,0.319,0.409,89.0,95.0,93.0,119.0,99.0,107.0,70.0,100.0,88.0,,,,0.277,,0.412,0.123,-2.02,,1.39,0.94,93.8,85.0,,81.4,0.292,0.563,0.182,0.179,0.256,0.336,,,,0.186,0.302,0.347,82.0,101.0,93.0,75.0,92.0,87.0,0.094,0.095,-1.28,0.73,88.6,93.4,0.303,0.455,0.094,0.304,0.739,0.159,,,,,,,,,
17,2024-06-08,744848,Groundout,field_out,True,696285,450203,Jacob Young,Charlie Morton,0,eec52a67-497d-4baf-9acc-fac51798f378,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.07,4.39,97.1,98.0,94.0,97.0,0.753,8.97,3.51,7.49,1.02,1.37,0.23,0.436,0.167,0.319,0.409,89.0,95.0,93.0,119.0,99.0,107.0,70.0,100.0,88.0,,,,0.277,,0.412,0.123,-2.02,,1.39,0.94,93.8,85.0,,81.4,0.292,0.563,0.182,0.179,0.256,0.336,,,,0.186,0.302,0.347,82.0,101.0,93.0,75.0,92.0,87.0,0.094,0.095,-1.28,0.73,88.6,93.4,0.303,0.455,0.094,0.304,0.739,0.159,,,,,,,,,
18,2024-06-08,744848,Single,single,False,682928,450203,CJ Abrams,Charlie Morton,1,3687251d-d9f5-44b1-9760-5a32d14b281f,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.07,4.39,97.1,98.0,94.0,97.0,0.753,8.97,3.51,7.49,1.02,1.37,0.23,0.436,0.167,0.319,0.409,89.0,95.0,93.0,119.0,99.0,107.0,70.0,100.0,88.0,,,,0.277,,0.412,0.123,-2.02,,1.39,0.94,93.8,85.0,,81.4,0.292,0.563,0.182,0.179,0.256,0.336,,,,0.186,0.302,0.347,82.0,101.0,93.0,75.0,92.0,87.0,0.094,0.095,-1.28,0.73,88.6,93.4,0.303,0.455,0.094,0.304,0.739,0.159,,,,,,,,,
19,2024-06-08,744848,Pickoff Caught Stealing 2B,pickoff_caught_stealing_2b,True,657041,450203,Lane Thomas,Charlie Morton,0,2a840083-24f1-4a59-812b-98af03f97d7d,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.07,4.39,97.1,98.0,94.0,97.0,0.753,8.97,3.51,7.49,1.02,1.37,0.23,0.436,0.167,0.319,0.409,89.0,95.0,93.0,119.0,99.0,107.0,70.0,100.0,88.0,,,,0.277,,0.412,0.123,-2.02,,1.39,0.94,93.8,85.0,,81.4,0.292,0.563,0.182,0.179,0.256,0.336,,,,0.186,0.302,0.347,82.0,101.0,93.0,75.0,92.0,87.0,0.094,0.095,-1.28,0.73,88.6,93.4,0.303,0.455,0.094,0.304,0.739,0.159,,,,,,,,,
20,2024-06-08,744848,Flyout,field_out,True,645277,669022,Ozzie Albies,MacKenzie Gore,0,d72ca393-6583-481b-9890-584fe12899e3,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,94.0,89.0,93.0,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.092,0.21,-0.7,0.66,-1.82,96.4,85.9,91.0,83.3,0.284,0.408,0.239,0.217,0.265,0.356,0.429,0.714,0.25,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,
