,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-08-01,746607,Double,double,False,681297,594902,Colton Cowser,Ben Lively,0,32d582d1-7e0c-437b-a3c2-d702780b3234,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.62,3.89,126.2,102.0,68.0,93.0,0.829,7.25,2.91,7.82,1.49,0.95,0.228,0.403,0.132,0.298,0.426,82.0,109.0,97.0,47.0,106.0,93.0,56.0,94.0,83.0,58.0,109.0,96.0,106.0,104.0,102.0,0.281,0.325,0.221,0.082,0.091,0.32,0.31,-0.27,0.37,-0.15,89.8,83.8,90.4,79.1,76.7,0.231,0.423,0.139,0.231,0.452,0.151,0.247,0.449,0.244,0.254,0.356,0.181,0.196,0.353,0.207,0.214,0.571,0.413,,,,,,,,,,,,,,,,,,
1,2024-08-01,746607,Lineout,field_out,True,668939,594902,Adley Rutschman,Ben Lively,0,2d85afe9-2e06-4a58-a341-27b6e67c61cd,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.62,3.89,126.2,102.0,68.0,93.0,0.829,7.25,2.91,7.82,1.49,0.95,0.228,0.403,0.132,0.298,0.426,82.0,109.0,97.0,47.0,106.0,93.0,56.0,94.0,83.0,58.0,109.0,96.0,106.0,104.0,102.0,0.281,0.325,0.221,0.082,0.091,0.32,0.31,-0.27,0.37,-0.15,89.8,83.8,90.4,79.1,76.7,0.231,0.423,0.139,0.231,0.452,0.151,0.247,0.449,0.244,0.254,0.356,0.181,0.196,0.353,0.207,0.214,0.571,0.413,,,,,,,,,,,,,,,,,,
2,2024-08-01,746607,Double,double,False,683002,594902,Gunnar Henderson,Ben Lively,1,c12220f5-89ec-4422-8561-9c2a25f28c7e,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.62,3.89,126.2,102.0,68.0,93.0,0.829,7.25,2.91,7.82,1.49,0.95,0.228,0.403,0.132,0.298,0.426,82.0,109.0,97.0,47.0,106.0,93.0,56.0,94.0,83.0,58.0,109.0,96.0,106.0,104.0,102.0,0.281,0.325,0.221,0.082,0.091,0.32,0.31,-0.27,0.37,-0.15,89.8,83.8,90.4,79.1,76.7,0.231,0.423,0.139,0.231,0.452,0.151,0.247,0.449,0.244,0.254,0.356,0.181,0.196,0.353,0.207,0.214,0.571,0.413,,,,,,,,,,,,,,,,,,
3,2024-08-01,746607,Flyout,field_out,True,623993,594902,Anthony Santander,Ben Lively,0,d2829b8d-eb6f-4c13-9816-ce925863ff24,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.62,3.89,126.2,102.0,68.0,93.0,0.829,7.25,2.91,7.82,1.49,0.95,0.228,0.403,0.132,0.298,0.426,82.0,109.0,97.0,47.0,106.0,93.0,56.0,94.0,83.0,58.0,109.0,96.0,106.0,104.0,102.0,0.281,0.325,0.221,0.082,0.091,0.32,0.31,-0.27,0.37,-0.15,89.8,83.8,90.4,79.1,76.7,0.231,0.423,0.139,0.231,0.452,0.151,0.247,0.449,0.244,0.254,0.356,0.181,0.196,0.353,0.207,0.214,0.571,0.413,,,,,,,,,,,,,,,,,,
4,2024-08-01,746607,Groundout,field_out,True,656811,594902,Ryan O'Hearn,Ben Lively,0,078cec6e-801e-4b6a-aa87-83a9286ec40a,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.62,3.89,126.2,102.0,68.0,93.0,0.829,7.25,2.91,7.82,1.49,0.95,0.228,0.403,0.132,0.298,0.426,82.0,109.0,97.0,47.0,106.0,93.0,56.0,94.0,83.0,58.0,109.0,96.0,106.0,104.0,102.0,0.281,0.325,0.221,0.082,0.091,0.32,0.31,-0.27,0.37,-0.15,89.8,83.8,90.4,79.1,76.7,0.231,0.423,0.139,0.231,0.452,0.151,0.247,0.449,0.244,0.254,0.356,0.181,0.196,0.353,0.207,0.214,0.571,0.413,,,,,,,,,,,,,,,,,,
5,2024-08-01,746607,Single,single,False,680757,669432,Steven Kwan,Trevor Rogers,0,c07a06ac-e139-4449-bc6c-eccb576ba37f,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.14,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.356,0.392,111.0,108.0,115.0,,,,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,0.24,0.316,0.206,,0.238,-0.23,-0.35,-1.98,,-1.28,91.9,85.6,91.5,82.4,,0.292,0.492,0.1,0.252,0.467,0.234,,,,0.295,0.396,0.238,,,,0.312,0.506,0.259,,,,,,,,,,,,,,,,,,
6,2024-08-01,746607,Double,double,False,657041,669432,Lane Thomas,Trevor Rogers,1,270417ce-eb8e-4b2e-a513-5cec4c59b528,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.14,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.356,0.392,111.0,108.0,115.0,,,,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,0.24,0.316,0.206,,0.238,-0.23,-0.35,-1.98,,-1.28,91.9,85.6,91.5,82.4,,0.292,0.492,0.1,0.252,0.467,0.234,,,,0.295,0.396,0.238,,,,0.312,0.506,0.259,,,,,,,,,,,,,,,,,,
7,2024-08-01,746607,Sac Fly,sac_fly,True,608070,669432,José Ramírez,Trevor Rogers,1,54022f11-7944-4456-80ef-4a0c8e66b867,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.14,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.356,0.392,111.0,108.0,115.0,,,,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,0.24,0.316,0.206,,0.238,-0.23,-0.35,-1.98,,-1.28,91.9,85.6,91.5,82.4,,0.292,0.492,0.1,0.252,0.467,0.234,,,,0.295,0.396,0.238,,,,0.312,0.506,0.259,,,,,,,,,,,,,,,,,,
8,2024-08-01,746607,Single,single,False,647304,669432,Josh Naylor,Trevor Rogers,1,b5203b2c-70a8-470b-bfbe-e05bca413662,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.14,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.356,0.392,111.0,108.0,115.0,,,,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,0.24,0.316,0.206,,0.238,-0.23,-0.35,-1.98,,-1.28,91.9,85.6,91.5,82.4,,0.292,0.492,0.1,0.252,0.467,0.234,,,,0.295,0.396,0.238,,,,0.312,0.506,0.259,,,,,,,,,,,,,,,,,,
9,2024-08-01,746607,Forceout,force_out,True,681807,669432,David Fry,Trevor Rogers,1,2d0f7d37-8a0a-4c2b-afe3-2de327ef10fa,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.14,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.356,0.392,111.0,108.0,115.0,,,,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,0.24,0.316,0.206,,0.238,-0.23,-0.35,-1.98,,-1.28,91.9,85.6,91.5,82.4,,0.292,0.492,0.1,0.252,0.467,0.234,,,,0.295,0.396,0.238,,,,0.312,0.506,0.259,,,,,,,,,,,,,,,,,,
