,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff
0,2024-06-08,745814,Groundout,field_out,True,656941,640455,Kyle Schwarber,Sean Manaea,0,3858b753-bc32-4c8c-9713-a139cbe16520,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,92.0,99.0,96.0,78.0,102.0,99.0,82.0,100.0,97.0,89.0,87.0,92.0,83.0,88.0,85.0,0.397,0.1,0.119,0.255,0.128,0.32,0.62,1.2,0.11,-1.41,92.5,88.4,85.6,92.5,80.2,0.229,0.344,0.19,0.143,0.429,0.328,0.316,0.456,0.258,0.227,0.295,0.213,0.242,0.273,0.178,,,,,,,,,
1,2024-06-08,745814,Strikeout,strikeout,True,592663,640455,J.T. Realmuto,Sean Manaea,0,0b0f9451-446a-46f1-ae64-dacb13e8d03a,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,92.0,99.0,96.0,78.0,102.0,99.0,82.0,100.0,97.0,89.0,87.0,92.0,83.0,88.0,85.0,0.397,0.1,0.119,0.255,0.128,0.32,0.62,1.2,0.11,-1.41,92.5,88.4,85.6,92.5,80.2,0.229,0.344,0.19,0.143,0.429,0.328,0.316,0.456,0.258,0.227,0.295,0.213,0.242,0.273,0.178,,,,,,,,,
2,2024-06-08,745814,Double,double,False,547180,640455,Bryce Harper,Sean Manaea,0,f65ea6b1-634f-4ba2-9364-2d5a0a0e8797,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,92.0,99.0,96.0,78.0,102.0,99.0,82.0,100.0,97.0,89.0,87.0,92.0,83.0,88.0,85.0,0.397,0.1,0.119,0.255,0.128,0.32,0.62,1.2,0.11,-1.41,92.5,88.4,85.6,92.5,80.2,0.229,0.344,0.19,0.143,0.429,0.328,0.316,0.456,0.258,0.227,0.295,0.213,0.242,0.273,0.178,,,,,,,,,
3,2024-06-08,745814,Groundout,field_out,True,664761,640455,Alec Bohm,Sean Manaea,0,1443c5e4-e36b-4e62-b0d0-b86569c97188,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,92.0,99.0,96.0,78.0,102.0,99.0,82.0,100.0,97.0,89.0,87.0,92.0,83.0,88.0,85.0,0.397,0.1,0.119,0.255,0.128,0.32,0.62,1.2,0.11,-1.41,92.5,88.4,85.6,92.5,80.2,0.229,0.344,0.19,0.143,0.429,0.328,0.316,0.456,0.258,0.227,0.295,0.213,0.242,0.273,0.178,,,,,,,,,
4,2024-06-08,745814,Double,double,False,596019,624133,Francisco Lindor,Ranger Suárez,0,d19721af-1bcd-42bd-a66d-10ccd911fa25,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,102.0,98.0,94.0,0.319,0.19,0.125,0.001,0.166,1.37,-1.66,1.26,-4.76,0.71,92.0,86.6,80.3,90.9,81.3,0.241,0.354,0.109,,,,0.181,0.25,0.393,0.208,0.299,0.184,0.308,0.615,0.125,86.0,106.0,108.0,0.199,1.5,74.5,0.171,0.289,0.335
5,2024-06-08,745814,Strikeout,strikeout,True,624413,624133,Pete Alonso,Ranger Suárez,0,1cefe2b7-5efc-4def-92fb-1e28de9f478d,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,102.0,98.0,94.0,0.319,0.19,0.125,0.001,0.166,1.37,-1.66,1.26,-4.76,0.71,92.0,86.6,80.3,90.9,81.3,0.241,0.354,0.109,,,,0.181,0.25,0.393,0.208,0.299,0.184,0.308,0.615,0.125,86.0,106.0,108.0,0.199,1.5,74.5,0.171,0.289,0.335
6,2024-06-08,745814,Flyout,field_out,True,607043,624133,Brandon Nimmo,Ranger Suárez,0,34e49c45-c3dc-43db-9e4b-dbf3f7014bd5,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,102.0,98.0,94.0,0.319,0.19,0.125,0.001,0.166,1.37,-1.66,1.26,-4.76,0.71,92.0,86.6,80.3,90.9,81.3,0.241,0.354,0.109,,,,0.181,0.25,0.393,0.208,0.299,0.184,0.308,0.615,0.125,86.0,106.0,108.0,0.199,1.5,74.5,0.171,0.289,0.335
7,2024-06-08,745814,Hit By Pitch,hit_by_pitch,False,502110,624133,J.D. Martinez,Ranger Suárez,0,412942b3-4f73-4048-a65b-051550a08b04,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,102.0,98.0,94.0,0.319,0.19,0.125,0.001,0.166,1.37,-1.66,1.26,-4.76,0.71,92.0,86.6,80.3,90.9,81.3,0.241,0.354,0.109,,,,0.181,0.25,0.393,0.208,0.299,0.184,0.308,0.615,0.125,86.0,106.0,108.0,0.199,1.5,74.5,0.171,0.289,0.335
8,2024-06-08,745814,Double,double,False,516782,624133,Starling Marte,Ranger Suárez,1,89d00a7f-b30d-4f53-b929-ae1b9cf28583,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,102.0,98.0,94.0,0.319,0.19,0.125,0.001,0.166,1.37,-1.66,1.26,-4.76,0.71,92.0,86.6,80.3,90.9,81.3,0.241,0.354,0.109,,,,0.181,0.25,0.393,0.208,0.299,0.184,0.308,0.615,0.125,86.0,106.0,108.0,0.199,1.5,74.5,0.171,0.289,0.335
9,2024-06-08,745814,Strikeout,strikeout,True,668901,624133,Mark Vientos,Ranger Suárez,0,79c9d704-acc5-4137-962d-8120f6e0a910,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,102.0,98.0,94.0,0.319,0.19,0.125,0.001,0.166,1.37,-1.66,1.26,-4.76,0.71,92.0,86.6,80.3,90.9,81.3,0.241,0.354,0.109,,,,0.181,0.25,0.393,0.208,0.299,0.184,0.308,0.615,0.125,86.0,106.0,108.0,0.199,1.5,74.5,0.171,0.289,0.335
