,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-09-12,745695,Strikeout,strikeout,True,680776,641482,Jarren Duran,Nestor Cortes,0,fd31406a-8419-4bb1-9525-33e275fbfb38,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.9,3.68,168.1,101.0,100.0,101.0,0.79,8.34,1.92,8.45,1.28,0.62,0.253,0.373,0.163,0.32,0.433,87.0,102.0,95.0,98.0,103.0,101.0,86.0,117.0,115.0,99.0,99.0,101.0,108.0,100.0,103.0,0.014,0.445,0.28,0.17,0.092,0.31,1.07,1.52,-1.26,-1.02,92.1,87.5,83.5,90.3,78.2,0.233,0.442,0.213,0.257,0.391,0.248,0.279,0.512,0.249,0.231,0.385,0.344,0.143,0.143,0.316,0.364,0.727,0.167,,,,,,,,,,,,,,,,,,
1,2024-09-12,745695,Strikeout,strikeout,True,646240,641482,Rafael Devers,Nestor Cortes,0,b357b769-d2b4-4f25-a074-2c36e95b7046,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.9,3.68,168.1,101.0,100.0,101.0,0.79,8.34,1.92,8.45,1.28,0.62,0.253,0.373,0.163,0.32,0.433,87.0,102.0,95.0,98.0,103.0,101.0,86.0,117.0,115.0,99.0,99.0,101.0,108.0,100.0,103.0,0.014,0.445,0.28,0.17,0.092,0.31,1.07,1.52,-1.26,-1.02,92.1,87.5,83.5,90.3,78.2,0.233,0.442,0.213,0.257,0.391,0.248,0.279,0.512,0.249,0.231,0.385,0.344,0.143,0.143,0.316,0.364,0.727,0.167,,,,,,,,,,,,,,,,,,
2,2024-09-12,745695,Lineout,field_out,True,663853,641482,Romy Gonzalez,Nestor Cortes,0,93e1e773-3d0d-4d4b-8e8f-a7bbecc664f1,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.9,3.68,168.1,101.0,100.0,101.0,0.79,8.34,1.92,8.45,1.28,0.62,0.253,0.373,0.163,0.32,0.433,87.0,102.0,95.0,98.0,103.0,101.0,86.0,117.0,115.0,99.0,99.0,101.0,108.0,100.0,103.0,0.014,0.445,0.28,0.17,0.092,0.31,1.07,1.52,-1.26,-1.02,92.1,87.5,83.5,90.3,78.2,0.233,0.442,0.213,0.257,0.391,0.248,0.279,0.512,0.249,0.231,0.385,0.344,0.143,0.143,0.316,0.364,0.727,0.167,,,,,,,,,,,,,,,,,,
3,2024-09-12,745695,Home Run,home_run,False,650402,681867,Gleyber Torres,Cooper Criswell,0,13198b0d-d1c1-408b-b693-fada891ef6ff,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,3.98,4.39,97.1,102.0,101.0,99.0,0.853,6.47,2.77,9.25,0.92,1.5,0.208,0.482,0.15,0.349,0.41,100.0,103.0,102.0,,,,102.0,108.0,100.0,110.0,95.0,99.0,79.0,102.0,93.0,0.295,,0.154,0.289,0.262,,0.73,0.6,-2.02,0.61,,86.3,84.4,89.1,77.1,,,,0.149,0.298,0.284,0.29,0.484,0.195,0.252,0.336,0.171,0.326,0.511,0.069,0.5,1.0,0.083,,,,,,,,,,,,,,,,,,
4,2024-09-12,745695,Groundout,field_out,True,665742,681867,Juan Soto,Cooper Criswell,0,aa31de90-56bb-45fc-82e9-e47c37271988,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,3.98,4.39,97.1,102.0,101.0,99.0,0.853,6.47,2.77,9.25,0.92,1.5,0.208,0.482,0.15,0.349,0.41,100.0,103.0,102.0,,,,102.0,108.0,100.0,110.0,95.0,99.0,79.0,102.0,93.0,0.295,,0.154,0.289,0.262,,0.73,0.6,-2.02,0.61,,86.3,84.4,89.1,77.1,,,,0.149,0.298,0.284,0.29,0.484,0.195,0.252,0.336,0.171,0.326,0.511,0.069,0.5,1.0,0.083,,,,,,,,,,,,,,,,,,
5,2024-09-12,745695,Flyout,field_out,True,592450,681867,Aaron Judge,Cooper Criswell,0,3070def3-bc85-45d8-ac2a-dd5fd1e028b5,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,3.98,4.39,97.1,102.0,101.0,99.0,0.853,6.47,2.77,9.25,0.92,1.5,0.208,0.482,0.15,0.349,0.41,100.0,103.0,102.0,,,,102.0,108.0,100.0,110.0,95.0,99.0,79.0,102.0,93.0,0.295,,0.154,0.289,0.262,,0.73,0.6,-2.02,0.61,,86.3,84.4,89.1,77.1,,,,0.149,0.298,0.284,0.29,0.484,0.195,0.252,0.336,0.171,0.326,0.511,0.069,0.5,1.0,0.083,,,,,,,,,,,,,,,,,,
6,2024-09-12,745695,Strikeout,strikeout,True,669224,681867,Austin Wells,Cooper Criswell,0,2bf86552-76a4-4c59-9c91-69f2b29a2a92,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,3.98,4.39,97.1,102.0,101.0,99.0,0.853,6.47,2.77,9.25,0.92,1.5,0.208,0.482,0.15,0.349,0.41,100.0,103.0,102.0,,,,102.0,108.0,100.0,110.0,95.0,99.0,79.0,102.0,93.0,0.295,,0.154,0.289,0.262,,0.73,0.6,-2.02,0.61,,86.3,84.4,89.1,77.1,,,,0.149,0.298,0.284,0.29,0.484,0.195,0.252,0.336,0.171,0.326,0.511,0.069,0.5,1.0,0.083,,,,,,,,,,,,,,,,,,
7,2024-09-12,745695,Strikeout,strikeout,True,641933,641482,Tyler O'Neill,Nestor Cortes,0,bb629fe4-b42f-4c1f-8801-f4568de9e6f4,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.9,3.68,168.1,101.0,100.0,101.0,0.79,8.34,1.92,8.45,1.28,0.62,0.253,0.373,0.163,0.32,0.433,87.0,102.0,95.0,98.0,103.0,101.0,86.0,117.0,115.0,99.0,99.0,101.0,108.0,100.0,103.0,0.014,0.445,0.28,0.17,0.092,0.31,1.07,1.52,-1.26,-1.02,92.1,87.5,83.5,90.3,78.2,0.233,0.442,0.213,0.257,0.391,0.248,0.279,0.512,0.249,0.231,0.385,0.344,0.143,0.143,0.316,0.364,0.727,0.167,,,,,,,,,,,,,,,,,,
8,2024-09-12,745695,Double,double,False,657136,641482,Connor Wong,Nestor Cortes,0,32e55230-a8fa-4335-ac66-8f1eda060a5b,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.9,3.68,168.1,101.0,100.0,101.0,0.79,8.34,1.92,8.45,1.28,0.62,0.253,0.373,0.163,0.32,0.433,87.0,102.0,95.0,98.0,103.0,101.0,86.0,117.0,115.0,99.0,99.0,101.0,108.0,100.0,103.0,0.014,0.445,0.28,0.17,0.092,0.31,1.07,1.52,-1.26,-1.02,92.1,87.5,83.5,90.3,78.2,0.233,0.442,0.213,0.257,0.391,0.248,0.279,0.512,0.249,0.231,0.385,0.344,0.143,0.143,0.316,0.364,0.727,0.167,,,,,,,,,,,,,,,,,,
9,2024-09-12,745695,Groundout,field_out,True,596115,641482,Trevor Story,Nestor Cortes,1,9b06f997-e982-44ea-9da8-06e89f7abd8b,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.9,3.68,168.1,101.0,100.0,101.0,0.79,8.34,1.92,8.45,1.28,0.62,0.253,0.373,0.163,0.32,0.433,87.0,102.0,95.0,98.0,103.0,101.0,86.0,117.0,115.0,99.0,99.0,101.0,108.0,100.0,103.0,0.014,0.445,0.28,0.17,0.092,0.31,1.07,1.52,-1.26,-1.02,92.1,87.5,83.5,90.3,78.2,0.233,0.442,0.213,0.257,0.391,0.248,0.279,0.512,0.249,0.231,0.385,0.344,0.143,0.143,0.316,0.364,0.727,0.167,,,,,,,,,,,,,,,,,,
