,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,KC%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,wKC/C,vFA,vFC,vFS,vSI,vSL,vCU,vKC,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff
0,2024-09-04,745370,Pop Out,field_out,True,678009,506433,Parker Meadows,Yu Darvish,0,076db0bc-edbc-4338-bb2c-0cefa7d3bc99,506433.0,yudarvish,Darvish,Right,Yu Darvish,SDP,3.51,3.7,59.0,102.0,99.0,102.0,0.763,8.69,2.59,7.47,1.07,0.93,0.167,0.5,0.119,0.351,0.493,90.0,90.0,99.0,95.0,103.0,100.0,86.0,111.0,102.0,118.0,96.0,103.0,92.0,114.0,111.0,81.0,104.0,98.0,108.0,102.0,106.0,0.152,0.217,0.056,0.079,0.367,0.067,0.062,-0.58,3.19,0.36,-0.97,1.14,-2.06,2.74,94.0,90.5,87.6,93.4,84.7,73.5,78.5,0.245,0.34,0.286,0.222,0.426,0.162,0.3,0.525,0.152,0.167,0.292,0.355,0.2,0.3,0.208,0.182,0.409,0.375,0.0,0.0,0.36,,,,,,,,,
1,2024-09-04,745370,Strikeout,strikeout,True,682985,506433,Riley Greene,Yu Darvish,0,ac8b8838-4be2-44df-9fc1-bb53c2893246,506433.0,yudarvish,Darvish,Right,Yu Darvish,SDP,3.51,3.7,59.0,102.0,99.0,102.0,0.763,8.69,2.59,7.47,1.07,0.93,0.167,0.5,0.119,0.351,0.493,90.0,90.0,99.0,95.0,103.0,100.0,86.0,111.0,102.0,118.0,96.0,103.0,92.0,114.0,111.0,81.0,104.0,98.0,108.0,102.0,106.0,0.152,0.217,0.056,0.079,0.367,0.067,0.062,-0.58,3.19,0.36,-0.97,1.14,-2.06,2.74,94.0,90.5,87.6,93.4,84.7,73.5,78.5,0.245,0.34,0.286,0.222,0.426,0.162,0.3,0.525,0.152,0.167,0.292,0.355,0.2,0.3,0.208,0.182,0.409,0.375,0.0,0.0,0.36,,,,,,,,,
2,2024-09-04,745370,Home Run,home_run,False,663837,506433,Matt Vierling,Yu Darvish,0,962a99b5-e2bc-4ef6-9e34-77af1c8ebcee,506433.0,yudarvish,Darvish,Right,Yu Darvish,SDP,3.51,3.7,59.0,102.0,99.0,102.0,0.763,8.69,2.59,7.47,1.07,0.93,0.167,0.5,0.119,0.351,0.493,90.0,90.0,99.0,95.0,103.0,100.0,86.0,111.0,102.0,118.0,96.0,103.0,92.0,114.0,111.0,81.0,104.0,98.0,108.0,102.0,106.0,0.152,0.217,0.056,0.079,0.367,0.067,0.062,-0.58,3.19,0.36,-0.97,1.14,-2.06,2.74,94.0,90.5,87.6,93.4,84.7,73.5,78.5,0.245,0.34,0.286,0.222,0.426,0.162,0.3,0.525,0.152,0.167,0.292,0.355,0.2,0.3,0.208,0.182,0.409,0.375,0.0,0.0,0.36,,,,,,,,,
3,2024-09-04,745370,Double,double,False,681481,506433,Kerry Carpenter,Yu Darvish,0,cd8c987a-7a1d-4378-8ea3-85a4b84b5d92,506433.0,yudarvish,Darvish,Right,Yu Darvish,SDP,3.51,3.7,59.0,102.0,99.0,102.0,0.763,8.69,2.59,7.47,1.07,0.93,0.167,0.5,0.119,0.351,0.493,90.0,90.0,99.0,95.0,103.0,100.0,86.0,111.0,102.0,118.0,96.0,103.0,92.0,114.0,111.0,81.0,104.0,98.0,108.0,102.0,106.0,0.152,0.217,0.056,0.079,0.367,0.067,0.062,-0.58,3.19,0.36,-0.97,1.14,-2.06,2.74,94.0,90.5,87.6,93.4,84.7,73.5,78.5,0.245,0.34,0.286,0.222,0.426,0.162,0.3,0.525,0.152,0.167,0.292,0.355,0.2,0.3,0.208,0.182,0.409,0.375,0.0,0.0,0.36,,,,,,,,,
4,2024-09-04,745370,Strikeout,strikeout,True,690993,506433,Colt Keith,Yu Darvish,0,e840f2ae-d4de-427a-b71f-1c1f0d2b6cde,506433.0,yudarvish,Darvish,Right,Yu Darvish,SDP,3.51,3.7,59.0,102.0,99.0,102.0,0.763,8.69,2.59,7.47,1.07,0.93,0.167,0.5,0.119,0.351,0.493,90.0,90.0,99.0,95.0,103.0,100.0,86.0,111.0,102.0,118.0,96.0,103.0,92.0,114.0,111.0,81.0,104.0,98.0,108.0,102.0,106.0,0.152,0.217,0.056,0.079,0.367,0.067,0.062,-0.58,3.19,0.36,-0.97,1.14,-2.06,2.74,94.0,90.5,87.6,93.4,84.7,73.5,78.5,0.245,0.34,0.286,0.222,0.426,0.162,0.3,0.525,0.152,0.167,0.292,0.355,0.2,0.3,0.208,0.182,0.409,0.375,0.0,0.0,0.36,,,,,,,,,
5,2024-09-04,745370,Groundout,field_out,True,650333,672456,Luis Arraez,Keider Montero,0,17898138-404e-420c-9c90-1093979f3630,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.47,5.1,74.0,100.0,96.0,100.0,0.817,7.3,3.16,9.36,1.7,1.1,0.236,0.444,0.124,0.364,0.47,,,,92.0,100.0,96.0,86.0,106.0,101.0,108.0,99.0,104.0,95.0,102.0,111.0,,,,,,,0.073,0.43,,,0.295,,0.102,0.01,,,3.02,0.85,,-5.62,94.9,,,94.3,83.4,,78.9,0.198,0.33,0.276,0.28,0.492,0.175,0.222,0.222,0.0,0.371,0.8,0.185,,,,,,,,,,85.0,92.0,92.0,0.1,-4.24,86.0,0.391,0.652,0.283
6,2024-09-04,745370,Groundout,field_out,True,665487,672456,Fernando Tatis Jr.,Keider Montero,0,0e715f98-1a0c-4dc6-815d-bb7f925908cc,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.47,5.1,74.0,100.0,96.0,100.0,0.817,7.3,3.16,9.36,1.7,1.1,0.236,0.444,0.124,0.364,0.47,,,,92.0,100.0,96.0,86.0,106.0,101.0,108.0,99.0,104.0,95.0,102.0,111.0,,,,,,,0.073,0.43,,,0.295,,0.102,0.01,,,3.02,0.85,,-5.62,94.9,,,94.3,83.4,,78.9,0.198,0.33,0.276,0.28,0.492,0.175,0.222,0.222,0.0,0.371,0.8,0.185,,,,,,,,,,85.0,92.0,92.0,0.1,-4.24,86.0,0.391,0.652,0.283
7,2024-09-04,745370,Walk,walk,False,595777,672456,Jurickson Profar,Keider Montero,0,8cb56f95-8c62-4491-b4ec-921c4084d7f5,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.47,5.1,74.0,100.0,96.0,100.0,0.817,7.3,3.16,9.36,1.7,1.1,0.236,0.444,0.124,0.364,0.47,,,,92.0,100.0,96.0,86.0,106.0,101.0,108.0,99.0,104.0,95.0,102.0,111.0,,,,,,,0.073,0.43,,,0.295,,0.102,0.01,,,3.02,0.85,,-5.62,94.9,,,94.3,83.4,,78.9,0.198,0.33,0.276,0.28,0.492,0.175,0.222,0.222,0.0,0.371,0.8,0.185,,,,,,,,,,85.0,92.0,92.0,0.1,-4.24,86.0,0.391,0.652,0.283
8,2024-09-04,745370,Pop Out,field_out,True,592518,672456,Manny Machado,Keider Montero,0,25077a97-ebbc-415f-ad80-a12ced44a06c,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.47,5.1,74.0,100.0,96.0,100.0,0.817,7.3,3.16,9.36,1.7,1.1,0.236,0.444,0.124,0.364,0.47,,,,92.0,100.0,96.0,86.0,106.0,101.0,108.0,99.0,104.0,95.0,102.0,111.0,,,,,,,0.073,0.43,,,0.295,,0.102,0.01,,,3.02,0.85,,-5.62,94.9,,,94.3,83.4,,78.9,0.198,0.33,0.276,0.28,0.492,0.175,0.222,0.222,0.0,0.371,0.8,0.185,,,,,,,,,,85.0,92.0,92.0,0.1,-4.24,86.0,0.391,0.652,0.283
9,2024-09-04,745370,Walk,walk,False,679529,506433,Spencer Torkelson,Yu Darvish,0,29345551-754a-4b1c-9e3c-ad8c03acba9d,506433.0,yudarvish,Darvish,Right,Yu Darvish,SDP,3.51,3.7,59.0,102.0,99.0,102.0,0.763,8.69,2.59,7.47,1.07,0.93,0.167,0.5,0.119,0.351,0.493,90.0,90.0,99.0,95.0,103.0,100.0,86.0,111.0,102.0,118.0,96.0,103.0,92.0,114.0,111.0,81.0,104.0,98.0,108.0,102.0,106.0,0.152,0.217,0.056,0.079,0.367,0.067,0.062,-0.58,3.19,0.36,-0.97,1.14,-2.06,2.74,94.0,90.5,87.6,93.4,84.7,73.5,78.5,0.245,0.34,0.286,0.222,0.426,0.162,0.3,0.525,0.152,0.167,0.292,0.355,0.2,0.3,0.208,0.182,0.409,0.375,0.0,0.0,0.36,,,,,,,,,
