,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-06-02,746383,Home Run,home_run,False,663616,686613,Trevor Larnach,Hunter Brown,0,76ba95ac-6ea1-4fbc-93bf-e3e5a1588d61,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,88.0,102.0,105.0,106.0,101.0,100.0,90.0,100.0,98.0,114.0,105.0,107.0,130.0,99.0,106.0,95.0,107.0,105.0,0.134,0.376,0.157,0.071,0.127,0.134,-0.55,0.16,0.46,1.74,-1.93,1.13,95.7,92.3,88.4,95.5,89.0,82.4,0.272,0.483,0.287,0.236,0.375,0.185,0.268,0.304,0.172,0.208,0.271,0.327,0.28,0.5,0.281,0.192,0.192,0.25,,,,,,,,,,,,,,,
1,2024-06-02,746383,Groundout,field_out,True,680777,686613,Ryan Jeffers,Hunter Brown,0,64bb38f5-3780-4d4f-b22a-ace936e358b4,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,88.0,102.0,105.0,106.0,101.0,100.0,90.0,100.0,98.0,114.0,105.0,107.0,130.0,99.0,106.0,95.0,107.0,105.0,0.134,0.376,0.157,0.071,0.127,0.134,-0.55,0.16,0.46,1.74,-1.93,1.13,95.7,92.3,88.4,95.5,89.0,82.4,0.272,0.483,0.287,0.236,0.375,0.185,0.268,0.304,0.172,0.208,0.271,0.327,0.28,0.5,0.281,0.192,0.192,0.25,,,,,,,,,,,,,,,
2,2024-06-02,746383,Flyout,field_out,True,669304,686613,Jose Miranda,Hunter Brown,0,79565c93-5107-49ab-9d84-830f51a6329a,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,88.0,102.0,105.0,106.0,101.0,100.0,90.0,100.0,98.0,114.0,105.0,107.0,130.0,99.0,106.0,95.0,107.0,105.0,0.134,0.376,0.157,0.071,0.127,0.134,-0.55,0.16,0.46,1.74,-1.93,1.13,95.7,92.3,88.4,95.5,89.0,82.4,0.272,0.483,0.287,0.236,0.375,0.185,0.268,0.304,0.172,0.208,0.271,0.327,0.28,0.5,0.281,0.192,0.192,0.25,,,,,,,,,,,,,,,
3,2024-06-02,746383,Strikeout,strikeout,True,596146,686613,Max Kepler,Hunter Brown,0,40395e6c-0ae7-4b79-80a7-364fd8c71959,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,88.0,102.0,105.0,106.0,101.0,100.0,90.0,100.0,98.0,114.0,105.0,107.0,130.0,99.0,106.0,95.0,107.0,105.0,0.134,0.376,0.157,0.071,0.127,0.134,-0.55,0.16,0.46,1.74,-1.93,1.13,95.7,92.3,88.4,95.5,89.0,82.4,0.272,0.483,0.287,0.236,0.375,0.185,0.268,0.304,0.172,0.208,0.271,0.327,0.28,0.5,0.281,0.192,0.192,0.25,,,,,,,,,,,,,,,
4,2024-06-02,746383,Walk,walk,False,663656,680573,Kyle Tucker,Simeon Woods Richardson,0,84a17f2e-5de8-4116-bcd4-441a75fce41d,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.51,3.82,82.0,106.0,87.0,101.0,0.81,7.79,2.63,7.68,0.88,0.88,0.31,0.401,0.145,0.293,0.439,101.0,107.0,112.0,72.0,101.0,89.0,,,,95.0,112.0,109.0,,,,,,,,0.4,,0.309,,0.213,1.41,,,1.55,,-2.69,93.1,,82.9,,86.7,,0.248,0.291,0.201,,,,,,,0.268,0.571,0.18,0.278,0.556,0.225,0.181,0.284,0.257,96.0,102.0,101.0,0.078,0.19,75.4,,,,,,,,,
5,2024-06-02,746383,Strikeout,strikeout,True,608324,680573,Alex Bregman,Simeon Woods Richardson,0,d72d4251-cd2f-4bb3-a35f-d151625b9979,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.51,3.82,82.0,106.0,87.0,101.0,0.81,7.79,2.63,7.68,0.88,0.88,0.31,0.401,0.145,0.293,0.439,101.0,107.0,112.0,72.0,101.0,89.0,,,,95.0,112.0,109.0,,,,,,,,0.4,,0.309,,0.213,1.41,,,1.55,,-2.69,93.1,,82.9,,86.7,,0.248,0.291,0.201,,,,,,,0.268,0.571,0.18,0.278,0.556,0.225,0.181,0.284,0.257,96.0,102.0,101.0,0.078,0.19,75.4,,,,,,,,,
6,2024-06-02,746383,Pop Out,field_out,True,670541,680573,Yordan Alvarez,Simeon Woods Richardson,0,13d6b782-e4d7-4d3e-8445-8d917dbf1241,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.51,3.82,82.0,106.0,87.0,101.0,0.81,7.79,2.63,7.68,0.88,0.88,0.31,0.401,0.145,0.293,0.439,101.0,107.0,112.0,72.0,101.0,89.0,,,,95.0,112.0,109.0,,,,,,,,0.4,,0.309,,0.213,1.41,,,1.55,,-2.69,93.1,,82.9,,86.7,,0.248,0.291,0.201,,,,,,,0.268,0.571,0.18,0.278,0.556,0.225,0.181,0.284,0.257,96.0,102.0,101.0,0.078,0.19,75.4,,,,,,,,,
7,2024-06-02,746383,Strikeout,strikeout,True,665161,680573,Jeremy Peña,Simeon Woods Richardson,0,3a6af199-affa-4b57-9c63-ebe03671682c,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.51,3.82,82.0,106.0,87.0,101.0,0.81,7.79,2.63,7.68,0.88,0.88,0.31,0.401,0.145,0.293,0.439,101.0,107.0,112.0,72.0,101.0,89.0,,,,95.0,112.0,109.0,,,,,,,,0.4,,0.309,,0.213,1.41,,,1.55,,-2.69,93.1,,82.9,,86.7,,0.248,0.291,0.201,,,,,,,0.268,0.571,0.18,0.278,0.556,0.225,0.181,0.284,0.257,96.0,102.0,101.0,0.078,0.19,75.4,,,,,,,,,
8,2024-06-02,746383,Strikeout,strikeout,True,621439,686613,Byron Buxton,Hunter Brown,0,25b44c32-d661-4d47-b744-d3fdbb963b26,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,88.0,102.0,105.0,106.0,101.0,100.0,90.0,100.0,98.0,114.0,105.0,107.0,130.0,99.0,106.0,95.0,107.0,105.0,0.134,0.376,0.157,0.071,0.127,0.134,-0.55,0.16,0.46,1.74,-1.93,1.13,95.7,92.3,88.4,95.5,89.0,82.4,0.272,0.483,0.287,0.236,0.375,0.185,0.268,0.304,0.172,0.208,0.271,0.327,0.28,0.5,0.281,0.192,0.192,0.25,,,,,,,,,,,,,,,
9,2024-06-02,746383,Single,single,False,650489,686613,Willi Castro,Hunter Brown,0,436a2a95-0f10-4803-a28e-a7e4793015b6,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,88.0,102.0,105.0,106.0,101.0,100.0,90.0,100.0,98.0,114.0,105.0,107.0,130.0,99.0,106.0,95.0,107.0,105.0,0.134,0.376,0.157,0.071,0.127,0.134,-0.55,0.16,0.46,1.74,-1.93,1.13,95.7,92.3,88.4,95.5,89.0,82.4,0.272,0.483,0.287,0.236,0.375,0.185,0.268,0.304,0.172,0.208,0.271,0.327,0.28,0.5,0.281,0.192,0.192,0.25,,,,,,,,,,,,,,,
