,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff
10,2024-09-07,745125,Flyout,field_out,True,571745,502043,Mitch Haniger,Kyle Gibson,0,7c00a0e7-6856-43bb-810f-43175fe6e26c,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.2,4.71,154.1,98.0,94.0,95.0,0.751,8.34,3.44,8.51,1.11,1.34,0.215,0.428,0.173,0.345,0.359,99.0,93.0,89.0,104.0,103.0,103.0,81.0,90.0,86.0,84.0,101.0,96.0,104.0,103.0,105.0,96.0,94.0,89.0,0.269,0.128,0.208,0.213,0.086,0.095,-0.94,0.36,0.35,0.93,-1.86,0.79,91.4,88.7,84.9,90.7,80.7,78.4,0.201,0.317,0.419,0.27,0.405,0.089,0.31,0.47,0.195,0.258,0.53,0.071,0.2,0.273,0.373,0.303,0.697,0.474,,,,,,,,,,,,
11,2024-09-07,745125,Strikeout,strikeout,True,668942,502043,Josh Rojas,Kyle Gibson,0,3a7252d0-e284-4728-94c9-bbd03254cbad,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.2,4.71,154.1,98.0,94.0,95.0,0.751,8.34,3.44,8.51,1.11,1.34,0.215,0.428,0.173,0.345,0.359,99.0,93.0,89.0,104.0,103.0,103.0,81.0,90.0,86.0,84.0,101.0,96.0,104.0,103.0,105.0,96.0,94.0,89.0,0.269,0.128,0.208,0.213,0.086,0.095,-0.94,0.36,0.35,0.93,-1.86,0.79,91.4,88.7,84.9,90.7,80.7,78.4,0.201,0.317,0.419,0.27,0.405,0.089,0.31,0.47,0.195,0.258,0.53,0.071,0.2,0.273,0.373,0.303,0.697,0.474,,,,,,,,,,,,
12,2024-09-07,745125,Groundout,field_out,True,571448,669302,Nolan Arenado,Logan Gilbert,0,25767ee8-22b2-4474-869e-c34e649722d8,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.15,3.15,185.2,101.0,121.0,105.0,0.715,9.26,1.6,6.3,0.97,1.18,0.228,0.449,0.141,0.329,0.429,,,,123.0,100.0,107.0,104.0,101.0,96.0,79.0,104.0,89.0,145.0,101.0,115.0,117.0,104.0,102.0,0.01,0.317,0.115,0.319,0.11,,1.66,1.2,0.5,1.5,0.92,,96.5,92.3,,94.8,88.3,83.2,,,,0.25,0.25,0.0,0.226,0.393,0.272,0.199,0.369,0.196,,,,0.178,0.274,0.354,105.0,96.0,103.0,0.13,1.06,84.3,0.217,0.385,0.355,0.099,0.173,0.483
13,2024-09-07,745125,Groundout,field_out,True,663457,669302,Lars Nootbaar,Logan Gilbert,0,bd74b56b-99a2-4809-9dbc-cda575eed5ba,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.15,3.15,185.2,101.0,121.0,105.0,0.715,9.26,1.6,6.3,0.97,1.18,0.228,0.449,0.141,0.329,0.429,,,,123.0,100.0,107.0,104.0,101.0,96.0,79.0,104.0,89.0,145.0,101.0,115.0,117.0,104.0,102.0,0.01,0.317,0.115,0.319,0.11,,1.66,1.2,0.5,1.5,0.92,,96.5,92.3,,94.8,88.3,83.2,,,,0.25,0.25,0.0,0.226,0.393,0.272,0.199,0.369,0.196,,,,0.178,0.274,0.354,105.0,96.0,103.0,0.13,1.06,84.3,0.217,0.385,0.355,0.099,0.173,0.483
14,2024-09-07,745125,Groundout,field_out,True,691023,669302,Jordan Walker,Logan Gilbert,0,a52247ff-277b-4fd7-9141-84d28b2be992,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.15,3.15,185.2,101.0,121.0,105.0,0.715,9.26,1.6,6.3,0.97,1.18,0.228,0.449,0.141,0.329,0.429,,,,123.0,100.0,107.0,104.0,101.0,96.0,79.0,104.0,89.0,145.0,101.0,115.0,117.0,104.0,102.0,0.01,0.317,0.115,0.319,0.11,,1.66,1.2,0.5,1.5,0.92,,96.5,92.3,,94.8,88.3,83.2,,,,0.25,0.25,0.0,0.226,0.393,0.272,0.199,0.369,0.196,,,,0.178,0.274,0.354,105.0,96.0,103.0,0.13,1.06,84.3,0.217,0.385,0.355,0.099,0.173,0.483
15,2024-09-07,745125,Pop Out,field_out,True,677594,502043,Julio Rodríguez,Kyle Gibson,0,34bcb551-2aa1-48b7-adbb-7022ec79aa7e,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.2,4.71,154.1,98.0,94.0,95.0,0.751,8.34,3.44,8.51,1.11,1.34,0.215,0.428,0.173,0.345,0.359,99.0,93.0,89.0,104.0,103.0,103.0,81.0,90.0,86.0,84.0,101.0,96.0,104.0,103.0,105.0,96.0,94.0,89.0,0.269,0.128,0.208,0.213,0.086,0.095,-0.94,0.36,0.35,0.93,-1.86,0.79,91.4,88.7,84.9,90.7,80.7,78.4,0.201,0.317,0.419,0.27,0.405,0.089,0.31,0.47,0.195,0.258,0.53,0.071,0.2,0.273,0.373,0.303,0.697,0.474,,,,,,,,,,,,
16,2024-09-07,745125,Strikeout,strikeout,True,663728,502043,Cal Raleigh,Kyle Gibson,0,5e392639-0c32-4826-94d4-d64c0f155f25,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.2,4.71,154.1,98.0,94.0,95.0,0.751,8.34,3.44,8.51,1.11,1.34,0.215,0.428,0.173,0.345,0.359,99.0,93.0,89.0,104.0,103.0,103.0,81.0,90.0,86.0,84.0,101.0,96.0,104.0,103.0,105.0,96.0,94.0,89.0,0.269,0.128,0.208,0.213,0.086,0.095,-0.94,0.36,0.35,0.93,-1.86,0.79,91.4,88.7,84.9,90.7,80.7,78.4,0.201,0.317,0.419,0.27,0.405,0.089,0.31,0.47,0.195,0.258,0.53,0.071,0.2,0.273,0.373,0.303,0.697,0.474,,,,,,,,,,,,
17,2024-09-07,745125,Double,double,False,668227,502043,Randy Arozarena,Kyle Gibson,0,afc30864-bf5a-4ddd-93da-5a31632ebf8e,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.2,4.71,154.1,98.0,94.0,95.0,0.751,8.34,3.44,8.51,1.11,1.34,0.215,0.428,0.173,0.345,0.359,99.0,93.0,89.0,104.0,103.0,103.0,81.0,90.0,86.0,84.0,101.0,96.0,104.0,103.0,105.0,96.0,94.0,89.0,0.269,0.128,0.208,0.213,0.086,0.095,-0.94,0.36,0.35,0.93,-1.86,0.79,91.4,88.7,84.9,90.7,80.7,78.4,0.201,0.317,0.419,0.27,0.405,0.089,0.31,0.47,0.195,0.258,0.53,0.071,0.2,0.273,0.373,0.303,0.697,0.474,,,,,,,,,,,,
18,2024-09-07,745125,Groundout,field_out,True,670042,502043,Luke Raley,Kyle Gibson,0,c199441d-2a42-4ce4-9c1a-e6926234eac7,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.2,4.71,154.1,98.0,94.0,95.0,0.751,8.34,3.44,8.51,1.11,1.34,0.215,0.428,0.173,0.345,0.359,99.0,93.0,89.0,104.0,103.0,103.0,81.0,90.0,86.0,84.0,101.0,96.0,104.0,103.0,105.0,96.0,94.0,89.0,0.269,0.128,0.208,0.213,0.086,0.095,-0.94,0.36,0.35,0.93,-1.86,0.79,91.4,88.7,84.9,90.7,80.7,78.4,0.201,0.317,0.419,0.27,0.405,0.089,0.31,0.47,0.195,0.258,0.53,0.071,0.2,0.273,0.373,0.303,0.697,0.474,,,,,,,,,,,,
19,2024-09-07,745125,Lineout,field_out,True,686780,669302,Pedro Pagés,Logan Gilbert,0,c6ceb5e5-0a05-477f-8f86-6fcf16175879,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.15,3.15,185.2,101.0,121.0,105.0,0.715,9.26,1.6,6.3,0.97,1.18,0.228,0.449,0.141,0.329,0.429,,,,123.0,100.0,107.0,104.0,101.0,96.0,79.0,104.0,89.0,145.0,101.0,115.0,117.0,104.0,102.0,0.01,0.317,0.115,0.319,0.11,,1.66,1.2,0.5,1.5,0.92,,96.5,92.3,,94.8,88.3,83.2,,,,0.25,0.25,0.0,0.226,0.393,0.272,0.199,0.369,0.196,,,,0.178,0.274,0.354,105.0,96.0,103.0,0.13,1.06,84.3,0.217,0.385,0.355,0.099,0.173,0.483
20,2024-09-07,745125,Groundout,field_out,True,665877,669302,José Fermín,Logan Gilbert,0,aa93655e-c56b-41af-9203-47a4f6ec51a8,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.15,3.15,185.2,101.0,121.0,105.0,0.715,9.26,1.6,6.3,0.97,1.18,0.228,0.449,0.141,0.329,0.429,,,,123.0,100.0,107.0,104.0,101.0,96.0,79.0,104.0,89.0,145.0,101.0,115.0,117.0,104.0,102.0,0.01,0.317,0.115,0.319,0.11,,1.66,1.2,0.5,1.5,0.92,,96.5,92.3,,94.8,88.3,83.2,,,,0.25,0.25,0.0,0.226,0.393,0.272,0.199,0.369,0.196,,,,0.178,0.274,0.354,105.0,96.0,103.0,0.13,1.06,84.3,0.217,0.385,0.355,0.099,0.173,0.483
21,2024-09-07,745125,Groundout,field_out,True,672279,669302,Michael Siani,Logan Gilbert,0,4d3c78b5-bb8f-44f2-ad66-b58a0c669ab3,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.15,3.15,185.2,101.0,121.0,105.0,0.715,9.26,1.6,6.3,0.97,1.18,0.228,0.449,0.141,0.329,0.429,,,,123.0,100.0,107.0,104.0,101.0,96.0,79.0,104.0,89.0,145.0,101.0,115.0,117.0,104.0,102.0,0.01,0.317,0.115,0.319,0.11,,1.66,1.2,0.5,1.5,0.92,,96.5,92.3,,94.8,88.3,83.2,,,,0.25,0.25,0.0,0.226,0.393,0.272,0.199,0.369,0.196,,,,0.178,0.274,0.354,105.0,96.0,103.0,0.13,1.06,84.3,0.217,0.385,0.355,0.099,0.173,0.483
22,2024-09-07,745125,Flyout,field_out,True,457759,502043,Justin Turner,Kyle Gibson,0,fa0cad6a-9124-4c91-ad47-d37ce44c3421,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.2,4.71,154.1,98.0,94.0,95.0,0.751,8.34,3.44,8.51,1.11,1.34,0.215,0.428,0.173,0.345,0.359,99.0,93.0,89.0,104.0,103.0,103.0,81.0,90.0,86.0,84.0,101.0,96.0,104.0,103.0,105.0,96.0,94.0,89.0,0.269,0.128,0.208,0.213,0.086,0.095,-0.94,0.36,0.35,0.93,-1.86,0.79,91.4,88.7,84.9,90.7,80.7,78.4,0.201,0.317,0.419,0.27,0.405,0.089,0.31,0.47,0.195,0.258,0.53,0.071,0.2,0.273,0.373,0.303,0.697,0.474,,,,,,,,,,,,
23,2024-09-07,745125,Groundout,field_out,True,593871,502043,Jorge Polanco,Kyle Gibson,0,4382b06f-677a-4949-b472-93fb66698ca8,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.2,4.71,154.1,98.0,94.0,95.0,0.751,8.34,3.44,8.51,1.11,1.34,0.215,0.428,0.173,0.345,0.359,99.0,93.0,89.0,104.0,103.0,103.0,81.0,90.0,86.0,84.0,101.0,96.0,104.0,103.0,105.0,96.0,94.0,89.0,0.269,0.128,0.208,0.213,0.086,0.095,-0.94,0.36,0.35,0.93,-1.86,0.79,91.4,88.7,84.9,90.7,80.7,78.4,0.201,0.317,0.419,0.27,0.405,0.089,0.31,0.47,0.195,0.258,0.53,0.071,0.2,0.273,0.373,0.303,0.697,0.474,,,,,,,,,,,,
24,2024-09-07,745125,Strikeout,strikeout,True,641487,502043,J.P. Crawford,Kyle Gibson,0,ec7afc5c-0362-41b6-b54e-7f1c2dc0a6f5,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.2,4.71,154.1,98.0,94.0,95.0,0.751,8.34,3.44,8.51,1.11,1.34,0.215,0.428,0.173,0.345,0.359,99.0,93.0,89.0,104.0,103.0,103.0,81.0,90.0,86.0,84.0,101.0,96.0,104.0,103.0,105.0,96.0,94.0,89.0,0.269,0.128,0.208,0.213,0.086,0.095,-0.94,0.36,0.35,0.93,-1.86,0.79,91.4,88.7,84.9,90.7,80.7,78.4,0.201,0.317,0.419,0.27,0.405,0.089,0.31,0.47,0.195,0.258,0.53,0.071,0.2,0.273,0.373,0.303,0.697,0.474,,,,,,,,,,,,
25,2024-09-07,745125,Strikeout,strikeout,True,691026,669302,Masyn Winn,Logan Gilbert,0,79c10bbd-4ab0-4cff-9dc4-d90f2fd67bb3,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.15,3.15,185.2,101.0,121.0,105.0,0.715,9.26,1.6,6.3,0.97,1.18,0.228,0.449,0.141,0.329,0.429,,,,123.0,100.0,107.0,104.0,101.0,96.0,79.0,104.0,89.0,145.0,101.0,115.0,117.0,104.0,102.0,0.01,0.317,0.115,0.319,0.11,,1.66,1.2,0.5,1.5,0.92,,96.5,92.3,,94.8,88.3,83.2,,,,0.25,0.25,0.0,0.226,0.393,0.272,0.199,0.369,0.196,,,,0.178,0.274,0.354,105.0,96.0,103.0,0.13,1.06,84.3,0.217,0.385,0.355,0.099,0.173,0.483
26,2024-09-07,745125,Walk,walk,False,676475,669302,Alec Burleson,Logan Gilbert,0,0c829388-73e9-425d-a59a-8e3c885c8c38,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.15,3.15,185.2,101.0,121.0,105.0,0.715,9.26,1.6,6.3,0.97,1.18,0.228,0.449,0.141,0.329,0.429,,,,123.0,100.0,107.0,104.0,101.0,96.0,79.0,104.0,89.0,145.0,101.0,115.0,117.0,104.0,102.0,0.01,0.317,0.115,0.319,0.11,,1.66,1.2,0.5,1.5,0.92,,96.5,92.3,,94.8,88.3,83.2,,,,0.25,0.25,0.0,0.226,0.393,0.272,0.199,0.369,0.196,,,,0.178,0.274,0.354,105.0,96.0,103.0,0.13,1.06,84.3,0.217,0.385,0.355,0.099,0.173,0.483
27,2024-09-07,745125,Grounded Into DP,grounded_into_double_play,True,502671,669302,Paul Goldschmidt,Logan Gilbert,1,72434224-ab6e-4de2-a108-04eb360ad898,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.15,3.15,185.2,101.0,121.0,105.0,0.715,9.26,1.6,6.3,0.97,1.18,0.228,0.449,0.141,0.329,0.429,,,,123.0,100.0,107.0,104.0,101.0,96.0,79.0,104.0,89.0,145.0,101.0,115.0,117.0,104.0,102.0,0.01,0.317,0.115,0.319,0.11,,1.66,1.2,0.5,1.5,0.92,,96.5,92.3,,94.8,88.3,83.2,,,,0.25,0.25,0.0,0.226,0.393,0.272,0.199,0.369,0.196,,,,0.178,0.274,0.354,105.0,96.0,103.0,0.13,1.06,84.3,0.217,0.385,0.355,0.099,0.173,0.483
28,2024-09-07,745125,Flyout,field_out,True,571745,502043,Mitch Haniger,Kyle Gibson,0,612a197d-3dab-413d-9c31-b33d88a1d554,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.2,4.71,154.1,98.0,94.0,95.0,0.751,8.34,3.44,8.51,1.11,1.34,0.215,0.428,0.173,0.345,0.359,99.0,93.0,89.0,104.0,103.0,103.0,81.0,90.0,86.0,84.0,101.0,96.0,104.0,103.0,105.0,96.0,94.0,89.0,0.269,0.128,0.208,0.213,0.086,0.095,-0.94,0.36,0.35,0.93,-1.86,0.79,91.4,88.7,84.9,90.7,80.7,78.4,0.201,0.317,0.419,0.27,0.405,0.089,0.31,0.47,0.195,0.258,0.53,0.071,0.2,0.273,0.373,0.303,0.697,0.474,,,,,,,,,,,,
29,2024-09-07,745125,Strikeout,strikeout,True,668942,502043,Josh Rojas,Kyle Gibson,0,fc5854ac-5fe9-4ec3-8891-728ec8124d7d,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.2,4.71,154.1,98.0,94.0,95.0,0.751,8.34,3.44,8.51,1.11,1.34,0.215,0.428,0.173,0.345,0.359,99.0,93.0,89.0,104.0,103.0,103.0,81.0,90.0,86.0,84.0,101.0,96.0,104.0,103.0,105.0,96.0,94.0,89.0,0.269,0.128,0.208,0.213,0.086,0.095,-0.94,0.36,0.35,0.93,-1.86,0.79,91.4,88.7,84.9,90.7,80.7,78.4,0.201,0.317,0.419,0.27,0.405,0.089,0.31,0.47,0.195,0.258,0.53,0.071,0.2,0.273,0.373,0.303,0.697,0.474,,,,,,,,,,,,
30,2024-09-07,745125,Pop Out,field_out,True,677594,502043,Julio Rodríguez,Kyle Gibson,0,e50dc653-966d-4dcf-af18-5161f49f72a4,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.2,4.71,154.1,98.0,94.0,95.0,0.751,8.34,3.44,8.51,1.11,1.34,0.215,0.428,0.173,0.345,0.359,99.0,93.0,89.0,104.0,103.0,103.0,81.0,90.0,86.0,84.0,101.0,96.0,104.0,103.0,105.0,96.0,94.0,89.0,0.269,0.128,0.208,0.213,0.086,0.095,-0.94,0.36,0.35,0.93,-1.86,0.79,91.4,88.7,84.9,90.7,80.7,78.4,0.201,0.317,0.419,0.27,0.405,0.089,0.31,0.47,0.195,0.258,0.53,0.071,0.2,0.273,0.373,0.303,0.697,0.474,,,,,,,,,,,,
