,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-08-07,746115,Home Run,home_run,False,656941,694813,Kyle Schwarber,Gavin Stone,0,49c53600-1c4f-4017-85a2-fb73bab3bd15,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.33,3.92,135.1,103.0,99.0,101.0,0.767,7.45,2.39,8.51,1.06,1.17,0.252,0.413,0.169,0.291,0.411,81.0,103.0,99.0,93.0,103.0,102.0,101.0,100.0,97.0,98.0,103.0,98.0,132.0,111.0,117.0,80.0,101.0,94.0,0.228,0.247,0.055,0.164,0.041,0.265,0.44,0.67,-0.84,1.03,1.43,0.98,94.9,92.3,87.4,95.3,88.7,83.4,0.318,0.515,0.138,0.235,0.378,0.163,0.177,0.338,0.37,0.241,0.322,0.354,0.32,0.48,0.183,0.286,0.357,0.179,0.182,0.182,0.143,,,,,,,,,,,,,,,
1,2024-08-07,746115,Single,single,False,607208,694813,Trea Turner,Gavin Stone,0,6a28b8fc-356c-4a8f-b7d6-886340a58030,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.33,3.92,135.1,103.0,99.0,101.0,0.767,7.45,2.39,8.51,1.06,1.17,0.252,0.413,0.169,0.291,0.411,81.0,103.0,99.0,93.0,103.0,102.0,101.0,100.0,97.0,98.0,103.0,98.0,132.0,111.0,117.0,80.0,101.0,94.0,0.228,0.247,0.055,0.164,0.041,0.265,0.44,0.67,-0.84,1.03,1.43,0.98,94.9,92.3,87.4,95.3,88.7,83.4,0.318,0.515,0.138,0.235,0.378,0.163,0.177,0.338,0.37,0.241,0.322,0.354,0.32,0.48,0.183,0.286,0.357,0.179,0.182,0.182,0.143,,,,,,,,,,,,,,,
2,2024-08-07,746115,Grounded Into DP,grounded_into_double_play,True,547180,694813,Bryce Harper,Gavin Stone,1,c03a3191-a497-45dd-bca2-13d58e1dff97,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.33,3.92,135.1,103.0,99.0,101.0,0.767,7.45,2.39,8.51,1.06,1.17,0.252,0.413,0.169,0.291,0.411,81.0,103.0,99.0,93.0,103.0,102.0,101.0,100.0,97.0,98.0,103.0,98.0,132.0,111.0,117.0,80.0,101.0,94.0,0.228,0.247,0.055,0.164,0.041,0.265,0.44,0.67,-0.84,1.03,1.43,0.98,94.9,92.3,87.4,95.3,88.7,83.4,0.318,0.515,0.138,0.235,0.378,0.163,0.177,0.338,0.37,0.241,0.322,0.354,0.32,0.48,0.183,0.286,0.357,0.179,0.182,0.182,0.143,,,,,,,,,,,,,,,
3,2024-08-07,746115,Groundout,field_out,True,664761,694813,Alec Bohm,Gavin Stone,0,30de73f5-4d05-4326-9cec-d4f61b20eb51,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.33,3.92,135.1,103.0,99.0,101.0,0.767,7.45,2.39,8.51,1.06,1.17,0.252,0.413,0.169,0.291,0.411,81.0,103.0,99.0,93.0,103.0,102.0,101.0,100.0,97.0,98.0,103.0,98.0,132.0,111.0,117.0,80.0,101.0,94.0,0.228,0.247,0.055,0.164,0.041,0.265,0.44,0.67,-0.84,1.03,1.43,0.98,94.9,92.3,87.4,95.3,88.7,83.4,0.318,0.515,0.138,0.235,0.378,0.163,0.177,0.338,0.37,0.241,0.322,0.354,0.32,0.48,0.183,0.286,0.357,0.179,0.182,0.182,0.143,,,,,,,,,,,,,,,
4,2024-08-07,746115,Groundout,field_out,True,660271,663969,Shohei Ohtani,Tyler Phillips,0,fdce3d67-35a1-46e6-a831-e765579204f9,663969.0,tylerphillips,Phillips,Right,Tyler Phillips,PHI,5.5,5.53,36.0,99.0,95.0,98.0,0.792,6.75,1.75,9.25,1.75,1.23,0.114,0.518,0.175,0.36,0.417,72.0,109.0,103.0,108.0,111.0,115.0,72.0,92.0,91.0,80.0,100.0,90.0,122.0,95.0,102.0,,,,0.308,0.186,,0.295,0.144,0.066,3.67,,-0.59,-2.14,1.11,-3.96,92.6,,85.7,93.7,82.5,80.9,0.306,0.694,0.128,0.194,0.29,0.212,0.5,0.625,0.2,,,,,,,0.143,0.143,0.214,0.295,0.5,0.329,,,,,,,,,,,,,,,
5,2024-08-07,746115,Double,double,False,606192,663969,Teoscar Hernández,Tyler Phillips,0,3a5784db-ddec-4cb6-bb5b-f75700c8de65,663969.0,tylerphillips,Phillips,Right,Tyler Phillips,PHI,5.5,5.53,36.0,99.0,95.0,98.0,0.792,6.75,1.75,9.25,1.75,1.23,0.114,0.518,0.175,0.36,0.417,72.0,109.0,103.0,108.0,111.0,115.0,72.0,92.0,91.0,80.0,100.0,90.0,122.0,95.0,102.0,,,,0.308,0.186,,0.295,0.144,0.066,3.67,,-0.59,-2.14,1.11,-3.96,92.6,,85.7,93.7,82.5,80.9,0.306,0.694,0.128,0.194,0.29,0.212,0.5,0.625,0.2,,,,,,,0.143,0.143,0.214,0.295,0.5,0.329,,,,,,,,,,,,,,,
6,2024-08-07,746115,Single,single,False,518692,663969,Freddie Freeman,Tyler Phillips,1,3a100ee8-6738-4279-b0b9-4d0d00ce1b8a,663969.0,tylerphillips,Phillips,Right,Tyler Phillips,PHI,5.5,5.53,36.0,99.0,95.0,98.0,0.792,6.75,1.75,9.25,1.75,1.23,0.114,0.518,0.175,0.36,0.417,72.0,109.0,103.0,108.0,111.0,115.0,72.0,92.0,91.0,80.0,100.0,90.0,122.0,95.0,102.0,,,,0.308,0.186,,0.295,0.144,0.066,3.67,,-0.59,-2.14,1.11,-3.96,92.6,,85.7,93.7,82.5,80.9,0.306,0.694,0.128,0.194,0.29,0.212,0.5,0.625,0.2,,,,,,,0.143,0.143,0.214,0.295,0.5,0.329,,,,,,,,,,,,,,,
7,2024-08-07,746115,Walk,walk,False,571771,663969,Enrique Hernández,Tyler Phillips,1,98ff55fc-b2f4-4c75-9591-9002353b04b5,663969.0,tylerphillips,Phillips,Right,Tyler Phillips,PHI,5.5,5.53,36.0,99.0,95.0,98.0,0.792,6.75,1.75,9.25,1.75,1.23,0.114,0.518,0.175,0.36,0.417,72.0,109.0,103.0,108.0,111.0,115.0,72.0,92.0,91.0,80.0,100.0,90.0,122.0,95.0,102.0,,,,0.308,0.186,,0.295,0.144,0.066,3.67,,-0.59,-2.14,1.11,-3.96,92.6,,85.7,93.7,82.5,80.9,0.306,0.694,0.128,0.194,0.29,0.212,0.5,0.625,0.2,,,,,,,0.143,0.143,0.214,0.295,0.5,0.329,,,,,,,,,,,,,,,
8,2024-08-07,746115,Forceout,force_out,True,666158,663969,Gavin Lux,Tyler Phillips,1,7f6291a6-33d8-4553-b889-17c81f58a42e,663969.0,tylerphillips,Phillips,Right,Tyler Phillips,PHI,5.5,5.53,36.0,99.0,95.0,98.0,0.792,6.75,1.75,9.25,1.75,1.23,0.114,0.518,0.175,0.36,0.417,72.0,109.0,103.0,108.0,111.0,115.0,72.0,92.0,91.0,80.0,100.0,90.0,122.0,95.0,102.0,,,,0.308,0.186,,0.295,0.144,0.066,3.67,,-0.59,-2.14,1.11,-3.96,92.6,,85.7,93.7,82.5,80.9,0.306,0.694,0.128,0.194,0.29,0.212,0.5,0.625,0.2,,,,,,,0.143,0.143,0.214,0.295,0.5,0.329,,,,,,,,,,,,,,,
9,2024-08-07,746115,Single,single,False,500743,663969,Miguel Rojas,Tyler Phillips,1,850f710d-842d-415c-90b9-a74657f803c3,663969.0,tylerphillips,Phillips,Right,Tyler Phillips,PHI,5.5,5.53,36.0,99.0,95.0,98.0,0.792,6.75,1.75,9.25,1.75,1.23,0.114,0.518,0.175,0.36,0.417,72.0,109.0,103.0,108.0,111.0,115.0,72.0,92.0,91.0,80.0,100.0,90.0,122.0,95.0,102.0,,,,0.308,0.186,,0.295,0.144,0.066,3.67,,-0.59,-2.14,1.11,-3.96,92.6,,85.7,93.7,82.5,80.9,0.306,0.694,0.128,0.194,0.29,0.212,0.5,0.625,0.2,,,,,,,0.143,0.143,0.214,0.295,0.5,0.329,,,,,,,,,,,,,,,
