,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,EP%,wEP/C,vEP
0,2024-09-14,747070,Walk,walk,False,660271,519242,Shohei Ohtani,Chris Sale,0,f2ef82a2-39ff-46be-a471-55c14afcbfbe,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.35,2.78,172.2,103.0,97.0,102.0,0.713,11.42,1.93,7.09,0.42,1.33,0.247,0.429,0.17,0.249,0.437,64.0,106.0,98.0,96.0,106.0,102.0,114.0,100.0,97.0,105.0,100.0,104.0,0.071,0.38,0.403,0.146,-0.07,-1.38,2.1,3.1,94.9,87.2,94.3,78.7,0.171,0.234,0.426,0.279,0.442,0.244,0.155,0.191,0.223,0.326,0.5,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-14,747070,Grounded Into DP,grounded_into_double_play,True,605141,519242,Mookie Betts,Chris Sale,1,600d987c-683f-4957-a3a2-ba9db226e5d2,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.35,2.78,172.2,103.0,97.0,102.0,0.713,11.42,1.93,7.09,0.42,1.33,0.247,0.429,0.17,0.249,0.437,64.0,106.0,98.0,96.0,106.0,102.0,114.0,100.0,97.0,105.0,100.0,104.0,0.071,0.38,0.403,0.146,-0.07,-1.38,2.1,3.1,94.9,87.2,94.3,78.7,0.171,0.234,0.426,0.279,0.442,0.244,0.155,0.191,0.223,0.326,0.5,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-14,747070,Double,double,True,606192,519242,Teoscar Hernández,Chris Sale,1,56acb97d-6f3a-4a5b-a248-4fa172fd783f,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.35,2.78,172.2,103.0,97.0,102.0,0.713,11.42,1.93,7.09,0.42,1.33,0.247,0.429,0.17,0.249,0.437,64.0,106.0,98.0,96.0,106.0,102.0,114.0,100.0,97.0,105.0,100.0,104.0,0.071,0.38,0.403,0.146,-0.07,-1.38,2.1,3.1,94.9,87.2,94.3,78.7,0.171,0.234,0.426,0.279,0.442,0.244,0.155,0.191,0.223,0.326,0.5,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-14,747070,Single,single,False,671739,656427,Michael Harris II,Jack Flaherty,0,670978ed-9a58-4356-939a-32d66961f3f0,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.04,3.33,151.0,103.0,95.0,102.0,0.71,10.97,1.97,7.51,1.25,1.07,0.228,0.429,0.162,0.296,0.381,87.0,83.0,81.0,93.0,106.0,103.0,76.0,83.0,71.0,95.0,103.0,103.0,0.023,0.439,0.297,0.029,0.69,-5.53,0.08,-0.55,93.5,85.7,90.5,84.8,0.222,0.462,0.36,0.244,0.384,0.245,0.111,0.333,0.111,0.6,1.2,0.4,102.0,103.0,107.0,0.212,2.23,77.4,0.162,0.189,0.444,,,,,,,,,,,,,,,,,,,,,
4,2024-09-14,747070,Strikeout,strikeout,True,624585,656427,Jorge Soler,Jack Flaherty,0,5e050803-703f-4e61-a83f-f3ea636c1b44,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.04,3.33,151.0,103.0,95.0,102.0,0.71,10.97,1.97,7.51,1.25,1.07,0.228,0.429,0.162,0.296,0.381,87.0,83.0,81.0,93.0,106.0,103.0,76.0,83.0,71.0,95.0,103.0,103.0,0.023,0.439,0.297,0.029,0.69,-5.53,0.08,-0.55,93.5,85.7,90.5,84.8,0.222,0.462,0.36,0.244,0.384,0.245,0.111,0.333,0.111,0.6,1.2,0.4,102.0,103.0,107.0,0.212,2.23,77.4,0.162,0.189,0.444,,,,,,,,,,,,,,,,,,,,,
5,2024-09-14,747070,Strikeout,strikeout,True,542303,656427,Marcell Ozuna,Jack Flaherty,0,898d6242-8da1-4c8c-8401-d53d3b5284e8,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.04,3.33,151.0,103.0,95.0,102.0,0.71,10.97,1.97,7.51,1.25,1.07,0.228,0.429,0.162,0.296,0.381,87.0,83.0,81.0,93.0,106.0,103.0,76.0,83.0,71.0,95.0,103.0,103.0,0.023,0.439,0.297,0.029,0.69,-5.53,0.08,-0.55,93.5,85.7,90.5,84.8,0.222,0.462,0.36,0.244,0.384,0.245,0.111,0.333,0.111,0.6,1.2,0.4,102.0,103.0,107.0,0.212,2.23,77.4,0.162,0.189,0.444,,,,,,,,,,,,,,,,,,,,,
6,2024-09-14,747070,Double,double,False,621566,656427,Matt Olson,Jack Flaherty,1,104755bd-615d-4ed1-bf43-fe3544939542,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.04,3.33,151.0,103.0,95.0,102.0,0.71,10.97,1.97,7.51,1.25,1.07,0.228,0.429,0.162,0.296,0.381,87.0,83.0,81.0,93.0,106.0,103.0,76.0,83.0,71.0,95.0,103.0,103.0,0.023,0.439,0.297,0.029,0.69,-5.53,0.08,-0.55,93.5,85.7,90.5,84.8,0.222,0.462,0.36,0.244,0.384,0.245,0.111,0.333,0.111,0.6,1.2,0.4,102.0,103.0,107.0,0.212,2.23,77.4,0.162,0.189,0.444,,,,,,,,,,,,,,,,,,,,,
7,2024-09-14,747070,Walk,walk,False,669221,656427,Sean Murphy,Jack Flaherty,0,37086474-70d5-46e9-9733-4517e865c40e,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.04,3.33,151.0,103.0,95.0,102.0,0.71,10.97,1.97,7.51,1.25,1.07,0.228,0.429,0.162,0.296,0.381,87.0,83.0,81.0,93.0,106.0,103.0,76.0,83.0,71.0,95.0,103.0,103.0,0.023,0.439,0.297,0.029,0.69,-5.53,0.08,-0.55,93.5,85.7,90.5,84.8,0.222,0.462,0.36,0.244,0.384,0.245,0.111,0.333,0.111,0.6,1.2,0.4,102.0,103.0,107.0,0.212,2.23,77.4,0.162,0.189,0.444,,,,,,,,,,,,,,,,,,,,,
8,2024-09-14,747070,Flyout,field_out,True,672284,656427,Jarred Kelenic,Jack Flaherty,0,a05fc89e-f73e-410b-bfa6-022ece2e8e5b,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.04,3.33,151.0,103.0,95.0,102.0,0.71,10.97,1.97,7.51,1.25,1.07,0.228,0.429,0.162,0.296,0.381,87.0,83.0,81.0,93.0,106.0,103.0,76.0,83.0,71.0,95.0,103.0,103.0,0.023,0.439,0.297,0.029,0.69,-5.53,0.08,-0.55,93.5,85.7,90.5,84.8,0.222,0.462,0.36,0.244,0.384,0.245,0.111,0.333,0.111,0.6,1.2,0.4,102.0,103.0,107.0,0.212,2.23,77.4,0.162,0.189,0.444,,,,,,,,,,,,,,,,,,,,,
9,2024-09-14,747070,Strikeout,strikeout,True,518692,519242,Freddie Freeman,Chris Sale,0,b99b5284-6d83-4c61-a0ec-888bedbe41bc,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.35,2.78,172.2,103.0,97.0,102.0,0.713,11.42,1.93,7.09,0.42,1.33,0.247,0.429,0.17,0.249,0.437,64.0,106.0,98.0,96.0,106.0,102.0,114.0,100.0,97.0,105.0,100.0,104.0,0.071,0.38,0.403,0.146,-0.07,-1.38,2.1,3.1,94.9,87.2,94.3,78.7,0.171,0.234,0.426,0.279,0.442,0.244,0.155,0.191,0.223,0.326,0.5,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-09-14,747070,Flyout,field_out,True,669257,519242,Will Smith,Chris Sale,0,6f85b8d3-b407-4280-bc19-bfbea48ed972,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.35,2.78,172.2,103.0,97.0,102.0,0.713,11.42,1.93,7.09,0.42,1.33,0.247,0.429,0.17,0.249,0.437,64.0,106.0,98.0,96.0,106.0,102.0,114.0,100.0,97.0,105.0,100.0,104.0,0.071,0.38,0.403,0.146,-0.07,-1.38,2.1,3.1,94.9,87.2,94.3,78.7,0.171,0.234,0.426,0.279,0.442,0.244,0.155,0.191,0.223,0.326,0.5,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-09-14,747070,Walk,walk,False,669242,519242,Tommy Edman,Chris Sale,0,1caf0f6f-215b-4b08-ab80-828e5f660705,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.35,2.78,172.2,103.0,97.0,102.0,0.713,11.42,1.93,7.09,0.42,1.33,0.247,0.429,0.17,0.249,0.437,64.0,106.0,98.0,96.0,106.0,102.0,114.0,100.0,97.0,105.0,100.0,104.0,0.071,0.38,0.403,0.146,-0.07,-1.38,2.1,3.1,94.9,87.2,94.3,78.7,0.171,0.234,0.426,0.279,0.442,0.244,0.155,0.191,0.223,0.326,0.5,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-09-14,747070,Groundout,field_out,True,500743,519242,Miguel Rojas,Chris Sale,0,51019d4a-7165-4094-9a41-01b06d28078d,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.35,2.78,172.2,103.0,97.0,102.0,0.713,11.42,1.93,7.09,0.42,1.33,0.247,0.429,0.17,0.249,0.437,64.0,106.0,98.0,96.0,106.0,102.0,114.0,100.0,97.0,105.0,100.0,104.0,0.071,0.38,0.403,0.146,-0.07,-1.38,2.1,3.1,94.9,87.2,94.3,78.7,0.171,0.234,0.426,0.279,0.442,0.244,0.155,0.191,0.223,0.326,0.5,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-09-14,747070,Lineout,field_out,True,606115,656427,Orlando Arcia,Jack Flaherty,0,a9a08bb8-6cf6-40fa-92dc-39e9d0068827,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.04,3.33,151.0,103.0,95.0,102.0,0.71,10.97,1.97,7.51,1.25,1.07,0.228,0.429,0.162,0.296,0.381,87.0,83.0,81.0,93.0,106.0,103.0,76.0,83.0,71.0,95.0,103.0,103.0,0.023,0.439,0.297,0.029,0.69,-5.53,0.08,-0.55,93.5,85.7,90.5,84.8,0.222,0.462,0.36,0.244,0.384,0.245,0.111,0.333,0.111,0.6,1.2,0.4,102.0,103.0,107.0,0.212,2.23,77.4,0.162,0.189,0.444,,,,,,,,,,,,,,,,,,,,,
14,2024-09-14,747070,Strikeout,strikeout,True,570482,656427,Gio Urshela,Jack Flaherty,0,9e1b7bde-d3a6-45aa-b186-d1995ae327e9,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.04,3.33,151.0,103.0,95.0,102.0,0.71,10.97,1.97,7.51,1.25,1.07,0.228,0.429,0.162,0.296,0.381,87.0,83.0,81.0,93.0,106.0,103.0,76.0,83.0,71.0,95.0,103.0,103.0,0.023,0.439,0.297,0.029,0.69,-5.53,0.08,-0.55,93.5,85.7,90.5,84.8,0.222,0.462,0.36,0.244,0.384,0.245,0.111,0.333,0.111,0.6,1.2,0.4,102.0,103.0,107.0,0.212,2.23,77.4,0.162,0.189,0.444,,,,,,,,,,,,,,,,,,,,,
15,2024-09-14,747070,Double,double,False,593160,656427,Whit Merrifield,Jack Flaherty,0,dcab4489-5964-4b24-ad0f-41e83c743d62,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.04,3.33,151.0,103.0,95.0,102.0,0.71,10.97,1.97,7.51,1.25,1.07,0.228,0.429,0.162,0.296,0.381,87.0,83.0,81.0,93.0,106.0,103.0,76.0,83.0,71.0,95.0,103.0,103.0,0.023,0.439,0.297,0.029,0.69,-5.53,0.08,-0.55,93.5,85.7,90.5,84.8,0.222,0.462,0.36,0.244,0.384,0.245,0.111,0.333,0.111,0.6,1.2,0.4,102.0,103.0,107.0,0.212,2.23,77.4,0.162,0.189,0.444,,,,,,,,,,,,,,,,,,,,,
16,2024-09-14,747070,Groundout,field_out,True,671739,656427,Michael Harris II,Jack Flaherty,0,833482a3-861c-47de-a591-bf55ba695c7d,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.04,3.33,151.0,103.0,95.0,102.0,0.71,10.97,1.97,7.51,1.25,1.07,0.228,0.429,0.162,0.296,0.381,87.0,83.0,81.0,93.0,106.0,103.0,76.0,83.0,71.0,95.0,103.0,103.0,0.023,0.439,0.297,0.029,0.69,-5.53,0.08,-0.55,93.5,85.7,90.5,84.8,0.222,0.462,0.36,0.244,0.384,0.245,0.111,0.333,0.111,0.6,1.2,0.4,102.0,103.0,107.0,0.212,2.23,77.4,0.162,0.189,0.444,,,,,,,,,,,,,,,,,,,,,
17,2024-09-14,747070,Strikeout,strikeout,True,571970,519242,Max Muncy,Chris Sale,0,cb30029f-6533-4336-82ca-fe414271e4a9,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.35,2.78,172.2,103.0,97.0,102.0,0.713,11.42,1.93,7.09,0.42,1.33,0.247,0.429,0.17,0.249,0.437,64.0,106.0,98.0,96.0,106.0,102.0,114.0,100.0,97.0,105.0,100.0,104.0,0.071,0.38,0.403,0.146,-0.07,-1.38,2.1,3.1,94.9,87.2,94.3,78.7,0.171,0.234,0.426,0.279,0.442,0.244,0.155,0.191,0.223,0.326,0.5,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-09-14,747070,Double,double,False,571771,519242,Enrique Hernández,Chris Sale,0,3e1af048-d444-4d1d-af96-fbfd6bebb72c,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.35,2.78,172.2,103.0,97.0,102.0,0.713,11.42,1.93,7.09,0.42,1.33,0.247,0.429,0.17,0.249,0.437,64.0,106.0,98.0,96.0,106.0,102.0,114.0,100.0,97.0,105.0,100.0,104.0,0.071,0.38,0.403,0.146,-0.07,-1.38,2.1,3.1,94.9,87.2,94.3,78.7,0.171,0.234,0.426,0.279,0.442,0.244,0.155,0.191,0.223,0.326,0.5,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2024-09-14,747070,Strikeout,strikeout,True,660271,519242,Shohei Ohtani,Chris Sale,0,e6cbfa3d-c275-4940-87c0-491fe15ae03f,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.35,2.78,172.2,103.0,97.0,102.0,0.713,11.42,1.93,7.09,0.42,1.33,0.247,0.429,0.17,0.249,0.437,64.0,106.0,98.0,96.0,106.0,102.0,114.0,100.0,97.0,105.0,100.0,104.0,0.071,0.38,0.403,0.146,-0.07,-1.38,2.1,3.1,94.9,87.2,94.3,78.7,0.171,0.234,0.426,0.279,0.442,0.244,0.155,0.191,0.223,0.326,0.5,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
