,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,wFS/C,wSI/C,vFS,vSI,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-06-28,746214,Flyout,field_out,True,672761,668676,Wenceel Pérez,Zach Plesac,0,5bbd50a1-2ee6-437b-b1f8-129ac3473feb,668676.0,zachplesac,Plesac,Right,Zach Plesac,LAA,8.25,8.6,12.0,94.0,53.0,83.0,0.84,3.75,5.25,9.0,3.0,0.31,0.238,0.405,0.238,0.357,0.462,22.0,80.0,56.0,91.0,89.0,92.0,49.0,99.0,83.0,76.0,97.0,100.0,0.442,0.269,0.053,0.236,-2.76,-1.5,-5.14,0.75,90.2,84.4,83.8,75.9,0.304,0.783,0.065,0.25,0.5,0.423,0.111,0.111,0.19,0.333,0.667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-28,746214,Strikeout,strikeout,True,682985,668676,Riley Greene,Zach Plesac,0,fede40eb-6c5c-441a-8ef2-4dcf1434d4fd,668676.0,zachplesac,Plesac,Right,Zach Plesac,LAA,8.25,8.6,12.0,94.0,53.0,83.0,0.84,3.75,5.25,9.0,3.0,0.31,0.238,0.405,0.238,0.357,0.462,22.0,80.0,56.0,91.0,89.0,92.0,49.0,99.0,83.0,76.0,97.0,100.0,0.442,0.269,0.053,0.236,-2.76,-1.5,-5.14,0.75,90.2,84.4,83.8,75.9,0.304,0.783,0.065,0.25,0.5,0.423,0.111,0.111,0.19,0.333,0.667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-28,746214,Flyout,field_out,True,663837,668676,Matt Vierling,Zach Plesac,0,59acc789-4ea0-4163-b018-6283dba4826c,668676.0,zachplesac,Plesac,Right,Zach Plesac,LAA,8.25,8.6,12.0,94.0,53.0,83.0,0.84,3.75,5.25,9.0,3.0,0.31,0.238,0.405,0.238,0.357,0.462,22.0,80.0,56.0,91.0,89.0,92.0,49.0,99.0,83.0,76.0,97.0,100.0,0.442,0.269,0.053,0.236,-2.76,-1.5,-5.14,0.75,90.2,84.4,83.8,75.9,0.304,0.783,0.065,0.25,0.5,0.423,0.111,0.111,0.19,0.333,0.667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-28,746214,Single,single,False,694384,628317,Nolan Schanuel,Kenta Maeda,0,06954f3f-a8f9-4314-a039-3e89b5b29d16,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.88,4.7,69.1,99.0,90.0,97.0,0.792,7.14,2.99,10.64,1.95,0.84,0.211,0.444,0.166,0.291,0.389,,,,80.0,77.0,79.0,65.0,95.0,88.0,99.0,95.0,97.0,0.251,0.355,0.023,,-2.92,-0.92,-5.16,,90.5,,81.6,76.5,0.362,0.707,0.125,0.24,0.32,0.267,,,,0.667,1.0,0.0,62.0,100.0,90.0,109.0,104.0,107.0,0.069,0.301,0.11,-0.54,83.7,90.4,0.2,0.388,0.273,0.3,0.35,0.143,,,,,,,,,,,,,,,
4,2024-06-28,746214,Home Run,home_run,False,650859,628317,Luis Rengifo,Kenta Maeda,1,97fab9a4-0359-4032-bf74-5d875c07d8a1,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.88,4.7,69.1,99.0,90.0,97.0,0.792,7.14,2.99,10.64,1.95,0.84,0.211,0.444,0.166,0.291,0.389,,,,80.0,77.0,79.0,65.0,95.0,88.0,99.0,95.0,97.0,0.251,0.355,0.023,,-2.92,-0.92,-5.16,,90.5,,81.6,76.5,0.362,0.707,0.125,0.24,0.32,0.267,,,,0.667,1.0,0.0,62.0,100.0,90.0,109.0,104.0,107.0,0.069,0.301,0.11,-0.54,83.7,90.4,0.2,0.388,0.273,0.3,0.35,0.143,,,,,,,,,,,,,,,
5,2024-06-28,746214,Pop Out,field_out,True,621493,628317,Taylor Ward,Kenta Maeda,0,ce89e876-82dd-48ed-a4cd-adf83684b6e4,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.88,4.7,69.1,99.0,90.0,97.0,0.792,7.14,2.99,10.64,1.95,0.84,0.211,0.444,0.166,0.291,0.389,,,,80.0,77.0,79.0,65.0,95.0,88.0,99.0,95.0,97.0,0.251,0.355,0.023,,-2.92,-0.92,-5.16,,90.5,,81.6,76.5,0.362,0.707,0.125,0.24,0.32,0.267,,,,0.667,1.0,0.0,62.0,100.0,90.0,109.0,104.0,107.0,0.069,0.301,0.11,-0.54,83.7,90.4,0.2,0.388,0.273,0.3,0.35,0.143,,,,,,,,,,,,,,,
6,2024-06-28,746214,Flyout,field_out,True,607680,628317,Kevin Pillar,Kenta Maeda,0,850394e7-49dc-4008-b5a4-4a25828641fd,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.88,4.7,69.1,99.0,90.0,97.0,0.792,7.14,2.99,10.64,1.95,0.84,0.211,0.444,0.166,0.291,0.389,,,,80.0,77.0,79.0,65.0,95.0,88.0,99.0,95.0,97.0,0.251,0.355,0.023,,-2.92,-0.92,-5.16,,90.5,,81.6,76.5,0.362,0.707,0.125,0.24,0.32,0.267,,,,0.667,1.0,0.0,62.0,100.0,90.0,109.0,104.0,107.0,0.069,0.301,0.11,-0.54,83.7,90.4,0.2,0.388,0.273,0.3,0.35,0.143,,,,,,,,,,,,,,,
7,2024-06-28,746214,Flyout,field_out,True,681351,628317,Logan O'Hoppe,Kenta Maeda,0,23e14824-671d-47cd-a1c7-a12ef6cf7234,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.88,4.7,69.1,99.0,90.0,97.0,0.792,7.14,2.99,10.64,1.95,0.84,0.211,0.444,0.166,0.291,0.389,,,,80.0,77.0,79.0,65.0,95.0,88.0,99.0,95.0,97.0,0.251,0.355,0.023,,-2.92,-0.92,-5.16,,90.5,,81.6,76.5,0.362,0.707,0.125,0.24,0.32,0.267,,,,0.667,1.0,0.0,62.0,100.0,90.0,109.0,104.0,107.0,0.069,0.301,0.11,-0.54,83.7,90.4,0.2,0.388,0.273,0.3,0.35,0.143,,,,,,,,,,,,,,,
8,2024-06-28,746214,Flyout,field_out,True,592192,668676,Mark Canha,Zach Plesac,0,2fd221cd-7e60-4986-8b78-b9301fb695a9,668676.0,zachplesac,Plesac,Right,Zach Plesac,LAA,8.25,8.6,12.0,94.0,53.0,83.0,0.84,3.75,5.25,9.0,3.0,0.31,0.238,0.405,0.238,0.357,0.462,22.0,80.0,56.0,91.0,89.0,92.0,49.0,99.0,83.0,76.0,97.0,100.0,0.442,0.269,0.053,0.236,-2.76,-1.5,-5.14,0.75,90.2,84.4,83.8,75.9,0.304,0.783,0.065,0.25,0.5,0.423,0.111,0.111,0.19,0.333,0.667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-06-28,746214,Groundout,field_out,True,690993,668676,Colt Keith,Zach Plesac,0,124bc37d-903a-43c3-a71c-59940c098bcc,668676.0,zachplesac,Plesac,Right,Zach Plesac,LAA,8.25,8.6,12.0,94.0,53.0,83.0,0.84,3.75,5.25,9.0,3.0,0.31,0.238,0.405,0.238,0.357,0.462,22.0,80.0,56.0,91.0,89.0,92.0,49.0,99.0,83.0,76.0,97.0,100.0,0.442,0.269,0.053,0.236,-2.76,-1.5,-5.14,0.75,90.2,84.4,83.8,75.9,0.304,0.783,0.065,0.25,0.5,0.423,0.111,0.111,0.19,0.333,0.667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
