,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,KC%,wFA/C,wFS/C,wSI/C,wSL/C,wKC/C,vFA,vFS,vSI,vSL,vKC,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,CH%,wFC/C,wCU/C,wCH/C,vFC,vCH,vCU,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff
10,2024-05-13,746233,Lineout,field_out,True,681351,669461,Logan O'Hoppe,Matthew Liberatore,0,ae569cab-2558-4f18-87b6-a880de285771,669461.0,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,4.15,4.22,52.0,100.0,94.0,99.0,0.767,7.1,2.94,7.96,1.04,1.0,0.238,0.358,0.113,0.305,0.458,66.0,96.0,87.0,78.0,103.0,99.0,130.0,102.0,107.0,,,,,,,0.196,0.26,,0.302,,0.24,,-2.85,3.84,,94.4,,95.2,87.5,,0.362,0.596,0.116,0.154,0.154,0.238,0.212,0.485,0.14,,,,0.132,0.162,0.431,46.0,89.0,90.0,128.0,97.0,102.0,101.0,111.0,110.0,0.106,0.073,0.063,-1.7,0.19,-0.49,91.9,87.7,77.8,0.474,0.684,0.228,0.143,0.571,0.227
11,2024-05-13,746233,Pop Out,field_out,True,641432,669461,Willie Calhoun,Matthew Liberatore,0,6cb2cf06-53e4-4ad6-84d9-6ed444174eaf,669461.0,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,4.15,4.22,52.0,100.0,94.0,99.0,0.767,7.1,2.94,7.96,1.04,1.0,0.238,0.358,0.113,0.305,0.458,66.0,96.0,87.0,78.0,103.0,99.0,130.0,102.0,107.0,,,,,,,0.196,0.26,,0.302,,0.24,,-2.85,3.84,,94.4,,95.2,87.5,,0.362,0.596,0.116,0.154,0.154,0.238,0.212,0.485,0.14,,,,0.132,0.162,0.431,46.0,89.0,90.0,128.0,97.0,102.0,101.0,111.0,110.0,0.106,0.073,0.063,-1.7,0.19,-0.49,91.9,87.7,77.8,0.474,0.684,0.228,0.143,0.571,0.227
12,2024-05-13,746233,Groundout,field_out,True,592348,669461,Niko Goodrum,Matthew Liberatore,0,87d972ce-f052-409f-adf9-f4b4a0f1286b,669461.0,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,4.15,4.22,52.0,100.0,94.0,99.0,0.767,7.1,2.94,7.96,1.04,1.0,0.238,0.358,0.113,0.305,0.458,66.0,96.0,87.0,78.0,103.0,99.0,130.0,102.0,107.0,,,,,,,0.196,0.26,,0.302,,0.24,,-2.85,3.84,,94.4,,95.2,87.5,,0.362,0.596,0.116,0.154,0.154,0.238,0.212,0.485,0.14,,,,0.132,0.162,0.431,46.0,89.0,90.0,128.0,97.0,102.0,101.0,111.0,110.0,0.106,0.073,0.063,-1.7,0.19,-0.49,91.9,87.7,77.8,0.474,0.684,0.228,0.143,0.571,0.227
13,2024-05-13,746233,Flyout,field_out,True,680977,667755,Brendan Donovan,José Soriano,0,5e5d039a-09db-47c9-8d2f-5ad2cf6dc220,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,98.0,91.0,86.0,95.0,95.0,97.0,114.0,88.0,95.0,99.0,97.0,108.0,121.0,101.0,112.0,0.426,0.165,0.09,0.054,0.265,-1.88,0.64,1.84,0.95,-0.32,98.9,93.0,97.8,91.6,86.3,0.237,0.288,0.148,0.205,0.397,0.403,0.342,0.605,0.122,0.143,0.314,0.323,0.091,0.182,0.484,,,,,,,,,,,,,,,,,,,,,,,,
14,2024-05-13,746233,Walk,walk,False,691026,667755,Masyn Winn,José Soriano,0,a286a7ec-49f9-4fe7-9a2e-b8052f85e63b,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,98.0,91.0,86.0,95.0,95.0,97.0,114.0,88.0,95.0,99.0,97.0,108.0,121.0,101.0,112.0,0.426,0.165,0.09,0.054,0.265,-1.88,0.64,1.84,0.95,-0.32,98.9,93.0,97.8,91.6,86.3,0.237,0.288,0.148,0.205,0.397,0.403,0.342,0.605,0.122,0.143,0.314,0.323,0.091,0.182,0.484,,,,,,,,,,,,,,,,,,,,,,,,
15,2024-05-13,746233,Flyout,field_out,True,672279,667755,Michael Siani,José Soriano,0,870fc41f-0ab8-4d83-90f2-90a6d7ae2bb3,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,98.0,91.0,86.0,95.0,95.0,97.0,114.0,88.0,95.0,99.0,97.0,108.0,121.0,101.0,112.0,0.426,0.165,0.09,0.054,0.265,-1.88,0.64,1.84,0.95,-0.32,98.9,93.0,97.8,91.6,86.3,0.237,0.288,0.148,0.205,0.397,0.403,0.342,0.605,0.122,0.143,0.314,0.323,0.091,0.182,0.484,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-05-13,746233,Groundout,field_out,True,572761,667755,Matt Carpenter,José Soriano,0,293694e1-b6a5-4c48-960e-2e6331f043d4,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,98.0,91.0,86.0,95.0,95.0,97.0,114.0,88.0,95.0,99.0,97.0,108.0,121.0,101.0,112.0,0.426,0.165,0.09,0.054,0.265,-1.88,0.64,1.84,0.95,-0.32,98.9,93.0,97.8,91.6,86.3,0.237,0.288,0.148,0.205,0.397,0.403,0.342,0.605,0.122,0.143,0.314,0.323,0.091,0.182,0.484,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-05-13,746233,Single,single,False,687263,669461,Zach Neto,Matthew Liberatore,0,6e3c4df3-0e44-4c9a-b076-f76fa8062669,669461.0,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,4.15,4.22,52.0,100.0,94.0,99.0,0.767,7.1,2.94,7.96,1.04,1.0,0.238,0.358,0.113,0.305,0.458,66.0,96.0,87.0,78.0,103.0,99.0,130.0,102.0,107.0,,,,,,,0.196,0.26,,0.302,,0.24,,-2.85,3.84,,94.4,,95.2,87.5,,0.362,0.596,0.116,0.154,0.154,0.238,0.212,0.485,0.14,,,,0.132,0.162,0.431,46.0,89.0,90.0,128.0,97.0,102.0,101.0,111.0,110.0,0.106,0.073,0.063,-1.7,0.19,-0.49,91.9,87.7,77.8,0.474,0.684,0.228,0.143,0.571,0.227
18,2024-05-13,746233,Double,double,False,677347,669461,Kyren Paris,Matthew Liberatore,1,3e416cfd-addd-4ddb-ab4b-b2efaf50b3e9,669461.0,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,4.15,4.22,52.0,100.0,94.0,99.0,0.767,7.1,2.94,7.96,1.04,1.0,0.238,0.358,0.113,0.305,0.458,66.0,96.0,87.0,78.0,103.0,99.0,130.0,102.0,107.0,,,,,,,0.196,0.26,,0.302,,0.24,,-2.85,3.84,,94.4,,95.2,87.5,,0.362,0.596,0.116,0.154,0.154,0.238,0.212,0.485,0.14,,,,0.132,0.162,0.431,46.0,89.0,90.0,128.0,97.0,102.0,101.0,111.0,110.0,0.106,0.073,0.063,-1.7,0.19,-0.49,91.9,87.7,77.8,0.474,0.684,0.228,0.143,0.571,0.227
19,2024-05-13,746233,Single,single,False,694384,669461,Nolan Schanuel,Matthew Liberatore,1,e8950720-0043-4adf-8e36-37098edb9b0a,669461.0,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,4.15,4.22,52.0,100.0,94.0,99.0,0.767,7.1,2.94,7.96,1.04,1.0,0.238,0.358,0.113,0.305,0.458,66.0,96.0,87.0,78.0,103.0,99.0,130.0,102.0,107.0,,,,,,,0.196,0.26,,0.302,,0.24,,-2.85,3.84,,94.4,,95.2,87.5,,0.362,0.596,0.116,0.154,0.154,0.238,0.212,0.485,0.14,,,,0.132,0.162,0.431,46.0,89.0,90.0,128.0,97.0,102.0,101.0,111.0,110.0,0.106,0.073,0.063,-1.7,0.19,-0.49,91.9,87.7,77.8,0.474,0.684,0.228,0.143,0.571,0.227
20,2024-05-13,746233,Double Play,double_play,True,666176,669461,Jo Adell,Matthew Liberatore,1,ab9f33ae-564a-42c3-9a3c-42c39c70538a,669461.0,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,4.15,4.22,52.0,100.0,94.0,99.0,0.767,7.1,2.94,7.96,1.04,1.0,0.238,0.358,0.113,0.305,0.458,66.0,96.0,87.0,78.0,103.0,99.0,130.0,102.0,107.0,,,,,,,0.196,0.26,,0.302,,0.24,,-2.85,3.84,,94.4,,95.2,87.5,,0.362,0.596,0.116,0.154,0.154,0.238,0.212,0.485,0.14,,,,0.132,0.162,0.431,46.0,89.0,90.0,128.0,97.0,102.0,101.0,111.0,110.0,0.106,0.073,0.063,-1.7,0.19,-0.49,91.9,87.7,77.8,0.474,0.684,0.228,0.143,0.571,0.227
21,2024-05-13,746233,Walk,walk,False,621493,669461,Taylor Ward,Matthew Liberatore,0,c82ed4f2-0268-4644-99ac-df017a63296c,669461.0,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,4.15,4.22,52.0,100.0,94.0,99.0,0.767,7.1,2.94,7.96,1.04,1.0,0.238,0.358,0.113,0.305,0.458,66.0,96.0,87.0,78.0,103.0,99.0,130.0,102.0,107.0,,,,,,,0.196,0.26,,0.302,,0.24,,-2.85,3.84,,94.4,,95.2,87.5,,0.362,0.596,0.116,0.154,0.154,0.238,0.212,0.485,0.14,,,,0.132,0.162,0.431,46.0,89.0,90.0,128.0,97.0,102.0,101.0,111.0,110.0,0.106,0.073,0.063,-1.7,0.19,-0.49,91.9,87.7,77.8,0.474,0.684,0.228,0.143,0.571,0.227
22,2024-05-13,746233,Home Run,home_run,False,607680,669461,Kevin Pillar,Matthew Liberatore,1,42a0804e-9668-41a2-8e69-9539eadf165b,669461.0,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,4.15,4.22,52.0,100.0,94.0,99.0,0.767,7.1,2.94,7.96,1.04,1.0,0.238,0.358,0.113,0.305,0.458,66.0,96.0,87.0,78.0,103.0,99.0,130.0,102.0,107.0,,,,,,,0.196,0.26,,0.302,,0.24,,-2.85,3.84,,94.4,,95.2,87.5,,0.362,0.596,0.116,0.154,0.154,0.238,0.212,0.485,0.14,,,,0.132,0.162,0.431,46.0,89.0,90.0,128.0,97.0,102.0,101.0,111.0,110.0,0.106,0.073,0.063,-1.7,0.19,-0.49,91.9,87.7,77.8,0.474,0.684,0.228,0.143,0.571,0.227
23,2024-05-13,746233,Groundout,field_out,True,681351,669461,Logan O'Hoppe,Matthew Liberatore,0,6706aec8-8ca0-4250-acb3-21bee88bc230,669461.0,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,4.15,4.22,52.0,100.0,94.0,99.0,0.767,7.1,2.94,7.96,1.04,1.0,0.238,0.358,0.113,0.305,0.458,66.0,96.0,87.0,78.0,103.0,99.0,130.0,102.0,107.0,,,,,,,0.196,0.26,,0.302,,0.24,,-2.85,3.84,,94.4,,95.2,87.5,,0.362,0.596,0.116,0.154,0.154,0.238,0.212,0.485,0.14,,,,0.132,0.162,0.431,46.0,89.0,90.0,128.0,97.0,102.0,101.0,111.0,110.0,0.106,0.073,0.063,-1.7,0.19,-0.49,91.9,87.7,77.8,0.474,0.684,0.228,0.143,0.571,0.227
24,2024-05-13,746233,Strikeout,strikeout,True,663457,667755,Lars Nootbaar,José Soriano,0,35581b40-365f-4e5a-9181-d178a38b3dcd,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,98.0,91.0,86.0,95.0,95.0,97.0,114.0,88.0,95.0,99.0,97.0,108.0,121.0,101.0,112.0,0.426,0.165,0.09,0.054,0.265,-1.88,0.64,1.84,0.95,-0.32,98.9,93.0,97.8,91.6,86.3,0.237,0.288,0.148,0.205,0.397,0.403,0.342,0.605,0.122,0.143,0.314,0.323,0.091,0.182,0.484,,,,,,,,,,,,,,,,,,,,,,,,
25,2024-05-13,746233,Single,single,False,502671,667755,Paul Goldschmidt,José Soriano,0,fcd2c677-c47e-40a5-9382-caeabe9825dd,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,98.0,91.0,86.0,95.0,95.0,97.0,114.0,88.0,95.0,99.0,97.0,108.0,121.0,101.0,112.0,0.426,0.165,0.09,0.054,0.265,-1.88,0.64,1.84,0.95,-0.32,98.9,93.0,97.8,91.6,86.3,0.237,0.288,0.148,0.205,0.397,0.403,0.342,0.605,0.122,0.143,0.314,0.323,0.091,0.182,0.484,,,,,,,,,,,,,,,,,,,,,,,,
26,2024-05-13,746233,Grounded Into DP,grounded_into_double_play,True,571448,667755,Nolan Arenado,José Soriano,1,1141b370-c9d3-42a3-a1f7-41532aeefee6,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,98.0,91.0,86.0,95.0,95.0,97.0,114.0,88.0,95.0,99.0,97.0,108.0,121.0,101.0,112.0,0.426,0.165,0.09,0.054,0.265,-1.88,0.64,1.84,0.95,-0.32,98.9,93.0,97.8,91.6,86.3,0.237,0.288,0.148,0.205,0.397,0.403,0.342,0.605,0.122,0.143,0.314,0.323,0.091,0.182,0.484,,,,,,,,,,,,,,,,,,,,,,,,
27,2024-05-13,746233,Pop Out,field_out,True,641432,669461,Willie Calhoun,Matthew Liberatore,0,f4f085bf-fc2e-4a00-9fe5-867262aa625b,669461.0,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,4.15,4.22,52.0,100.0,94.0,99.0,0.767,7.1,2.94,7.96,1.04,1.0,0.238,0.358,0.113,0.305,0.458,66.0,96.0,87.0,78.0,103.0,99.0,130.0,102.0,107.0,,,,,,,0.196,0.26,,0.302,,0.24,,-2.85,3.84,,94.4,,95.2,87.5,,0.362,0.596,0.116,0.154,0.154,0.238,0.212,0.485,0.14,,,,0.132,0.162,0.431,46.0,89.0,90.0,128.0,97.0,102.0,101.0,111.0,110.0,0.106,0.073,0.063,-1.7,0.19,-0.49,91.9,87.7,77.8,0.474,0.684,0.228,0.143,0.571,0.227
28,2024-05-13,746233,Strikeout,strikeout,True,592348,681517,Niko Goodrum,Kyle Leahy,0,0f3bb651-1b3b-4378-987a-7c9e2fb1a0c2,681517.0,kyleleahy,Leahy,Right,Kyle Leahy,STL,4.15,4.64,30.1,103.0,108.0,104.0,0.769,5.93,2.08,7.71,0.59,0.95,0.232,0.326,0.116,0.421,0.434,101.0,100.0,96.0,,,,124.0,107.0,115.0,,,,,,,,0.441,,0.399,,0.81,,,1.27,,95.4,,,88.2,,,,,0.0,0.0,0.0,0.279,0.419,0.196,,,,0.167,0.25,0.333,92.0,101.0,104.0,120.0,101.0,101.0,,,,,0.065,0.095,,2.96,0.99,,89.8,81.1,,,,0.222,0.222,0.261
29,2024-05-13,746233,Groundout,field_out,True,687263,681517,Zach Neto,Kyle Leahy,0,37872c96-a9a2-4216-9877-8db4b499dfb4,681517.0,kyleleahy,Leahy,Right,Kyle Leahy,STL,4.15,4.64,30.1,103.0,108.0,104.0,0.769,5.93,2.08,7.71,0.59,0.95,0.232,0.326,0.116,0.421,0.434,101.0,100.0,96.0,,,,124.0,107.0,115.0,,,,,,,,0.441,,0.399,,0.81,,,1.27,,95.4,,,88.2,,,,,0.0,0.0,0.0,0.279,0.419,0.196,,,,0.167,0.25,0.333,92.0,101.0,104.0,120.0,101.0,101.0,,,,,0.065,0.095,,2.96,0.99,,89.8,81.1,,,,0.222,0.222,0.261
30,2024-05-13,746233,Strikeout,strikeout,True,669357,667755,Nolan Gorman,José Soriano,0,9f3345a3-1b6f-4418-9791-efed33f144a5,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,98.0,91.0,86.0,95.0,95.0,97.0,114.0,88.0,95.0,99.0,97.0,108.0,121.0,101.0,112.0,0.426,0.165,0.09,0.054,0.265,-1.88,0.64,1.84,0.95,-0.32,98.9,93.0,97.8,91.6,86.3,0.237,0.288,0.148,0.205,0.397,0.403,0.342,0.605,0.122,0.143,0.314,0.323,0.091,0.182,0.484,,,,,,,,,,,,,,,,,,,,,,,,
31,2024-05-13,746233,Strikeout,strikeout,True,671056,667755,Iván Herrera,José Soriano,0,54e4ce35-0d35-4384-bfcc-f5294bc9a8c3,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,98.0,91.0,86.0,95.0,95.0,97.0,114.0,88.0,95.0,99.0,97.0,108.0,121.0,101.0,112.0,0.426,0.165,0.09,0.054,0.265,-1.88,0.64,1.84,0.95,-0.32,98.9,93.0,97.8,91.6,86.3,0.237,0.288,0.148,0.205,0.397,0.403,0.342,0.605,0.122,0.143,0.314,0.323,0.091,0.182,0.484,,,,,,,,,,,,,,,,,,,,,,,,
