,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-07-25,746037,Groundout,field_out,True,683002,682610,Gunnar Henderson,Roddery Muñoz,0,fd60e11c-9488-4182-9c39-0b857989f586,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,5.14,5.87,56.0,97.0,93.0,93.0,0.778,7.55,4.66,7.88,2.41,0.61,0.263,0.383,0.138,0.353,0.403,53.0,96.0,88.0,97.0,97.0,92.0,91.0,95.0,93.0,111.0,96.0,102.0,92.0,96.0,90.0,0.225,0.261,0.245,0.181,0.089,-2.44,1.81,-1.03,-0.38,-5.31,95.7,89.8,89.5,95.1,85.8,0.151,0.302,0.292,0.261,0.674,0.182,0.261,0.587,0.143,0.19,0.31,0.342,0.375,0.75,0.34,,,,,,,,,,,,,,,,,,
1,2024-07-25,746037,Lineout,field_out,True,676059,682610,Jordan Westburg,Roddery Muñoz,0,39521112-2e88-4b90-b2e9-3fa3d43eb779,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,5.14,5.87,56.0,97.0,93.0,93.0,0.778,7.55,4.66,7.88,2.41,0.61,0.263,0.383,0.138,0.353,0.403,53.0,96.0,88.0,97.0,97.0,92.0,91.0,95.0,93.0,111.0,96.0,102.0,92.0,96.0,90.0,0.225,0.261,0.245,0.181,0.089,-2.44,1.81,-1.03,-0.38,-5.31,95.7,89.8,89.5,95.1,85.8,0.151,0.302,0.292,0.261,0.674,0.182,0.261,0.587,0.143,0.19,0.31,0.342,0.375,0.75,0.34,,,,,,,,,,,,,,,,,,
2,2024-07-25,746037,Home Run,home_run,False,623993,682610,Anthony Santander,Roddery Muñoz,0,43c871af-a717-4da4-a684-a178dd082899,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,5.14,5.87,56.0,97.0,93.0,93.0,0.778,7.55,4.66,7.88,2.41,0.61,0.263,0.383,0.138,0.353,0.403,53.0,96.0,88.0,97.0,97.0,92.0,91.0,95.0,93.0,111.0,96.0,102.0,92.0,96.0,90.0,0.225,0.261,0.245,0.181,0.089,-2.44,1.81,-1.03,-0.38,-5.31,95.7,89.8,89.5,95.1,85.8,0.151,0.302,0.292,0.261,0.674,0.182,0.261,0.587,0.143,0.19,0.31,0.342,0.375,0.75,0.34,,,,,,,,,,,,,,,,,,
3,2024-07-25,746037,Flyout,field_out,True,656811,682610,Ryan O'Hearn,Roddery Muñoz,0,e3b05c37-4e90-4cca-b4ef-fd95c528346a,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,5.14,5.87,56.0,97.0,93.0,93.0,0.778,7.55,4.66,7.88,2.41,0.61,0.263,0.383,0.138,0.353,0.403,53.0,96.0,88.0,97.0,97.0,92.0,91.0,95.0,93.0,111.0,96.0,102.0,92.0,96.0,90.0,0.225,0.261,0.245,0.181,0.089,-2.44,1.81,-1.03,-0.38,-5.31,95.7,89.8,89.5,95.1,85.8,0.151,0.302,0.292,0.261,0.674,0.182,0.261,0.587,0.143,0.19,0.31,0.342,0.375,0.75,0.34,,,,,,,,,,,,,,,,,,
4,2024-07-25,746037,Pop Out,field_out,True,665862,669203,Jazz Chisholm Jr.,Corbin Burnes,0,71a55ebc-ec1a-4178-bfd9-e89d7325d3c0,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.194,0.285,0.402,109.0,101.0,106.0,,,,96.0,97.0,90.0,130.0,105.0,121.0,121.0,105.0,107.0,0.075,,0.442,0.161,0.104,,0.95,-0.82,1.14,1.34,,95.4,89.0,96.7,87.3,0.243,0.391,0.193,,,,0.294,0.441,0.132,0.195,0.247,0.455,0.125,0.275,0.352,107.0,103.0,108.0,0.217,1.09,80.4,0.176,0.282,0.398,,,,,,,,,
5,2024-07-25,746037,Single,single,False,669364,669203,Xavier Edwards,Corbin Burnes,0,f4309a80-9aaf-4b82-a3e4-22d8fa622dc5,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.194,0.285,0.402,109.0,101.0,106.0,,,,96.0,97.0,90.0,130.0,105.0,121.0,121.0,105.0,107.0,0.075,,0.442,0.161,0.104,,0.95,-0.82,1.14,1.34,,95.4,89.0,96.7,87.3,0.243,0.391,0.193,,,,0.294,0.441,0.132,0.195,0.247,0.455,0.125,0.275,0.352,107.0,103.0,108.0,0.217,1.09,80.4,0.176,0.282,0.398,,,,,,,,,
6,2024-07-25,746037,Strikeout,strikeout,True,605137,669203,Josh Bell,Corbin Burnes,1,830a9cc5-2bb7-49de-8147-4a613bf5f55f,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.194,0.285,0.402,109.0,101.0,106.0,,,,96.0,97.0,90.0,130.0,105.0,121.0,121.0,105.0,107.0,0.075,,0.442,0.161,0.104,,0.95,-0.82,1.14,1.34,,95.4,89.0,96.7,87.3,0.243,0.391,0.193,,,,0.294,0.441,0.132,0.195,0.247,0.455,0.125,0.275,0.352,107.0,103.0,108.0,0.217,1.09,80.4,0.176,0.282,0.398,,,,,,,,,
7,2024-07-25,746037,Groundout,field_out,True,650559,669203,Bryan De La Cruz,Corbin Burnes,0,251a0d31-5102-4faf-90c2-f7e388c7d246,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.194,0.285,0.402,109.0,101.0,106.0,,,,96.0,97.0,90.0,130.0,105.0,121.0,121.0,105.0,107.0,0.075,,0.442,0.161,0.104,,0.95,-0.82,1.14,1.34,,95.4,89.0,96.7,87.3,0.243,0.391,0.193,,,,0.294,0.441,0.132,0.195,0.247,0.455,0.125,0.275,0.352,107.0,103.0,108.0,0.217,1.09,80.4,0.176,0.282,0.398,,,,,,,,,
8,2024-07-25,746037,Strikeout,strikeout,True,663624,682610,Ryan Mountcastle,Roddery Muñoz,0,9dda5472-0648-4737-8cd8-6f56ffbd19ab,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,5.14,5.87,56.0,97.0,93.0,93.0,0.778,7.55,4.66,7.88,2.41,0.61,0.263,0.383,0.138,0.353,0.403,53.0,96.0,88.0,97.0,97.0,92.0,91.0,95.0,93.0,111.0,96.0,102.0,92.0,96.0,90.0,0.225,0.261,0.245,0.181,0.089,-2.44,1.81,-1.03,-0.38,-5.31,95.7,89.8,89.5,95.1,85.8,0.151,0.302,0.292,0.261,0.674,0.182,0.261,0.587,0.143,0.19,0.31,0.342,0.375,0.75,0.34,,,,,,,,,,,,,,,,,,
9,2024-07-25,746037,Walk,walk,False,681297,682610,Colton Cowser,Roddery Muñoz,0,463ea517-c2ae-4da5-8f78-230d863dc8d5,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,5.14,5.87,56.0,97.0,93.0,93.0,0.778,7.55,4.66,7.88,2.41,0.61,0.263,0.383,0.138,0.353,0.403,53.0,96.0,88.0,97.0,97.0,92.0,91.0,95.0,93.0,111.0,96.0,102.0,92.0,96.0,90.0,0.225,0.261,0.245,0.181,0.089,-2.44,1.81,-1.03,-0.38,-5.31,95.7,89.8,89.5,95.1,85.8,0.151,0.302,0.292,0.261,0.674,0.182,0.261,0.587,0.143,0.19,0.31,0.342,0.375,0.75,0.34,,,,,,,,,,,,,,,,,,
