,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CH%,wFC/C,wCH/C,vFC,vCH,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff
0,2024-05-11,745096,Strikeout,strikeout,True,683011,641793,Anthony Volpe,Zack Littell,0,9463944c-4e51-4b97-8241-97312fa1b681,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,99.0,106.0,112.0,0.154,0.207,0.226,0.413,-0.92,-1.86,-1.56,1.08,92.6,83.0,91.9,85.7,0.375,0.5,0.085,0.283,0.485,0.346,0.309,0.485,0.147,0.313,0.484,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-11,745096,Groundout,field_out,True,665742,641793,Juan Soto,Zack Littell,0,af297ae6-ac86-4455-9abb-d04a09cf1a4c,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,99.0,106.0,112.0,0.154,0.207,0.226,0.413,-0.92,-1.86,-1.56,1.08,92.6,83.0,91.9,85.7,0.375,0.5,0.085,0.283,0.485,0.346,0.309,0.485,0.147,0.313,0.484,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-11,745096,Hit By Pitch,hit_by_pitch,False,592450,641793,Aaron Judge,Zack Littell,0,ed2abddf-f6df-45a7-92ac-3f3715ffc19b,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,99.0,106.0,112.0,0.154,0.207,0.226,0.413,-0.92,-1.86,-1.56,1.08,92.6,83.0,91.9,85.7,0.375,0.5,0.085,0.283,0.485,0.346,0.309,0.485,0.147,0.313,0.484,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-11,745096,Flyout,field_out,True,657077,641793,Alex Verdugo,Zack Littell,0,0730fb4c-75e5-4f20-98f6-b43211581fae,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,99.0,106.0,112.0,0.154,0.207,0.226,0.413,-0.92,-1.86,-1.56,1.08,92.6,83.0,91.9,85.7,0.375,0.5,0.085,0.283,0.485,0.346,0.309,0.485,0.147,0.313,0.484,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-05-11,745096,Home Run,home_run,False,650490,641482,Yandy Díaz,Nestor Cortes,0,4dcb8e26-b2a3-433f-8135-4519ba46ec82,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,95.0,104.0,101.0,91.0,119.0,117.0,91.0,103.0,103.0,,,,0.009,0.455,,0.163,-0.19,,2.16,0.14,91.9,,89.9,78.1,0.3,0.4,0.182,,,,0.143,0.143,0.286,0.247,0.489,0.219,84.0,106.0,98.0,109.0,100.0,103.0,0.298,0.075,1.48,-2.51,87.2,83.2,0.236,0.333,0.264,0.255,0.489,0.338,,,,,,,,,
5,2024-05-11,745096,Walk,walk,False,668227,641482,Randy Arozarena,Nestor Cortes,0,e64d843a-409e-437e-b239-59ce52241553,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,95.0,104.0,101.0,91.0,119.0,117.0,91.0,103.0,103.0,,,,0.009,0.455,,0.163,-0.19,,2.16,0.14,91.9,,89.9,78.1,0.3,0.4,0.182,,,,0.143,0.143,0.286,0.247,0.489,0.219,84.0,106.0,98.0,109.0,100.0,103.0,0.298,0.075,1.48,-2.51,87.2,83.2,0.236,0.333,0.264,0.255,0.489,0.338,,,,,,,,,
6,2024-05-11,745096,Double Play,double_play,True,642708,641482,Amed Rosario,Nestor Cortes,1,696bfa6e-7bf6-496c-85d0-504d477df149,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,95.0,104.0,101.0,91.0,119.0,117.0,91.0,103.0,103.0,,,,0.009,0.455,,0.163,-0.19,,2.16,0.14,91.9,,89.9,78.1,0.3,0.4,0.182,,,,0.143,0.143,0.286,0.247,0.489,0.219,84.0,106.0,98.0,109.0,100.0,103.0,0.298,0.075,1.48,-2.51,87.2,83.2,0.236,0.333,0.264,0.255,0.489,0.338,,,,,,,,,
7,2024-05-11,745096,Pop Out,field_out,True,670623,641482,Isaac Paredes,Nestor Cortes,0,507e7be7-1481-47a7-9182-fdd9136bc8a9,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,95.0,104.0,101.0,91.0,119.0,117.0,91.0,103.0,103.0,,,,0.009,0.455,,0.163,-0.19,,2.16,0.14,91.9,,89.9,78.1,0.3,0.4,0.182,,,,0.143,0.143,0.286,0.247,0.489,0.219,84.0,106.0,98.0,109.0,100.0,103.0,0.298,0.075,1.48,-2.51,87.2,83.2,0.236,0.333,0.264,0.255,0.489,0.338,,,,,,,,,
8,2024-05-11,745096,Strikeout,strikeout,True,542932,641793,Jon Berti,Zack Littell,0,4723061f-fbaf-4cf5-bc2a-3a999e69c767,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,99.0,106.0,112.0,0.154,0.207,0.226,0.413,-0.92,-1.86,-1.56,1.08,92.6,83.0,91.9,85.7,0.375,0.5,0.085,0.283,0.485,0.346,0.309,0.485,0.147,0.313,0.484,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-05-11,745096,Walk,walk,False,519203,641793,Anthony Rizzo,Zack Littell,0,f6ec0427-c319-4b4b-85c5-650c65cd0683,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,99.0,106.0,112.0,0.154,0.207,0.226,0.413,-0.92,-1.86,-1.56,1.08,92.6,83.0,91.9,85.7,0.375,0.5,0.085,0.283,0.485,0.346,0.309,0.485,0.147,0.313,0.484,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,
