,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff
0,2024-09-19,744962,Groundout,field_out,True,664770,677958,Nathan Lukes,Kumar Rocker,0,8a6e16bd-6c20-46ea-a295-46d45c791c17,677958.0,kumarrocker,Rocker,Right,Kumar Rocker,TEX,2.57,3.13,7.0,99.0,93.0,102.0,0.636,15.43,7.71,6.43,1.29,1.17,0.267,0.267,0.0,0.467,0.379,135.0,79.0,74.0,48.0,43.0,56.0,76.0,101.0,93.0,111.0,103.0,104.0,103.0,98.0,111.0,0.159,0.4,0.414,0.007,0.021,-3.53,0.46,1.93,-4.85,-0.84,96.1,90.4,95.3,84.5,76.2,0.364,0.636,0.2,0.091,0.091,0.536,0.0,0.0,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-19,744962,Single,single,False,676391,677958,Ernie Clement,Kumar Rocker,0,3e02a42f-e8d1-4b55-81a8-21b724656b5a,677958.0,kumarrocker,Rocker,Right,Kumar Rocker,TEX,2.57,3.13,7.0,99.0,93.0,102.0,0.636,15.43,7.71,6.43,1.29,1.17,0.267,0.267,0.0,0.467,0.379,135.0,79.0,74.0,48.0,43.0,56.0,76.0,101.0,93.0,111.0,103.0,104.0,103.0,98.0,111.0,0.159,0.4,0.414,0.007,0.021,-3.53,0.46,1.93,-4.85,-0.84,96.1,90.4,95.3,84.5,76.2,0.364,0.636,0.2,0.091,0.091,0.536,0.0,0.0,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-19,744962,Flyout,field_out,True,665489,677958,Vladimir Guerrero Jr.,Kumar Rocker,0,922e9e1d-7ce3-432e-94b5-b40cad5531fe,677958.0,kumarrocker,Rocker,Right,Kumar Rocker,TEX,2.57,3.13,7.0,99.0,93.0,102.0,0.636,15.43,7.71,6.43,1.29,1.17,0.267,0.267,0.0,0.467,0.379,135.0,79.0,74.0,48.0,43.0,56.0,76.0,101.0,93.0,111.0,103.0,104.0,103.0,98.0,111.0,0.159,0.4,0.414,0.007,0.021,-3.53,0.46,1.93,-4.85,-0.84,96.1,90.4,95.3,84.5,76.2,0.364,0.636,0.2,0.091,0.091,0.536,0.0,0.0,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-19,744962,Walk,walk,False,687462,677958,Spencer Horwitz,Kumar Rocker,1,a41574b1-79c2-4ad6-a5cf-f7428b13c192,677958.0,kumarrocker,Rocker,Right,Kumar Rocker,TEX,2.57,3.13,7.0,99.0,93.0,102.0,0.636,15.43,7.71,6.43,1.29,1.17,0.267,0.267,0.0,0.467,0.379,135.0,79.0,74.0,48.0,43.0,56.0,76.0,101.0,93.0,111.0,103.0,104.0,103.0,98.0,111.0,0.159,0.4,0.414,0.007,0.021,-3.53,0.46,1.93,-4.85,-0.84,96.1,90.4,95.3,84.5,76.2,0.364,0.636,0.2,0.091,0.091,0.536,0.0,0.0,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-19,744962,Strikeout,strikeout,True,676914,677958,Davis Schneider,Kumar Rocker,0,b2d7daba-4c0c-4130-b143-fd392c193c8b,677958.0,kumarrocker,Rocker,Right,Kumar Rocker,TEX,2.57,3.13,7.0,99.0,93.0,102.0,0.636,15.43,7.71,6.43,1.29,1.17,0.267,0.267,0.0,0.467,0.379,135.0,79.0,74.0,48.0,43.0,56.0,76.0,101.0,93.0,111.0,103.0,104.0,103.0,98.0,111.0,0.159,0.4,0.414,0.007,0.021,-3.53,0.46,1.93,-4.85,-0.84,96.1,90.4,95.3,84.5,76.2,0.364,0.636,0.2,0.091,0.091,0.536,0.0,0.0,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-19,744962,Strikeout,strikeout,True,543760,592332,Marcus Semien,Kevin Gausman,0,725ac8f7-93bd-4f31-a4cc-60b6b9fc9769,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.91,4.91,175.0,105.0,94.0,104.0,0.788,8.18,2.73,8.28,1.03,0.91,0.26,0.411,0.138,0.366,0.416,,,,,,,98.0,105.0,105.0,90.0,102.0,94.0,88.0,90.0,95.0,0.055,0.526,0.083,,,0.47,-3.25,-1.42,,,93.9,,93.3,82.8,,0.276,0.468,0.179,0.282,0.462,0.27,0.316,0.579,0.117,88.0,108.0,107.0,0.335,0.44,86.0,0.172,0.264,0.341,,,,,,,,,,,,,,,,,,
6,2024-09-19,744962,Pop Out,field_out,True,669701,592332,Josh Smith,Kevin Gausman,0,4565593a-6e5e-4204-ba47-2417e5a43b85,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.91,4.91,175.0,105.0,94.0,104.0,0.788,8.18,2.73,8.28,1.03,0.91,0.26,0.411,0.138,0.366,0.416,,,,,,,98.0,105.0,105.0,90.0,102.0,94.0,88.0,90.0,95.0,0.055,0.526,0.083,,,0.47,-3.25,-1.42,,,93.9,,93.3,82.8,,0.276,0.468,0.179,0.282,0.462,0.27,0.316,0.579,0.117,88.0,108.0,107.0,0.335,0.44,86.0,0.172,0.264,0.341,,,,,,,,,,,,,,,,,,
7,2024-09-19,744962,Groundout,field_out,True,694671,592332,Wyatt Langford,Kevin Gausman,0,eb67cae5-56a9-43d9-93c9-b1695d565322,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.91,4.91,175.0,105.0,94.0,104.0,0.788,8.18,2.73,8.28,1.03,0.91,0.26,0.411,0.138,0.366,0.416,,,,,,,98.0,105.0,105.0,90.0,102.0,94.0,88.0,90.0,95.0,0.055,0.526,0.083,,,0.47,-3.25,-1.42,,,93.9,,93.3,82.8,,0.276,0.468,0.179,0.282,0.462,0.27,0.316,0.579,0.117,88.0,108.0,107.0,0.335,0.44,86.0,0.172,0.264,0.341,,,,,,,,,,,,,,,,,,
8,2024-09-19,744962,Walk,walk,False,680718,677958,Addison Barger,Kumar Rocker,0,91fc4064-17d7-431e-b16c-6d9cb949cbd8,677958.0,kumarrocker,Rocker,Right,Kumar Rocker,TEX,2.57,3.13,7.0,99.0,93.0,102.0,0.636,15.43,7.71,6.43,1.29,1.17,0.267,0.267,0.0,0.467,0.379,135.0,79.0,74.0,48.0,43.0,56.0,76.0,101.0,93.0,111.0,103.0,104.0,103.0,98.0,111.0,0.159,0.4,0.414,0.007,0.021,-3.53,0.46,1.93,-4.85,-0.84,96.1,90.4,95.3,84.5,76.2,0.364,0.636,0.2,0.091,0.091,0.536,0.0,0.0,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-19,744962,Hit By Pitch,hit_by_pitch,False,677870,677958,Leo Jiménez,Kumar Rocker,1,81341d9f-cc57-4f54-998f-1d34b48163e0,677958.0,kumarrocker,Rocker,Right,Kumar Rocker,TEX,2.57,3.13,7.0,99.0,93.0,102.0,0.636,15.43,7.71,6.43,1.29,1.17,0.267,0.267,0.0,0.467,0.379,135.0,79.0,74.0,48.0,43.0,56.0,76.0,101.0,93.0,111.0,103.0,104.0,103.0,98.0,111.0,0.159,0.4,0.414,0.007,0.021,-3.53,0.46,1.93,-4.85,-0.84,96.1,90.4,95.3,84.5,76.2,0.364,0.636,0.2,0.091,0.091,0.536,0.0,0.0,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
