,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,vKN (sc),Stf+ SI,Loc+ SI,Pit+ SI,SI%,KN%,wSI/C,wKN/C,vSI,KC_ba,KC_slg,KC_whiff,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-05-05,747206,Groundout,field_out,True,650333,669194,Luis Arraez,Ryne Nelson,0,40d7af52-fe29-4d1f-8b56-1656be0b918e,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.78,4.39,92.1,105.0,97.0,103.0,0.842,6.63,2.14,10.33,0.97,1.13,0.27,0.375,0.14,0.358,0.471,105.0,100.0,109.0,91.0,98.0,96.0,101.0,107.0,105.0,108.0,112.0,110.0,76.0,103.0,92.0,0.531,0.203,0.107,0.064,0.094,0.45,-1.15,-1.78,2.02,-4.16,95.0,91.4,83.4,84.5,77.5,0.261,0.415,0.217,0.341,0.518,0.124,0.368,0.737,0.208,0.4,0.733,0.167,0.16,0.24,0.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-05,747206,Strikeout,strikeout,True,665487,669194,Fernando Tatis Jr.,Ryne Nelson,0,0a7f303a-7d48-4986-96f2-cfc151e738b1,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.78,4.39,92.1,105.0,97.0,103.0,0.842,6.63,2.14,10.33,0.97,1.13,0.27,0.375,0.14,0.358,0.471,105.0,100.0,109.0,91.0,98.0,96.0,101.0,107.0,105.0,108.0,112.0,110.0,76.0,103.0,92.0,0.531,0.203,0.107,0.064,0.094,0.45,-1.15,-1.78,2.02,-4.16,95.0,91.4,83.4,84.5,77.5,0.261,0.415,0.217,0.341,0.518,0.124,0.368,0.737,0.208,0.4,0.733,0.167,0.16,0.24,0.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-05,747206,Strikeout,strikeout,True,630105,669194,Jake Cronenworth,Ryne Nelson,0,7c377c40-e05a-479a-bda0-71496e680122,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.78,4.39,92.1,105.0,97.0,103.0,0.842,6.63,2.14,10.33,0.97,1.13,0.27,0.375,0.14,0.358,0.471,105.0,100.0,109.0,91.0,98.0,96.0,101.0,107.0,105.0,108.0,112.0,110.0,76.0,103.0,92.0,0.531,0.203,0.107,0.064,0.094,0.45,-1.15,-1.78,2.02,-4.16,95.0,91.4,83.4,84.5,77.5,0.261,0.415,0.217,0.341,0.518,0.124,0.368,0.737,0.208,0.4,0.733,0.167,0.16,0.24,0.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-05,747206,Single,single,False,664983,663362,Jake McCarthy,Matt Waldron,0,e46c5d3f-bac8-467f-9f3a-3e0009b2e6b9,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,3.59,3.74,112.2,104.0,83.0,98.0,0.811,7.91,2.48,7.99,0.96,0.86,0.206,0.394,0.176,0.3,0.439,,,,,,,57.0,107.0,92.0,113.0,101.0,106.0,82.0,96.0,88.0,0.202,0.062,0.206,,,0.35,1.49,0.59,,,90.7,87.0,,79.1,,0.247,0.419,0.208,0.208,0.292,0.145,,,,0.228,0.443,0.186,,,,77.6,74.0,107.0,101.0,0.134,0.395,0.78,-0.13,90.0,0.21,0.325,0.272,0.288,0.411,0.067,,,,,,,,,,,,,,,
4,2024-05-05,747206,Home Run,home_run,False,606466,663362,Ketel Marte,Matt Waldron,1,4a5c44b1-9b13-458a-b371-0f9f004338f3,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,3.59,3.74,112.2,104.0,83.0,98.0,0.811,7.91,2.48,7.99,0.96,0.86,0.206,0.394,0.176,0.3,0.439,,,,,,,57.0,107.0,92.0,113.0,101.0,106.0,82.0,96.0,88.0,0.202,0.062,0.206,,,0.35,1.49,0.59,,,90.7,87.0,,79.1,,0.247,0.419,0.208,0.208,0.292,0.145,,,,0.228,0.443,0.186,,,,77.6,74.0,107.0,101.0,0.134,0.395,0.78,-0.13,90.0,0.21,0.325,0.272,0.288,0.411,0.067,,,,,,,,,,,,,,,
5,2024-05-05,747206,Single,single,False,656976,663362,Pavin Smith,Matt Waldron,0,93db87a8-c72e-427a-b04b-08f2487dceb8,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,3.59,3.74,112.2,104.0,83.0,98.0,0.811,7.91,2.48,7.99,0.96,0.86,0.206,0.394,0.176,0.3,0.439,,,,,,,57.0,107.0,92.0,113.0,101.0,106.0,82.0,96.0,88.0,0.202,0.062,0.206,,,0.35,1.49,0.59,,,90.7,87.0,,79.1,,0.247,0.419,0.208,0.208,0.292,0.145,,,,0.228,0.443,0.186,,,,77.6,74.0,107.0,101.0,0.134,0.395,0.78,-0.13,90.0,0.21,0.325,0.272,0.288,0.411,0.067,,,,,,,,,,,,,,,
6,2024-05-05,747206,Walk,walk,False,572233,663362,Christian Walker,Matt Waldron,1,f19b12ae-11be-4c4c-84ba-02c37f134ef8,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,3.59,3.74,112.2,104.0,83.0,98.0,0.811,7.91,2.48,7.99,0.96,0.86,0.206,0.394,0.176,0.3,0.439,,,,,,,57.0,107.0,92.0,113.0,101.0,106.0,82.0,96.0,88.0,0.202,0.062,0.206,,,0.35,1.49,0.59,,,90.7,87.0,,79.1,,0.247,0.419,0.208,0.208,0.292,0.145,,,,0.228,0.443,0.186,,,,77.6,74.0,107.0,101.0,0.134,0.395,0.78,-0.13,90.0,0.21,0.325,0.272,0.288,0.411,0.067,,,,,,,,,,,,,,,
7,2024-05-05,747206,Strikeout,strikeout,True,592626,663362,Joc Pederson,Matt Waldron,0,ec692a20-5c20-4575-a9c7-c14460395565,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,3.59,3.74,112.2,104.0,83.0,98.0,0.811,7.91,2.48,7.99,0.96,0.86,0.206,0.394,0.176,0.3,0.439,,,,,,,57.0,107.0,92.0,113.0,101.0,106.0,82.0,96.0,88.0,0.202,0.062,0.206,,,0.35,1.49,0.59,,,90.7,87.0,,79.1,,0.247,0.419,0.208,0.208,0.292,0.145,,,,0.228,0.443,0.186,,,,77.6,74.0,107.0,101.0,0.134,0.395,0.78,-0.13,90.0,0.21,0.325,0.272,0.288,0.411,0.067,,,,,,,,,,,,,,,
8,2024-05-05,747206,Strikeout,strikeout,True,553993,663362,Eugenio Suárez,Matt Waldron,1,29e0bc09-41f1-4155-9538-257b28f7720a,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,3.59,3.74,112.2,104.0,83.0,98.0,0.811,7.91,2.48,7.99,0.96,0.86,0.206,0.394,0.176,0.3,0.439,,,,,,,57.0,107.0,92.0,113.0,101.0,106.0,82.0,96.0,88.0,0.202,0.062,0.206,,,0.35,1.49,0.59,,,90.7,87.0,,79.1,,0.247,0.419,0.208,0.208,0.292,0.145,,,,0.228,0.443,0.186,,,,77.6,74.0,107.0,101.0,0.134,0.395,0.78,-0.13,90.0,0.21,0.325,0.272,0.288,0.411,0.067,,,,,,,,,,,,,,,
9,2024-05-05,747206,Single,single,False,682998,663362,Corbin Carroll,Matt Waldron,1,61f4a745-5fd0-4354-b2f7-97f079f1bd6f,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,3.59,3.74,112.2,104.0,83.0,98.0,0.811,7.91,2.48,7.99,0.96,0.86,0.206,0.394,0.176,0.3,0.439,,,,,,,57.0,107.0,92.0,113.0,101.0,106.0,82.0,96.0,88.0,0.202,0.062,0.206,,,0.35,1.49,0.59,,,90.7,87.0,,79.1,,0.247,0.419,0.208,0.208,0.292,0.145,,,,0.228,0.443,0.186,,,,77.6,74.0,107.0,101.0,0.134,0.395,0.78,-0.13,90.0,0.21,0.325,0.272,0.288,0.411,0.067,,,,,,,,,,,,,,,
