,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,wFA/C,wFC/C,wSL/C,wCU/C,vFA,vFC,vSL,vCU,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff
0,2024-09-06,746912,Lineout,field_out,True,670032,601713,Nicky Lopez,Nick Pivetta,0,fe5e44b9-1549-47b9-b4d3-c814c8d3915e,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.38,3.77,123.1,105.0,134.0,108.0,0.778,10.73,2.26,8.1,1.75,0.64,0.22,0.401,0.131,0.367,0.447,119.0,105.0,104.0,124.0,105.0,109.0,154.0,103.0,111.0,105.0,96.0,82.0,0.479,0.067,0.301,0.154,0.71,-4.87,0.4,0.02,94.0,88.3,82.7,80.1,0.252,0.414,0.211,0.22,0.413,0.353,0.174,0.457,0.197,0.387,0.903,0.224,0.095,0.286,0.314,,,,,,,,,,,,,,,,,,
1,2024-09-06,746912,Strikeout,strikeout,True,673357,601713,Luis Robert Jr.,Nick Pivetta,0,d575dca9-c2cf-4670-ad78-6bfd421c0aa1,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.38,3.77,123.1,105.0,134.0,108.0,0.778,10.73,2.26,8.1,1.75,0.64,0.22,0.401,0.131,0.367,0.447,119.0,105.0,104.0,124.0,105.0,109.0,154.0,103.0,111.0,105.0,96.0,82.0,0.479,0.067,0.301,0.154,0.71,-4.87,0.4,0.02,94.0,88.3,82.7,80.1,0.252,0.414,0.211,0.22,0.413,0.353,0.174,0.457,0.197,0.387,0.903,0.224,0.095,0.286,0.314,,,,,,,,,,,,,,,,,,
2,2024-09-06,746912,Walk,walk,False,643217,601713,Andrew Benintendi,Nick Pivetta,0,f7340037-3cc3-4c78-ab82-1dd56569f3be,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.38,3.77,123.1,105.0,134.0,108.0,0.778,10.73,2.26,8.1,1.75,0.64,0.22,0.401,0.131,0.367,0.447,119.0,105.0,104.0,124.0,105.0,109.0,154.0,103.0,111.0,105.0,96.0,82.0,0.479,0.067,0.301,0.154,0.71,-4.87,0.4,0.02,94.0,88.3,82.7,80.1,0.252,0.414,0.211,0.22,0.413,0.353,0.174,0.457,0.197,0.387,0.903,0.224,0.095,0.286,0.314,,,,,,,,,,,,,,,,,,
3,2024-09-06,746912,Walk,walk,False,683734,601713,Andrew Vaughn,Nick Pivetta,1,c79fc5d7-9d03-40b0-8fd8-736e7820aa19,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.38,3.77,123.1,105.0,134.0,108.0,0.778,10.73,2.26,8.1,1.75,0.64,0.22,0.401,0.131,0.367,0.447,119.0,105.0,104.0,124.0,105.0,109.0,154.0,103.0,111.0,105.0,96.0,82.0,0.479,0.067,0.301,0.154,0.71,-4.87,0.4,0.02,94.0,88.3,82.7,80.1,0.252,0.414,0.211,0.22,0.413,0.353,0.174,0.457,0.197,0.387,0.903,0.224,0.095,0.286,0.314,,,,,,,,,,,,,,,,,,
4,2024-09-06,746912,Strikeout,strikeout,True,657757,601713,Gavin Sheets,Nick Pivetta,0,ad5a81e7-3b69-4966-a340-fc779c9d3ca7,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.38,3.77,123.1,105.0,134.0,108.0,0.778,10.73,2.26,8.1,1.75,0.64,0.22,0.401,0.131,0.367,0.447,119.0,105.0,104.0,124.0,105.0,109.0,154.0,103.0,111.0,105.0,96.0,82.0,0.479,0.067,0.301,0.154,0.71,-4.87,0.4,0.02,94.0,88.3,82.7,80.1,0.252,0.414,0.211,0.22,0.413,0.353,0.174,0.457,0.197,0.387,0.903,0.224,0.095,0.286,0.314,,,,,,,,,,,,,,,,,,
5,2024-09-06,746912,Groundout,field_out,True,680776,663436,Jarren Duran,Davis Martin,0,69475722-8ff3-4e1e-9330-c94a61f34a17,663436.0,davismartin,Martin,Right,Davis Martin,CHW,3.29,4.68,38.1,100.0,104.0,99.0,0.757,8.22,3.52,7.98,0.94,1.33,0.207,0.432,0.198,0.315,0.414,95.0,92.0,94.0,92.0,95.0,92.0,113.0,107.0,110.0,84.0,97.0,88.0,0.285,0.177,0.267,0.082,-3.03,3.14,0.51,-0.21,93.7,89.2,83.6,78.3,0.448,0.552,0.176,,,,0.2,0.2,0.375,0.179,0.179,0.25,0.122,0.341,0.355,142.0,106.0,107.0,0.188,2.68,89.0,0.237,0.316,0.217,,,,,,,,,
6,2024-09-06,746912,Single,single,False,646240,663436,Rafael Devers,Davis Martin,0,44a84b3b-6e26-4f4b-91c0-d1e5c598d5a1,663436.0,davismartin,Martin,Right,Davis Martin,CHW,3.29,4.68,38.1,100.0,104.0,99.0,0.757,8.22,3.52,7.98,0.94,1.33,0.207,0.432,0.198,0.315,0.414,95.0,92.0,94.0,92.0,95.0,92.0,113.0,107.0,110.0,84.0,97.0,88.0,0.285,0.177,0.267,0.082,-3.03,3.14,0.51,-0.21,93.7,89.2,83.6,78.3,0.448,0.552,0.176,,,,0.2,0.2,0.375,0.179,0.179,0.25,0.122,0.341,0.355,142.0,106.0,107.0,0.188,2.68,89.0,0.237,0.316,0.217,,,,,,,,,
7,2024-09-06,746912,Walk,walk,False,641933,663436,Tyler O'Neill,Davis Martin,1,029a79ed-eff4-4988-b4d2-988cb64ea572,663436.0,davismartin,Martin,Right,Davis Martin,CHW,3.29,4.68,38.1,100.0,104.0,99.0,0.757,8.22,3.52,7.98,0.94,1.33,0.207,0.432,0.198,0.315,0.414,95.0,92.0,94.0,92.0,95.0,92.0,113.0,107.0,110.0,84.0,97.0,88.0,0.285,0.177,0.267,0.082,-3.03,3.14,0.51,-0.21,93.7,89.2,83.6,78.3,0.448,0.552,0.176,,,,0.2,0.2,0.375,0.179,0.179,0.25,0.122,0.341,0.355,142.0,106.0,107.0,0.188,2.68,89.0,0.237,0.316,0.217,,,,,,,,,
8,2024-09-06,746912,Strikeout,strikeout,True,677800,663436,Wilyer Abreu,Davis Martin,0,394baf15-9964-4176-962d-3724a6991b6c,663436.0,davismartin,Martin,Right,Davis Martin,CHW,3.29,4.68,38.1,100.0,104.0,99.0,0.757,8.22,3.52,7.98,0.94,1.33,0.207,0.432,0.198,0.315,0.414,95.0,92.0,94.0,92.0,95.0,92.0,113.0,107.0,110.0,84.0,97.0,88.0,0.285,0.177,0.267,0.082,-3.03,3.14,0.51,-0.21,93.7,89.2,83.6,78.3,0.448,0.552,0.176,,,,0.2,0.2,0.375,0.179,0.179,0.25,0.122,0.341,0.355,142.0,106.0,107.0,0.188,2.68,89.0,0.237,0.316,0.217,,,,,,,,,
9,2024-09-06,746912,Lineout,field_out,True,807799,663436,Masataka Yoshida,Davis Martin,0,cfd04487-bdff-45c4-9487-edb5bc7ebf04,663436.0,davismartin,Martin,Right,Davis Martin,CHW,3.29,4.68,38.1,100.0,104.0,99.0,0.757,8.22,3.52,7.98,0.94,1.33,0.207,0.432,0.198,0.315,0.414,95.0,92.0,94.0,92.0,95.0,92.0,113.0,107.0,110.0,84.0,97.0,88.0,0.285,0.177,0.267,0.082,-3.03,3.14,0.51,-0.21,93.7,89.2,83.6,78.3,0.448,0.552,0.176,,,,0.2,0.2,0.375,0.179,0.179,0.25,0.122,0.341,0.355,142.0,106.0,107.0,0.188,2.68,89.0,0.237,0.316,0.217,,,,,,,,,
