,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFS,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC
0,2024-08-24,744890,Strikeout,strikeout,True,621493,670102,Taylor Ward,Bowden Francis,0,56e6ebac-8da8-495f-9cc3-5469bba51b48,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,3.66,3.57,78.2,102.0,98.0,104.0,0.802,8.58,2.17,6.75,1.49,0.74,0.255,0.486,0.185,0.329,0.474,102.0,93.0,100.0,95.0,105.0,106.0,90.0,117.0,109.0,96.0,95.0,93.0,106.0,105.0,110.0,0.015,0.523,0.184,0.083,0.195,2.2,2.01,6.38,-3.78,-2.19,93.3,83.9,91.7,82.5,73.6,0.175,0.362,0.184,0.156,0.156,0.222,0.318,0.614,0.221,0.353,0.824,0.395,0.25,0.25,0.071,,,,,,,,,,,,,,,,,,
1,2024-08-24,744890,Strikeout,strikeout,True,687263,670102,Zach Neto,Bowden Francis,0,5a3351b5-d64a-4cda-bf73-ae7d9a0651ab,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,3.66,3.57,78.2,102.0,98.0,104.0,0.802,8.58,2.17,6.75,1.49,0.74,0.255,0.486,0.185,0.329,0.474,102.0,93.0,100.0,95.0,105.0,106.0,90.0,117.0,109.0,96.0,95.0,93.0,106.0,105.0,110.0,0.015,0.523,0.184,0.083,0.195,2.2,2.01,6.38,-3.78,-2.19,93.3,83.9,91.7,82.5,73.6,0.175,0.362,0.184,0.156,0.156,0.222,0.318,0.614,0.221,0.353,0.824,0.395,0.25,0.25,0.071,,,,,,,,,,,,,,,,,,
2,2024-08-24,744890,Strikeout,strikeout,True,607680,670102,Kevin Pillar,Bowden Francis,0,ac47e50c-4e38-430a-bc44-6b0ed6c36050,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,3.66,3.57,78.2,102.0,98.0,104.0,0.802,8.58,2.17,6.75,1.49,0.74,0.255,0.486,0.185,0.329,0.474,102.0,93.0,100.0,95.0,105.0,106.0,90.0,117.0,109.0,96.0,95.0,93.0,106.0,105.0,110.0,0.015,0.523,0.184,0.083,0.195,2.2,2.01,6.38,-3.78,-2.19,93.3,83.9,91.7,82.5,73.6,0.175,0.362,0.184,0.156,0.156,0.222,0.318,0.614,0.221,0.353,0.824,0.395,0.25,0.25,0.071,,,,,,,,,,,,,,,,,,
3,2024-08-24,744890,Strikeout,strikeout,True,676391,608334,Ernie Clement,Carson Fulmer,0,2895c6bc-eca0-4e73-bec3-da02af12e758,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,4.15,4.65,80.1,102.0,95.0,99.0,0.769,8.85,4.15,7.62,1.23,0.98,0.212,0.451,0.124,0.381,0.39,110.0,104.0,105.0,86.0,106.0,105.0,89.0,99.0,94.0,116.0,96.0,99.0,,,,0.24,0.228,,0.205,0.058,0.03,,0.85,1.35,-8.1,93.1,,92.6,87.0,82.3,0.222,0.458,0.201,,,,0.471,1.118,0.407,0.13,0.283,0.255,0.271,0.371,0.123,91.0,104.0,103.0,0.269,-0.18,87.8,0.187,0.297,0.38,0.286,0.714,0.458,,,,,,
4,2024-08-24,744890,Single,single,False,662139,608334,Daulton Varsho,Carson Fulmer,1,1ca12bf1-74ff-4e33-ab19-e9cfe52af38a,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,4.15,4.65,80.1,102.0,95.0,99.0,0.769,8.85,4.15,7.62,1.23,0.98,0.212,0.451,0.124,0.381,0.39,110.0,104.0,105.0,86.0,106.0,105.0,89.0,99.0,94.0,116.0,96.0,99.0,,,,0.24,0.228,,0.205,0.058,0.03,,0.85,1.35,-8.1,93.1,,92.6,87.0,82.3,0.222,0.458,0.201,,,,0.471,1.118,0.407,0.13,0.283,0.255,0.271,0.371,0.123,91.0,104.0,103.0,0.269,-0.18,87.8,0.187,0.297,0.38,0.286,0.714,0.458,,,,,,
5,2024-08-24,744890,Double,double,False,665489,608334,Vladimir Guerrero Jr.,Carson Fulmer,1,7769444d-77f9-4ee9-b933-badec2ad8a9c,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,4.15,4.65,80.1,102.0,95.0,99.0,0.769,8.85,4.15,7.62,1.23,0.98,0.212,0.451,0.124,0.381,0.39,110.0,104.0,105.0,86.0,106.0,105.0,89.0,99.0,94.0,116.0,96.0,99.0,,,,0.24,0.228,,0.205,0.058,0.03,,0.85,1.35,-8.1,93.1,,92.6,87.0,82.3,0.222,0.458,0.201,,,,0.471,1.118,0.407,0.13,0.283,0.255,0.271,0.371,0.123,91.0,104.0,103.0,0.269,-0.18,87.8,0.187,0.297,0.38,0.286,0.714,0.458,,,,,,
6,2024-08-24,744890,Strikeout,strikeout,True,687462,608334,Spencer Horwitz,Carson Fulmer,0,3c10190e-3b9c-4835-84e2-ccbdcd895a69,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,4.15,4.65,80.1,102.0,95.0,99.0,0.769,8.85,4.15,7.62,1.23,0.98,0.212,0.451,0.124,0.381,0.39,110.0,104.0,105.0,86.0,106.0,105.0,89.0,99.0,94.0,116.0,96.0,99.0,,,,0.24,0.228,,0.205,0.058,0.03,,0.85,1.35,-8.1,93.1,,92.6,87.0,82.3,0.222,0.458,0.201,,,,0.471,1.118,0.407,0.13,0.283,0.255,0.271,0.371,0.123,91.0,104.0,103.0,0.269,-0.18,87.8,0.187,0.297,0.38,0.286,0.714,0.458,,,,,,
7,2024-08-24,744890,Double,double,False,694388,608334,Joey Loperfido,Carson Fulmer,1,86e7deea-6a27-481d-a76b-9e8df24dc97c,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,4.15,4.65,80.1,102.0,95.0,99.0,0.769,8.85,4.15,7.62,1.23,0.98,0.212,0.451,0.124,0.381,0.39,110.0,104.0,105.0,86.0,106.0,105.0,89.0,99.0,94.0,116.0,96.0,99.0,,,,0.24,0.228,,0.205,0.058,0.03,,0.85,1.35,-8.1,93.1,,92.6,87.0,82.3,0.222,0.458,0.201,,,,0.471,1.118,0.407,0.13,0.283,0.255,0.271,0.371,0.123,91.0,104.0,103.0,0.269,-0.18,87.8,0.187,0.297,0.38,0.286,0.714,0.458,,,,,,
8,2024-08-24,744890,Strikeout,strikeout,True,677870,608334,Leo Jiménez,Carson Fulmer,0,e4f235be-ae56-4af9-bc15-50a1cb1b908a,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,4.15,4.65,80.1,102.0,95.0,99.0,0.769,8.85,4.15,7.62,1.23,0.98,0.212,0.451,0.124,0.381,0.39,110.0,104.0,105.0,86.0,106.0,105.0,89.0,99.0,94.0,116.0,96.0,99.0,,,,0.24,0.228,,0.205,0.058,0.03,,0.85,1.35,-8.1,93.1,,92.6,87.0,82.3,0.222,0.458,0.201,,,,0.471,1.118,0.407,0.13,0.283,0.255,0.271,0.371,0.123,91.0,104.0,103.0,0.269,-0.18,87.8,0.187,0.297,0.38,0.286,0.714,0.458,,,,,,
9,2024-08-24,744890,Strikeout,strikeout,True,543685,670102,Anthony Rendon,Bowden Francis,0,da3177c2-75c0-423c-9da0-3997a74e6275,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,3.66,3.57,78.2,102.0,98.0,104.0,0.802,8.58,2.17,6.75,1.49,0.74,0.255,0.486,0.185,0.329,0.474,102.0,93.0,100.0,95.0,105.0,106.0,90.0,117.0,109.0,96.0,95.0,93.0,106.0,105.0,110.0,0.015,0.523,0.184,0.083,0.195,2.2,2.01,6.38,-3.78,-2.19,93.3,83.9,91.7,82.5,73.6,0.175,0.362,0.184,0.156,0.156,0.222,0.318,0.614,0.221,0.353,0.824,0.395,0.25,0.25,0.071,,,,,,,,,,,,,,,,,,
