,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FC_ba,FC_slg,FC_whiff
0,2024-06-16,745891,Groundout,field_out,True,647351,663978,Abraham Toro,Chris Paddack,0,59c2ba5d-c959-4ae5-a845-708692a3e998,663978.0,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.73,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,108.0,107.0,112.0,106.0,102.0,103.0,79.0,111.0,103.0,71.0,97.0,96.0,0.429,0.177,0.136,0.259,0.61,-0.22,-1.7,-1.54,93.3,82.9,85.9,78.2,0.277,0.4,0.243,0.283,0.519,0.248,0.264,0.434,0.254,0.326,0.435,0.19,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-16,745891,Flyout,field_out,True,668709,663978,JJ Bleday,Chris Paddack,0,f5e7f553-b671-4934-9e40-d7d39d01a3b4,663978.0,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.73,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,108.0,107.0,112.0,106.0,102.0,103.0,79.0,111.0,103.0,71.0,97.0,96.0,0.429,0.177,0.136,0.259,0.61,-0.22,-1.7,-1.54,93.3,82.9,85.9,78.2,0.277,0.4,0.243,0.283,0.519,0.248,0.264,0.434,0.254,0.326,0.435,0.19,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-16,745891,Lineout,field_out,True,609280,663978,Miguel Andujar,Chris Paddack,0,a9b0d4f1-0449-47f5-a7e1-1677ba611c91,663978.0,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.73,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,108.0,107.0,112.0,106.0,102.0,103.0,79.0,111.0,103.0,71.0,97.0,96.0,0.429,0.177,0.136,0.259,0.61,-0.22,-1.7,-1.54,93.3,82.9,85.9,78.2,0.277,0.4,0.243,0.283,0.519,0.248,0.264,0.434,0.254,0.326,0.435,0.19,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-16,745891,Double,double,False,650489,683155,Willi Castro,Joey Estes,0,ef77dc5c-0374-4f95-a4cf-828817d49e0f,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,5.29,4.22,63.0,108.0,95.0,106.0,0.815,7.0,2.14,8.57,1.14,0.44,0.267,0.415,0.149,0.308,0.492,86.0,90.0,94.0,,,,84.0,108.0,102.0,115.0,114.0,118.0,0.555,0.326,,0.099,0.75,0.49,,-6.26,92.7,84.7,79.7,,0.231,0.427,0.194,0.529,1.059,0.282,0.261,0.522,0.213,,,,57.0,108.0,118.0,111.0,89.0,91.0,0.006,0.014,-13.92,-1.29,86.4,90.9,0.333,0.333,0.0,,,,,,,,,
4,2024-06-16,745891,Groundout,field_out,True,663616,683155,Trevor Larnach,Joey Estes,1,3a73cea1-cba0-4649-bcae-cfeac81153a9,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,5.29,4.22,63.0,108.0,95.0,106.0,0.815,7.0,2.14,8.57,1.14,0.44,0.267,0.415,0.149,0.308,0.492,86.0,90.0,94.0,,,,84.0,108.0,102.0,115.0,114.0,118.0,0.555,0.326,,0.099,0.75,0.49,,-6.26,92.7,84.7,79.7,,0.231,0.427,0.194,0.529,1.059,0.282,0.261,0.522,0.213,,,,57.0,108.0,118.0,111.0,89.0,91.0,0.006,0.014,-13.92,-1.29,86.4,90.9,0.333,0.333,0.0,,,,,,,,,
5,2024-06-16,745891,Home Run,home_run,False,668904,683155,Royce Lewis,Joey Estes,1,ecb63635-5bee-4d51-9b30-ae2410f14043,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,5.29,4.22,63.0,108.0,95.0,106.0,0.815,7.0,2.14,8.57,1.14,0.44,0.267,0.415,0.149,0.308,0.492,86.0,90.0,94.0,,,,84.0,108.0,102.0,115.0,114.0,118.0,0.555,0.326,,0.099,0.75,0.49,,-6.26,92.7,84.7,79.7,,0.231,0.427,0.194,0.529,1.059,0.282,0.261,0.522,0.213,,,,57.0,108.0,118.0,111.0,89.0,91.0,0.006,0.014,-13.92,-1.29,86.4,90.9,0.333,0.333,0.0,,,,,,,,,
6,2024-06-16,745891,Flyout,field_out,True,596146,683155,Max Kepler,Joey Estes,0,fb55a6a8-1570-49cc-b9c3-323fff10239d,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,5.29,4.22,63.0,108.0,95.0,106.0,0.815,7.0,2.14,8.57,1.14,0.44,0.267,0.415,0.149,0.308,0.492,86.0,90.0,94.0,,,,84.0,108.0,102.0,115.0,114.0,118.0,0.555,0.326,,0.099,0.75,0.49,,-6.26,92.7,84.7,79.7,,0.231,0.427,0.194,0.529,1.059,0.282,0.261,0.522,0.213,,,,57.0,108.0,118.0,111.0,89.0,91.0,0.006,0.014,-13.92,-1.29,86.4,90.9,0.333,0.333,0.0,,,,,,,,,
7,2024-06-16,745891,Single,single,False,621043,683155,Carlos Correa,Joey Estes,0,2926f488-821d-4da4-b456-b24ec9b43f51,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,5.29,4.22,63.0,108.0,95.0,106.0,0.815,7.0,2.14,8.57,1.14,0.44,0.267,0.415,0.149,0.308,0.492,86.0,90.0,94.0,,,,84.0,108.0,102.0,115.0,114.0,118.0,0.555,0.326,,0.099,0.75,0.49,,-6.26,92.7,84.7,79.7,,0.231,0.427,0.194,0.529,1.059,0.282,0.261,0.522,0.213,,,,57.0,108.0,118.0,111.0,89.0,91.0,0.006,0.014,-13.92,-1.29,86.4,90.9,0.333,0.333,0.0,,,,,,,,,
8,2024-06-16,745891,Walk,walk,False,467793,683155,Carlos Santana,Joey Estes,1,c54f286c-1681-4740-b80c-035344af9868,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,5.29,4.22,63.0,108.0,95.0,106.0,0.815,7.0,2.14,8.57,1.14,0.44,0.267,0.415,0.149,0.308,0.492,86.0,90.0,94.0,,,,84.0,108.0,102.0,115.0,114.0,118.0,0.555,0.326,,0.099,0.75,0.49,,-6.26,92.7,84.7,79.7,,0.231,0.427,0.194,0.529,1.059,0.282,0.261,0.522,0.213,,,,57.0,108.0,118.0,111.0,89.0,91.0,0.006,0.014,-13.92,-1.29,86.4,90.9,0.333,0.333,0.0,,,,,,,,,
9,2024-06-16,745891,Hit By Pitch,hit_by_pitch,False,622534,683155,Manuel Margot,Joey Estes,1,778a99c3-6693-406a-9eeb-2f2d11764038,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,5.29,4.22,63.0,108.0,95.0,106.0,0.815,7.0,2.14,8.57,1.14,0.44,0.267,0.415,0.149,0.308,0.492,86.0,90.0,94.0,,,,84.0,108.0,102.0,115.0,114.0,118.0,0.555,0.326,,0.099,0.75,0.49,,-6.26,92.7,84.7,79.7,,0.231,0.427,0.194,0.529,1.059,0.282,0.261,0.522,0.213,,,,57.0,108.0,118.0,111.0,89.0,91.0,0.006,0.014,-13.92,-1.29,86.4,90.9,0.333,0.333,0.0,,,,,,,,,
