,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vCH,vSI,vCU,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-08-05,746847,Strikeout,strikeout,True,650489,543294,Willi Castro,Kyle Hendricks,0,e3ea338a-db7a-4886-a15a-16eebd42ee93,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.75,5.21,102.2,105.0,95.0,100.0,0.832,6.05,2.81,10.96,1.75,1.34,0.232,0.401,0.212,0.295,0.402,106.0,107.0,107.0,90.0,110.0,108.0,61.0,91.0,84.0,97.0,106.0,97.0,0.367,0.121,0.132,0.379,-2.68,-1.07,0.28,-1.17,87.9,80.9,87.7,74.4,0.277,0.441,0.244,0.339,0.526,0.103,0.22,0.317,0.288,0.36,0.84,0.138,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-05,746847,Single,single,False,663616,543294,Trevor Larnach,Kyle Hendricks,0,713338ed-955a-484a-b4bc-02c216dd3735,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.75,5.21,102.2,105.0,95.0,100.0,0.832,6.05,2.81,10.96,1.75,1.34,0.232,0.401,0.212,0.295,0.402,106.0,107.0,107.0,90.0,110.0,108.0,61.0,91.0,84.0,97.0,106.0,97.0,0.367,0.121,0.132,0.379,-2.68,-1.07,0.28,-1.17,87.9,80.9,87.7,74.4,0.277,0.441,0.244,0.339,0.526,0.103,0.22,0.317,0.288,0.36,0.84,0.138,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-05,746847,Strikeout,strikeout,True,668904,543294,Royce Lewis,Kyle Hendricks,0,36dcf4bd-35f9-4b40-bc1e-a483b2fc0f35,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.75,5.21,102.2,105.0,95.0,100.0,0.832,6.05,2.81,10.96,1.75,1.34,0.232,0.401,0.212,0.295,0.402,106.0,107.0,107.0,90.0,110.0,108.0,61.0,91.0,84.0,97.0,106.0,97.0,0.367,0.121,0.132,0.379,-2.68,-1.07,0.28,-1.17,87.9,80.9,87.7,74.4,0.277,0.441,0.244,0.339,0.526,0.103,0.22,0.317,0.288,0.36,0.84,0.138,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-05,746847,Strikeout,strikeout,True,670242,543294,Matt Wallner,Kyle Hendricks,1,ef2bfc6b-cd77-48ca-b6e1-6547c2985f66,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.75,5.21,102.2,105.0,95.0,100.0,0.832,6.05,2.81,10.96,1.75,1.34,0.232,0.401,0.212,0.295,0.402,106.0,107.0,107.0,90.0,110.0,108.0,61.0,91.0,84.0,97.0,106.0,97.0,0.367,0.121,0.132,0.379,-2.68,-1.07,0.28,-1.17,87.9,80.9,87.7,74.4,0.277,0.441,0.244,0.339,0.526,0.103,0.22,0.317,0.288,0.36,0.84,0.138,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-05,746847,Strikeout,strikeout,True,664023,701581,Ian Happ,David Festa,0,25ed4758-cc64-4c5a-84e5-cd542d9ac61f,701581.0,davidfesta,"Festa, D",Right,David Festa,MIN,4.89,4.11,42.1,101.0,100.0,103.0,0.738,10.84,2.55,8.29,1.7,0.79,0.246,0.439,0.193,0.351,0.408,71.0,108.0,107.0,,,,104.0,97.0,98.0,,,,,0.407,,0.277,-1.1,,,-0.9,94.8,88.5,,,0.2,0.5,0.417,,,,,,,0.304,0.571,0.194,123.0,101.0,106.0,0.316,1.57,86.2,0.203,0.339,0.25,,,,,,,,,,,,,,,,,,
5,2024-08-05,746847,Strikeout,strikeout,True,683737,701581,Michael Busch,David Festa,0,6240fe9f-6be5-4f60-8e12-ab8cdced6912,701581.0,davidfesta,"Festa, D",Right,David Festa,MIN,4.89,4.11,42.1,101.0,100.0,103.0,0.738,10.84,2.55,8.29,1.7,0.79,0.246,0.439,0.193,0.351,0.408,71.0,108.0,107.0,,,,104.0,97.0,98.0,,,,,0.407,,0.277,-1.1,,,-0.9,94.8,88.5,,,0.2,0.5,0.417,,,,,,,0.304,0.571,0.194,123.0,101.0,106.0,0.316,1.57,86.2,0.203,0.339,0.25,,,,,,,,,,,,,,,,,,
6,2024-08-05,746847,Groundout,field_out,True,670623,701581,Isaac Paredes,David Festa,0,64a4f08b-c6aa-4f2a-b152-9f169bf54fcc,701581.0,davidfesta,"Festa, D",Right,David Festa,MIN,4.89,4.11,42.1,101.0,100.0,103.0,0.738,10.84,2.55,8.29,1.7,0.79,0.246,0.439,0.193,0.351,0.408,71.0,108.0,107.0,,,,104.0,97.0,98.0,,,,,0.407,,0.277,-1.1,,,-0.9,94.8,88.5,,,0.2,0.5,0.417,,,,,,,0.304,0.571,0.194,123.0,101.0,106.0,0.316,1.57,86.2,0.203,0.339,0.25,,,,,,,,,,,,,,,,,,
7,2024-08-05,746847,Groundout,field_out,True,596146,543294,Max Kepler,Kyle Hendricks,0,771a70b1-87a5-45ad-9c23-7a6e77fed1f7,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.75,5.21,102.2,105.0,95.0,100.0,0.832,6.05,2.81,10.96,1.75,1.34,0.232,0.401,0.212,0.295,0.402,106.0,107.0,107.0,90.0,110.0,108.0,61.0,91.0,84.0,97.0,106.0,97.0,0.367,0.121,0.132,0.379,-2.68,-1.07,0.28,-1.17,87.9,80.9,87.7,74.4,0.277,0.441,0.244,0.339,0.526,0.103,0.22,0.317,0.288,0.36,0.84,0.138,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-05,746847,Groundout,field_out,True,680777,543294,Ryan Jeffers,Kyle Hendricks,0,7742afe9-01a7-4913-8a6f-ad0746685e10,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.75,5.21,102.2,105.0,95.0,100.0,0.832,6.05,2.81,10.96,1.75,1.34,0.232,0.401,0.212,0.295,0.402,106.0,107.0,107.0,90.0,110.0,108.0,61.0,91.0,84.0,97.0,106.0,97.0,0.367,0.121,0.132,0.379,-2.68,-1.07,0.28,-1.17,87.9,80.9,87.7,74.4,0.277,0.441,0.244,0.339,0.526,0.103,0.22,0.317,0.288,0.36,0.84,0.138,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-05,746847,Double,double,False,467793,543294,Carlos Santana,Kyle Hendricks,0,374a96da-0f85-4040-ab48-a12249ce265a,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.75,5.21,102.2,105.0,95.0,100.0,0.832,6.05,2.81,10.96,1.75,1.34,0.232,0.401,0.212,0.295,0.402,106.0,107.0,107.0,90.0,110.0,108.0,61.0,91.0,84.0,97.0,106.0,97.0,0.367,0.121,0.132,0.379,-2.68,-1.07,0.28,-1.17,87.9,80.9,87.7,74.4,0.277,0.441,0.244,0.339,0.526,0.103,0.22,0.317,0.288,0.36,0.84,0.138,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-08-05,746847,Pop Out,field_out,True,622534,543294,Manuel Margot,Kyle Hendricks,0,30ae47a2-0361-4c71-8401-9e0ca5e93b85,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.75,5.21,102.2,105.0,95.0,100.0,0.832,6.05,2.81,10.96,1.75,1.34,0.232,0.401,0.212,0.295,0.402,106.0,107.0,107.0,90.0,110.0,108.0,61.0,91.0,84.0,97.0,106.0,97.0,0.367,0.121,0.132,0.379,-2.68,-1.07,0.28,-1.17,87.9,80.9,87.7,74.4,0.277,0.441,0.244,0.339,0.526,0.103,0.22,0.317,0.288,0.36,0.84,0.138,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-08-05,746847,Lineout,field_out,True,641355,701581,Cody Bellinger,David Festa,0,2d97cbbc-7703-485b-8fa2-d68ed0a97f93,701581.0,davidfesta,"Festa, D",Right,David Festa,MIN,4.89,4.11,42.1,101.0,100.0,103.0,0.738,10.84,2.55,8.29,1.7,0.79,0.246,0.439,0.193,0.351,0.408,71.0,108.0,107.0,,,,104.0,97.0,98.0,,,,,0.407,,0.277,-1.1,,,-0.9,94.8,88.5,,,0.2,0.5,0.417,,,,,,,0.304,0.571,0.194,123.0,101.0,106.0,0.316,1.57,86.2,0.203,0.339,0.25,,,,,,,,,,,,,,,,,,
12,2024-08-05,746847,Strikeout,strikeout,True,643565,701581,Mike Tauchman,David Festa,0,c84a3410-f962-48a5-8158-cf62cbc324a6,701581.0,davidfesta,"Festa, D",Right,David Festa,MIN,4.89,4.11,42.1,101.0,100.0,103.0,0.738,10.84,2.55,8.29,1.7,0.79,0.246,0.439,0.193,0.351,0.408,71.0,108.0,107.0,,,,104.0,97.0,98.0,,,,,0.407,,0.277,-1.1,,,-0.9,94.8,88.5,,,0.2,0.5,0.417,,,,,,,0.304,0.571,0.194,123.0,101.0,106.0,0.316,1.57,86.2,0.203,0.339,0.25,,,,,,,,,,,,,,,,,,
13,2024-08-05,746847,Strikeout,strikeout,True,663538,701581,Nico Hoerner,David Festa,0,171d55e9-8065-4a5e-8954-705ce0576e24,701581.0,davidfesta,"Festa, D",Right,David Festa,MIN,4.89,4.11,42.1,101.0,100.0,103.0,0.738,10.84,2.55,8.29,1.7,0.79,0.246,0.439,0.193,0.351,0.408,71.0,108.0,107.0,,,,104.0,97.0,98.0,,,,,0.407,,0.277,-1.1,,,-0.9,94.8,88.5,,,0.2,0.5,0.417,,,,,,,0.304,0.571,0.194,123.0,101.0,106.0,0.316,1.57,86.2,0.203,0.339,0.25,,,,,,,,,,,,,,,,,,
14,2024-08-05,746847,Groundout,field_out,True,668885,543294,Austin Martin,Kyle Hendricks,0,171313a3-a950-4039-a939-ae77e84ebaec,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.75,5.21,102.2,105.0,95.0,100.0,0.832,6.05,2.81,10.96,1.75,1.34,0.232,0.401,0.212,0.295,0.402,106.0,107.0,107.0,90.0,110.0,108.0,61.0,91.0,84.0,97.0,106.0,97.0,0.367,0.121,0.132,0.379,-2.68,-1.07,0.28,-1.17,87.9,80.9,87.7,74.4,0.277,0.441,0.244,0.339,0.526,0.103,0.22,0.317,0.288,0.36,0.84,0.138,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2024-08-05,746847,Walk,walk,False,650489,543294,Willi Castro,Kyle Hendricks,0,3b6cb706-2aad-468c-bbb0-9051ad18cbba,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.75,5.21,102.2,105.0,95.0,100.0,0.832,6.05,2.81,10.96,1.75,1.34,0.232,0.401,0.212,0.295,0.402,106.0,107.0,107.0,90.0,110.0,108.0,61.0,91.0,84.0,97.0,106.0,97.0,0.367,0.121,0.132,0.379,-2.68,-1.07,0.28,-1.17,87.9,80.9,87.7,74.4,0.277,0.441,0.244,0.339,0.526,0.103,0.22,0.317,0.288,0.36,0.84,0.138,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-08-05,746847,Single,single,False,663616,543294,Trevor Larnach,Kyle Hendricks,1,c8e8c647-4238-4ced-8992-56be9dff7ba2,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.75,5.21,102.2,105.0,95.0,100.0,0.832,6.05,2.81,10.96,1.75,1.34,0.232,0.401,0.212,0.295,0.402,106.0,107.0,107.0,90.0,110.0,108.0,61.0,91.0,84.0,97.0,106.0,97.0,0.367,0.121,0.132,0.379,-2.68,-1.07,0.28,-1.17,87.9,80.9,87.7,74.4,0.277,0.441,0.244,0.339,0.526,0.103,0.22,0.317,0.288,0.36,0.84,0.138,,,,,,,,,,,,,,,,,,,,,,,,,,,
