,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff
0,2024-09-19,745769,Strikeout,strikeout,True,656941,622663,Kyle Schwarber,Luis Severino,0,47703c35-8fee-491f-b5bb-ffe21228771a,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.79,3.89,178.0,100.0,107.0,101.0,0.81,7.89,2.98,8.04,1.11,1.26,0.269,0.374,0.205,0.285,0.437,87.0,95.0,95.0,101.0,104.0,101.0,91.0,98.0,94.0,143.0,100.0,111.0,92.0,91.0,89.0,0.249,0.354,0.083,0.237,0.078,0.39,1.42,1.15,0.18,-3.62,96.1,92.6,86.1,95.6,85.6,0.233,0.372,0.22,0.277,0.419,0.125,0.144,0.246,0.383,0.184,0.265,0.263,0.358,0.66,0.186,0.263,0.342,0.284,,,,,,,,,,,,,,,,,,
1,2024-09-19,745769,Strikeout,strikeout,True,607208,622663,Trea Turner,Luis Severino,0,5bf3b558-93c3-4dfe-9c47-f43e9233ad91,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.79,3.89,178.0,100.0,107.0,101.0,0.81,7.89,2.98,8.04,1.11,1.26,0.269,0.374,0.205,0.285,0.437,87.0,95.0,95.0,101.0,104.0,101.0,91.0,98.0,94.0,143.0,100.0,111.0,92.0,91.0,89.0,0.249,0.354,0.083,0.237,0.078,0.39,1.42,1.15,0.18,-3.62,96.1,92.6,86.1,95.6,85.6,0.233,0.372,0.22,0.277,0.419,0.125,0.144,0.246,0.383,0.184,0.265,0.263,0.358,0.66,0.186,0.263,0.342,0.284,,,,,,,,,,,,,,,,,,
2,2024-09-19,745769,Walk,walk,False,547180,622663,Bryce Harper,Luis Severino,0,0ef627b8-26b3-44a5-8c12-969bdf23e4c9,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.79,3.89,178.0,100.0,107.0,101.0,0.81,7.89,2.98,8.04,1.11,1.26,0.269,0.374,0.205,0.285,0.437,87.0,95.0,95.0,101.0,104.0,101.0,91.0,98.0,94.0,143.0,100.0,111.0,92.0,91.0,89.0,0.249,0.354,0.083,0.237,0.078,0.39,1.42,1.15,0.18,-3.62,96.1,92.6,86.1,95.6,85.6,0.233,0.372,0.22,0.277,0.419,0.125,0.144,0.246,0.383,0.184,0.265,0.263,0.358,0.66,0.186,0.263,0.342,0.284,,,,,,,,,,,,,,,,,,
3,2024-09-19,745769,Strikeout,strikeout,True,664761,622663,Alec Bohm,Luis Severino,0,ecfcacfa-d9a2-486b-9e7c-f362a14e3aec,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.79,3.89,178.0,100.0,107.0,101.0,0.81,7.89,2.98,8.04,1.11,1.26,0.269,0.374,0.205,0.285,0.437,87.0,95.0,95.0,101.0,104.0,101.0,91.0,98.0,94.0,143.0,100.0,111.0,92.0,91.0,89.0,0.249,0.354,0.083,0.237,0.078,0.39,1.42,1.15,0.18,-3.62,96.1,92.6,86.1,95.6,85.6,0.233,0.372,0.22,0.277,0.419,0.125,0.144,0.246,0.383,0.184,0.265,0.263,0.358,0.66,0.186,0.263,0.342,0.284,,,,,,,,,,,,,,,,,,
4,2024-09-19,745769,Groundout,field_out,True,578428,592836,Jose Iglesias,Taijuan Walker,0,ed0ba23f-1c8a-4e12-b79c-f397c12f7de3,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,6.91,7.0,82.0,98.0,88.0,95.0,0.848,6.26,3.73,11.3,2.63,0.95,0.185,0.44,0.131,0.396,0.429,,,,61.0,93.0,85.0,78.0,99.0,92.0,55.0,109.0,104.0,95.0,91.0,87.0,0.282,0.119,0.096,0.181,,-2.33,-5.11,-2.83,2.18,,91.5,87.3,,91.1,85.0,0.32,0.56,0.229,0.375,0.688,0.084,0.149,0.299,0.281,0.435,1.087,0.096,,,,,,,87.0,95.0,97.0,107.0,101.0,105.0,0.216,0.107,-4.12,1.85,86.7,74.7,0.374,0.648,0.164,0.185,0.333,0.129
5,2024-09-19,745769,Flyout,field_out,True,607043,592836,Brandon Nimmo,Taijuan Walker,0,d38ddfaf-f358-4b94-ad12-a26f3956876a,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,6.91,7.0,82.0,98.0,88.0,95.0,0.848,6.26,3.73,11.3,2.63,0.95,0.185,0.44,0.131,0.396,0.429,,,,61.0,93.0,85.0,78.0,99.0,92.0,55.0,109.0,104.0,95.0,91.0,87.0,0.282,0.119,0.096,0.181,,-2.33,-5.11,-2.83,2.18,,91.5,87.3,,91.1,85.0,0.32,0.56,0.229,0.375,0.688,0.084,0.149,0.299,0.281,0.435,1.087,0.096,,,,,,,87.0,95.0,97.0,107.0,101.0,105.0,0.216,0.107,-4.12,1.85,86.7,74.7,0.374,0.648,0.164,0.185,0.333,0.129
6,2024-09-19,745769,Home Run,home_run,False,668901,592836,Mark Vientos,Taijuan Walker,0,30f278a3-651f-4421-a427-a6cb01ee1079,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,6.91,7.0,82.0,98.0,88.0,95.0,0.848,6.26,3.73,11.3,2.63,0.95,0.185,0.44,0.131,0.396,0.429,,,,61.0,93.0,85.0,78.0,99.0,92.0,55.0,109.0,104.0,95.0,91.0,87.0,0.282,0.119,0.096,0.181,,-2.33,-5.11,-2.83,2.18,,91.5,87.3,,91.1,85.0,0.32,0.56,0.229,0.375,0.688,0.084,0.149,0.299,0.281,0.435,1.087,0.096,,,,,,,87.0,95.0,97.0,107.0,101.0,105.0,0.216,0.107,-4.12,1.85,86.7,74.7,0.374,0.648,0.164,0.185,0.333,0.129
7,2024-09-19,745769,Home Run,home_run,False,624413,592836,Pete Alonso,Taijuan Walker,0,b984fea9-c63b-4e18-92db-aa66d079b0c5,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,6.91,7.0,82.0,98.0,88.0,95.0,0.848,6.26,3.73,11.3,2.63,0.95,0.185,0.44,0.131,0.396,0.429,,,,61.0,93.0,85.0,78.0,99.0,92.0,55.0,109.0,104.0,95.0,91.0,87.0,0.282,0.119,0.096,0.181,,-2.33,-5.11,-2.83,2.18,,91.5,87.3,,91.1,85.0,0.32,0.56,0.229,0.375,0.688,0.084,0.149,0.299,0.281,0.435,1.087,0.096,,,,,,,87.0,95.0,97.0,107.0,101.0,105.0,0.216,0.107,-4.12,1.85,86.7,74.7,0.374,0.648,0.164,0.185,0.333,0.129
8,2024-09-19,745769,Walk,walk,False,608385,592836,Jesse Winker,Taijuan Walker,0,c7d7556b-3dba-4e28-9d56-8642bbd3a4b9,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,6.91,7.0,82.0,98.0,88.0,95.0,0.848,6.26,3.73,11.3,2.63,0.95,0.185,0.44,0.131,0.396,0.429,,,,61.0,93.0,85.0,78.0,99.0,92.0,55.0,109.0,104.0,95.0,91.0,87.0,0.282,0.119,0.096,0.181,,-2.33,-5.11,-2.83,2.18,,91.5,87.3,,91.1,85.0,0.32,0.56,0.229,0.375,0.688,0.084,0.149,0.299,0.281,0.435,1.087,0.096,,,,,,,87.0,95.0,97.0,107.0,101.0,105.0,0.216,0.107,-4.12,1.85,86.7,74.7,0.374,0.648,0.164,0.185,0.333,0.129
9,2024-09-19,745769,Groundout,field_out,True,502110,592836,J.D. Martinez,Taijuan Walker,0,dc69eefb-85b1-4246-bbb3-b9229b5fbb84,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,6.91,7.0,82.0,98.0,88.0,95.0,0.848,6.26,3.73,11.3,2.63,0.95,0.185,0.44,0.131,0.396,0.429,,,,61.0,93.0,85.0,78.0,99.0,92.0,55.0,109.0,104.0,95.0,91.0,87.0,0.282,0.119,0.096,0.181,,-2.33,-5.11,-2.83,2.18,,91.5,87.3,,91.1,85.0,0.32,0.56,0.229,0.375,0.688,0.084,0.149,0.299,0.281,0.435,1.087,0.096,,,,,,,87.0,95.0,97.0,107.0,101.0,105.0,0.216,0.107,-4.12,1.85,86.7,74.7,0.374,0.648,0.164,0.185,0.333,0.129
