,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff
0,2024-07-19,746123,Double,double,False,680776,694813,Jarren Duran,Gavin Stone,0,22ee840c-21ba-4292-9d62-36394edd8488,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.19,3.8,101.2,103.0,97.0,101.0,0.776,6.99,2.48,8.59,0.8,1.26,0.25,0.397,0.17,0.292,0.411,80.0,103.0,98.0,95.0,100.0,100.0,97.0,99.0,96.0,96.0,103.0,97.0,133.0,112.0,121.0,80.0,100.0,95.0,0.234,0.247,0.061,0.162,0.033,0.262,0.31,2.5,-0.5,1.06,3.38,0.85,94.7,92.3,87.2,95.2,88.9,83.3,0.184,0.34,0.338,0.333,0.495,0.146,0.247,0.36,0.148,0.247,0.315,0.346,0.286,0.286,0.173,0.111,0.111,0.188
1,2024-07-19,746123,Lineout,field_out,True,666152,694813,David Hamilton,Gavin Stone,0,d4a0699f-fc66-4fa8-9196-a970d68fc9cb,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.19,3.8,101.2,103.0,97.0,101.0,0.776,6.99,2.48,8.59,0.8,1.26,0.25,0.397,0.17,0.292,0.411,80.0,103.0,98.0,95.0,100.0,100.0,97.0,99.0,96.0,96.0,103.0,97.0,133.0,112.0,121.0,80.0,100.0,95.0,0.234,0.247,0.061,0.162,0.033,0.262,0.31,2.5,-0.5,1.06,3.38,0.85,94.7,92.3,87.2,95.2,88.9,83.3,0.184,0.34,0.338,0.333,0.495,0.146,0.247,0.36,0.148,0.247,0.315,0.346,0.286,0.286,0.173,0.111,0.111,0.188
2,2024-07-19,746123,Lineout,field_out,True,641933,694813,Tyler O'Neill,Gavin Stone,0,0ac2a3d1-7ab1-40ed-af58-0cd446a5434f,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.19,3.8,101.2,103.0,97.0,101.0,0.776,6.99,2.48,8.59,0.8,1.26,0.25,0.397,0.17,0.292,0.411,80.0,103.0,98.0,95.0,100.0,100.0,97.0,99.0,96.0,96.0,103.0,97.0,133.0,112.0,121.0,80.0,100.0,95.0,0.234,0.247,0.061,0.162,0.033,0.262,0.31,2.5,-0.5,1.06,3.38,0.85,94.7,92.3,87.2,95.2,88.9,83.3,0.184,0.34,0.338,0.333,0.495,0.146,0.247,0.36,0.148,0.247,0.315,0.346,0.286,0.286,0.173,0.111,0.111,0.188
3,2024-07-19,746123,Lineout,field_out,True,646240,694813,Rafael Devers,Gavin Stone,0,2def7ed0-d245-4c87-bd50-2ac25721e522,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.19,3.8,101.2,103.0,97.0,101.0,0.776,6.99,2.48,8.59,0.8,1.26,0.25,0.397,0.17,0.292,0.411,80.0,103.0,98.0,95.0,100.0,100.0,97.0,99.0,96.0,96.0,103.0,97.0,133.0,112.0,121.0,80.0,100.0,95.0,0.234,0.247,0.061,0.162,0.033,0.262,0.31,2.5,-0.5,1.06,3.38,0.85,94.7,92.3,87.2,95.2,88.9,83.3,0.184,0.34,0.338,0.333,0.495,0.146,0.247,0.36,0.148,0.247,0.315,0.346,0.286,0.286,0.173,0.111,0.111,0.188
4,2024-07-19,746123,Strikeout,strikeout,True,660271,601713,Shohei Ohtani,Nick Pivetta,0,9996682c-2c2a-4fb1-bc1a-3f947a28c8e7,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,3.87,3.56,81.1,106.0,135.0,109.0,0.773,10.62,2.32,7.52,1.44,0.67,0.248,0.386,0.124,0.376,0.465,,,,111.0,106.0,107.0,129.0,107.0,111.0,,,,152.0,102.0,107.0,111.0,100.0,87.0,,0.485,0.078,0.281,0.155,,1.51,-6.7,,0.51,0.97,,94.3,88.4,,,83.0,80.1,,,,,,,0.204,0.354,0.213,0.333,0.583,0.345,0.414,0.966,0.19,0.172,0.31,0.229
5,2024-07-19,746123,Single,single,False,669257,601713,Will Smith,Nick Pivetta,0,368bea87-66ad-4dce-8797-375d662e5845,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,3.87,3.56,81.1,106.0,135.0,109.0,0.773,10.62,2.32,7.52,1.44,0.67,0.248,0.386,0.124,0.376,0.465,,,,111.0,106.0,107.0,129.0,107.0,111.0,,,,152.0,102.0,107.0,111.0,100.0,87.0,,0.485,0.078,0.281,0.155,,1.51,-6.7,,0.51,0.97,,94.3,88.4,,,83.0,80.1,,,,,,,0.204,0.354,0.213,0.333,0.583,0.345,0.414,0.966,0.19,0.172,0.31,0.229
6,2024-07-19,746123,Strikeout,strikeout,True,518692,601713,Freddie Freeman,Nick Pivetta,0,447179cb-f12c-4024-9ddb-a5ff91365c11,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,3.87,3.56,81.1,106.0,135.0,109.0,0.773,10.62,2.32,7.52,1.44,0.67,0.248,0.386,0.124,0.376,0.465,,,,111.0,106.0,107.0,129.0,107.0,111.0,,,,152.0,102.0,107.0,111.0,100.0,87.0,,0.485,0.078,0.281,0.155,,1.51,-6.7,,0.51,0.97,,94.3,88.4,,,83.0,80.1,,,,,,,0.204,0.354,0.213,0.333,0.583,0.345,0.414,0.966,0.19,0.172,0.31,0.229
7,2024-07-19,746123,Groundout,field_out,True,606192,601713,Teoscar Hernández,Nick Pivetta,0,d43229f8-2346-4840-a224-4cc41239a2cd,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,3.87,3.56,81.1,106.0,135.0,109.0,0.773,10.62,2.32,7.52,1.44,0.67,0.248,0.386,0.124,0.376,0.465,,,,111.0,106.0,107.0,129.0,107.0,111.0,,,,152.0,102.0,107.0,111.0,100.0,87.0,,0.485,0.078,0.281,0.155,,1.51,-6.7,,0.51,0.97,,94.3,88.4,,,83.0,80.1,,,,,,,0.204,0.354,0.213,0.333,0.583,0.345,0.414,0.966,0.19,0.172,0.31,0.229
8,2024-07-19,746123,Flyout,field_out,True,807799,694813,Masataka Yoshida,Gavin Stone,0,bcda5ee1-5fc0-4744-9d3e-2866321f7421,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.19,3.8,101.2,103.0,97.0,101.0,0.776,6.99,2.48,8.59,0.8,1.26,0.25,0.397,0.17,0.292,0.411,80.0,103.0,98.0,95.0,100.0,100.0,97.0,99.0,96.0,96.0,103.0,97.0,133.0,112.0,121.0,80.0,100.0,95.0,0.234,0.247,0.061,0.162,0.033,0.262,0.31,2.5,-0.5,1.06,3.38,0.85,94.7,92.3,87.2,95.2,88.9,83.3,0.184,0.34,0.338,0.333,0.495,0.146,0.247,0.36,0.148,0.247,0.315,0.346,0.286,0.286,0.173,0.111,0.111,0.188
9,2024-07-19,746123,Strikeout,strikeout,True,677800,694813,Wilyer Abreu,Gavin Stone,0,0a188d78-bb3d-4e65-90c0-dbefa244bd99,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.19,3.8,101.2,103.0,97.0,101.0,0.776,6.99,2.48,8.59,0.8,1.26,0.25,0.397,0.17,0.292,0.411,80.0,103.0,98.0,95.0,100.0,100.0,97.0,99.0,96.0,96.0,103.0,97.0,133.0,112.0,121.0,80.0,100.0,95.0,0.234,0.247,0.061,0.162,0.033,0.262,0.31,2.5,-0.5,1.06,3.38,0.85,94.7,92.3,87.2,95.2,88.9,83.3,0.184,0.34,0.338,0.333,0.495,0.146,0.247,0.36,0.148,0.247,0.315,0.346,0.286,0.286,0.173,0.111,0.111,0.188
