,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,FS%,SL%,CU%,CH%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vFS,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,SV_ba,SV_slg,SV_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,FS_ba,FS_slg,FS_whiff,Stf+ FS,Loc+ FS,Pit+ FS,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-05-07,746315,Lineout,field_out,True,686217,607625,Sal Frelick,Seth Lugo,0,c109c7d3-a4e0-4889-a744-8fbcdf269a61,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,124.0,103.0,112.0,76.0,103.0,95.0,71.0,102.0,92.0,127.0,99.0,106.0,105.0,95.0,94.0,0.191,0.248,0.069,0.026,0.141,0.268,0.057,1.99,0.22,0.95,0.6,-0.63,1.06,0.16,92.4,91.0,85.6,87.5,92.3,85.3,79.3,0.183,0.275,0.159,0.278,0.426,0.124,0.175,0.275,0.366,0.278,0.556,0.172,0.269,0.365,0.326,0.375,0.375,0.186,0.2,0.25,0.321,0.091,0.364,0.273,,,,,,,,,
1,2024-05-07,746315,Flyout,field_out,True,661388,607625,William Contreras,Seth Lugo,0,1b1310ad-a002-4977-9fb4-634ae8b49790,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,124.0,103.0,112.0,76.0,103.0,95.0,71.0,102.0,92.0,127.0,99.0,106.0,105.0,95.0,94.0,0.191,0.248,0.069,0.026,0.141,0.268,0.057,1.99,0.22,0.95,0.6,-0.63,1.06,0.16,92.4,91.0,85.6,87.5,92.3,85.3,79.3,0.183,0.275,0.159,0.278,0.426,0.124,0.175,0.275,0.366,0.278,0.556,0.172,0.269,0.365,0.326,0.375,0.375,0.186,0.2,0.25,0.321,0.091,0.364,0.273,,,,,,,,,
2,2024-05-07,746315,Single,single,False,672012,607625,Tyler Black,Seth Lugo,0,179d0945-3ffa-4e03-9378-855d3dc84f16,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,124.0,103.0,112.0,76.0,103.0,95.0,71.0,102.0,92.0,127.0,99.0,106.0,105.0,95.0,94.0,0.191,0.248,0.069,0.026,0.141,0.268,0.057,1.99,0.22,0.95,0.6,-0.63,1.06,0.16,92.4,91.0,85.6,87.5,92.3,85.3,79.3,0.183,0.275,0.159,0.278,0.426,0.124,0.175,0.275,0.366,0.278,0.556,0.172,0.269,0.365,0.326,0.375,0.375,0.186,0.2,0.25,0.321,0.091,0.364,0.273,,,,,,,,,
3,2024-05-07,746315,Walk,walk,False,642715,607625,Willy Adames,Seth Lugo,1,ceec83cd-61b8-4af3-987c-283ffe3e08ba,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,124.0,103.0,112.0,76.0,103.0,95.0,71.0,102.0,92.0,127.0,99.0,106.0,105.0,95.0,94.0,0.191,0.248,0.069,0.026,0.141,0.268,0.057,1.99,0.22,0.95,0.6,-0.63,1.06,0.16,92.4,91.0,85.6,87.5,92.3,85.3,79.3,0.183,0.275,0.159,0.278,0.426,0.124,0.175,0.275,0.366,0.278,0.556,0.172,0.269,0.365,0.326,0.375,0.375,0.186,0.2,0.25,0.321,0.091,0.364,0.273,,,,,,,,,
4,2024-05-07,746315,Lineout,field_out,True,668930,607625,Brice Turang,Seth Lugo,0,faff7f8f-f1bd-4794-8385-593fb59de599,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,124.0,103.0,112.0,76.0,103.0,95.0,71.0,102.0,92.0,127.0,99.0,106.0,105.0,95.0,94.0,0.191,0.248,0.069,0.026,0.141,0.268,0.057,1.99,0.22,0.95,0.6,-0.63,1.06,0.16,92.4,91.0,85.6,87.5,92.3,85.3,79.3,0.183,0.275,0.159,0.278,0.426,0.124,0.175,0.275,0.366,0.278,0.556,0.172,0.269,0.365,0.326,0.375,0.375,0.186,0.2,0.25,0.321,0.091,0.364,0.273,,,,,,,,,
5,2024-05-07,746315,Groundout,field_out,True,672580,607067,Maikel Garcia,Colin Rea,0,720270c9-8ccf-4eb0-a17f-e03c7bd13d1b,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.77,5.09,105.0,102.0,85.0,96.0,0.84,6.51,2.66,8.23,1.2,1.13,0.252,0.45,0.137,0.316,0.445,,,,107.0,106.0,103.0,69.0,109.0,95.0,85.0,101.0,95.0,108.0,105.0,108.0,76.0,95.0,89.0,0.306,0.172,0.226,0.082,0.171,0.043,,-0.12,-0.36,-0.32,-0.27,3.37,-5.02,,92.7,87.8,86.4,,92.3,82.1,78.3,0.23,0.365,0.239,0.276,0.44,0.109,0.444,0.833,0.111,0.062,0.077,0.227,,,,0.277,0.553,0.159,,,,0.243,0.297,0.26,78.0,98.0,100.0,,,,,,
6,2024-05-07,746315,Walk,walk,False,677951,607067,Bobby Witt Jr.,Colin Rea,0,4106250d-7c9a-4927-be69-3c30cbadd646,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.77,5.09,105.0,102.0,85.0,96.0,0.84,6.51,2.66,8.23,1.2,1.13,0.252,0.45,0.137,0.316,0.445,,,,107.0,106.0,103.0,69.0,109.0,95.0,85.0,101.0,95.0,108.0,105.0,108.0,76.0,95.0,89.0,0.306,0.172,0.226,0.082,0.171,0.043,,-0.12,-0.36,-0.32,-0.27,3.37,-5.02,,92.7,87.8,86.4,,92.3,82.1,78.3,0.23,0.365,0.239,0.276,0.44,0.109,0.444,0.833,0.111,0.062,0.077,0.227,,,,0.277,0.553,0.159,,,,0.243,0.297,0.26,78.0,98.0,100.0,,,,,,
7,2024-05-07,746315,Single,single,False,686469,607067,Vinnie Pasquantino,Colin Rea,1,e6f995f1-df84-4b93-9204-26cf8e68be0e,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.77,5.09,105.0,102.0,85.0,96.0,0.84,6.51,2.66,8.23,1.2,1.13,0.252,0.45,0.137,0.316,0.445,,,,107.0,106.0,103.0,69.0,109.0,95.0,85.0,101.0,95.0,108.0,105.0,108.0,76.0,95.0,89.0,0.306,0.172,0.226,0.082,0.171,0.043,,-0.12,-0.36,-0.32,-0.27,3.37,-5.02,,92.7,87.8,86.4,,92.3,82.1,78.3,0.23,0.365,0.239,0.276,0.44,0.109,0.444,0.833,0.111,0.062,0.077,0.227,,,,0.277,0.553,0.159,,,,0.243,0.297,0.26,78.0,98.0,100.0,,,,,,
8,2024-05-07,746315,Strikeout,strikeout,True,521692,607067,Salvador Perez,Colin Rea,0,cd1ef003-3cfe-47f0-99b5-654d6e436475,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.77,5.09,105.0,102.0,85.0,96.0,0.84,6.51,2.66,8.23,1.2,1.13,0.252,0.45,0.137,0.316,0.445,,,,107.0,106.0,103.0,69.0,109.0,95.0,85.0,101.0,95.0,108.0,105.0,108.0,76.0,95.0,89.0,0.306,0.172,0.226,0.082,0.171,0.043,,-0.12,-0.36,-0.32,-0.27,3.37,-5.02,,92.7,87.8,86.4,,92.3,82.1,78.3,0.23,0.365,0.239,0.276,0.44,0.109,0.444,0.833,0.111,0.062,0.077,0.227,,,,0.277,0.553,0.159,,,,0.243,0.297,0.26,78.0,98.0,100.0,,,,,,
9,2024-05-07,746315,Groundout,field_out,True,686681,607067,Michael Massey,Colin Rea,0,aca12560-32b0-40d5-8f27-c261d62e0960,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.77,5.09,105.0,102.0,85.0,96.0,0.84,6.51,2.66,8.23,1.2,1.13,0.252,0.45,0.137,0.316,0.445,,,,107.0,106.0,103.0,69.0,109.0,95.0,85.0,101.0,95.0,108.0,105.0,108.0,76.0,95.0,89.0,0.306,0.172,0.226,0.082,0.171,0.043,,-0.12,-0.36,-0.32,-0.27,3.37,-5.02,,92.7,87.8,86.4,,92.3,82.1,78.3,0.23,0.365,0.239,0.276,0.44,0.109,0.444,0.833,0.111,0.062,0.077,0.227,,,,0.277,0.553,0.159,,,,0.243,0.297,0.26,78.0,98.0,100.0,,,,,,
