,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2024-05-11,746480,Flyout,field_out,True,514888,669373,Jose Altuve,Tarik Skubal,0,58caeb75-fd5c-43ad-ba2d-6a1a7cc6e57f,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,112.0,103.0,103.0,97.0,107.0,106.0,110.0,102.0,105.0,99.0,90.0,100.0,0.21,0.317,0.154,0.047,0.272,1.19,1.96,1.72,2.55,0.42,96.8,86.0,96.7,88.7,78.6,0.217,0.37,0.468,0.195,0.333,0.264,0.17,0.27,0.171,0.16,0.26,0.386,0.143,0.143,0.214,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-11,746480,Flyout,field_out,True,665161,669373,Jeremy Peña,Tarik Skubal,0,37b9b299-c945-4831-929e-8f25d7fd77ed,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,112.0,103.0,103.0,97.0,107.0,106.0,110.0,102.0,105.0,99.0,90.0,100.0,0.21,0.317,0.154,0.047,0.272,1.19,1.96,1.72,2.55,0.42,96.8,86.0,96.7,88.7,78.6,0.217,0.37,0.468,0.195,0.333,0.264,0.17,0.27,0.171,0.16,0.26,0.386,0.143,0.143,0.214,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-11,746480,Groundout,field_out,True,670541,669373,Yordan Alvarez,Tarik Skubal,0,e8b9c08a-0d07-41df-ae4c-2eef983a1ed1,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,112.0,103.0,103.0,97.0,107.0,106.0,110.0,102.0,105.0,99.0,90.0,100.0,0.21,0.317,0.154,0.047,0.272,1.19,1.96,1.72,2.55,0.42,96.8,86.0,96.7,88.7,78.6,0.217,0.37,0.468,0.195,0.333,0.264,0.17,0.27,0.171,0.16,0.26,0.386,0.143,0.143,0.214,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-11,746480,Flyout,field_out,True,682985,664299,Riley Greene,Cristian Javier,0,97ce29b2-17bb-4ee7-afc9-1484487545cb,664299.0,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.57,34.2,92.0,113.0,97.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,137.0,96.0,104.0,101.0,88.0,89.0,,,,113.0,93.0,99.0,81.0,94.0,97.0,,0.393,0.295,0.044,0.268,-1.32,,0.37,-5.22,1.37,91.7,81.2,,77.5,75.2,0.194,0.306,0.276,0.256,0.535,0.27,,,,0.205,0.341,0.25,0.5,0.667,0.143,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-05-11,746480,Walk,walk,False,592192,664299,Mark Canha,Cristian Javier,0,6427170e-4f97-4dd3-bc4a-681fd1ecf497,664299.0,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.57,34.2,92.0,113.0,97.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,137.0,96.0,104.0,101.0,88.0,89.0,,,,113.0,93.0,99.0,81.0,94.0,97.0,,0.393,0.295,0.044,0.268,-1.32,,0.37,-5.22,1.37,91.7,81.2,,77.5,75.2,0.194,0.306,0.276,0.256,0.535,0.27,,,,0.205,0.341,0.25,0.5,0.667,0.143,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-05-11,746480,Walk,walk,False,672761,664299,Wenceel Pérez,Cristian Javier,1,c2c292ed-7ef2-400f-9bc3-cc925c179c0f,664299.0,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.57,34.2,92.0,113.0,97.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,137.0,96.0,104.0,101.0,88.0,89.0,,,,113.0,93.0,99.0,81.0,94.0,97.0,,0.393,0.295,0.044,0.268,-1.32,,0.37,-5.22,1.37,91.7,81.2,,77.5,75.2,0.194,0.306,0.276,0.256,0.535,0.27,,,,0.205,0.341,0.25,0.5,0.667,0.143,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-05-11,746480,Lineout,field_out,True,681481,664299,Kerry Carpenter,Cristian Javier,1,c812ed1b-afb5-422c-b6e8-cf71200ce29a,664299.0,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.57,34.2,92.0,113.0,97.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,137.0,96.0,104.0,101.0,88.0,89.0,,,,113.0,93.0,99.0,81.0,94.0,97.0,,0.393,0.295,0.044,0.268,-1.32,,0.37,-5.22,1.37,91.7,81.2,,77.5,75.2,0.194,0.306,0.276,0.256,0.535,0.27,,,,0.205,0.341,0.25,0.5,0.667,0.143,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-05-11,746480,Lineout,field_out,True,663837,664299,Matt Vierling,Cristian Javier,1,e299001d-4138-47cb-b97d-2da09d8e9fbc,664299.0,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.57,34.2,92.0,113.0,97.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,137.0,96.0,104.0,101.0,88.0,89.0,,,,113.0,93.0,99.0,81.0,94.0,97.0,,0.393,0.295,0.044,0.268,-1.32,,0.37,-5.22,1.37,91.7,81.2,,77.5,75.2,0.194,0.306,0.276,0.256,0.535,0.27,,,,0.205,0.341,0.25,0.5,0.667,0.143,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-05-11,746480,Pop Out,field_out,True,608324,669373,Alex Bregman,Tarik Skubal,0,b753e3f2-270b-40bf-a27d-7f748a02c934,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,112.0,103.0,103.0,97.0,107.0,106.0,110.0,102.0,105.0,99.0,90.0,100.0,0.21,0.317,0.154,0.047,0.272,1.19,1.96,1.72,2.55,0.42,96.8,86.0,96.7,88.7,78.6,0.217,0.37,0.468,0.195,0.333,0.264,0.17,0.27,0.171,0.16,0.26,0.386,0.143,0.143,0.214,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-05-11,746480,Strikeout,strikeout,True,572138,669373,Jon Singleton,Tarik Skubal,0,df3f03ae-17c8-494e-a9a6-78c3970c00a2,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,112.0,103.0,103.0,97.0,107.0,106.0,110.0,102.0,105.0,99.0,90.0,100.0,0.21,0.317,0.154,0.047,0.272,1.19,1.96,1.72,2.55,0.42,96.8,86.0,96.7,88.7,78.6,0.217,0.37,0.468,0.195,0.333,0.264,0.17,0.27,0.171,0.16,0.26,0.386,0.143,0.143,0.214,,,,,,,,,,,,,,,,,,,,,,,,
