,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,FC_slg,FC_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff
0,2024-08-31,746348,Strikeout,strikeout,True,672580,579328,Maikel Garcia,Yusei Kikuchi,0,83936e68-9340-48e7-a8e2-43953dd74a43,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.31,3.97,156.2,102.0,110.0,105.0,0.733,10.51,2.3,8.9,1.32,1.1,0.27,0.403,0.124,0.371,0.445,100.0,94.0,92.0,99.0,105.0,105.0,115.0,103.0,108.0,112.0,101.0,107.0,0.483,0.22,0.185,0.112,-0.13,0.94,-0.21,0.02,95.5,86.9,88.5,82.7,0.285,0.516,0.276,0.219,0.302,0.298,0.274,0.419,0.279,0.183,0.239,0.371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-31,746348,Groundout,field_out,True,677951,579328,Bobby Witt Jr.,Yusei Kikuchi,0,b300e2f6-3124-4c44-ab7a-700f486bc63a,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.31,3.97,156.2,102.0,110.0,105.0,0.733,10.51,2.3,8.9,1.32,1.1,0.27,0.403,0.124,0.371,0.445,100.0,94.0,92.0,99.0,105.0,105.0,115.0,103.0,108.0,112.0,101.0,107.0,0.483,0.22,0.185,0.112,-0.13,0.94,-0.21,0.02,95.5,86.9,88.5,82.7,0.285,0.516,0.276,0.219,0.302,0.298,0.274,0.419,0.279,0.183,0.239,0.371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-31,746348,Flyout,field_out,True,521692,579328,Salvador Perez,Yusei Kikuchi,0,d7421bc7-3d2d-4436-ae58-c1e9c38a00ef,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.31,3.97,156.2,102.0,110.0,105.0,0.733,10.51,2.3,8.9,1.32,1.1,0.27,0.403,0.124,0.371,0.445,100.0,94.0,92.0,99.0,105.0,105.0,115.0,103.0,108.0,112.0,101.0,107.0,0.483,0.22,0.185,0.112,-0.13,0.94,-0.21,0.02,95.5,86.9,88.5,82.7,0.285,0.516,0.276,0.219,0.302,0.298,0.274,0.419,0.279,0.183,0.239,0.371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-31,746348,Lineout,field_out,True,514888,666142,Jose Altuve,Cole Ragans,0,262ae7de-c1be-4009-9f22-51b154f68859,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.33,3.31,167.1,100.0,109.0,104.0,0.702,10.97,3.07,7.31,0.75,0.97,0.279,0.392,0.17,0.303,0.409,112.0,98.0,103.0,,,,106.0,101.0,106.0,131.0,106.0,113.0,0.416,0.126,,0.239,0.85,-0.13,,1.05,95.5,84.9,86.1,,0.213,0.371,0.237,0.206,0.309,0.341,0.161,0.226,0.315,0.194,0.3,0.482,102.0,96.0,101.0,89.0,95.0,91.0,0.116,0.103,0.36,0.85,90.9,80.8,0.349,0.444,0.22,,,,,,,,,,,,,,,,,,
4,2024-08-31,746348,Strikeout,strikeout,True,670541,666142,Yordan Alvarez,Cole Ragans,0,42804049-8e98-4335-83be-ca9a27c78fb0,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.33,3.31,167.1,100.0,109.0,104.0,0.702,10.97,3.07,7.31,0.75,0.97,0.279,0.392,0.17,0.303,0.409,112.0,98.0,103.0,,,,106.0,101.0,106.0,131.0,106.0,113.0,0.416,0.126,,0.239,0.85,-0.13,,1.05,95.5,84.9,86.1,,0.213,0.371,0.237,0.206,0.309,0.341,0.161,0.226,0.315,0.194,0.3,0.482,102.0,96.0,101.0,89.0,95.0,91.0,0.116,0.103,0.36,0.85,90.9,80.8,0.349,0.444,0.22,,,,,,,,,,,,,,,,,,
5,2024-08-31,746348,Strikeout,strikeout,True,673237,666142,Yainer Diaz,Cole Ragans,0,b14ff8a8-72e6-466d-8b30-a28219988d4b,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.33,3.31,167.1,100.0,109.0,104.0,0.702,10.97,3.07,7.31,0.75,0.97,0.279,0.392,0.17,0.303,0.409,112.0,98.0,103.0,,,,106.0,101.0,106.0,131.0,106.0,113.0,0.416,0.126,,0.239,0.85,-0.13,,1.05,95.5,84.9,86.1,,0.213,0.371,0.237,0.206,0.309,0.341,0.161,0.226,0.315,0.194,0.3,0.482,102.0,96.0,101.0,89.0,95.0,91.0,0.116,0.103,0.36,0.85,90.9,80.8,0.349,0.444,0.22,,,,,,,,,,,,,,,,,,
6,2024-08-31,746348,Strikeout,strikeout,True,657557,579328,Paul DeJong,Yusei Kikuchi,0,aff6093b-02e0-4f52-9440-95e58f4e050d,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.31,3.97,156.2,102.0,110.0,105.0,0.733,10.51,2.3,8.9,1.32,1.1,0.27,0.403,0.124,0.371,0.445,100.0,94.0,92.0,99.0,105.0,105.0,115.0,103.0,108.0,112.0,101.0,107.0,0.483,0.22,0.185,0.112,-0.13,0.94,-0.21,0.02,95.5,86.9,88.5,82.7,0.285,0.516,0.276,0.219,0.302,0.298,0.274,0.419,0.279,0.183,0.239,0.371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-08-31,746348,Strikeout,strikeout,True,666023,579328,Freddy Fermin,Yusei Kikuchi,0,a8828054-be7c-4b3b-b183-122ef26cd093,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.31,3.97,156.2,102.0,110.0,105.0,0.733,10.51,2.3,8.9,1.32,1.1,0.27,0.403,0.124,0.371,0.445,100.0,94.0,92.0,99.0,105.0,105.0,115.0,103.0,108.0,112.0,101.0,107.0,0.483,0.22,0.185,0.112,-0.13,0.94,-0.21,0.02,95.5,86.9,88.5,82.7,0.285,0.516,0.276,0.219,0.302,0.298,0.274,0.419,0.279,0.183,0.239,0.371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-31,746348,Groundout,field_out,True,669004,579328,MJ Melendez,Yusei Kikuchi,0,2ddde5ef-22d9-4e8f-aaf0-7ab974dbde47,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.31,3.97,156.2,102.0,110.0,105.0,0.733,10.51,2.3,8.9,1.32,1.1,0.27,0.403,0.124,0.371,0.445,100.0,94.0,92.0,99.0,105.0,105.0,115.0,103.0,108.0,112.0,101.0,107.0,0.483,0.22,0.185,0.112,-0.13,0.94,-0.21,0.02,95.5,86.9,88.5,82.7,0.285,0.516,0.276,0.219,0.302,0.298,0.274,0.419,0.279,0.183,0.239,0.371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-31,746348,Strikeout,strikeout,True,665161,666142,Jeremy Peña,Cole Ragans,0,4a8d209f-546d-481b-9bd9-a3ccfd5bfd6e,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.33,3.31,167.1,100.0,109.0,104.0,0.702,10.97,3.07,7.31,0.75,0.97,0.279,0.392,0.17,0.303,0.409,112.0,98.0,103.0,,,,106.0,101.0,106.0,131.0,106.0,113.0,0.416,0.126,,0.239,0.85,-0.13,,1.05,95.5,84.9,86.1,,0.213,0.371,0.237,0.206,0.309,0.341,0.161,0.226,0.315,0.194,0.3,0.482,102.0,96.0,101.0,89.0,95.0,91.0,0.116,0.103,0.36,0.85,90.9,80.8,0.349,0.444,0.22,,,,,,,,,,,,,,,,,,
