,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,CH%,wFC/C,wCU/C,wCH/C,vFC,vCH,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff
0,2024-05-18,744938,Single,single,False,650490,592332,Yandy Díaz,Kevin Gausman,0,fd623866-80ba-4426-a4b7-87c148a19230,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.5,5.19,104.0,105.0,97.0,106.0,0.783,9.0,2.34,9.43,1.3,1.01,0.226,0.462,0.124,0.379,0.42,101.0,106.0,107.0,93.0,99.0,90.0,93.0,88.0,94.0,93.0,109.0,110.0,0.048,0.543,0.327,0.082,-0.1,-0.61,-1.31,-2.39,93.9,85.7,93.5,83.1,0.298,0.521,0.198,0.207,0.343,0.33,0.32,0.56,0.298,0.278,0.444,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-18,744938,Flyout,field_out,True,668227,592332,Randy Arozarena,Kevin Gausman,0,d9cf7860-9811-4461-84b7-a3c24ce7d3c2,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.5,5.19,104.0,105.0,97.0,106.0,0.783,9.0,2.34,9.43,1.3,1.01,0.226,0.462,0.124,0.379,0.42,101.0,106.0,107.0,93.0,99.0,90.0,93.0,88.0,94.0,93.0,109.0,110.0,0.048,0.543,0.327,0.082,-0.1,-0.61,-1.31,-2.39,93.9,85.7,93.5,83.1,0.298,0.521,0.198,0.207,0.343,0.33,0.32,0.56,0.298,0.278,0.444,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-18,744938,Lineout,field_out,True,623912,592332,Harold Ramírez,Kevin Gausman,0,b02388e6-4af0-415f-a566-6355b2f7a732,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.5,5.19,104.0,105.0,97.0,106.0,0.783,9.0,2.34,9.43,1.3,1.01,0.226,0.462,0.124,0.379,0.42,101.0,106.0,107.0,93.0,99.0,90.0,93.0,88.0,94.0,93.0,109.0,110.0,0.048,0.543,0.327,0.082,-0.1,-0.61,-1.31,-2.39,93.9,85.7,93.5,83.1,0.298,0.521,0.198,0.207,0.343,0.33,0.32,0.56,0.298,0.278,0.444,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-18,744938,Strikeout,strikeout,True,670623,592332,Isaac Paredes,Kevin Gausman,0,ef52c5aa-6ac8-4743-9447-0a1349972ec6,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.5,5.19,104.0,105.0,97.0,106.0,0.783,9.0,2.34,9.43,1.3,1.01,0.226,0.462,0.124,0.379,0.42,101.0,106.0,107.0,93.0,99.0,90.0,93.0,88.0,94.0,93.0,109.0,110.0,0.048,0.543,0.327,0.082,-0.1,-0.61,-1.31,-2.39,93.9,85.7,93.5,83.1,0.298,0.521,0.198,0.207,0.343,0.33,0.32,0.56,0.298,0.278,0.444,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-05-18,744938,Double,double,False,676914,621107,Davis Schneider,Zach Eflin,0,24bdf6b1-b3f6-477e-b5c3-b85f44b02dd9,621107.0,zacheflin,Eflin,Right,Zach Eflin,TBR,4.14,3.39,104.1,108.0,94.0,104.0,0.816,7.16,1.12,9.4,1.12,1.16,0.215,0.44,0.153,0.31,0.463,63.0,105.0,96.0,91.0,109.0,104.0,121.0,107.0,112.0,,,,0.31,0.095,,0.101,-1.29,,0.08,2.39,92.6,,91.7,80.0,0.25,0.425,0.278,,,,0.167,0.361,0.25,0.269,0.403,0.134,84.0,107.0,111.0,111.0,116.0,112.0,86.0,103.0,97.0,0.265,0.197,0.032,0.53,-1.41,-2.78,87.8,85.0,79.2,0.253,0.424,0.167,0.297,0.451,0.293,0.278,0.5,0.13
5,2024-05-18,744938,Flyout,field_out,True,662139,621107,Daulton Varsho,Zach Eflin,0,e413ccda-e358-4be7-b32d-e75ae1400f10,621107.0,zacheflin,Eflin,Right,Zach Eflin,TBR,4.14,3.39,104.1,108.0,94.0,104.0,0.816,7.16,1.12,9.4,1.12,1.16,0.215,0.44,0.153,0.31,0.463,63.0,105.0,96.0,91.0,109.0,104.0,121.0,107.0,112.0,,,,0.31,0.095,,0.101,-1.29,,0.08,2.39,92.6,,91.7,80.0,0.25,0.425,0.278,,,,0.167,0.361,0.25,0.269,0.403,0.134,84.0,107.0,111.0,111.0,116.0,112.0,86.0,103.0,97.0,0.265,0.197,0.032,0.53,-1.41,-2.78,87.8,85.0,79.2,0.253,0.424,0.167,0.297,0.451,0.293,0.278,0.5,0.13
6,2024-05-18,744938,Groundout,field_out,True,665489,621107,Vladimir Guerrero Jr.,Zach Eflin,1,845fea83-3ea5-44f7-8725-b24966076905,621107.0,zacheflin,Eflin,Right,Zach Eflin,TBR,4.14,3.39,104.1,108.0,94.0,104.0,0.816,7.16,1.12,9.4,1.12,1.16,0.215,0.44,0.153,0.31,0.463,63.0,105.0,96.0,91.0,109.0,104.0,121.0,107.0,112.0,,,,0.31,0.095,,0.101,-1.29,,0.08,2.39,92.6,,91.7,80.0,0.25,0.425,0.278,,,,0.167,0.361,0.25,0.269,0.403,0.134,84.0,107.0,111.0,111.0,116.0,112.0,86.0,103.0,97.0,0.265,0.197,0.032,0.53,-1.41,-2.78,87.8,85.0,79.2,0.253,0.424,0.167,0.297,0.451,0.293,0.278,0.5,0.13
7,2024-05-18,744938,Groundout,field_out,True,666182,621107,Bo Bichette,Zach Eflin,0,edba146e-8383-457f-a7ec-0643687e2d19,621107.0,zacheflin,Eflin,Right,Zach Eflin,TBR,4.14,3.39,104.1,108.0,94.0,104.0,0.816,7.16,1.12,9.4,1.12,1.16,0.215,0.44,0.153,0.31,0.463,63.0,105.0,96.0,91.0,109.0,104.0,121.0,107.0,112.0,,,,0.31,0.095,,0.101,-1.29,,0.08,2.39,92.6,,91.7,80.0,0.25,0.425,0.278,,,,0.167,0.361,0.25,0.269,0.403,0.134,84.0,107.0,111.0,111.0,116.0,112.0,86.0,103.0,97.0,0.265,0.197,0.032,0.53,-1.41,-2.78,87.8,85.0,79.2,0.253,0.424,0.167,0.297,0.451,0.293,0.278,0.5,0.13
8,2024-05-18,744938,Groundout,field_out,True,676356,592332,Jonny DeLuca,Kevin Gausman,0,841f26b4-0aef-4cc8-94a2-6628fea3eb89,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.5,5.19,104.0,105.0,97.0,106.0,0.783,9.0,2.34,9.43,1.3,1.01,0.226,0.462,0.124,0.379,0.42,101.0,106.0,107.0,93.0,99.0,90.0,93.0,88.0,94.0,93.0,109.0,110.0,0.048,0.543,0.327,0.082,-0.1,-0.61,-1.31,-2.39,93.9,85.7,93.5,83.1,0.298,0.521,0.198,0.207,0.343,0.33,0.32,0.56,0.298,0.278,0.444,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-05-18,744938,Groundout,field_out,True,642708,592332,Amed Rosario,Kevin Gausman,0,adb2f17b-ef13-4d9b-a7f7-207a8c3383fd,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.5,5.19,104.0,105.0,97.0,106.0,0.783,9.0,2.34,9.43,1.3,1.01,0.226,0.462,0.124,0.379,0.42,101.0,106.0,107.0,93.0,99.0,90.0,93.0,88.0,94.0,93.0,109.0,110.0,0.048,0.543,0.327,0.082,-0.1,-0.61,-1.31,-2.39,93.9,85.7,93.5,83.1,0.298,0.521,0.198,0.207,0.343,0.33,0.32,0.56,0.298,0.278,0.444,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,
