,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
10,2024-06-25,747022,Strikeout,strikeout,True,669720,671106,Austin Hays,Logan Allen,0,38f342fa-dac0-4ffa-8142-e8f56f32a04d,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,,,,61.0,98.0,88.0,,,,91.0,98.0,86.0,92.0,99.0,97.0,,0.483,0.15,0.183,,0.183,-1.5,0.37,,-2.18,,-1.11,91.2,85.4,81.6,,78.6,,0.329,0.593,0.159,,,,,,,0.254,0.479,0.278,0.245,0.449,0.196,0.263,0.509,0.355,,,,,,,,,
11,2024-06-25,747022,Single,single,False,671286,608344,Johnathan Rodriguez,Cole Irvin,0,1d19cf0a-63ae-47bc-ab82-9cddc1176eb3,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.67,5.72,88.2,102.0,79.0,95.0,0.847,6.19,2.03,10.45,1.22,0.94,0.252,0.424,0.116,0.358,0.484,68.0,109.0,102.0,99.0,98.0,102.0,62.0,101.0,86.0,81.0,103.0,92.0,85.0,120.0,120.0,83.0,102.0,91.0,0.145,0.326,0.101,0.046,0.247,0.135,-1.6,-0.22,0.1,-5.55,0.21,1.08,91.9,86.0,85.0,91.8,77.9,77.3,0.31,0.66,0.151,0.27,0.365,0.203,0.304,0.446,0.084,0.217,0.283,0.25,0.326,0.512,0.187,0.308,0.538,0.15,,,,,,,,,
12,2024-06-25,747022,Double,double,False,666310,608344,Bo Naylor,Cole Irvin,1,fdb89efc-be96-4f36-a1ac-b71c8b01d430,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.67,5.72,88.2,102.0,79.0,95.0,0.847,6.19,2.03,10.45,1.22,0.94,0.252,0.424,0.116,0.358,0.484,68.0,109.0,102.0,99.0,98.0,102.0,62.0,101.0,86.0,81.0,103.0,92.0,85.0,120.0,120.0,83.0,102.0,91.0,0.145,0.326,0.101,0.046,0.247,0.135,-1.6,-0.22,0.1,-5.55,0.21,1.08,91.9,86.0,85.0,91.8,77.9,77.3,0.31,0.66,0.151,0.27,0.365,0.203,0.304,0.446,0.084,0.217,0.283,0.25,0.326,0.512,0.187,0.308,0.538,0.15,,,,,,,,,
13,2024-06-25,747022,Double,double,False,672356,608344,Gabriel Arias,Cole Irvin,1,1d194da2-89e6-4423-9052-93c1dd665914,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.67,5.72,88.2,102.0,79.0,95.0,0.847,6.19,2.03,10.45,1.22,0.94,0.252,0.424,0.116,0.358,0.484,68.0,109.0,102.0,99.0,98.0,102.0,62.0,101.0,86.0,81.0,103.0,92.0,85.0,120.0,120.0,83.0,102.0,91.0,0.145,0.326,0.101,0.046,0.247,0.135,-1.6,-0.22,0.1,-5.55,0.21,1.08,91.9,86.0,85.0,91.8,77.9,77.3,0.31,0.66,0.151,0.27,0.365,0.203,0.304,0.446,0.084,0.217,0.283,0.25,0.326,0.512,0.187,0.308,0.538,0.15,,,,,,,,,
14,2024-06-25,747022,Sac Bunt,sac_bunt,True,677587,608344,Brayan Rocchio,Cole Irvin,1,20ecdca3-9aa5-40cc-8d8e-ebeb2ad84f12,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.67,5.72,88.2,102.0,79.0,95.0,0.847,6.19,2.03,10.45,1.22,0.94,0.252,0.424,0.116,0.358,0.484,68.0,109.0,102.0,99.0,98.0,102.0,62.0,101.0,86.0,81.0,103.0,92.0,85.0,120.0,120.0,83.0,102.0,91.0,0.145,0.326,0.101,0.046,0.247,0.135,-1.6,-0.22,0.1,-5.55,0.21,1.08,91.9,86.0,85.0,91.8,77.9,77.3,0.31,0.66,0.151,0.27,0.365,0.203,0.304,0.446,0.084,0.217,0.283,0.25,0.326,0.512,0.187,0.308,0.538,0.15,,,,,,,,,
15,2024-06-25,747022,Fielders Choice Out,fielders_choice_out,True,680757,608344,Steven Kwan,Cole Irvin,1,57541da6-c654-47cd-85f3-139bd8d12267,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.67,5.72,88.2,102.0,79.0,95.0,0.847,6.19,2.03,10.45,1.22,0.94,0.252,0.424,0.116,0.358,0.484,68.0,109.0,102.0,99.0,98.0,102.0,62.0,101.0,86.0,81.0,103.0,92.0,85.0,120.0,120.0,83.0,102.0,91.0,0.145,0.326,0.101,0.046,0.247,0.135,-1.6,-0.22,0.1,-5.55,0.21,1.08,91.9,86.0,85.0,91.8,77.9,77.3,0.31,0.66,0.151,0.27,0.365,0.203,0.304,0.446,0.084,0.217,0.283,0.25,0.326,0.512,0.187,0.308,0.538,0.15,,,,,,,,,
16,2024-06-25,747022,Groundout,field_out,True,665926,608344,Andrés Giménez,Cole Irvin,1,40024b56-ae57-42d0-b076-c9b5566dbe5b,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.67,5.72,88.2,102.0,79.0,95.0,0.847,6.19,2.03,10.45,1.22,0.94,0.252,0.424,0.116,0.358,0.484,68.0,109.0,102.0,99.0,98.0,102.0,62.0,101.0,86.0,81.0,103.0,92.0,85.0,120.0,120.0,83.0,102.0,91.0,0.145,0.326,0.101,0.046,0.247,0.135,-1.6,-0.22,0.1,-5.55,0.21,1.08,91.9,86.0,85.0,91.8,77.9,77.3,0.31,0.66,0.151,0.27,0.365,0.203,0.304,0.446,0.084,0.217,0.283,0.25,0.326,0.512,0.187,0.308,0.538,0.15,,,,,,,,,
17,2024-06-25,747022,Triple,triple,False,622761,671106,Jorge Mateo,Logan Allen,0,64210a0f-606c-409f-a891-af2d15c3f008,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,,,,61.0,98.0,88.0,,,,91.0,98.0,86.0,92.0,99.0,97.0,,0.483,0.15,0.183,,0.183,-1.5,0.37,,-2.18,,-1.11,91.2,85.4,81.6,,78.6,,0.329,0.593,0.159,,,,,,,0.254,0.479,0.278,0.245,0.449,0.196,0.263,0.509,0.355,,,,,,,,,
18,2024-06-25,747022,Single,single,False,543510,671106,James McCann,Logan Allen,1,1956c574-9f7b-4a30-bd56-ed999d6bb1a5,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,,,,61.0,98.0,88.0,,,,91.0,98.0,86.0,92.0,99.0,97.0,,0.483,0.15,0.183,,0.183,-1.5,0.37,,-2.18,,-1.11,91.2,85.4,81.6,,78.6,,0.329,0.593,0.159,,,,,,,0.254,0.479,0.278,0.245,0.449,0.196,0.263,0.509,0.355,,,,,,,,,
19,2024-06-25,747022,Lineout,field_out,True,681297,671106,Colton Cowser,Logan Allen,0,e18ba90c-2cc1-4d96-935b-bd2baa65258e,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,,,,61.0,98.0,88.0,,,,91.0,98.0,86.0,92.0,99.0,97.0,,0.483,0.15,0.183,,0.183,-1.5,0.37,,-2.18,,-1.11,91.2,85.4,81.6,,78.6,,0.329,0.593,0.159,,,,,,,0.254,0.479,0.278,0.245,0.449,0.196,0.263,0.509,0.355,,,,,,,,,
20,2024-06-25,747022,Strikeout,strikeout,True,668939,671106,Adley Rutschman,Logan Allen,0,62723a71-7ce6-455c-adc8-08c92c3cda88,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,,,,61.0,98.0,88.0,,,,91.0,98.0,86.0,92.0,99.0,97.0,,0.483,0.15,0.183,,0.183,-1.5,0.37,,-2.18,,-1.11,91.2,85.4,81.6,,78.6,,0.329,0.593,0.159,,,,,,,0.254,0.479,0.278,0.245,0.449,0.196,0.263,0.509,0.355,,,,,,,,,
21,2024-06-25,747022,Double,double,True,663624,671106,Ryan Mountcastle,Logan Allen,1,5335b242-dcfc-45b9-b6e6-09b43e0c5b66,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,,,,61.0,98.0,88.0,,,,91.0,98.0,86.0,92.0,99.0,97.0,,0.483,0.15,0.183,,0.183,-1.5,0.37,,-2.18,,-1.11,91.2,85.4,81.6,,78.6,,0.329,0.593,0.159,,,,,,,0.254,0.479,0.278,0.245,0.449,0.196,0.263,0.509,0.355,,,,,,,,,
22,2024-06-25,747022,Lineout,field_out,True,608070,608344,José Ramírez,Cole Irvin,0,dc53bbe1-40f3-47ae-a556-e90f6b974118,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.67,5.72,88.2,102.0,79.0,95.0,0.847,6.19,2.03,10.45,1.22,0.94,0.252,0.424,0.116,0.358,0.484,68.0,109.0,102.0,99.0,98.0,102.0,62.0,101.0,86.0,81.0,103.0,92.0,85.0,120.0,120.0,83.0,102.0,91.0,0.145,0.326,0.101,0.046,0.247,0.135,-1.6,-0.22,0.1,-5.55,0.21,1.08,91.9,86.0,85.0,91.8,77.9,77.3,0.31,0.66,0.151,0.27,0.365,0.203,0.304,0.446,0.084,0.217,0.283,0.25,0.326,0.512,0.187,0.308,0.538,0.15,,,,,,,,,
23,2024-06-25,747022,Strikeout,strikeout,True,681807,608344,David Fry,Cole Irvin,0,345cf0e9-5fd6-4e9b-a46b-8b61bc4c0b71,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.67,5.72,88.2,102.0,79.0,95.0,0.847,6.19,2.03,10.45,1.22,0.94,0.252,0.424,0.116,0.358,0.484,68.0,109.0,102.0,99.0,98.0,102.0,62.0,101.0,86.0,81.0,103.0,92.0,85.0,120.0,120.0,83.0,102.0,91.0,0.145,0.326,0.101,0.046,0.247,0.135,-1.6,-0.22,0.1,-5.55,0.21,1.08,91.9,86.0,85.0,91.8,77.9,77.3,0.31,0.66,0.151,0.27,0.365,0.203,0.304,0.446,0.084,0.217,0.283,0.25,0.326,0.512,0.187,0.308,0.538,0.15,,,,,,,,,
24,2024-06-25,747022,Single,single,False,671289,608344,Tyler Freeman,Cole Irvin,0,2b848626-2c05-4a98-9d2d-9a6690246dca,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.67,5.72,88.2,102.0,79.0,95.0,0.847,6.19,2.03,10.45,1.22,0.94,0.252,0.424,0.116,0.358,0.484,68.0,109.0,102.0,99.0,98.0,102.0,62.0,101.0,86.0,81.0,103.0,92.0,85.0,120.0,120.0,83.0,102.0,91.0,0.145,0.326,0.101,0.046,0.247,0.135,-1.6,-0.22,0.1,-5.55,0.21,1.08,91.9,86.0,85.0,91.8,77.9,77.3,0.31,0.66,0.151,0.27,0.365,0.203,0.304,0.446,0.084,0.217,0.283,0.25,0.326,0.512,0.187,0.308,0.538,0.15,,,,,,,,,
25,2024-06-25,747022,Caught Stealing 2B,caught_stealing_2b,True,671286,608344,Johnathan Rodriguez,Cole Irvin,0,30d5ea18-4761-4966-b29d-6928a8cf32b0,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.67,5.72,88.2,102.0,79.0,95.0,0.847,6.19,2.03,10.45,1.22,0.94,0.252,0.424,0.116,0.358,0.484,68.0,109.0,102.0,99.0,98.0,102.0,62.0,101.0,86.0,81.0,103.0,92.0,85.0,120.0,120.0,83.0,102.0,91.0,0.145,0.326,0.101,0.046,0.247,0.135,-1.6,-0.22,0.1,-5.55,0.21,1.08,91.9,86.0,85.0,91.8,77.9,77.3,0.31,0.66,0.151,0.27,0.365,0.203,0.304,0.446,0.084,0.217,0.283,0.25,0.326,0.512,0.187,0.308,0.538,0.15,,,,,,,,,
26,2024-06-25,747022,Pop Out,field_out,True,623993,671106,Anthony Santander,Logan Allen,0,cc013e14-fd7d-42ba-bb72-dd57c3dea366,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,,,,61.0,98.0,88.0,,,,91.0,98.0,86.0,92.0,99.0,97.0,,0.483,0.15,0.183,,0.183,-1.5,0.37,,-2.18,,-1.11,91.2,85.4,81.6,,78.6,,0.329,0.593,0.159,,,,,,,0.254,0.479,0.278,0.245,0.449,0.196,0.263,0.509,0.355,,,,,,,,,
27,2024-06-25,747022,Walk,walk,False,683002,671106,Gunnar Henderson,Logan Allen,0,c5e998af-e837-4644-b50e-9b415ae15604,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,,,,61.0,98.0,88.0,,,,91.0,98.0,86.0,92.0,99.0,97.0,,0.483,0.15,0.183,,0.183,-1.5,0.37,,-2.18,,-1.11,91.2,85.4,81.6,,78.6,,0.329,0.593,0.159,,,,,,,0.254,0.479,0.278,0.245,0.449,0.196,0.263,0.509,0.355,,,,,,,,,
28,2024-06-25,747022,Double,double,False,676059,671106,Jordan Westburg,Logan Allen,1,d88b8ae1-dd05-4c76-a66a-7b63b690abe9,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,,,,61.0,98.0,88.0,,,,91.0,98.0,86.0,92.0,99.0,97.0,,0.483,0.15,0.183,,0.183,-1.5,0.37,,-2.18,,-1.11,91.2,85.4,81.6,,78.6,,0.329,0.593,0.159,,,,,,,0.254,0.479,0.278,0.245,0.449,0.196,0.263,0.509,0.355,,,,,,,,,
29,2024-06-25,747022,Strikeout,strikeout,True,669720,671106,Austin Hays,Logan Allen,0,0c1e1a96-f79e-464b-8b7f-5adae11c68ba,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,,,,61.0,98.0,88.0,,,,91.0,98.0,86.0,92.0,99.0,97.0,,0.483,0.15,0.183,,0.183,-1.5,0.37,,-2.18,,-1.11,91.2,85.4,81.6,,78.6,,0.329,0.593,0.159,,,,,,,0.254,0.479,0.278,0.245,0.449,0.196,0.263,0.509,0.355,,,,,,,,,
30,2024-06-25,747022,Strikeout,strikeout,True,622761,671106,Jorge Mateo,Logan Allen,0,87b9be02-e911-4826-8097-1e5a53255818,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,,,,61.0,98.0,88.0,,,,91.0,98.0,86.0,92.0,99.0,97.0,,0.483,0.15,0.183,,0.183,-1.5,0.37,,-2.18,,-1.11,91.2,85.4,81.6,,78.6,,0.329,0.593,0.159,,,,,,,0.254,0.479,0.278,0.245,0.449,0.196,0.263,0.509,0.355,,,,,,,,,
31,2024-06-25,747022,Groundout,field_out,True,671286,608344,Johnathan Rodriguez,Cole Irvin,0,a42410f8-1103-42ed-884b-d726eea9b13d,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.67,5.72,88.2,102.0,79.0,95.0,0.847,6.19,2.03,10.45,1.22,0.94,0.252,0.424,0.116,0.358,0.484,68.0,109.0,102.0,99.0,98.0,102.0,62.0,101.0,86.0,81.0,103.0,92.0,85.0,120.0,120.0,83.0,102.0,91.0,0.145,0.326,0.101,0.046,0.247,0.135,-1.6,-0.22,0.1,-5.55,0.21,1.08,91.9,86.0,85.0,91.8,77.9,77.3,0.31,0.66,0.151,0.27,0.365,0.203,0.304,0.446,0.084,0.217,0.283,0.25,0.326,0.512,0.187,0.308,0.538,0.15,,,,,,,,,
32,2024-06-25,747022,Single,single,False,666310,608344,Bo Naylor,Cole Irvin,0,d7cc7a0e-de8d-4476-b353-e0a284b934ed,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.67,5.72,88.2,102.0,79.0,95.0,0.847,6.19,2.03,10.45,1.22,0.94,0.252,0.424,0.116,0.358,0.484,68.0,109.0,102.0,99.0,98.0,102.0,62.0,101.0,86.0,81.0,103.0,92.0,85.0,120.0,120.0,83.0,102.0,91.0,0.145,0.326,0.101,0.046,0.247,0.135,-1.6,-0.22,0.1,-5.55,0.21,1.08,91.9,86.0,85.0,91.8,77.9,77.3,0.31,0.66,0.151,0.27,0.365,0.203,0.304,0.446,0.084,0.217,0.283,0.25,0.326,0.512,0.187,0.308,0.538,0.15,,,,,,,,,
33,2024-06-25,747022,Fielders Choice,fielders_choice,False,672356,608344,Gabriel Arias,Cole Irvin,1,e93d4c00-119f-4bee-b4eb-c61db71358ea,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.67,5.72,88.2,102.0,79.0,95.0,0.847,6.19,2.03,10.45,1.22,0.94,0.252,0.424,0.116,0.358,0.484,68.0,109.0,102.0,99.0,98.0,102.0,62.0,101.0,86.0,81.0,103.0,92.0,85.0,120.0,120.0,83.0,102.0,91.0,0.145,0.326,0.101,0.046,0.247,0.135,-1.6,-0.22,0.1,-5.55,0.21,1.08,91.9,86.0,85.0,91.8,77.9,77.3,0.31,0.66,0.151,0.27,0.365,0.203,0.304,0.446,0.084,0.217,0.283,0.25,0.326,0.512,0.187,0.308,0.538,0.15,,,,,,,,,
