,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff
0,2024-06-28,745319,Strikeout,strikeout,True,660271,657277,Shohei Ohtani,Logan Webb,0,29050879-c5e6-4592-92b8-a57e44fe03fc,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,132.0,105.0,115.0,56.0,109.0,91.0,98.0,103.0,101.0,119.0,102.0,112.0,59.0,115.0,105.0,0.388,0.048,0.011,0.223,0.329,1.24,5.55,1.02,0.18,0.28,92.3,90.3,87.4,92.2,83.5,0.283,0.405,0.197,0.276,0.346,0.15,0.247,0.323,0.227,0.1,0.15,0.39,,,,,,,,,,,,
1,2024-06-28,745319,Strikeout,strikeout,True,669257,657277,Will Smith,Logan Webb,0,8ae2c795-c3a6-4f6c-8472-7f672bd36615,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,132.0,105.0,115.0,56.0,109.0,91.0,98.0,103.0,101.0,119.0,102.0,112.0,59.0,115.0,105.0,0.388,0.048,0.011,0.223,0.329,1.24,5.55,1.02,0.18,0.28,92.3,90.3,87.4,92.2,83.5,0.283,0.405,0.197,0.276,0.346,0.15,0.247,0.323,0.227,0.1,0.15,0.39,,,,,,,,,,,,
2,2024-06-28,745319,Groundout,field_out,True,518692,657277,Freddie Freeman,Logan Webb,0,9935f5ea-8152-4d88-8795-782d402a5947,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,132.0,105.0,115.0,56.0,109.0,91.0,98.0,103.0,101.0,119.0,102.0,112.0,59.0,115.0,105.0,0.388,0.048,0.011,0.223,0.329,1.24,5.55,1.02,0.18,0.28,92.3,90.3,87.4,92.2,83.5,0.283,0.405,0.197,0.276,0.346,0.15,0.247,0.323,0.227,0.1,0.15,0.39,,,,,,,,,,,,
3,2024-06-28,745319,Groundout,field_out,True,624585,689017,Jorge Soler,Landon Knack,0,3b263624-3afd-4e1a-8c19-497feb56b1e4,689017.0,landonknack,Knack,Right,Landon Knack,LAD,3.23,4.02,39.0,98.0,102.0,98.0,0.766,8.31,2.31,7.15,1.85,0.69,0.189,0.541,0.135,0.387,0.424,73.0,92.0,89.0,111.0,100.0,102.0,,,,117.0,105.0,104.0,,,,,0.442,,0.248,0.179,-0.92,,,1.14,0.32,92.9,,83.8,,84.5,0.161,0.323,0.271,,,,0.214,0.31,0.267,0.266,0.641,0.208,83.0,86.0,89.0,0.131,1.94,78.6,0.0,0.0,0.308,,,
4,2024-06-28,745319,Strikeout,strikeout,True,664774,689017,LaMonte Wade Jr.,Landon Knack,0,54e8bcd6-4fec-4f28-814c-7750e979c229,689017.0,landonknack,Knack,Right,Landon Knack,LAD,3.23,4.02,39.0,98.0,102.0,98.0,0.766,8.31,2.31,7.15,1.85,0.69,0.189,0.541,0.135,0.387,0.424,73.0,92.0,89.0,111.0,100.0,102.0,,,,117.0,105.0,104.0,,,,,0.442,,0.248,0.179,-0.92,,,1.14,0.32,92.9,,83.8,,84.5,0.161,0.323,0.271,,,,0.214,0.31,0.267,0.266,0.641,0.208,83.0,86.0,89.0,0.131,1.94,78.6,0.0,0.0,0.308,,,
5,2024-06-28,745319,Lineout,field_out,True,671218,689017,Heliot Ramos,Landon Knack,0,be11b160-74d0-4216-bd9f-68337aa17fc7,689017.0,landonknack,Knack,Right,Landon Knack,LAD,3.23,4.02,39.0,98.0,102.0,98.0,0.766,8.31,2.31,7.15,1.85,0.69,0.189,0.541,0.135,0.387,0.424,73.0,92.0,89.0,111.0,100.0,102.0,,,,117.0,105.0,104.0,,,,,0.442,,0.248,0.179,-0.92,,,1.14,0.32,92.9,,83.8,,84.5,0.161,0.323,0.271,,,,0.214,0.31,0.267,0.266,0.641,0.208,83.0,86.0,89.0,0.131,1.94,78.6,0.0,0.0,0.308,,,
6,2024-06-28,745319,Single,single,False,606192,657277,Teoscar Hernández,Logan Webb,0,5d02d6cf-9086-4974-a57a-24917c88e5ee,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,132.0,105.0,115.0,56.0,109.0,91.0,98.0,103.0,101.0,119.0,102.0,112.0,59.0,115.0,105.0,0.388,0.048,0.011,0.223,0.329,1.24,5.55,1.02,0.18,0.28,92.3,90.3,87.4,92.2,83.5,0.283,0.405,0.197,0.276,0.346,0.15,0.247,0.323,0.227,0.1,0.15,0.39,,,,,,,,,,,,
7,2024-06-28,745319,Forceout,force_out,True,681624,657277,Andy Pages,Logan Webb,1,fca36ea1-3d99-4143-bcff-b3724b5bfd27,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,132.0,105.0,115.0,56.0,109.0,91.0,98.0,103.0,101.0,119.0,102.0,112.0,59.0,115.0,105.0,0.388,0.048,0.011,0.223,0.329,1.24,5.55,1.02,0.18,0.28,92.3,90.3,87.4,92.2,83.5,0.283,0.405,0.197,0.276,0.346,0.15,0.247,0.323,0.227,0.1,0.15,0.39,,,,,,,,,,,,
8,2024-06-28,745319,Forceout,force_out,True,518792,657277,Jason Heyward,Logan Webb,1,af156c9f-93d1-4314-ae19-13ce7f6bb46d,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,132.0,105.0,115.0,56.0,109.0,91.0,98.0,103.0,101.0,119.0,102.0,112.0,59.0,115.0,105.0,0.388,0.048,0.011,0.223,0.329,1.24,5.55,1.02,0.18,0.28,92.3,90.3,87.4,92.2,83.5,0.283,0.405,0.197,0.276,0.346,0.15,0.247,0.323,0.227,0.1,0.15,0.39,,,,,,,,,,,,
9,2024-06-28,745319,Walk,walk,False,500743,657277,Miguel Rojas,Logan Webb,1,235c6285-34ca-465c-8201-0943051f4523,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,132.0,105.0,115.0,56.0,109.0,91.0,98.0,103.0,101.0,119.0,102.0,112.0,59.0,115.0,105.0,0.388,0.048,0.011,0.223,0.329,1.24,5.55,1.02,0.18,0.28,92.3,90.3,87.4,92.2,83.5,0.283,0.405,0.197,0.276,0.346,0.15,0.247,0.323,0.227,0.1,0.15,0.39,,,,,,,,,,,,
10,2024-06-28,745319,Groundout,field_out,True,666158,657277,Gavin Lux,Logan Webb,0,15f0fe08-6e10-470b-b019-392757ff0c06,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,132.0,105.0,115.0,56.0,109.0,91.0,98.0,103.0,101.0,119.0,102.0,112.0,59.0,115.0,105.0,0.388,0.048,0.011,0.223,0.329,1.24,5.55,1.02,0.18,0.28,92.3,90.3,87.4,92.2,83.5,0.283,0.405,0.197,0.276,0.346,0.15,0.247,0.323,0.227,0.1,0.15,0.39,,,,,,,,,,,,
11,2024-06-28,745319,Lineout,field_out,True,672275,689017,Patrick Bailey,Landon Knack,0,bab43871-f4b0-4230-b5f7-ae4f5eb1d0ec,689017.0,landonknack,Knack,Right,Landon Knack,LAD,3.23,4.02,39.0,98.0,102.0,98.0,0.766,8.31,2.31,7.15,1.85,0.69,0.189,0.541,0.135,0.387,0.424,73.0,92.0,89.0,111.0,100.0,102.0,,,,117.0,105.0,104.0,,,,,0.442,,0.248,0.179,-0.92,,,1.14,0.32,92.9,,83.8,,84.5,0.161,0.323,0.271,,,,0.214,0.31,0.267,0.266,0.641,0.208,83.0,86.0,89.0,0.131,1.94,78.6,0.0,0.0,0.308,,,
12,2024-06-28,745319,Strikeout,strikeout,True,656305,689017,Matt Chapman,Landon Knack,0,0adc447f-805f-4b20-babb-9664f86aec72,689017.0,landonknack,Knack,Right,Landon Knack,LAD,3.23,4.02,39.0,98.0,102.0,98.0,0.766,8.31,2.31,7.15,1.85,0.69,0.189,0.541,0.135,0.387,0.424,73.0,92.0,89.0,111.0,100.0,102.0,,,,117.0,105.0,104.0,,,,,0.442,,0.248,0.179,-0.92,,,1.14,0.32,92.9,,83.8,,84.5,0.161,0.323,0.271,,,,0.214,0.31,0.267,0.266,0.641,0.208,83.0,86.0,89.0,0.131,1.94,78.6,0.0,0.0,0.308,,,
