,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-08-17,746190,Double,double,False,671739,656288,Michael Harris II,Griffin Canning,0,6e940b6c-1ec4-4bab-93af-b3d6dbecd38b,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.19,4.88,144.0,98.0,87.0,97.0,0.778,6.63,3.25,9.25,1.56,1.05,0.223,0.442,0.123,0.361,0.401,96.0,103.0,103.0,72.0,96.0,95.0,73.0,94.0,86.0,78.0,88.0,76.0,104.0,102.0,111.0,0.011,0.373,0.231,0.113,0.271,-0.91,-7.81,-1.22,-0.67,0.9,93.5,88.6,93.0,87.9,80.6,0.249,0.534,0.149,0.245,0.353,0.281,0.308,0.481,0.311,0.286,0.405,0.245,0.5,1.0,0.0,,,,,,,,,,,,,,,
1,2024-08-17,746190,Single,single,False,663586,656288,Austin Riley,Griffin Canning,1,45f694eb-7f18-4120-b7bc-5ff4822e39a2,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.19,4.88,144.0,98.0,87.0,97.0,0.778,6.63,3.25,9.25,1.56,1.05,0.223,0.442,0.123,0.361,0.401,96.0,103.0,103.0,72.0,96.0,95.0,73.0,94.0,86.0,78.0,88.0,76.0,104.0,102.0,111.0,0.011,0.373,0.231,0.113,0.271,-0.91,-7.81,-1.22,-0.67,0.9,93.5,88.6,93.0,87.9,80.6,0.249,0.534,0.149,0.245,0.353,0.281,0.308,0.481,0.311,0.286,0.405,0.245,0.5,1.0,0.0,,,,,,,,,,,,,,,
2,2024-08-17,746190,Home Run,home_run,False,542303,656288,Marcell Ozuna,Griffin Canning,1,1f7cc73e-1645-4717-94be-b5e6d76d1833,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.19,4.88,144.0,98.0,87.0,97.0,0.778,6.63,3.25,9.25,1.56,1.05,0.223,0.442,0.123,0.361,0.401,96.0,103.0,103.0,72.0,96.0,95.0,73.0,94.0,86.0,78.0,88.0,76.0,104.0,102.0,111.0,0.011,0.373,0.231,0.113,0.271,-0.91,-7.81,-1.22,-0.67,0.9,93.5,88.6,93.0,87.9,80.6,0.249,0.534,0.149,0.245,0.353,0.281,0.308,0.481,0.311,0.286,0.405,0.245,0.5,1.0,0.0,,,,,,,,,,,,,,,
3,2024-08-17,746190,Strikeout,strikeout,True,621566,656288,Matt Olson,Griffin Canning,0,83d0652f-226c-42d8-b062-f1a3ef922d3b,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.19,4.88,144.0,98.0,87.0,97.0,0.778,6.63,3.25,9.25,1.56,1.05,0.223,0.442,0.123,0.361,0.401,96.0,103.0,103.0,72.0,96.0,95.0,73.0,94.0,86.0,78.0,88.0,76.0,104.0,102.0,111.0,0.011,0.373,0.231,0.113,0.271,-0.91,-7.81,-1.22,-0.67,0.9,93.5,88.6,93.0,87.9,80.6,0.249,0.534,0.149,0.245,0.353,0.281,0.308,0.481,0.311,0.286,0.405,0.245,0.5,1.0,0.0,,,,,,,,,,,,,,,
4,2024-08-17,746190,Pop Out,field_out,True,518595,656288,Travis d'Arnaud,Griffin Canning,0,0d1b4787-54ec-4658-b33d-235175581bfe,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.19,4.88,144.0,98.0,87.0,97.0,0.778,6.63,3.25,9.25,1.56,1.05,0.223,0.442,0.123,0.361,0.401,96.0,103.0,103.0,72.0,96.0,95.0,73.0,94.0,86.0,78.0,88.0,76.0,104.0,102.0,111.0,0.011,0.373,0.231,0.113,0.271,-0.91,-7.81,-1.22,-0.67,0.9,93.5,88.6,93.0,87.9,80.6,0.249,0.534,0.149,0.245,0.353,0.281,0.308,0.481,0.311,0.286,0.405,0.245,0.5,1.0,0.0,,,,,,,,,,,,,,,
5,2024-08-17,746190,Groundout,field_out,True,657656,656288,Ramón Laureano,Griffin Canning,0,5b66025f-6f0e-4b21-84d0-10f9a976b940,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.19,4.88,144.0,98.0,87.0,97.0,0.778,6.63,3.25,9.25,1.56,1.05,0.223,0.442,0.123,0.361,0.401,96.0,103.0,103.0,72.0,96.0,95.0,73.0,94.0,86.0,78.0,88.0,76.0,104.0,102.0,111.0,0.011,0.373,0.231,0.113,0.271,-0.91,-7.81,-1.22,-0.67,0.9,93.5,88.6,93.0,87.9,80.6,0.249,0.534,0.149,0.245,0.353,0.281,0.308,0.481,0.311,0.286,0.405,0.245,0.5,1.0,0.0,,,,,,,,,,,,,,,
6,2024-08-17,746190,Strikeout,strikeout,True,621493,519242,Taylor Ward,Chris Sale,0,b84db318-af61-4b44-8b0d-fdff329c90ac,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.58,2.71,153.2,104.0,99.0,103.0,0.712,11.54,1.99,7.2,0.47,1.44,0.248,0.437,0.175,0.243,0.446,62.0,106.0,97.0,,,,97.0,107.0,104.0,112.0,100.0,97.0,111.0,100.0,105.0,0.074,0.38,0.403,,0.144,-0.07,-1.49,2.17,,2.72,95.0,87.2,94.3,78.8,,0.277,0.447,0.243,0.163,0.207,0.233,0.173,0.226,0.42,,,,0.333,0.524,0.139,,,,,,,,,,,,,,,
7,2024-08-17,746190,Flyout,field_out,True,687263,519242,Zach Neto,Chris Sale,0,ad781191-cc4a-4358-ab38-e14a94509123,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.58,2.71,153.2,104.0,99.0,103.0,0.712,11.54,1.99,7.2,0.47,1.44,0.248,0.437,0.175,0.243,0.446,62.0,106.0,97.0,,,,97.0,107.0,104.0,112.0,100.0,97.0,111.0,100.0,105.0,0.074,0.38,0.403,,0.144,-0.07,-1.49,2.17,,2.72,95.0,87.2,94.3,78.8,,0.277,0.447,0.243,0.163,0.207,0.233,0.173,0.226,0.42,,,,0.333,0.524,0.139,,,,,,,,,,,,,,,
8,2024-08-17,746190,Single,single,False,694384,519242,Nolan Schanuel,Chris Sale,0,dc6dee52-645c-4633-8d12-8d0d54c547b1,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.58,2.71,153.2,104.0,99.0,103.0,0.712,11.54,1.99,7.2,0.47,1.44,0.248,0.437,0.175,0.243,0.446,62.0,106.0,97.0,,,,97.0,107.0,104.0,112.0,100.0,97.0,111.0,100.0,105.0,0.074,0.38,0.403,,0.144,-0.07,-1.49,2.17,,2.72,95.0,87.2,94.3,78.8,,0.277,0.447,0.243,0.163,0.207,0.233,0.173,0.226,0.42,,,,0.333,0.524,0.139,,,,,,,,,,,,,,,
9,2024-08-17,746190,Strikeout,strikeout,True,607680,519242,Kevin Pillar,Chris Sale,0,e8406ebe-61ed-41c2-bfe7-eb005cd581da,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.58,2.71,153.2,104.0,99.0,103.0,0.712,11.54,1.99,7.2,0.47,1.44,0.248,0.437,0.175,0.243,0.446,62.0,106.0,97.0,,,,97.0,107.0,104.0,112.0,100.0,97.0,111.0,100.0,105.0,0.074,0.38,0.403,,0.144,-0.07,-1.49,2.17,,2.72,95.0,87.2,94.3,78.8,,0.277,0.447,0.243,0.163,0.207,0.233,0.173,0.226,0.42,,,,0.333,0.524,0.139,,,,,,,,,,,,,,,
