,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,FS_slg,FS_whiff
0,2024-08-27,746594,Flyout,field_out,True,686681,668909,Michael Massey,Gavin Williams,0,03f36bd1-4a1f-4d23-a49f-e057388b9bf0,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.99,4.32,52.1,102.0,99.0,102.0,0.791,9.97,3.61,9.11,1.03,1.05,0.318,0.358,0.126,0.311,0.426,66.0,101.0,104.0,121.0,106.0,108.0,98.0,101.0,102.0,110.0,62.0,89.0,92.0,98.0,90.0,0.531,0.105,0.096,0.204,0.064,0.15,1.25,-1.16,-0.46,-5.66,96.8,91.7,89.2,88.5,79.6,0.288,0.413,0.237,0.167,0.352,0.274,0.136,0.318,0.298,0.353,0.529,0.295,0.5,1.0,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-27,746594,Strikeout,strikeout,True,677951,668909,Bobby Witt Jr.,Gavin Williams,0,d2c9753b-b65b-458d-bb6d-3e68764bf96e,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.99,4.32,52.1,102.0,99.0,102.0,0.791,9.97,3.61,9.11,1.03,1.05,0.318,0.358,0.126,0.311,0.426,66.0,101.0,104.0,121.0,106.0,108.0,98.0,101.0,102.0,110.0,62.0,89.0,92.0,98.0,90.0,0.531,0.105,0.096,0.204,0.064,0.15,1.25,-1.16,-0.46,-5.66,96.8,91.7,89.2,88.5,79.6,0.288,0.413,0.237,0.167,0.352,0.274,0.136,0.318,0.298,0.353,0.529,0.295,0.5,1.0,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-27,746594,Groundout,field_out,True,686469,668909,Vinnie Pasquantino,Gavin Williams,0,a54b52a5-8606-45ce-b5d2-c997629ce5f4,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.99,4.32,52.1,102.0,99.0,102.0,0.791,9.97,3.61,9.11,1.03,1.05,0.318,0.358,0.126,0.311,0.426,66.0,101.0,104.0,121.0,106.0,108.0,98.0,101.0,102.0,110.0,62.0,89.0,92.0,98.0,90.0,0.531,0.105,0.096,0.204,0.064,0.15,1.25,-1.16,-0.46,-5.66,96.8,91.7,89.2,88.5,79.6,0.288,0.413,0.237,0.167,0.352,0.274,0.136,0.318,0.298,0.353,0.529,0.295,0.5,1.0,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-27,746594,Groundout,field_out,True,680757,547179,Steven Kwan,Michael Lorenzen,0,0aa9cb9b-23d8-43c7-8571-13e1c21d068d,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,3.43,4.62,126.0,97.0,94.0,95.0,0.798,6.57,4.14,7.14,1.21,1.02,0.248,0.38,0.187,0.314,0.412,94.0,101.0,98.0,102.0,92.0,96.0,85.0,95.0,89.0,125.0,97.0,107.0,94.0,93.0,91.0,0.271,0.101,0.148,0.077,0.193,0.86,0.14,-1.31,-0.51,1.96,93.8,90.1,84.6,83.9,81.6,0.162,0.324,0.179,0.263,0.421,0.327,0.235,0.51,0.236,0.368,0.632,0.24,0.122,0.173,0.369,81.0,102.0,94.0,0.211,-0.37,93.6,0.303,0.459,0.064,0.15,0.35,0.26,,,,,,,,,,,,,,,
4,2024-08-27,746594,Pop Out,field_out,True,665926,547179,Andrés Giménez,Michael Lorenzen,0,141edd12-c883-480d-a5d4-299de2470383,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,3.43,4.62,126.0,97.0,94.0,95.0,0.798,6.57,4.14,7.14,1.21,1.02,0.248,0.38,0.187,0.314,0.412,94.0,101.0,98.0,102.0,92.0,96.0,85.0,95.0,89.0,125.0,97.0,107.0,94.0,93.0,91.0,0.271,0.101,0.148,0.077,0.193,0.86,0.14,-1.31,-0.51,1.96,93.8,90.1,84.6,83.9,81.6,0.162,0.324,0.179,0.263,0.421,0.327,0.235,0.51,0.236,0.368,0.632,0.24,0.122,0.173,0.369,81.0,102.0,94.0,0.211,-0.37,93.6,0.303,0.459,0.064,0.15,0.35,0.26,,,,,,,,,,,,,,,
5,2024-08-27,746594,Flyout,field_out,True,608070,547179,José Ramírez,Michael Lorenzen,0,99a1593a-d936-46e6-99e4-5a6fa8c45849,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,3.43,4.62,126.0,97.0,94.0,95.0,0.798,6.57,4.14,7.14,1.21,1.02,0.248,0.38,0.187,0.314,0.412,94.0,101.0,98.0,102.0,92.0,96.0,85.0,95.0,89.0,125.0,97.0,107.0,94.0,93.0,91.0,0.271,0.101,0.148,0.077,0.193,0.86,0.14,-1.31,-0.51,1.96,93.8,90.1,84.6,83.9,81.6,0.162,0.324,0.179,0.263,0.421,0.327,0.235,0.51,0.236,0.368,0.632,0.24,0.122,0.173,0.369,81.0,102.0,94.0,0.211,-0.37,93.6,0.303,0.459,0.064,0.15,0.35,0.26,,,,,,,,,,,,,,,
6,2024-08-27,746594,Single,single,False,521692,668909,Salvador Perez,Gavin Williams,0,8e832165-f4c7-4900-a06a-8fdd869d882f,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.99,4.32,52.1,102.0,99.0,102.0,0.791,9.97,3.61,9.11,1.03,1.05,0.318,0.358,0.126,0.311,0.426,66.0,101.0,104.0,121.0,106.0,108.0,98.0,101.0,102.0,110.0,62.0,89.0,92.0,98.0,90.0,0.531,0.105,0.096,0.204,0.064,0.15,1.25,-1.16,-0.46,-5.66,96.8,91.7,89.2,88.5,79.6,0.288,0.413,0.237,0.167,0.352,0.274,0.136,0.318,0.298,0.353,0.529,0.295,0.5,1.0,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-08-27,746594,Flyout,field_out,True,669004,668909,MJ Melendez,Gavin Williams,0,668319e7-05ec-4772-8158-106bde894857,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.99,4.32,52.1,102.0,99.0,102.0,0.791,9.97,3.61,9.11,1.03,1.05,0.318,0.358,0.126,0.311,0.426,66.0,101.0,104.0,121.0,106.0,108.0,98.0,101.0,102.0,110.0,62.0,89.0,92.0,98.0,90.0,0.531,0.105,0.096,0.204,0.064,0.15,1.25,-1.16,-0.46,-5.66,96.8,91.7,89.2,88.5,79.6,0.288,0.413,0.237,0.167,0.352,0.274,0.136,0.318,0.298,0.353,0.529,0.295,0.5,1.0,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-27,746594,Home Run,home_run,False,657557,668909,Paul DeJong,Gavin Williams,1,e17a9132-41b5-43ed-b97e-6f60f3afd628,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.99,4.32,52.1,102.0,99.0,102.0,0.791,9.97,3.61,9.11,1.03,1.05,0.318,0.358,0.126,0.311,0.426,66.0,101.0,104.0,121.0,106.0,108.0,98.0,101.0,102.0,110.0,62.0,89.0,92.0,98.0,90.0,0.531,0.105,0.096,0.204,0.064,0.15,1.25,-1.16,-0.46,-5.66,96.8,91.7,89.2,88.5,79.6,0.288,0.413,0.237,0.167,0.352,0.274,0.136,0.318,0.298,0.353,0.529,0.295,0.5,1.0,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-27,746594,Flyout,field_out,True,624428,668909,Adam Frazier,Gavin Williams,0,6978815a-8ff1-4210-b75a-63616e69544a,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.99,4.32,52.1,102.0,99.0,102.0,0.791,9.97,3.61,9.11,1.03,1.05,0.318,0.358,0.126,0.311,0.426,66.0,101.0,104.0,121.0,106.0,108.0,98.0,101.0,102.0,110.0,62.0,89.0,92.0,98.0,90.0,0.531,0.105,0.096,0.204,0.064,0.15,1.25,-1.16,-0.46,-5.66,96.8,91.7,89.2,88.5,79.6,0.288,0.413,0.237,0.167,0.352,0.274,0.136,0.318,0.298,0.353,0.529,0.295,0.5,1.0,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,
