,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,KC%,wCU/C,wKC/C,vCU,vKC,CU_ba,CU_slg,CU_whiff
0,2024-09-01,745701,Groundout,field_out,True,691026,641482,Masyn Winn,Nestor Cortes,0,63d83543-da41-42cd-bcda-dc8f366cc595,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.97,3.7,163.1,101.0,100.0,101.0,0.795,8.1,1.82,8.54,1.27,0.62,0.255,0.373,0.166,0.315,0.434,87.0,104.0,97.0,97.0,103.0,100.0,86.0,117.0,115.0,100.0,99.0,101.0,108.0,100.0,103.0,0.015,0.443,0.284,0.17,0.088,0.23,1.0,1.53,-1.15,-0.94,92.0,87.5,83.4,90.3,78.2,0.238,0.452,0.202,0.255,0.39,0.25,0.286,0.524,0.235,0.237,0.395,0.344,0.143,0.143,0.316,0.3,0.4,0.182,,,,,,,,,,,,
1,2024-09-01,745701,Walk,walk,False,663609,641482,Luken Baker,Nestor Cortes,0,c1f63064-63f1-47f3-a26a-568ec29a8738,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.97,3.7,163.1,101.0,100.0,101.0,0.795,8.1,1.82,8.54,1.27,0.62,0.255,0.373,0.166,0.315,0.434,87.0,104.0,97.0,97.0,103.0,100.0,86.0,117.0,115.0,100.0,99.0,101.0,108.0,100.0,103.0,0.015,0.443,0.284,0.17,0.088,0.23,1.0,1.53,-1.15,-0.94,92.0,87.5,83.4,90.3,78.2,0.238,0.452,0.202,0.255,0.39,0.25,0.286,0.524,0.235,0.237,0.395,0.344,0.143,0.143,0.316,0.3,0.4,0.182,,,,,,,,,,,,
2,2024-09-01,745701,Single,single,False,571448,641482,Nolan Arenado,Nestor Cortes,1,cf3be779-1b1c-4be3-bc64-3bdfc5012090,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.97,3.7,163.1,101.0,100.0,101.0,0.795,8.1,1.82,8.54,1.27,0.62,0.255,0.373,0.166,0.315,0.434,87.0,104.0,97.0,97.0,103.0,100.0,86.0,117.0,115.0,100.0,99.0,101.0,108.0,100.0,103.0,0.015,0.443,0.284,0.17,0.088,0.23,1.0,1.53,-1.15,-0.94,92.0,87.5,83.4,90.3,78.2,0.238,0.452,0.202,0.255,0.39,0.25,0.286,0.524,0.235,0.237,0.395,0.344,0.143,0.143,0.316,0.3,0.4,0.182,,,,,,,,,,,,
3,2024-09-01,745701,Lineout,field_out,True,502671,641482,Paul Goldschmidt,Nestor Cortes,0,53b6fb7a-b8f8-4f9e-94b2-4f10b507a16f,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.97,3.7,163.1,101.0,100.0,101.0,0.795,8.1,1.82,8.54,1.27,0.62,0.255,0.373,0.166,0.315,0.434,87.0,104.0,97.0,97.0,103.0,100.0,86.0,117.0,115.0,100.0,99.0,101.0,108.0,100.0,103.0,0.015,0.443,0.284,0.17,0.088,0.23,1.0,1.53,-1.15,-0.94,92.0,87.5,83.4,90.3,78.2,0.238,0.452,0.202,0.255,0.39,0.25,0.286,0.524,0.235,0.237,0.395,0.344,0.143,0.143,0.316,0.3,0.4,0.182,,,,,,,,,,,,
4,2024-09-01,745701,Flyout,field_out,True,671056,641482,Iván Herrera,Nestor Cortes,0,f4888099-6d13-44e9-bb5d-fafb159eae39,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.97,3.7,163.1,101.0,100.0,101.0,0.795,8.1,1.82,8.54,1.27,0.62,0.255,0.373,0.166,0.315,0.434,87.0,104.0,97.0,97.0,103.0,100.0,86.0,117.0,115.0,100.0,99.0,101.0,108.0,100.0,103.0,0.015,0.443,0.284,0.17,0.088,0.23,1.0,1.53,-1.15,-0.94,92.0,87.5,83.4,90.3,78.2,0.238,0.452,0.202,0.255,0.39,0.25,0.286,0.524,0.235,0.237,0.395,0.344,0.143,0.143,0.316,0.3,0.4,0.182,,,,,,,,,,,,
5,2024-09-01,745701,Groundout,field_out,True,650402,571945,Gleyber Torres,Miles Mikolas,0,25ed1849-86c9-43c1-ad18-7929d43e18fe,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.55,4.55,155.2,109.0,89.0,102.0,0.859,6.36,1.39,10.41,1.33,1.17,0.249,0.399,0.146,0.333,0.491,86.0,103.0,98.0,66.0,108.0,98.0,83.0,111.0,99.0,116.0,112.0,114.0,,,,0.235,0.271,,0.284,0.089,0.0,,1.29,-1.29,-3.22,93.1,,85.6,92.4,85.5,0.298,0.475,0.174,,,,0.25,0.438,0.28,0.373,0.695,0.171,0.25,0.39,0.11,0.309,0.526,0.162,95.0,108.0,105.0,0.115,0.006,-2.0,4.28,76.4,69.6,0.269,0.537,0.229
6,2024-09-01,745701,Single,single,False,665742,571945,Juan Soto,Miles Mikolas,0,1698d2e4-5359-42ed-831f-de34f486b974,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.55,4.55,155.2,109.0,89.0,102.0,0.859,6.36,1.39,10.41,1.33,1.17,0.249,0.399,0.146,0.333,0.491,86.0,103.0,98.0,66.0,108.0,98.0,83.0,111.0,99.0,116.0,112.0,114.0,,,,0.235,0.271,,0.284,0.089,0.0,,1.29,-1.29,-3.22,93.1,,85.6,92.4,85.5,0.298,0.475,0.174,,,,0.25,0.438,0.28,0.373,0.695,0.171,0.25,0.39,0.11,0.309,0.526,0.162,95.0,108.0,105.0,0.115,0.006,-2.0,4.28,76.4,69.6,0.269,0.537,0.229
7,2024-09-01,745701,Strikeout Double Play,strikeout_double_play,True,592450,571945,Aaron Judge,Miles Mikolas,1,8d79a444-f515-4999-b1fc-8235aae48a00,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.55,4.55,155.2,109.0,89.0,102.0,0.859,6.36,1.39,10.41,1.33,1.17,0.249,0.399,0.146,0.333,0.491,86.0,103.0,98.0,66.0,108.0,98.0,83.0,111.0,99.0,116.0,112.0,114.0,,,,0.235,0.271,,0.284,0.089,0.0,,1.29,-1.29,-3.22,93.1,,85.6,92.4,85.5,0.298,0.475,0.174,,,,0.25,0.438,0.28,0.373,0.695,0.171,0.25,0.39,0.11,0.309,0.526,0.162,95.0,108.0,105.0,0.115,0.006,-2.0,4.28,76.4,69.6,0.269,0.537,0.229
8,2024-09-01,745701,Double,double,False,680977,641482,Brendan Donovan,Nestor Cortes,0,69af217f-ca05-41c6-9485-57d99bbaf4f2,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.97,3.7,163.1,101.0,100.0,101.0,0.795,8.1,1.82,8.54,1.27,0.62,0.255,0.373,0.166,0.315,0.434,87.0,104.0,97.0,97.0,103.0,100.0,86.0,117.0,115.0,100.0,99.0,101.0,108.0,100.0,103.0,0.015,0.443,0.284,0.17,0.088,0.23,1.0,1.53,-1.15,-0.94,92.0,87.5,83.4,90.3,78.2,0.238,0.452,0.202,0.255,0.39,0.25,0.286,0.524,0.235,0.237,0.395,0.344,0.143,0.143,0.316,0.3,0.4,0.182,,,,,,,,,,,,
9,2024-09-01,745701,Single,single,False,691023,641482,Jordan Walker,Nestor Cortes,1,064d651b-1038-4cfa-972f-1750d8720316,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.97,3.7,163.1,101.0,100.0,101.0,0.795,8.1,1.82,8.54,1.27,0.62,0.255,0.373,0.166,0.315,0.434,87.0,104.0,97.0,97.0,103.0,100.0,86.0,117.0,115.0,100.0,99.0,101.0,108.0,100.0,103.0,0.015,0.443,0.284,0.17,0.088,0.23,1.0,1.53,-1.15,-0.94,92.0,87.5,83.4,90.3,78.2,0.238,0.452,0.202,0.255,0.39,0.25,0.286,0.524,0.235,0.237,0.395,0.344,0.143,0.143,0.316,0.3,0.4,0.182,,,,,,,,,,,,
