,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2024-09-27,746417,Lineout,field_out,True,670032,669724,Nicky Lopez,Brenan Hanifee,0,b780de56-2e6d-47cf-8bb8-aebba5dcc1e8,669724.0,brenanhanifee,Hanifee,Right,Brenan Hanifee,DET,1.84,2.99,29.1,104.0,91.0,100.0,0.863,7.06,1.84,8.28,0.61,1.88,0.242,0.473,0.242,0.319,0.445,88.0,95.0,97.0,84.0,111.0,102.0,80.0,103.0,98.0,120.0,105.0,107.0,0.539,0.141,0.224,0.096,-0.24,2.09,0.13,-3.75,95.6,88.6,94.8,87.4,0.231,0.246,0.088,0.227,0.409,0.133,0.222,0.5,0.359,0.333,0.778,0.391,,,,,,,,,,,,,,,,,,
1,2024-09-27,746417,Double,double,False,676113,669724,Zach DeLoach,Brenan Hanifee,0,8948134c-990f-4616-90f2-b8e89e3e1c81,669724.0,brenanhanifee,Hanifee,Right,Brenan Hanifee,DET,1.84,2.99,29.1,104.0,91.0,100.0,0.863,7.06,1.84,8.28,0.61,1.88,0.242,0.473,0.242,0.319,0.445,88.0,95.0,97.0,84.0,111.0,102.0,80.0,103.0,98.0,120.0,105.0,107.0,0.539,0.141,0.224,0.096,-0.24,2.09,0.13,-3.75,95.6,88.6,94.8,87.4,0.231,0.246,0.088,0.227,0.409,0.133,0.222,0.5,0.359,0.333,0.778,0.391,,,,,,,,,,,,,,,,,,
2,2024-09-27,746417,Groundout,field_out,True,643217,669724,Andrew Benintendi,Brenan Hanifee,1,9d216175-142c-451f-827b-e1d01f7da851,669724.0,brenanhanifee,Hanifee,Right,Brenan Hanifee,DET,1.84,2.99,29.1,104.0,91.0,100.0,0.863,7.06,1.84,8.28,0.61,1.88,0.242,0.473,0.242,0.319,0.445,88.0,95.0,97.0,84.0,111.0,102.0,80.0,103.0,98.0,120.0,105.0,107.0,0.539,0.141,0.224,0.096,-0.24,2.09,0.13,-3.75,95.6,88.6,94.8,87.4,0.231,0.246,0.088,0.227,0.409,0.133,0.222,0.5,0.359,0.333,0.778,0.391,,,,,,,,,,,,,,,,,,
3,2024-09-27,746417,Pop Out,field_out,True,683734,669724,Andrew Vaughn,Brenan Hanifee,0,8a934c42-51dc-4349-a4da-1b9ed73d0f62,669724.0,brenanhanifee,Hanifee,Right,Brenan Hanifee,DET,1.84,2.99,29.1,104.0,91.0,100.0,0.863,7.06,1.84,8.28,0.61,1.88,0.242,0.473,0.242,0.319,0.445,88.0,95.0,97.0,84.0,111.0,102.0,80.0,103.0,98.0,120.0,105.0,107.0,0.539,0.141,0.224,0.096,-0.24,2.09,0.13,-3.75,95.6,88.6,94.8,87.4,0.231,0.246,0.088,0.227,0.409,0.133,0.222,0.5,0.359,0.333,0.778,0.391,,,,,,,,,,,,,,,,,,
4,2024-09-27,746417,Pop Out,field_out,True,628451,676979,Andy Ibáñez,Garrett Crochet,0,21397a10-5fd0-4869-a9ea-fde5a234f50e,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.58,2.83,146.0,103.0,102.0,103.0,0.694,12.88,2.03,7.58,1.11,1.25,0.259,0.394,0.175,0.333,0.458,66.0,101.0,102.0,104.0,103.0,103.0,123.0,98.0,97.0,138.0,102.0,107.0,0.021,0.537,0.098,0.059,1.66,4.04,-2.29,-0.36,97.2,91.0,97.9,84.3,0.154,0.154,0.321,,,,0.198,0.295,0.314,0.184,0.289,0.339,94.0,105.0,103.0,0.284,-0.14,91.6,0.27,0.461,0.327,0.224,0.552,0.427,,,,,,
5,2024-09-27,746417,Double,double,False,663837,676979,Matt Vierling,Garrett Crochet,0,28502e68-6685-4759-a86c-666fea3e6805,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.58,2.83,146.0,103.0,102.0,103.0,0.694,12.88,2.03,7.58,1.11,1.25,0.259,0.394,0.175,0.333,0.458,66.0,101.0,102.0,104.0,103.0,103.0,123.0,98.0,97.0,138.0,102.0,107.0,0.021,0.537,0.098,0.059,1.66,4.04,-2.29,-0.36,97.2,91.0,97.9,84.3,0.154,0.154,0.321,,,,0.198,0.295,0.314,0.184,0.289,0.339,94.0,105.0,103.0,0.284,-0.14,91.6,0.27,0.461,0.327,0.224,0.552,0.427,,,,,,
6,2024-09-27,746417,Strikeout,strikeout,True,682985,676979,Riley Greene,Garrett Crochet,0,f5e0370d-fc1b-493c-9b8b-56ca3eda2988,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.58,2.83,146.0,103.0,102.0,103.0,0.694,12.88,2.03,7.58,1.11,1.25,0.259,0.394,0.175,0.333,0.458,66.0,101.0,102.0,104.0,103.0,103.0,123.0,98.0,97.0,138.0,102.0,107.0,0.021,0.537,0.098,0.059,1.66,4.04,-2.29,-0.36,97.2,91.0,97.9,84.3,0.154,0.154,0.321,,,,0.198,0.295,0.314,0.184,0.289,0.339,94.0,105.0,103.0,0.284,-0.14,91.6,0.27,0.461,0.327,0.224,0.552,0.427,,,,,,
7,2024-09-27,746417,Strikeout,strikeout,True,669234,676979,Justyn-Henry Malloy,Garrett Crochet,0,a0e3d5df-0b3e-4f32-a36b-8837173dab78,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.58,2.83,146.0,103.0,102.0,103.0,0.694,12.88,2.03,7.58,1.11,1.25,0.259,0.394,0.175,0.333,0.458,66.0,101.0,102.0,104.0,103.0,103.0,123.0,98.0,97.0,138.0,102.0,107.0,0.021,0.537,0.098,0.059,1.66,4.04,-2.29,-0.36,97.2,91.0,97.9,84.3,0.154,0.154,0.321,,,,0.198,0.295,0.314,0.184,0.289,0.339,94.0,105.0,103.0,0.284,-0.14,91.6,0.27,0.461,0.327,0.224,0.552,0.427,,,,,,
8,2024-09-27,746417,Flyout,field_out,True,657757,669724,Gavin Sheets,Brenan Hanifee,0,71673bb5-713d-4fb3-8e58-182a67739548,669724.0,brenanhanifee,Hanifee,Right,Brenan Hanifee,DET,1.84,2.99,29.1,104.0,91.0,100.0,0.863,7.06,1.84,8.28,0.61,1.88,0.242,0.473,0.242,0.319,0.445,88.0,95.0,97.0,84.0,111.0,102.0,80.0,103.0,98.0,120.0,105.0,107.0,0.539,0.141,0.224,0.096,-0.24,2.09,0.13,-3.75,95.6,88.6,94.8,87.4,0.231,0.246,0.088,0.227,0.409,0.133,0.222,0.5,0.359,0.333,0.778,0.391,,,,,,,,,,,,,,,,,,
9,2024-09-27,746417,Groundout,field_out,True,672820,669724,Lenyn Sosa,Brenan Hanifee,0,8ed82e0b-5216-4b08-a9d0-0a5da29ee8cf,669724.0,brenanhanifee,Hanifee,Right,Brenan Hanifee,DET,1.84,2.99,29.1,104.0,91.0,100.0,0.863,7.06,1.84,8.28,0.61,1.88,0.242,0.473,0.242,0.319,0.445,88.0,95.0,97.0,84.0,111.0,102.0,80.0,103.0,98.0,120.0,105.0,107.0,0.539,0.141,0.224,0.096,-0.24,2.09,0.13,-3.75,95.6,88.6,94.8,87.4,0.231,0.246,0.088,0.227,0.409,0.133,0.222,0.5,0.359,0.333,0.778,0.391,,,,,,,,,,,,,,,,,,
