,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,wFS/C,wSI/C,vFS,vSI,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,ST_ba,ST_slg,ST_whiff
12,2024-09-01,745861,Strikeout,strikeout,True,676914,641927,Davis Schneider,Bailey Ober,0,8d49b679-1894-4520-854a-0233f4bbd996,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,3.77,3.29,155.0,105.0,91.0,101.0,0.734,9.41,2.26,6.56,1.28,0.67,0.212,0.446,0.2,0.305,0.415,117.0,110.0,110.0,99.0,100.0,103.0,81.0,104.0,96.0,74.0,102.0,102.0,83.0,104.0,100.0,0.395,0.208,0.113,0.011,0.274,0.07,-0.21,1.61,1.77,2.38,91.8,86.3,83.4,80.4,75.8,0.252,0.49,0.221,0.143,0.269,0.387,0.25,0.45,0.231,0.1,0.183,0.307,0.0,0.0,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-09-01,745861,Flyout,field_out,True,596146,684320,Max Kepler,Yariel Rodríguez,0,e1254c3d-6c1c-4aee-9f0e-445b7bfe364d,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,4.42,4.16,73.1,96.0,95.0,97.0,0.763,9.2,4.17,7.73,1.23,0.93,0.231,0.417,0.156,0.266,0.397,,,,93.0,90.0,95.0,85.0,93.0,88.0,118.0,102.0,108.0,,,,0.42,,0.28,0.1,,0.06,,0.45,-3.66,,93.9,,,84.6,78.2,0.259,0.424,0.206,,,,,,,0.218,0.378,0.36,0.375,0.875,0.267,82.0,95.0,95.0,85.0,106.0,104.0,0.099,0.1,-0.77,3.07,88.9,93.3,0.161,0.29,0.228,0.182,0.182,0.115,,,,,,,,,
14,2024-09-01,745861,Single,single,False,686797,684320,Brooks Lee,Yariel Rodríguez,0,9b7d0964-bcbd-4518-928b-247287b8f3b9,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,4.42,4.16,73.1,96.0,95.0,97.0,0.763,9.2,4.17,7.73,1.23,0.93,0.231,0.417,0.156,0.266,0.397,,,,93.0,90.0,95.0,85.0,93.0,88.0,118.0,102.0,108.0,,,,0.42,,0.28,0.1,,0.06,,0.45,-3.66,,93.9,,,84.6,78.2,0.259,0.424,0.206,,,,,,,0.218,0.378,0.36,0.375,0.875,0.267,82.0,95.0,95.0,85.0,106.0,104.0,0.099,0.1,-0.77,3.07,88.9,93.3,0.161,0.29,0.228,0.182,0.182,0.115,,,,,,,,,
15,2024-09-01,745861,Strikeout,strikeout,True,666397,684320,Edouard Julien,Yariel Rodríguez,0,44706b37-7efa-43e2-82df-60c20921a512,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,4.42,4.16,73.1,96.0,95.0,97.0,0.763,9.2,4.17,7.73,1.23,0.93,0.231,0.417,0.156,0.266,0.397,,,,93.0,90.0,95.0,85.0,93.0,88.0,118.0,102.0,108.0,,,,0.42,,0.28,0.1,,0.06,,0.45,-3.66,,93.9,,,84.6,78.2,0.259,0.424,0.206,,,,,,,0.218,0.378,0.36,0.375,0.875,0.267,82.0,95.0,95.0,85.0,106.0,104.0,0.099,0.1,-0.77,3.07,88.9,93.3,0.161,0.29,0.228,0.182,0.182,0.115,,,,,,,,,
16,2024-09-01,745861,Groundout,field_out,True,650489,684320,Willi Castro,Yariel Rodríguez,0,6e09ade9-90b9-4da5-8a45-38c5db45e2f1,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,4.42,4.16,73.1,96.0,95.0,97.0,0.763,9.2,4.17,7.73,1.23,0.93,0.231,0.417,0.156,0.266,0.397,,,,93.0,90.0,95.0,85.0,93.0,88.0,118.0,102.0,108.0,,,,0.42,,0.28,0.1,,0.06,,0.45,-3.66,,93.9,,,84.6,78.2,0.259,0.424,0.206,,,,,,,0.218,0.378,0.36,0.375,0.875,0.267,82.0,95.0,95.0,85.0,106.0,104.0,0.099,0.1,-0.77,3.07,88.9,93.3,0.161,0.29,0.228,0.182,0.182,0.115,,,,,,,,,
17,2024-09-01,745861,Strikeout,strikeout,True,665782,641927,Luis De Los Santos,Bailey Ober,0,a5661d8f-a71a-450f-af29-a1d80f20d7e1,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,3.77,3.29,155.0,105.0,91.0,101.0,0.734,9.41,2.26,6.56,1.28,0.67,0.212,0.446,0.2,0.305,0.415,117.0,110.0,110.0,99.0,100.0,103.0,81.0,104.0,96.0,74.0,102.0,102.0,83.0,104.0,100.0,0.395,0.208,0.113,0.011,0.274,0.07,-0.21,1.61,1.77,2.38,91.8,86.3,83.4,80.4,75.8,0.252,0.49,0.221,0.143,0.269,0.387,0.25,0.45,0.231,0.1,0.183,0.307,0.0,0.0,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-09-01,745861,Strikeout,strikeout,True,661531,641927,Brian Serven,Bailey Ober,0,b6193088-2706-4ba1-836c-f20170c2697b,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,3.77,3.29,155.0,105.0,91.0,101.0,0.734,9.41,2.26,6.56,1.28,0.67,0.212,0.446,0.2,0.305,0.415,117.0,110.0,110.0,99.0,100.0,103.0,81.0,104.0,96.0,74.0,102.0,102.0,83.0,104.0,100.0,0.395,0.208,0.113,0.011,0.274,0.07,-0.21,1.61,1.77,2.38,91.8,86.3,83.4,80.4,75.8,0.252,0.49,0.221,0.143,0.269,0.387,0.25,0.45,0.231,0.1,0.183,0.307,0.0,0.0,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2024-09-01,745861,Walk,walk,False,664770,641927,Nathan Lukes,Bailey Ober,0,536ef9b1-08dd-49ee-bd6c-c18096577007,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,3.77,3.29,155.0,105.0,91.0,101.0,0.734,9.41,2.26,6.56,1.28,0.67,0.212,0.446,0.2,0.305,0.415,117.0,110.0,110.0,99.0,100.0,103.0,81.0,104.0,96.0,74.0,102.0,102.0,83.0,104.0,100.0,0.395,0.208,0.113,0.011,0.274,0.07,-0.21,1.61,1.77,2.38,91.8,86.3,83.4,80.4,75.8,0.252,0.49,0.221,0.143,0.269,0.387,0.25,0.45,0.231,0.1,0.183,0.307,0.0,0.0,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2024-09-01,745861,Lineout,field_out,True,676391,641927,Ernie Clement,Bailey Ober,0,0f513614-e6e7-438c-a365-6cbaef983734,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,3.77,3.29,155.0,105.0,91.0,101.0,0.734,9.41,2.26,6.56,1.28,0.67,0.212,0.446,0.2,0.305,0.415,117.0,110.0,110.0,99.0,100.0,103.0,81.0,104.0,96.0,74.0,102.0,102.0,83.0,104.0,100.0,0.395,0.208,0.113,0.011,0.274,0.07,-0.21,1.61,1.77,2.38,91.8,86.3,83.4,80.4,75.8,0.252,0.49,0.221,0.143,0.269,0.387,0.25,0.45,0.231,0.1,0.183,0.307,0.0,0.0,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2024-09-01,745861,Single,single,False,669304,684320,Jose Miranda,Yariel Rodríguez,0,45dc3b11-7f72-49d7-934c-8ffc1d5c92b5,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,4.42,4.16,73.1,96.0,95.0,97.0,0.763,9.2,4.17,7.73,1.23,0.93,0.231,0.417,0.156,0.266,0.397,,,,93.0,90.0,95.0,85.0,93.0,88.0,118.0,102.0,108.0,,,,0.42,,0.28,0.1,,0.06,,0.45,-3.66,,93.9,,,84.6,78.2,0.259,0.424,0.206,,,,,,,0.218,0.378,0.36,0.375,0.875,0.267,82.0,95.0,95.0,85.0,106.0,104.0,0.099,0.1,-0.77,3.07,88.9,93.3,0.161,0.29,0.228,0.182,0.182,0.115,,,,,,,,,
22,2024-09-01,745861,Strikeout,strikeout,True,670242,684320,Matt Wallner,Yariel Rodríguez,0,e7f7d499-8d75-465c-91c8-708a92fb1b51,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,4.42,4.16,73.1,96.0,95.0,97.0,0.763,9.2,4.17,7.73,1.23,0.93,0.231,0.417,0.156,0.266,0.397,,,,93.0,90.0,95.0,85.0,93.0,88.0,118.0,102.0,108.0,,,,0.42,,0.28,0.1,,0.06,,0.45,-3.66,,93.9,,,84.6,78.2,0.259,0.424,0.206,,,,,,,0.218,0.378,0.36,0.375,0.875,0.267,82.0,95.0,95.0,85.0,106.0,104.0,0.099,0.1,-0.77,3.07,88.9,93.3,0.161,0.29,0.228,0.182,0.182,0.115,,,,,,,,,
23,2024-09-01,745861,Grounded Into DP,grounded_into_double_play,True,680777,684320,Ryan Jeffers,Yariel Rodríguez,1,dcf74220-5bf6-405b-ab09-4356b41b8cc0,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,4.42,4.16,73.1,96.0,95.0,97.0,0.763,9.2,4.17,7.73,1.23,0.93,0.231,0.417,0.156,0.266,0.397,,,,93.0,90.0,95.0,85.0,93.0,88.0,118.0,102.0,108.0,,,,0.42,,0.28,0.1,,0.06,,0.45,-3.66,,93.9,,,84.6,78.2,0.259,0.424,0.206,,,,,,,0.218,0.378,0.36,0.375,0.875,0.267,82.0,95.0,95.0,85.0,106.0,104.0,0.099,0.1,-0.77,3.07,88.9,93.3,0.161,0.29,0.228,0.182,0.182,0.115,,,,,,,,,
24,2024-09-01,745861,Pop Out,field_out,True,687462,641927,Spencer Horwitz,Bailey Ober,0,517a6b02-0d7c-4752-9152-bede797ac571,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,3.77,3.29,155.0,105.0,91.0,101.0,0.734,9.41,2.26,6.56,1.28,0.67,0.212,0.446,0.2,0.305,0.415,117.0,110.0,110.0,99.0,100.0,103.0,81.0,104.0,96.0,74.0,102.0,102.0,83.0,104.0,100.0,0.395,0.208,0.113,0.011,0.274,0.07,-0.21,1.61,1.77,2.38,91.8,86.3,83.4,80.4,75.8,0.252,0.49,0.221,0.143,0.269,0.387,0.25,0.45,0.231,0.1,0.183,0.307,0.0,0.0,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2024-09-01,745861,Flyout,field_out,True,680718,641927,Addison Barger,Bailey Ober,0,05c1ce48-f68e-41c4-aba6-0522d123297d,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,3.77,3.29,155.0,105.0,91.0,101.0,0.734,9.41,2.26,6.56,1.28,0.67,0.212,0.446,0.2,0.305,0.415,117.0,110.0,110.0,99.0,100.0,103.0,81.0,104.0,96.0,74.0,102.0,102.0,83.0,104.0,100.0,0.395,0.208,0.113,0.011,0.274,0.07,-0.21,1.61,1.77,2.38,91.8,86.3,83.4,80.4,75.8,0.252,0.49,0.221,0.143,0.269,0.387,0.25,0.45,0.231,0.1,0.183,0.307,0.0,0.0,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2024-09-01,745861,Walk,walk,False,677870,641927,Leo Jiménez,Bailey Ober,0,78e7800a-5799-4c91-ad3a-d0eb2894e50f,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,3.77,3.29,155.0,105.0,91.0,101.0,0.734,9.41,2.26,6.56,1.28,0.67,0.212,0.446,0.2,0.305,0.415,117.0,110.0,110.0,99.0,100.0,103.0,81.0,104.0,96.0,74.0,102.0,102.0,83.0,104.0,100.0,0.395,0.208,0.113,0.011,0.274,0.07,-0.21,1.61,1.77,2.38,91.8,86.3,83.4,80.4,75.8,0.252,0.49,0.221,0.143,0.269,0.387,0.25,0.45,0.231,0.1,0.183,0.307,0.0,0.0,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2024-09-01,745861,Groundout,field_out,True,694388,641927,Joey Loperfido,Bailey Ober,0,5a76bc90-405c-455b-82b6-7ba55bea6146,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,3.77,3.29,155.0,105.0,91.0,101.0,0.734,9.41,2.26,6.56,1.28,0.67,0.212,0.446,0.2,0.305,0.415,117.0,110.0,110.0,99.0,100.0,103.0,81.0,104.0,96.0,74.0,102.0,102.0,83.0,104.0,100.0,0.395,0.208,0.113,0.011,0.274,0.07,-0.21,1.61,1.77,2.38,91.8,86.3,83.4,80.4,75.8,0.252,0.49,0.221,0.143,0.269,0.387,0.25,0.45,0.231,0.1,0.183,0.307,0.0,0.0,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2024-09-01,745861,Hit By Pitch,hit_by_pitch,False,668885,642232,Austin Martin,Ryan Yarbrough,0,5a8b88c6-0c22-4d82-a683-1042126c6a86,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,- - -,3.4,4.37,87.1,100.0,81.0,95.0,0.802,5.36,3.19,6.39,1.03,1.0,0.26,0.412,0.179,0.26,0.439,76.0,105.0,87.0,94.0,102.0,113.0,83.0,100.0,93.0,,,,96.0,81.0,76.0,0.201,0.107,,0.276,0.154,0.97,-4.44,,1.12,0.14,86.5,83.7,77.3,,71.2,0.191,0.34,0.162,0.245,0.347,0.217,0.4,0.75,0.196,,,,0.128,0.245,0.344,66.0,101.0,91.0,,,,0.262,,,2.24,,86.0,,,,0.214,0.316,0.086,,,,,,,,,
29,2024-09-01,745861,Groundout,field_out,True,668904,642232,Royce Lewis,Ryan Yarbrough,1,fae94067-85cd-4aa1-8f18-978faffbf267,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,- - -,3.4,4.37,87.1,100.0,81.0,95.0,0.802,5.36,3.19,6.39,1.03,1.0,0.26,0.412,0.179,0.26,0.439,76.0,105.0,87.0,94.0,102.0,113.0,83.0,100.0,93.0,,,,96.0,81.0,76.0,0.201,0.107,,0.276,0.154,0.97,-4.44,,1.12,0.14,86.5,83.7,77.3,,71.2,0.191,0.34,0.162,0.245,0.347,0.217,0.4,0.75,0.196,,,,0.128,0.245,0.344,66.0,101.0,91.0,,,,0.262,,,2.24,,86.0,,,,0.214,0.316,0.086,,,,,,,,,
30,2024-09-01,745861,Pop Out,field_out,True,596146,642232,Max Kepler,Ryan Yarbrough,1,88452cf8-cad3-4960-90e6-4842601a7cf4,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,- - -,3.4,4.37,87.1,100.0,81.0,95.0,0.802,5.36,3.19,6.39,1.03,1.0,0.26,0.412,0.179,0.26,0.439,76.0,105.0,87.0,94.0,102.0,113.0,83.0,100.0,93.0,,,,96.0,81.0,76.0,0.201,0.107,,0.276,0.154,0.97,-4.44,,1.12,0.14,86.5,83.7,77.3,,71.2,0.191,0.34,0.162,0.245,0.347,0.217,0.4,0.75,0.196,,,,0.128,0.245,0.344,66.0,101.0,91.0,,,,0.262,,,2.24,,86.0,,,,0.214,0.316,0.086,,,,,,,,,
31,2024-09-01,745861,Flyout,field_out,True,686797,642232,Brooks Lee,Ryan Yarbrough,0,2fe35bb0-cc8f-4267-8733-ed5e1c04b699,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,- - -,3.4,4.37,87.1,100.0,81.0,95.0,0.802,5.36,3.19,6.39,1.03,1.0,0.26,0.412,0.179,0.26,0.439,76.0,105.0,87.0,94.0,102.0,113.0,83.0,100.0,93.0,,,,96.0,81.0,76.0,0.201,0.107,,0.276,0.154,0.97,-4.44,,1.12,0.14,86.5,83.7,77.3,,71.2,0.191,0.34,0.162,0.245,0.347,0.217,0.4,0.75,0.196,,,,0.128,0.245,0.344,66.0,101.0,91.0,,,,0.262,,,2.24,,86.0,,,,0.214,0.316,0.086,,,,,,,,,
32,2024-09-01,745861,Strikeout,strikeout,True,676914,641927,Davis Schneider,Bailey Ober,0,20b9b115-b7af-46ec-a5da-b80705abefca,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,3.77,3.29,155.0,105.0,91.0,101.0,0.734,9.41,2.26,6.56,1.28,0.67,0.212,0.446,0.2,0.305,0.415,117.0,110.0,110.0,99.0,100.0,103.0,81.0,104.0,96.0,74.0,102.0,102.0,83.0,104.0,100.0,0.395,0.208,0.113,0.011,0.274,0.07,-0.21,1.61,1.77,2.38,91.8,86.3,83.4,80.4,75.8,0.252,0.49,0.221,0.143,0.269,0.387,0.25,0.45,0.231,0.1,0.183,0.307,0.0,0.0,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
