,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-06-17,746215,Pop Out,field_out,True,668930,668676,Brice Turang,Zach Plesac,0,8552682f-0db4-4656-a9ae-6c807bb2e3c9,668676.0,zachplesac,Plesac,Right,Zach Plesac,LAA,8.25,8.6,12.0,94.0,53.0,83.0,0.84,3.75,5.25,9.0,3.0,0.31,0.238,0.405,0.238,0.357,0.462,22.0,80.0,56.0,91.0,89.0,92.0,49.0,99.0,83.0,76.0,97.0,100.0,0.442,0.269,0.053,0.236,-2.76,-1.5,-5.14,0.75,90.2,84.4,83.8,75.9,0.304,0.783,0.065,0.25,0.5,0.423,0.111,0.111,0.19,0.333,0.667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-17,746215,Strikeout,strikeout,True,687401,668676,Joey Ortiz,Zach Plesac,0,8be67dec-cb4c-4ea7-a098-db328de1ed37,668676.0,zachplesac,Plesac,Right,Zach Plesac,LAA,8.25,8.6,12.0,94.0,53.0,83.0,0.84,3.75,5.25,9.0,3.0,0.31,0.238,0.405,0.238,0.357,0.462,22.0,80.0,56.0,91.0,89.0,92.0,49.0,99.0,83.0,76.0,97.0,100.0,0.442,0.269,0.053,0.236,-2.76,-1.5,-5.14,0.75,90.2,84.4,83.8,75.9,0.304,0.783,0.065,0.25,0.5,0.423,0.111,0.111,0.19,0.333,0.667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-17,746215,Flyout,field_out,True,592885,668676,Christian Yelich,Zach Plesac,0,d68fef2a-d3b4-4657-afc5-ee2ce86ba2a0,668676.0,zachplesac,Plesac,Right,Zach Plesac,LAA,8.25,8.6,12.0,94.0,53.0,83.0,0.84,3.75,5.25,9.0,3.0,0.31,0.238,0.405,0.238,0.357,0.462,22.0,80.0,56.0,91.0,89.0,92.0,49.0,99.0,83.0,76.0,97.0,100.0,0.442,0.269,0.053,0.236,-2.76,-1.5,-5.14,0.75,90.2,84.4,83.8,75.9,0.304,0.783,0.065,0.25,0.5,0.423,0.111,0.111,0.19,0.333,0.667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-17,746215,Groundout,field_out,True,694384,692230,Nolan Schanuel,Carlos Rodriguez,0,9be2017c-8ff4-4c31-acf5-ed1529c6778a,692230.0,carlosrodriguez,"Rodriguez, C",Right,Carlos Rodriguez,MIL,7.3,5.72,12.1,102.0,84.0,98.0,0.814,6.57,2.19,13.86,2.19,0.67,0.156,0.511,0.133,0.4,0.416,67.0,105.0,101.0,91.0,118.0,122.0,75.0,105.0,98.0,111.0,103.0,108.0,0.185,0.155,0.107,0.159,-3.73,-2.08,-2.52,-2.27,93.2,85.7,81.8,76.1,0.333,0.667,0.2,0.333,0.833,0.133,0.333,0.583,0.148,0.4,0.4,0.2,94.0,93.0,90.0,71.0,95.0,84.0,0.215,0.18,2.0,-4.2,89.0,93.6,0.5,0.75,0.182,0.25,0.25,0.25,,,,,,,,,,,,,,,
4,2024-06-17,746215,Strikeout,strikeout,True,666160,692230,Mickey Moniak,Carlos Rodriguez,0,57232151-4950-4fed-a6f2-0e87e2547051,692230.0,carlosrodriguez,"Rodriguez, C",Right,Carlos Rodriguez,MIL,7.3,5.72,12.1,102.0,84.0,98.0,0.814,6.57,2.19,13.86,2.19,0.67,0.156,0.511,0.133,0.4,0.416,67.0,105.0,101.0,91.0,118.0,122.0,75.0,105.0,98.0,111.0,103.0,108.0,0.185,0.155,0.107,0.159,-3.73,-2.08,-2.52,-2.27,93.2,85.7,81.8,76.1,0.333,0.667,0.2,0.333,0.833,0.133,0.333,0.583,0.148,0.4,0.4,0.2,94.0,93.0,90.0,71.0,95.0,84.0,0.215,0.18,2.0,-4.2,89.0,93.6,0.5,0.75,0.182,0.25,0.25,0.25,,,,,,,,,,,,,,,
5,2024-06-17,746215,Pop Out,field_out,True,621493,692230,Taylor Ward,Carlos Rodriguez,0,b9989b8f-d94b-48ac-8b19-05335ff41764,692230.0,carlosrodriguez,"Rodriguez, C",Right,Carlos Rodriguez,MIL,7.3,5.72,12.1,102.0,84.0,98.0,0.814,6.57,2.19,13.86,2.19,0.67,0.156,0.511,0.133,0.4,0.416,67.0,105.0,101.0,91.0,118.0,122.0,75.0,105.0,98.0,111.0,103.0,108.0,0.185,0.155,0.107,0.159,-3.73,-2.08,-2.52,-2.27,93.2,85.7,81.8,76.1,0.333,0.667,0.2,0.333,0.833,0.133,0.333,0.583,0.148,0.4,0.4,0.2,94.0,93.0,90.0,71.0,95.0,84.0,0.215,0.18,2.0,-4.2,89.0,93.6,0.5,0.75,0.182,0.25,0.25,0.25,,,,,,,,,,,,,,,
6,2024-06-17,746215,Walk,walk,False,642715,668676,Willy Adames,Zach Plesac,0,868e209c-0314-4d4d-9297-1dc87c01050b,668676.0,zachplesac,Plesac,Right,Zach Plesac,LAA,8.25,8.6,12.0,94.0,53.0,83.0,0.84,3.75,5.25,9.0,3.0,0.31,0.238,0.405,0.238,0.357,0.462,22.0,80.0,56.0,91.0,89.0,92.0,49.0,99.0,83.0,76.0,97.0,100.0,0.442,0.269,0.053,0.236,-2.76,-1.5,-5.14,0.75,90.2,84.4,83.8,75.9,0.304,0.783,0.065,0.25,0.5,0.423,0.111,0.111,0.19,0.333,0.667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-06-17,746215,Home Run,home_run,False,641343,668676,Jake Bauers,Zach Plesac,1,6e2b7490-fec8-457b-81f5-d8167d3397da,668676.0,zachplesac,Plesac,Right,Zach Plesac,LAA,8.25,8.6,12.0,94.0,53.0,83.0,0.84,3.75,5.25,9.0,3.0,0.31,0.238,0.405,0.238,0.357,0.462,22.0,80.0,56.0,91.0,89.0,92.0,49.0,99.0,83.0,76.0,97.0,100.0,0.442,0.269,0.053,0.236,-2.76,-1.5,-5.14,0.75,90.2,84.4,83.8,75.9,0.304,0.783,0.065,0.25,0.5,0.423,0.111,0.111,0.19,0.333,0.667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-06-17,746215,Lineout,field_out,True,656555,668676,Rhys Hoskins,Zach Plesac,0,7bd83129-fab1-4890-b11c-2bfd379005a4,668676.0,zachplesac,Plesac,Right,Zach Plesac,LAA,8.25,8.6,12.0,94.0,53.0,83.0,0.84,3.75,5.25,9.0,3.0,0.31,0.238,0.405,0.238,0.357,0.462,22.0,80.0,56.0,91.0,89.0,92.0,49.0,99.0,83.0,76.0,97.0,100.0,0.442,0.269,0.053,0.236,-2.76,-1.5,-5.14,0.75,90.2,84.4,83.8,75.9,0.304,0.783,0.065,0.25,0.5,0.423,0.111,0.111,0.19,0.333,0.667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-06-17,746215,Pop Out,field_out,True,686217,668676,Sal Frelick,Zach Plesac,0,be0912c4-68f8-4da2-8c91-5f909af7d862,668676.0,zachplesac,Plesac,Right,Zach Plesac,LAA,8.25,8.6,12.0,94.0,53.0,83.0,0.84,3.75,5.25,9.0,3.0,0.31,0.238,0.405,0.238,0.357,0.462,22.0,80.0,56.0,91.0,89.0,92.0,49.0,99.0,83.0,76.0,97.0,100.0,0.442,0.269,0.053,0.236,-2.76,-1.5,-5.14,0.75,90.2,84.4,83.8,75.9,0.304,0.783,0.065,0.25,0.5,0.423,0.111,0.111,0.19,0.333,0.667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
