,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,FA%,SL%,KC%,CH%,wFA/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSL,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,FC_ba,FC_slg,FC_whiff
0,2024-05-16,746391,Groundout,field_out,True,647351,664299,Abraham Toro,Cristian Javier,0,9d1f1847-4aba-431d-925b-4b81339cdb02,664299.0,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.57,34.2,92.0,113.0,97.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,137.0,96.0,104.0,101.0,88.0,89.0,113.0,93.0,99.0,81.0,94.0,97.0,0.393,0.295,0.044,0.268,-1.32,0.37,-5.22,1.37,91.7,81.2,77.5,75.2,0.256,0.535,0.27,0.205,0.341,0.25,0.194,0.306,0.276,0.5,0.667,0.143,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-16,746391,Strikeout,strikeout,True,668709,664299,JJ Bleday,Cristian Javier,0,0fcf625a-01a4-4678-8911-0ad89b9a0556,664299.0,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.57,34.2,92.0,113.0,97.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,137.0,96.0,104.0,101.0,88.0,89.0,113.0,93.0,99.0,81.0,94.0,97.0,0.393,0.295,0.044,0.268,-1.32,0.37,-5.22,1.37,91.7,81.2,77.5,75.2,0.256,0.535,0.27,0.205,0.341,0.25,0.194,0.306,0.276,0.5,0.667,0.143,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-16,746391,Strikeout,strikeout,True,667670,664299,Brent Rooker,Cristian Javier,0,b1e9c79d-9521-4779-9336-7490f8062075,664299.0,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.57,34.2,92.0,113.0,97.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,137.0,96.0,104.0,101.0,88.0,89.0,113.0,93.0,99.0,81.0,94.0,97.0,0.393,0.295,0.044,0.268,-1.32,0.37,-5.22,1.37,91.7,81.2,77.5,75.2,0.256,0.535,0.27,0.205,0.341,0.25,0.194,0.306,0.276,0.5,0.667,0.143,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-16,746391,Single,single,False,514888,683155,Jose Altuve,Joey Estes,0,b1c7d47e-0382-42c9-85cf-b249b57c668d,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,5.29,4.22,63.0,108.0,95.0,106.0,0.815,7.0,2.14,8.57,1.14,0.44,0.267,0.415,0.149,0.308,0.492,86.0,90.0,94.0,84.0,108.0,102.0,115.0,114.0,118.0,,,,0.555,0.326,,0.099,0.75,0.49,,-6.26,92.7,84.7,79.7,,0.231,0.427,0.194,0.261,0.522,0.213,0.529,1.059,0.282,,,,57.0,108.0,118.0,111.0,89.0,91.0,0.006,0.014,-13.92,-1.29,86.4,90.9,0.333,0.333,0.0,,,,,,,,,
4,2024-05-16,746391,Single,single,False,663656,683155,Kyle Tucker,Joey Estes,1,9a3c186e-b849-4397-8650-272715fd9fb8,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,5.29,4.22,63.0,108.0,95.0,106.0,0.815,7.0,2.14,8.57,1.14,0.44,0.267,0.415,0.149,0.308,0.492,86.0,90.0,94.0,84.0,108.0,102.0,115.0,114.0,118.0,,,,0.555,0.326,,0.099,0.75,0.49,,-6.26,92.7,84.7,79.7,,0.231,0.427,0.194,0.261,0.522,0.213,0.529,1.059,0.282,,,,57.0,108.0,118.0,111.0,89.0,91.0,0.006,0.014,-13.92,-1.29,86.4,90.9,0.333,0.333,0.0,,,,,,,,,
5,2024-05-16,746391,Strikeout,strikeout,True,670541,683155,Yordan Alvarez,Joey Estes,0,6f41e509-55c0-4819-9cf9-7e2f9ea6a768,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,5.29,4.22,63.0,108.0,95.0,106.0,0.815,7.0,2.14,8.57,1.14,0.44,0.267,0.415,0.149,0.308,0.492,86.0,90.0,94.0,84.0,108.0,102.0,115.0,114.0,118.0,,,,0.555,0.326,,0.099,0.75,0.49,,-6.26,92.7,84.7,79.7,,0.231,0.427,0.194,0.261,0.522,0.213,0.529,1.059,0.282,,,,57.0,108.0,118.0,111.0,89.0,91.0,0.006,0.014,-13.92,-1.29,86.4,90.9,0.333,0.333,0.0,,,,,,,,,
6,2024-05-16,746391,Strikeout,strikeout,True,608324,683155,Alex Bregman,Joey Estes,0,f6a0641b-554a-4b38-b9ff-bc0fcb6e96f7,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,5.29,4.22,63.0,108.0,95.0,106.0,0.815,7.0,2.14,8.57,1.14,0.44,0.267,0.415,0.149,0.308,0.492,86.0,90.0,94.0,84.0,108.0,102.0,115.0,114.0,118.0,,,,0.555,0.326,,0.099,0.75,0.49,,-6.26,92.7,84.7,79.7,,0.231,0.427,0.194,0.261,0.522,0.213,0.529,1.059,0.282,,,,57.0,108.0,118.0,111.0,89.0,91.0,0.006,0.014,-13.92,-1.29,86.4,90.9,0.333,0.333,0.0,,,,,,,,,
7,2024-05-16,746391,Pop Out,field_out,True,665161,683155,Jeremy Peña,Joey Estes,0,0449f7ff-82d2-40ff-839f-f59fe72fdf2e,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,5.29,4.22,63.0,108.0,95.0,106.0,0.815,7.0,2.14,8.57,1.14,0.44,0.267,0.415,0.149,0.308,0.492,86.0,90.0,94.0,84.0,108.0,102.0,115.0,114.0,118.0,,,,0.555,0.326,,0.099,0.75,0.49,,-6.26,92.7,84.7,79.7,,0.231,0.427,0.194,0.261,0.522,0.213,0.529,1.059,0.282,,,,57.0,108.0,118.0,111.0,89.0,91.0,0.006,0.014,-13.92,-1.29,86.4,90.9,0.333,0.333,0.0,,,,,,,,,
8,2024-05-16,746391,Flyout,field_out,True,691016,664299,Tyler Soderstrom,Cristian Javier,0,8d786c5c-3560-4531-bd4d-816c363a0631,664299.0,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.57,34.2,92.0,113.0,97.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,137.0,96.0,104.0,101.0,88.0,89.0,113.0,93.0,99.0,81.0,94.0,97.0,0.393,0.295,0.044,0.268,-1.32,0.37,-5.22,1.37,91.7,81.2,77.5,75.2,0.256,0.535,0.27,0.205,0.341,0.25,0.194,0.306,0.276,0.5,0.667,0.143,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-05-16,746391,Strikeout,strikeout,True,668832,664299,Kyle McCann,Cristian Javier,0,13bfe3a0-5bbb-4912-bc58-dce9c59a9c65,664299.0,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.57,34.2,92.0,113.0,97.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,137.0,96.0,104.0,101.0,88.0,89.0,113.0,93.0,99.0,81.0,94.0,97.0,0.393,0.295,0.044,0.268,-1.32,0.37,-5.22,1.37,91.7,81.2,77.5,75.2,0.256,0.535,0.27,0.205,0.341,0.25,0.194,0.306,0.276,0.5,0.667,0.143,,,,,,,,,,,,,,,,,,,,,,,,
