,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,FA%,SL%,KC%,CH%,wFA/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSL,vKC,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-09-13,744800,Strikeout,strikeout,True,669364,687792,Xavier Edwards,DJ Herz,0,e1c2a0b6-1842-4a81-84a9-2a359a550ae3,687792.0,djherz,Herz,Left,DJ Herz,WSN,3.7,3.28,80.1,97.0,98.0,97.0,0.734,10.98,3.36,7.51,1.23,0.87,0.252,0.448,0.143,0.343,0.43,111.0,98.0,99.0,93.0,99.0,97.0,108.0,93.0,99.0,96.0,81.0,89.0,0.542,0.179,0.034,0.245,0.88,-1.13,1.01,0.13,93.6,83.6,86.2,81.1,0.224,0.329,0.306,0.207,0.379,0.256,0.222,0.444,0.267,0.25,0.25,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-13,744800,Flyout,field_out,True,681393,687792,Connor Norby,DJ Herz,0,7fe43468-1714-48fd-adc1-dd16a6810cb4,687792.0,djherz,Herz,Left,DJ Herz,WSN,3.7,3.28,80.1,97.0,98.0,97.0,0.734,10.98,3.36,7.51,1.23,0.87,0.252,0.448,0.143,0.343,0.43,111.0,98.0,99.0,93.0,99.0,97.0,108.0,93.0,99.0,96.0,81.0,89.0,0.542,0.179,0.034,0.245,0.88,-1.13,1.01,0.13,93.6,83.6,86.2,81.1,0.224,0.329,0.306,0.207,0.379,0.256,0.222,0.444,0.267,0.25,0.25,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-13,744800,Strikeout,strikeout,True,669394,687792,Jake Burger,DJ Herz,0,fe50e859-1e3d-49c7-a730-0f7cc5e1342e,687792.0,djherz,Herz,Left,DJ Herz,WSN,3.7,3.28,80.1,97.0,98.0,97.0,0.734,10.98,3.36,7.51,1.23,0.87,0.252,0.448,0.143,0.343,0.43,111.0,98.0,99.0,93.0,99.0,97.0,108.0,93.0,99.0,96.0,81.0,89.0,0.542,0.179,0.034,0.245,0.88,-1.13,1.01,0.13,93.6,83.6,86.2,81.1,0.224,0.329,0.306,0.207,0.379,0.256,0.222,0.444,0.267,0.25,0.25,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-13,744800,Single,single,False,686611,665795,Dylan Crews,Edward Cabrera,0,136f1ec8-13d4-40a4-bf6b-a3cf2b347d06,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.55,4.45,89.0,97.0,101.0,99.0,0.739,10.01,4.45,7.48,1.42,1.51,0.198,0.474,0.134,0.366,0.393,97.0,98.0,103.0,97.0,92.0,88.0,115.0,103.0,106.0,,,,0.273,0.09,,0.338,-1.32,1.51,,0.21,96.3,92.9,89.2,,0.295,0.5,0.152,0.203,0.322,0.335,0.133,0.233,0.317,0.197,0.443,0.397,106.0,101.0,104.0,110.0,92.0,94.0,0.089,0.21,0.06,0.02,96.6,84.7,0.242,0.364,0.159,,,,,,,,,,,,,,,,,,,,,
4,2024-09-13,744800,Strikeout,strikeout,True,695578,665795,James Wood,Edward Cabrera,1,481febfd-be2b-4019-90bd-b42e82dc4472,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.55,4.45,89.0,97.0,101.0,99.0,0.739,10.01,4.45,7.48,1.42,1.51,0.198,0.474,0.134,0.366,0.393,97.0,98.0,103.0,97.0,92.0,88.0,115.0,103.0,106.0,,,,0.273,0.09,,0.338,-1.32,1.51,,0.21,96.3,92.9,89.2,,0.295,0.5,0.152,0.203,0.322,0.335,0.133,0.233,0.317,0.197,0.443,0.397,106.0,101.0,104.0,110.0,92.0,94.0,0.089,0.21,0.06,0.02,96.6,84.7,0.242,0.364,0.159,,,,,,,,,,,,,,,,,,,,,
5,2024-09-13,744800,Strikeout,strikeout,True,665953,665795,Andrés Chaparro,Edward Cabrera,0,f05542ff-cdfe-4925-9653-0fc3c26035e7,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.55,4.45,89.0,97.0,101.0,99.0,0.739,10.01,4.45,7.48,1.42,1.51,0.198,0.474,0.134,0.366,0.393,97.0,98.0,103.0,97.0,92.0,88.0,115.0,103.0,106.0,,,,0.273,0.09,,0.338,-1.32,1.51,,0.21,96.3,92.9,89.2,,0.295,0.5,0.152,0.203,0.322,0.335,0.133,0.233,0.317,0.197,0.443,0.397,106.0,101.0,104.0,110.0,92.0,94.0,0.089,0.21,0.06,0.02,96.6,84.7,0.242,0.364,0.159,,,,,,,,,,,,,,,,,,,,,
6,2024-09-13,744800,Walk,walk,False,677588,665795,José Tena,Edward Cabrera,1,a4414455-4e94-4a5f-9d02-34ca212d4c5e,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.55,4.45,89.0,97.0,101.0,99.0,0.739,10.01,4.45,7.48,1.42,1.51,0.198,0.474,0.134,0.366,0.393,97.0,98.0,103.0,97.0,92.0,88.0,115.0,103.0,106.0,,,,0.273,0.09,,0.338,-1.32,1.51,,0.21,96.3,92.9,89.2,,0.295,0.5,0.152,0.203,0.322,0.335,0.133,0.233,0.317,0.197,0.443,0.397,106.0,101.0,104.0,110.0,92.0,94.0,0.089,0.21,0.06,0.02,96.6,84.7,0.242,0.364,0.159,,,,,,,,,,,,,,,,,,,,,
7,2024-09-13,744800,Field Error,field_error,False,671277,665795,Luis García Jr.,Edward Cabrera,1,1baac011-5f80-4ef7-a2c4-4cbfc82cc982,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.55,4.45,89.0,97.0,101.0,99.0,0.739,10.01,4.45,7.48,1.42,1.51,0.198,0.474,0.134,0.366,0.393,97.0,98.0,103.0,97.0,92.0,88.0,115.0,103.0,106.0,,,,0.273,0.09,,0.338,-1.32,1.51,,0.21,96.3,92.9,89.2,,0.295,0.5,0.152,0.203,0.322,0.335,0.133,0.233,0.317,0.197,0.443,0.397,106.0,101.0,104.0,110.0,92.0,94.0,0.089,0.21,0.06,0.02,96.6,84.7,0.242,0.364,0.159,,,,,,,,,,,,,,,,,,,,,
8,2024-09-13,744800,Strikeout,strikeout,True,608336,665795,Joey Gallo,Edward Cabrera,0,8827f7fb-8ab4-435d-b30f-570f2ab54af5,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.55,4.45,89.0,97.0,101.0,99.0,0.739,10.01,4.45,7.48,1.42,1.51,0.198,0.474,0.134,0.366,0.393,97.0,98.0,103.0,97.0,92.0,88.0,115.0,103.0,106.0,,,,0.273,0.09,,0.338,-1.32,1.51,,0.21,96.3,92.9,89.2,,0.295,0.5,0.152,0.203,0.322,0.335,0.133,0.233,0.317,0.197,0.443,0.397,106.0,101.0,104.0,110.0,92.0,94.0,0.089,0.21,0.06,0.02,96.6,84.7,0.242,0.364,0.159,,,,,,,,,,,,,,,,,,,,,
9,2024-09-13,744800,Groundout,field_out,True,681146,687792,Jonah Bride,DJ Herz,0,595c9840-bbaf-40b0-8b76-024166cafa6f,687792.0,djherz,Herz,Left,DJ Herz,WSN,3.7,3.28,80.1,97.0,98.0,97.0,0.734,10.98,3.36,7.51,1.23,0.87,0.252,0.448,0.143,0.343,0.43,111.0,98.0,99.0,93.0,99.0,97.0,108.0,93.0,99.0,96.0,81.0,89.0,0.542,0.179,0.034,0.245,0.88,-1.13,1.01,0.13,93.6,83.6,86.2,81.1,0.224,0.329,0.306,0.207,0.379,0.256,0.222,0.444,0.267,0.25,0.25,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
