,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSL/C,wCU/C,vFA,vFS,vSL,vCU,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CH%,wFC/C,wSI/C,wCH/C,vFC,vCH,vSI,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff
0,2024-06-16,747109,Double,double,False,650490,694462,Yandy Díaz,Hurston Waldrep,0,b7cc8746-ee3f-4023-8654-e5d317cb12b2,694462.0,hurstonwaldrep,Waldrep,Right,Hurston Waldrep,ATL,16.71,5.69,7.0,84.0,85.0,86.0,0.792,3.86,10.29,11.57,3.86,1.1,0.208,0.417,0.208,0.292,0.429,78.0,90.0,90.0,79.0,88.0,81.0,105.0,86.0,94.0,80.0,78.0,86.0,0.398,0.338,0.226,0.038,-4.99,-3.64,-4.72,4.7,95.8,85.9,87.0,80.4,0.308,0.769,0.059,0.286,0.429,0.4,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-16,747109,Walk,walk,False,664040,694462,Brandon Lowe,Hurston Waldrep,0,e0850a28-6c24-4279-99d2-058b01338b72,694462.0,hurstonwaldrep,Waldrep,Right,Hurston Waldrep,ATL,16.71,5.69,7.0,84.0,85.0,86.0,0.792,3.86,10.29,11.57,3.86,1.1,0.208,0.417,0.208,0.292,0.429,78.0,90.0,90.0,79.0,88.0,81.0,105.0,86.0,94.0,80.0,78.0,86.0,0.398,0.338,0.226,0.038,-4.99,-3.64,-4.72,4.7,95.8,85.9,87.0,80.4,0.308,0.769,0.059,0.286,0.429,0.4,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-16,747109,Grounded Into DP,grounded_into_double_play,True,670623,694462,Isaac Paredes,Hurston Waldrep,1,d2af4106-4cf1-4f95-8527-e60ccd894c44,694462.0,hurstonwaldrep,Waldrep,Right,Hurston Waldrep,ATL,16.71,5.69,7.0,84.0,85.0,86.0,0.792,3.86,10.29,11.57,3.86,1.1,0.208,0.417,0.208,0.292,0.429,78.0,90.0,90.0,79.0,88.0,81.0,105.0,86.0,94.0,80.0,78.0,86.0,0.398,0.338,0.226,0.038,-4.99,-3.64,-4.72,4.7,95.8,85.9,87.0,80.4,0.308,0.769,0.059,0.286,0.429,0.4,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-16,747109,Walk,walk,False,666139,694462,Josh Lowe,Hurston Waldrep,0,635583c8-aaaa-4e08-a262-2be97afbeee4,694462.0,hurstonwaldrep,Waldrep,Right,Hurston Waldrep,ATL,16.71,5.69,7.0,84.0,85.0,86.0,0.792,3.86,10.29,11.57,3.86,1.1,0.208,0.417,0.208,0.292,0.429,78.0,90.0,90.0,79.0,88.0,81.0,105.0,86.0,94.0,80.0,78.0,86.0,0.398,0.338,0.226,0.038,-4.99,-3.64,-4.72,4.7,95.8,85.9,87.0,80.4,0.308,0.769,0.059,0.286,0.429,0.4,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-06-16,747109,Single,single,False,668227,694462,Randy Arozarena,Hurston Waldrep,1,c9bc929f-6915-4d2c-90a1-b18e53492dfa,694462.0,hurstonwaldrep,Waldrep,Right,Hurston Waldrep,ATL,16.71,5.69,7.0,84.0,85.0,86.0,0.792,3.86,10.29,11.57,3.86,1.1,0.208,0.417,0.208,0.292,0.429,78.0,90.0,90.0,79.0,88.0,81.0,105.0,86.0,94.0,80.0,78.0,86.0,0.398,0.338,0.226,0.038,-4.99,-3.64,-4.72,4.7,95.8,85.9,87.0,80.4,0.308,0.769,0.059,0.286,0.429,0.4,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-06-16,747109,Caught Stealing 2B,caught_stealing_2b,True,680700,694462,Richie Palacios,Hurston Waldrep,0,d2294536-0734-4a6a-8154-1f8587867af4,694462.0,hurstonwaldrep,Waldrep,Right,Hurston Waldrep,ATL,16.71,5.69,7.0,84.0,85.0,86.0,0.792,3.86,10.29,11.57,3.86,1.1,0.208,0.417,0.208,0.292,0.429,78.0,90.0,90.0,79.0,88.0,81.0,105.0,86.0,94.0,80.0,78.0,86.0,0.398,0.338,0.226,0.038,-4.99,-3.64,-4.72,4.7,95.8,85.9,87.0,80.4,0.308,0.769,0.059,0.286,0.429,0.4,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-06-16,747109,Home Run,home_run,False,672284,621107,Jarred Kelenic,Zach Eflin,0,6e19e3ac-6a2b-4953-a1ac-8a16fdd17a80,621107.0,zacheflin,Eflin,Right,Zach Eflin,TBR,4.14,3.39,104.1,108.0,94.0,104.0,0.816,7.16,1.12,9.4,1.12,1.16,0.215,0.44,0.153,0.31,0.463,111.0,116.0,112.0,63.0,105.0,96.0,121.0,107.0,112.0,,,,0.095,,0.101,0.197,-1.29,,2.39,-1.41,92.6,,80.0,79.2,0.25,0.425,0.278,,,,0.167,0.361,0.25,84.0,107.0,111.0,91.0,109.0,104.0,86.0,103.0,97.0,0.31,0.265,0.032,0.53,0.08,-2.78,87.8,85.0,91.7,0.269,0.403,0.134,0.253,0.424,0.167,0.297,0.451,0.293,0.278,0.5,0.13
7,2024-06-16,747109,Strikeout,strikeout,True,645277,621107,Ozzie Albies,Zach Eflin,0,58ab2a4c-3ac9-4578-87c0-f1b24d4b11ce,621107.0,zacheflin,Eflin,Right,Zach Eflin,TBR,4.14,3.39,104.1,108.0,94.0,104.0,0.816,7.16,1.12,9.4,1.12,1.16,0.215,0.44,0.153,0.31,0.463,111.0,116.0,112.0,63.0,105.0,96.0,121.0,107.0,112.0,,,,0.095,,0.101,0.197,-1.29,,2.39,-1.41,92.6,,80.0,79.2,0.25,0.425,0.278,,,,0.167,0.361,0.25,84.0,107.0,111.0,91.0,109.0,104.0,86.0,103.0,97.0,0.31,0.265,0.032,0.53,0.08,-2.78,87.8,85.0,91.7,0.269,0.403,0.134,0.253,0.424,0.167,0.297,0.451,0.293,0.278,0.5,0.13
8,2024-06-16,747109,Groundout,field_out,True,542303,621107,Marcell Ozuna,Zach Eflin,0,1ad2006b-b430-4365-974a-f8fea5ee7d98,621107.0,zacheflin,Eflin,Right,Zach Eflin,TBR,4.14,3.39,104.1,108.0,94.0,104.0,0.816,7.16,1.12,9.4,1.12,1.16,0.215,0.44,0.153,0.31,0.463,111.0,116.0,112.0,63.0,105.0,96.0,121.0,107.0,112.0,,,,0.095,,0.101,0.197,-1.29,,2.39,-1.41,92.6,,80.0,79.2,0.25,0.425,0.278,,,,0.167,0.361,0.25,84.0,107.0,111.0,91.0,109.0,104.0,86.0,103.0,97.0,0.31,0.265,0.032,0.53,0.08,-2.78,87.8,85.0,91.7,0.269,0.403,0.134,0.253,0.424,0.167,0.297,0.451,0.293,0.278,0.5,0.13
9,2024-06-16,747109,Single,single,False,621566,621107,Matt Olson,Zach Eflin,0,4a3a61a4-9d9f-4097-8233-5fc46a2d8ca0,621107.0,zacheflin,Eflin,Right,Zach Eflin,TBR,4.14,3.39,104.1,108.0,94.0,104.0,0.816,7.16,1.12,9.4,1.12,1.16,0.215,0.44,0.153,0.31,0.463,111.0,116.0,112.0,63.0,105.0,96.0,121.0,107.0,112.0,,,,0.095,,0.101,0.197,-1.29,,2.39,-1.41,92.6,,80.0,79.2,0.25,0.425,0.278,,,,0.167,0.361,0.25,84.0,107.0,111.0,91.0,109.0,104.0,86.0,103.0,97.0,0.31,0.265,0.032,0.53,0.08,-2.78,87.8,85.0,91.7,0.269,0.403,0.134,0.253,0.424,0.167,0.297,0.451,0.293,0.278,0.5,0.13
