,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFS,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,FC%,wFC/C,vFC,Stf+ FC,Loc+ FC,Pit+ FC,FC_ba,FC_slg,FC_whiff,vSC (sc),SC%,wSC/C
0,2024-09-11,745450,Strikeout,strikeout,True,681393,663559,Connor Norby,Bailey Falter,0,4a70ee15-16af-4fba-96a3-cba0f192f35c,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.2,5.02,128.2,100.0,90.0,97.0,0.819,6.23,2.73,8.74,1.05,0.81,0.292,0.357,0.145,0.312,0.479,100.0,100.0,98.0,85.0,101.0,96.0,99.0,101.0,98.0,92.0,96.0,96.0,43.0,95.0,70.0,0.138,0.492,0.006,0.2,0.163,0.69,-7.05,1.43,0.22,-1.4,91.8,86.9,91.9,85.9,77.7,0.254,0.387,0.168,0.256,0.442,0.149,0.25,0.286,0.328,0.31,0.621,0.204,0.333,1.333,0.125,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-11,745450,Strikeout,strikeout,True,672640,663559,Otto Lopez,Bailey Falter,0,a166ab9a-4495-4ec1-a702-398c83d3d188,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.2,5.02,128.2,100.0,90.0,97.0,0.819,6.23,2.73,8.74,1.05,0.81,0.292,0.357,0.145,0.312,0.479,100.0,100.0,98.0,85.0,101.0,96.0,99.0,101.0,98.0,92.0,96.0,96.0,43.0,95.0,70.0,0.138,0.492,0.006,0.2,0.163,0.69,-7.05,1.43,0.22,-1.4,91.8,86.9,91.9,85.9,77.7,0.254,0.387,0.168,0.256,0.442,0.149,0.25,0.286,0.328,0.31,0.621,0.204,0.333,1.333,0.125,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-11,745450,Strikeout,strikeout,True,669394,663559,Jake Burger,Bailey Falter,0,742f377e-9e6b-4e3b-a387-27b130b4cc0e,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.2,5.02,128.2,100.0,90.0,97.0,0.819,6.23,2.73,8.74,1.05,0.81,0.292,0.357,0.145,0.312,0.479,100.0,100.0,98.0,85.0,101.0,96.0,99.0,101.0,98.0,92.0,96.0,96.0,43.0,95.0,70.0,0.138,0.492,0.006,0.2,0.163,0.69,-7.05,1.43,0.22,-1.4,91.8,86.9,91.9,85.9,77.7,0.254,0.387,0.168,0.256,0.442,0.149,0.25,0.286,0.328,0.31,0.621,0.204,0.333,1.333,0.125,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-11,745450,Groundout,field_out,True,643396,642834,Isiah Kiner-Falefa,Jonathan Bermúdez,0,e487504b-f1bd-4073-b1fb-7538024490b5,642834.0,jonathanbermudez,Bermúdez,Left,Jonathan Bermúdez,MIA,8.1,5.33,6.2,82.0,74.0,75.0,0.885,5.4,2.7,14.85,2.7,0.83,0.2,0.44,0.08,0.28,0.438,,,,43.0,87.0,72.0,,,,98.0,68.0,71.0,,,,,0.496,,0.388,,-6.62,,,-2.05,,89.1,,,76.6,,0.538,0.923,0.107,,,,0.5,0.5,0.0,,,,,,,61.0,70.0,75.0,0.116,0.12,82.2,0.222,0.556,0.333,0.25,0.5,0.167,,,,,,,,,,,,
4,2024-09-11,745450,Double,double,False,668804,642834,Bryan Reynolds,Jonathan Bermúdez,0,61dcd552-e615-4b11-ae6c-9d9424884f5f,642834.0,jonathanbermudez,Bermúdez,Left,Jonathan Bermúdez,MIA,8.1,5.33,6.2,82.0,74.0,75.0,0.885,5.4,2.7,14.85,2.7,0.83,0.2,0.44,0.08,0.28,0.438,,,,43.0,87.0,72.0,,,,98.0,68.0,71.0,,,,,0.496,,0.388,,-6.62,,,-2.05,,89.1,,,76.6,,0.538,0.923,0.107,,,,0.5,0.5,0.0,,,,,,,61.0,70.0,75.0,0.116,0.12,82.2,0.222,0.556,0.333,0.25,0.5,0.167,,,,,,,,,,,,
5,2024-09-11,745450,Hit By Pitch,hit_by_pitch,False,663698,642834,Joey Bart,Jonathan Bermúdez,0,7e601515-66b9-4e4a-ac2b-5027cef5279d,642834.0,jonathanbermudez,Bermúdez,Left,Jonathan Bermúdez,MIA,8.1,5.33,6.2,82.0,74.0,75.0,0.885,5.4,2.7,14.85,2.7,0.83,0.2,0.44,0.08,0.28,0.438,,,,43.0,87.0,72.0,,,,98.0,68.0,71.0,,,,,0.496,,0.388,,-6.62,,,-2.05,,89.1,,,76.6,,0.538,0.923,0.107,,,,0.5,0.5,0.0,,,,,,,61.0,70.0,75.0,0.116,0.12,82.2,0.222,0.556,0.333,0.25,0.5,0.167,,,,,,,,,,,,
6,2024-09-11,745450,Single,single,False,693304,642834,Nick Gonzales,Jonathan Bermúdez,1,dc969eba-7c26-418f-ab37-fa5c4da1729a,642834.0,jonathanbermudez,Bermúdez,Left,Jonathan Bermúdez,MIA,8.1,5.33,6.2,82.0,74.0,75.0,0.885,5.4,2.7,14.85,2.7,0.83,0.2,0.44,0.08,0.28,0.438,,,,43.0,87.0,72.0,,,,98.0,68.0,71.0,,,,,0.496,,0.388,,-6.62,,,-2.05,,89.1,,,76.6,,0.538,0.923,0.107,,,,0.5,0.5,0.0,,,,,,,61.0,70.0,75.0,0.116,0.12,82.2,0.222,0.556,0.333,0.25,0.5,0.167,,,,,,,,,,,,
7,2024-09-11,745450,Walk,walk,False,665833,642834,Oneil Cruz,Jonathan Bermúdez,1,5065ab58-0e65-4e1a-873f-95d2175ca19a,642834.0,jonathanbermudez,Bermúdez,Left,Jonathan Bermúdez,MIA,8.1,5.33,6.2,82.0,74.0,75.0,0.885,5.4,2.7,14.85,2.7,0.83,0.2,0.44,0.08,0.28,0.438,,,,43.0,87.0,72.0,,,,98.0,68.0,71.0,,,,,0.496,,0.388,,-6.62,,,-2.05,,89.1,,,76.6,,0.538,0.923,0.107,,,,0.5,0.5,0.0,,,,,,,61.0,70.0,75.0,0.116,0.12,82.2,0.222,0.556,0.333,0.25,0.5,0.167,,,,,,,,,,,,
8,2024-09-11,745450,Sac Fly,sac_fly,True,656582,642834,Connor Joe,Jonathan Bermúdez,1,0d8a0ce7-aa13-457d-8fdf-11ee9f65d5d6,642834.0,jonathanbermudez,Bermúdez,Left,Jonathan Bermúdez,MIA,8.1,5.33,6.2,82.0,74.0,75.0,0.885,5.4,2.7,14.85,2.7,0.83,0.2,0.44,0.08,0.28,0.438,,,,43.0,87.0,72.0,,,,98.0,68.0,71.0,,,,,0.496,,0.388,,-6.62,,,-2.05,,89.1,,,76.6,,0.538,0.923,0.107,,,,0.5,0.5,0.0,,,,,,,61.0,70.0,75.0,0.116,0.12,82.2,0.222,0.556,0.333,0.25,0.5,0.167,,,,,,,,,,,,
9,2024-09-11,745450,Groundout,field_out,True,650559,642834,Bryan De La Cruz,Jonathan Bermúdez,1,4b2db2ae-7dd2-4572-8160-691df60b9533,642834.0,jonathanbermudez,Bermúdez,Left,Jonathan Bermúdez,MIA,8.1,5.33,6.2,82.0,74.0,75.0,0.885,5.4,2.7,14.85,2.7,0.83,0.2,0.44,0.08,0.28,0.438,,,,43.0,87.0,72.0,,,,98.0,68.0,71.0,,,,,0.496,,0.388,,-6.62,,,-2.05,,89.1,,,76.6,,0.538,0.923,0.107,,,,0.5,0.5,0.0,,,,,,,61.0,70.0,75.0,0.116,0.12,82.2,0.222,0.556,0.333,0.25,0.5,0.167,,,,,,,,,,,,
