,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS
0,2024-06-06,744923,Strikeout,strikeout,True,676059,579328,Jordan Westburg,Yusei Kikuchi,0,33931777-4d27-4924-83e4-8dbb82ce24ff,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,98.0,105.0,105.0,118.0,102.0,107.0,110.0,100.0,107.0,0.491,0.158,0.244,0.107,-0.31,-0.05,-0.17,0.45,95.6,87.2,89.2,82.9,0.302,0.55,0.269,0.278,0.435,0.271,0.241,0.31,0.297,0.189,0.264,0.329,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-06,744923,Strikeout,strikeout,True,668939,579328,Adley Rutschman,Yusei Kikuchi,0,2a819218-bfc1-4c08-be28-da2679211d4f,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,98.0,105.0,105.0,118.0,102.0,107.0,110.0,100.0,107.0,0.491,0.158,0.244,0.107,-0.31,-0.05,-0.17,0.45,95.6,87.2,89.2,82.9,0.302,0.55,0.269,0.278,0.435,0.271,0.241,0.31,0.297,0.189,0.264,0.329,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-06,744923,Single,single,False,663624,579328,Ryan Mountcastle,Yusei Kikuchi,0,0bcb8d2a-b3ed-4ebe-9175-58a6613ebb75,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,98.0,105.0,105.0,118.0,102.0,107.0,110.0,100.0,107.0,0.491,0.158,0.244,0.107,-0.31,-0.05,-0.17,0.45,95.6,87.2,89.2,82.9,0.302,0.55,0.269,0.278,0.435,0.271,0.241,0.31,0.297,0.189,0.264,0.329,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-06,744923,Double,double,False,683002,579328,Gunnar Henderson,Yusei Kikuchi,1,a23d2320-e9a0-4c0c-9131-e8b3c802c39e,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,98.0,105.0,105.0,118.0,102.0,107.0,110.0,100.0,107.0,0.491,0.158,0.244,0.107,-0.31,-0.05,-0.17,0.45,95.6,87.2,89.2,82.9,0.302,0.55,0.269,0.278,0.435,0.271,0.241,0.31,0.297,0.189,0.264,0.329,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-06-06,744923,Flyout,field_out,True,623993,579328,Anthony Santander,Yusei Kikuchi,0,020a8401-f5a6-4b00-b3f1-5c19f97affd3,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,98.0,105.0,105.0,118.0,102.0,107.0,110.0,100.0,107.0,0.491,0.158,0.244,0.107,-0.31,-0.05,-0.17,0.45,95.6,87.2,89.2,82.9,0.302,0.55,0.269,0.278,0.435,0.271,0.241,0.31,0.297,0.189,0.264,0.329,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-06-06,744923,Strikeout,strikeout,True,676914,700249,Davis Schneider,Cade Povich,0,195038ad-4ecf-48b9-9671-7e84ba938557,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,6.27,4.13,33.0,96.0,85.0,94.0,0.807,6.55,4.91,9.0,1.91,0.84,0.238,0.505,0.19,0.238,0.445,62.0,99.0,94.0,93.0,102.0,103.0,75.0,93.0,88.0,107.0,99.0,100.0,0.406,0.104,0.192,0.091,0.84,-4.51,-2.39,-2.58,92.2,86.0,82.9,75.9,0.186,0.256,0.13,0.346,0.615,0.286,0.304,0.652,0.222,0.273,0.545,0.182,79.0,81.0,77.0,97.0,94.0,93.0,0.056,0.151,-2.61,0.67,88.2,91.5,0.3,0.75,0.269,0.0,0.0,0.182,,,,,,
6,2024-06-06,744923,Flyout,field_out,True,643376,700249,Danny Jansen,Cade Povich,0,c588bb44-ab15-4f43-98b2-0aada040419f,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,6.27,4.13,33.0,96.0,85.0,94.0,0.807,6.55,4.91,9.0,1.91,0.84,0.238,0.505,0.19,0.238,0.445,62.0,99.0,94.0,93.0,102.0,103.0,75.0,93.0,88.0,107.0,99.0,100.0,0.406,0.104,0.192,0.091,0.84,-4.51,-2.39,-2.58,92.2,86.0,82.9,75.9,0.186,0.256,0.13,0.346,0.615,0.286,0.304,0.652,0.222,0.273,0.545,0.182,79.0,81.0,77.0,97.0,94.0,93.0,0.056,0.151,-2.61,0.67,88.2,91.5,0.3,0.75,0.269,0.0,0.0,0.182,,,,,,
7,2024-06-06,744923,Flyout,field_out,True,665489,700249,Vladimir Guerrero Jr.,Cade Povich,0,4aa8ae94-56f6-42e9-9ffe-a46881babb31,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,6.27,4.13,33.0,96.0,85.0,94.0,0.807,6.55,4.91,9.0,1.91,0.84,0.238,0.505,0.19,0.238,0.445,62.0,99.0,94.0,93.0,102.0,103.0,75.0,93.0,88.0,107.0,99.0,100.0,0.406,0.104,0.192,0.091,0.84,-4.51,-2.39,-2.58,92.2,86.0,82.9,75.9,0.186,0.256,0.13,0.346,0.615,0.286,0.304,0.652,0.222,0.273,0.545,0.182,79.0,81.0,77.0,97.0,94.0,93.0,0.056,0.151,-2.61,0.67,88.2,91.5,0.3,0.75,0.269,0.0,0.0,0.182,,,,,,
8,2024-06-06,744923,Strikeout,strikeout,True,669720,579328,Austin Hays,Yusei Kikuchi,0,3f090e8d-c4f2-44f5-a034-fdc4e45300df,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,98.0,105.0,105.0,118.0,102.0,107.0,110.0,100.0,107.0,0.491,0.158,0.244,0.107,-0.31,-0.05,-0.17,0.45,95.6,87.2,89.2,82.9,0.302,0.55,0.269,0.278,0.435,0.271,0.241,0.31,0.297,0.189,0.264,0.329,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-06-06,744923,Single,single,False,681393,579328,Connor Norby,Yusei Kikuchi,0,bc1bd2c2-c2f6-4ef2-89a0-69bedf216b66,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,98.0,105.0,105.0,118.0,102.0,107.0,110.0,100.0,107.0,0.491,0.158,0.244,0.107,-0.31,-0.05,-0.17,0.45,95.6,87.2,89.2,82.9,0.302,0.55,0.269,0.278,0.435,0.271,0.241,0.31,0.297,0.189,0.264,0.329,,,,,,,,,,,,,,,,,,,,,,,,
