,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,SV_ba,SV_slg,SV_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-06-15,746135,Groundout,field_out,True,672580,808967,Maikel Garcia,Yoshinobu Yamamoto,0,eb53e894-2546-468c-8cfc-577538701e58,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.92,3.17,74.0,105.0,99.0,106.0,0.758,10.22,2.07,7.54,0.73,1.5,0.251,0.402,0.156,0.332,0.441,106.0,105.0,113.0,83.0,103.0,95.0,102.0,110.0,103.0,120.0,113.0,120.0,86.0,95.0,89.0,122.0,111.0,119.0,0.033,0.407,0.053,0.248,0.033,0.226,1.22,2.17,-0.01,-0.61,0.93,0.52,95.5,91.3,90.1,94.9,86.5,77.9,0.248,0.396,0.194,0.188,0.3,0.348,0.23,0.41,0.319,0.133,0.133,0.333,0.231,0.308,0.242,0.3,0.5,0.143,,,,,,,,,,,,,,,,,,
1,2024-06-15,746135,Flyout,field_out,True,677951,808967,Bobby Witt Jr.,Yoshinobu Yamamoto,0,f8c15c18-c476-4d0f-b91b-7c3854e8b07d,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.92,3.17,74.0,105.0,99.0,106.0,0.758,10.22,2.07,7.54,0.73,1.5,0.251,0.402,0.156,0.332,0.441,106.0,105.0,113.0,83.0,103.0,95.0,102.0,110.0,103.0,120.0,113.0,120.0,86.0,95.0,89.0,122.0,111.0,119.0,0.033,0.407,0.053,0.248,0.033,0.226,1.22,2.17,-0.01,-0.61,0.93,0.52,95.5,91.3,90.1,94.9,86.5,77.9,0.248,0.396,0.194,0.188,0.3,0.348,0.23,0.41,0.319,0.133,0.133,0.333,0.231,0.308,0.242,0.3,0.5,0.143,,,,,,,,,,,,,,,,,,
2,2024-06-15,746135,Walk,walk,False,686469,808967,Vinnie Pasquantino,Yoshinobu Yamamoto,0,536ae954-2593-470b-80fd-608130fb6cb1,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.92,3.17,74.0,105.0,99.0,106.0,0.758,10.22,2.07,7.54,0.73,1.5,0.251,0.402,0.156,0.332,0.441,106.0,105.0,113.0,83.0,103.0,95.0,102.0,110.0,103.0,120.0,113.0,120.0,86.0,95.0,89.0,122.0,111.0,119.0,0.033,0.407,0.053,0.248,0.033,0.226,1.22,2.17,-0.01,-0.61,0.93,0.52,95.5,91.3,90.1,94.9,86.5,77.9,0.248,0.396,0.194,0.188,0.3,0.348,0.23,0.41,0.319,0.133,0.133,0.333,0.231,0.308,0.242,0.3,0.5,0.143,,,,,,,,,,,,,,,,,,
3,2024-06-15,746135,Forceout,force_out,True,676369,808967,Nelson Velázquez,Yoshinobu Yamamoto,1,cd7f0131-e398-406f-a449-9d6ff53af8cb,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.92,3.17,74.0,105.0,99.0,106.0,0.758,10.22,2.07,7.54,0.73,1.5,0.251,0.402,0.156,0.332,0.441,106.0,105.0,113.0,83.0,103.0,95.0,102.0,110.0,103.0,120.0,113.0,120.0,86.0,95.0,89.0,122.0,111.0,119.0,0.033,0.407,0.053,0.248,0.033,0.226,1.22,2.17,-0.01,-0.61,0.93,0.52,95.5,91.3,90.1,94.9,86.5,77.9,0.248,0.396,0.194,0.188,0.3,0.348,0.23,0.41,0.319,0.133,0.133,0.333,0.231,0.308,0.242,0.3,0.5,0.143,,,,,,,,,,,,,,,,,,
4,2024-06-15,746135,Single,single,False,605141,607625,Mookie Betts,Seth Lugo,0,b4041d6e-9335-4fff-af3e-bd54fbb06c14,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,124.0,103.0,112.0,76.0,103.0,95.0,71.0,102.0,92.0,127.0,99.0,106.0,105.0,95.0,94.0,,,,0.191,0.248,0.069,0.026,0.141,0.268,1.99,0.22,0.95,0.6,-0.63,1.06,92.4,91.0,85.6,92.3,85.3,79.3,0.183,0.275,0.159,0.091,0.364,0.273,0.175,0.275,0.366,0.278,0.556,0.172,0.375,0.375,0.186,0.278,0.426,0.124,94.0,98.0,96.0,0.057,0.16,87.5,0.269,0.365,0.326,0.2,0.25,0.321,,,,,,
5,2024-06-15,746135,Grounded Into DP,grounded_into_double_play,True,660271,607625,Shohei Ohtani,Seth Lugo,1,0e269a81-953d-4574-9829-48395e0fa485,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,124.0,103.0,112.0,76.0,103.0,95.0,71.0,102.0,92.0,127.0,99.0,106.0,105.0,95.0,94.0,,,,0.191,0.248,0.069,0.026,0.141,0.268,1.99,0.22,0.95,0.6,-0.63,1.06,92.4,91.0,85.6,92.3,85.3,79.3,0.183,0.275,0.159,0.091,0.364,0.273,0.175,0.275,0.366,0.278,0.556,0.172,0.375,0.375,0.186,0.278,0.426,0.124,94.0,98.0,96.0,0.057,0.16,87.5,0.269,0.365,0.326,0.2,0.25,0.321,,,,,,
6,2024-06-15,746135,Groundout,field_out,True,518692,607625,Freddie Freeman,Seth Lugo,0,842d34ff-03fb-428e-88ec-bd76065dc4da,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,124.0,103.0,112.0,76.0,103.0,95.0,71.0,102.0,92.0,127.0,99.0,106.0,105.0,95.0,94.0,,,,0.191,0.248,0.069,0.026,0.141,0.268,1.99,0.22,0.95,0.6,-0.63,1.06,92.4,91.0,85.6,92.3,85.3,79.3,0.183,0.275,0.159,0.091,0.364,0.273,0.175,0.275,0.366,0.278,0.556,0.172,0.375,0.375,0.186,0.278,0.426,0.124,94.0,98.0,96.0,0.057,0.16,87.5,0.269,0.365,0.326,0.2,0.25,0.321,,,,,,
7,2024-06-15,746135,Pop Out,field_out,True,666023,808967,Freddy Fermin,Yoshinobu Yamamoto,0,72fe9e55-6c1a-4881-9a85-e44ec48d6f18,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.92,3.17,74.0,105.0,99.0,106.0,0.758,10.22,2.07,7.54,0.73,1.5,0.251,0.402,0.156,0.332,0.441,106.0,105.0,113.0,83.0,103.0,95.0,102.0,110.0,103.0,120.0,113.0,120.0,86.0,95.0,89.0,122.0,111.0,119.0,0.033,0.407,0.053,0.248,0.033,0.226,1.22,2.17,-0.01,-0.61,0.93,0.52,95.5,91.3,90.1,94.9,86.5,77.9,0.248,0.396,0.194,0.188,0.3,0.348,0.23,0.41,0.319,0.133,0.133,0.333,0.231,0.308,0.242,0.3,0.5,0.143,,,,,,,,,,,,,,,,,,
8,2024-06-15,746135,Flyout,field_out,True,679845,808967,Nick Loftin,Yoshinobu Yamamoto,0,37f00793-43ad-48d6-85c9-9ec99c1fceba,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.92,3.17,74.0,105.0,99.0,106.0,0.758,10.22,2.07,7.54,0.73,1.5,0.251,0.402,0.156,0.332,0.441,106.0,105.0,113.0,83.0,103.0,95.0,102.0,110.0,103.0,120.0,113.0,120.0,86.0,95.0,89.0,122.0,111.0,119.0,0.033,0.407,0.053,0.248,0.033,0.226,1.22,2.17,-0.01,-0.61,0.93,0.52,95.5,91.3,90.1,94.9,86.5,77.9,0.248,0.396,0.194,0.188,0.3,0.348,0.23,0.41,0.319,0.133,0.133,0.333,0.231,0.308,0.242,0.3,0.5,0.143,,,,,,,,,,,,,,,,,,
9,2024-06-15,746135,Single,single,False,669004,808967,MJ Melendez,Yoshinobu Yamamoto,0,c3d1347f-5650-42e9-804a-5afb312679db,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.92,3.17,74.0,105.0,99.0,106.0,0.758,10.22,2.07,7.54,0.73,1.5,0.251,0.402,0.156,0.332,0.441,106.0,105.0,113.0,83.0,103.0,95.0,102.0,110.0,103.0,120.0,113.0,120.0,86.0,95.0,89.0,122.0,111.0,119.0,0.033,0.407,0.053,0.248,0.033,0.226,1.22,2.17,-0.01,-0.61,0.93,0.52,95.5,91.3,90.1,94.9,86.5,77.9,0.248,0.396,0.194,0.188,0.3,0.348,0.23,0.41,0.319,0.133,0.133,0.333,0.231,0.308,0.242,0.3,0.5,0.143,,,,,,,,,,,,,,,,,,
