,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,SI%,KC%,wSI/C,wKC/C,vSI,vKC,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-08-11,745303,Home Run,home_run,False,663837,806185,Matt Vierling,Hayden Birdsong,0,fa637958-5cb3-4cf7-975f-6cf9d3173fce,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,5.14,4.65,49.0,92.0,111.0,96.0,0.713,11.02,5.51,7.35,1.65,0.87,0.238,0.385,0.098,0.385,0.373,156.0,91.0,114.0,115.0,106.0,107.0,84.0,88.0,84.0,124.0,85.0,94.0,0.423,0.189,0.211,0.177,-1.14,-0.1,2.01,-1.4,95.8,88.2,86.7,80.7,0.243,0.568,0.186,0.104,0.125,0.357,0.333,0.455,0.382,0.25,0.542,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-11,745303,Groundout,field_out,True,676632,806185,Bligh Madris,Hayden Birdsong,0,02b48554-c289-4a70-8f45-7fbe09491ace,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,5.14,4.65,49.0,92.0,111.0,96.0,0.713,11.02,5.51,7.35,1.65,0.87,0.238,0.385,0.098,0.385,0.373,156.0,91.0,114.0,115.0,106.0,107.0,84.0,88.0,84.0,124.0,85.0,94.0,0.423,0.189,0.211,0.177,-1.14,-0.1,2.01,-1.4,95.8,88.2,86.7,80.7,0.243,0.568,0.186,0.104,0.125,0.357,0.333,0.455,0.382,0.25,0.542,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-11,745303,Groundout,field_out,True,690993,806185,Colt Keith,Hayden Birdsong,0,37df34c0-81c6-465a-a0d1-b767b6a76e32,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,5.14,4.65,49.0,92.0,111.0,96.0,0.713,11.02,5.51,7.35,1.65,0.87,0.238,0.385,0.098,0.385,0.373,156.0,91.0,114.0,115.0,106.0,107.0,84.0,88.0,84.0,124.0,85.0,94.0,0.423,0.189,0.211,0.177,-1.14,-0.1,2.01,-1.4,95.8,88.2,86.7,80.7,0.243,0.568,0.186,0.104,0.125,0.357,0.333,0.455,0.382,0.25,0.542,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-11,745303,Strikeout,strikeout,True,669234,806185,Justyn-Henry Malloy,Hayden Birdsong,0,3467ea89-68be-454e-875a-1599ca7da5d8,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,5.14,4.65,49.0,92.0,111.0,96.0,0.713,11.02,5.51,7.35,1.65,0.87,0.238,0.385,0.098,0.385,0.373,156.0,91.0,114.0,115.0,106.0,107.0,84.0,88.0,84.0,124.0,85.0,94.0,0.423,0.189,0.211,0.177,-1.14,-0.1,2.01,-1.4,95.8,88.2,86.7,80.7,0.243,0.568,0.186,0.104,0.125,0.357,0.333,0.455,0.382,0.25,0.542,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-11,745303,Double,double,False,666149,672456,Tyler Fitzgerald,Keider Montero,0,6f4124bc-237c-45bb-9868-4031b8748bde,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.17,5.04,69.2,99.0,96.0,99.0,0.814,7.49,3.1,9.04,1.68,1.05,0.232,0.469,0.121,0.372,0.466,85.0,87.0,88.0,,,,92.0,100.0,95.0,107.0,100.0,105.0,0.437,0.297,,0.099,0.33,1.03,,-3.43,94.9,85.9,83.2,,0.27,0.468,0.18,0.364,0.818,0.194,0.333,0.619,0.28,0.195,0.322,0.272,83.0,104.0,96.0,96.0,100.0,110.0,0.061,0.105,2.04,-5.65,94.2,78.9,0.308,0.308,0.0,,,,,,,,,,,,,,,,,,,,,
5,2024-08-11,745303,Walk,walk,False,664774,672456,LaMonte Wade Jr.,Keider Montero,0,7ea32189-98ff-4076-8c14-aee1af4769d9,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.17,5.04,69.2,99.0,96.0,99.0,0.814,7.49,3.1,9.04,1.68,1.05,0.232,0.469,0.121,0.372,0.466,85.0,87.0,88.0,,,,92.0,100.0,95.0,107.0,100.0,105.0,0.437,0.297,,0.099,0.33,1.03,,-3.43,94.9,85.9,83.2,,0.27,0.468,0.18,0.364,0.818,0.194,0.333,0.619,0.28,0.195,0.322,0.272,83.0,104.0,96.0,96.0,100.0,110.0,0.061,0.105,2.04,-5.65,94.2,78.9,0.308,0.308,0.0,,,,,,,,,,,,,,,,,,,,,
6,2024-08-11,745303,Flyout,field_out,True,671218,672456,Heliot Ramos,Keider Montero,1,fcf0d27e-c7d2-44ef-9283-535256a548c9,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.17,5.04,69.2,99.0,96.0,99.0,0.814,7.49,3.1,9.04,1.68,1.05,0.232,0.469,0.121,0.372,0.466,85.0,87.0,88.0,,,,92.0,100.0,95.0,107.0,100.0,105.0,0.437,0.297,,0.099,0.33,1.03,,-3.43,94.9,85.9,83.2,,0.27,0.468,0.18,0.364,0.818,0.194,0.333,0.619,0.28,0.195,0.322,0.272,83.0,104.0,96.0,96.0,100.0,110.0,0.061,0.105,2.04,-5.65,94.2,78.9,0.308,0.308,0.0,,,,,,,,,,,,,,,,,,,,,
7,2024-08-11,745303,Walk,walk,False,624424,672456,Michael Conforto,Keider Montero,1,1f4c3a1f-bdbe-440f-b77a-348ee631eda1,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.17,5.04,69.2,99.0,96.0,99.0,0.814,7.49,3.1,9.04,1.68,1.05,0.232,0.469,0.121,0.372,0.466,85.0,87.0,88.0,,,,92.0,100.0,95.0,107.0,100.0,105.0,0.437,0.297,,0.099,0.33,1.03,,-3.43,94.9,85.9,83.2,,0.27,0.468,0.18,0.364,0.818,0.194,0.333,0.619,0.28,0.195,0.322,0.272,83.0,104.0,96.0,96.0,100.0,110.0,0.061,0.105,2.04,-5.65,94.2,78.9,0.308,0.308,0.0,,,,,,,,,,,,,,,,,,,,,
8,2024-08-11,745303,Single,single,False,656305,672456,Matt Chapman,Keider Montero,1,01da8c37-aa2c-4213-bc63-42c578685a6d,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.17,5.04,69.2,99.0,96.0,99.0,0.814,7.49,3.1,9.04,1.68,1.05,0.232,0.469,0.121,0.372,0.466,85.0,87.0,88.0,,,,92.0,100.0,95.0,107.0,100.0,105.0,0.437,0.297,,0.099,0.33,1.03,,-3.43,94.9,85.9,83.2,,0.27,0.468,0.18,0.364,0.818,0.194,0.333,0.619,0.28,0.195,0.322,0.272,83.0,104.0,96.0,96.0,100.0,110.0,0.061,0.105,2.04,-5.65,94.2,78.9,0.308,0.308,0.0,,,,,,,,,,,,,,,,,,,,,
9,2024-08-11,745303,Groundout,field_out,True,573262,672456,Mike Yastrzemski,Keider Montero,1,a35cc5ff-ab15-425a-8b23-0e532de3eeaa,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.17,5.04,69.2,99.0,96.0,99.0,0.814,7.49,3.1,9.04,1.68,1.05,0.232,0.469,0.121,0.372,0.466,85.0,87.0,88.0,,,,92.0,100.0,95.0,107.0,100.0,105.0,0.437,0.297,,0.099,0.33,1.03,,-3.43,94.9,85.9,83.2,,0.27,0.468,0.18,0.364,0.818,0.194,0.333,0.619,0.28,0.195,0.322,0.272,83.0,104.0,96.0,96.0,100.0,110.0,0.061,0.105,2.04,-5.65,94.2,78.9,0.308,0.308,0.0,,,,,,,,,,,,,,,,,,,,,
