,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,EP%,wEP/C,vEP
0,2024-09-14,745858,Pop Out,field_out,True,663697,680573,Jonathan India,Simeon Woods Richardson,0,04f802b1-56bc-4c1d-ae58-6b203fba70da,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.08,4.15,128.0,104.0,88.0,100.0,0.808,7.66,3.23,8.02,0.98,0.79,0.293,0.414,0.157,0.272,0.434,102.0,106.0,113.0,107.0,104.0,103.0,72.0,100.0,88.0,93.0,107.0,105.0,0.403,0.315,0.089,0.193,0.77,0.81,2.35,-2.66,93.2,82.9,86.4,76.0,0.255,0.353,0.216,0.208,0.312,0.242,0.291,0.547,0.194,0.154,0.282,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-14,745858,Strikeout,strikeout,True,682829,680573,Elly De La Cruz,Simeon Woods Richardson,0,0afa23b4-7597-4e5c-9888-566e25e48051,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.08,4.15,128.0,104.0,88.0,100.0,0.808,7.66,3.23,8.02,0.98,0.79,0.293,0.414,0.157,0.272,0.434,102.0,106.0,113.0,107.0,104.0,103.0,72.0,100.0,88.0,93.0,107.0,105.0,0.403,0.315,0.089,0.193,0.77,0.81,2.35,-2.66,93.2,82.9,86.4,76.0,0.255,0.353,0.216,0.208,0.312,0.242,0.291,0.547,0.194,0.154,0.282,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-14,745858,Walk,walk,False,663886,680573,Tyler Stephenson,Simeon Woods Richardson,0,f6352a41-dc94-4c25-bf94-204be33e8c38,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.08,4.15,128.0,104.0,88.0,100.0,0.808,7.66,3.23,8.02,0.98,0.79,0.293,0.414,0.157,0.272,0.434,102.0,106.0,113.0,107.0,104.0,103.0,72.0,100.0,88.0,93.0,107.0,105.0,0.403,0.315,0.089,0.193,0.77,0.81,2.35,-2.66,93.2,82.9,86.4,76.0,0.255,0.353,0.216,0.208,0.312,0.242,0.291,0.547,0.194,0.154,0.282,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-14,745858,Flyout,field_out,True,668715,680573,Spencer Steer,Simeon Woods Richardson,0,f538cb4a-fb31-4325-8f07-b56583d8d15d,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.08,4.15,128.0,104.0,88.0,100.0,0.808,7.66,3.23,8.02,0.98,0.79,0.293,0.414,0.157,0.272,0.434,102.0,106.0,113.0,107.0,104.0,103.0,72.0,100.0,88.0,93.0,107.0,105.0,0.403,0.315,0.089,0.193,0.77,0.81,2.35,-2.66,93.2,82.9,86.4,76.0,0.255,0.353,0.216,0.208,0.312,0.242,0.291,0.547,0.194,0.154,0.282,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-14,745858,Groundout,field_out,True,666397,607259,Edouard Julien,Nick Martinez,0,8a012dca-72fe-4259-b4d4-93c5c91072aa,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.37,3.23,128.1,108.0,99.0,107.0,0.789,7.29,1.26,8.49,0.91,0.9,0.253,0.397,0.205,0.235,0.438,117.0,112.0,116.0,108.0,103.0,105.0,92.0,110.0,109.0,100.0,109.0,109.0,0.23,0.066,0.12,0.215,0.69,-0.71,-2.06,1.31,92.6,80.1,84.9,80.9,0.216,0.351,0.202,0.241,0.414,0.377,0.203,0.313,0.407,0.361,0.639,0.263,83.0,104.0,97.0,97.0,108.0,104.0,0.164,0.205,0.96,0.74,89.0,92.0,0.297,0.459,0.113,0.228,0.367,0.089,,,,,,,,,,,,,,,,,,,,,
5,2024-09-14,745858,Hit By Pitch,hit_by_pitch,False,670242,607259,Matt Wallner,Nick Martinez,0,f95761b9-161d-40bd-a255-be5fd78498f7,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.37,3.23,128.1,108.0,99.0,107.0,0.789,7.29,1.26,8.49,0.91,0.9,0.253,0.397,0.205,0.235,0.438,117.0,112.0,116.0,108.0,103.0,105.0,92.0,110.0,109.0,100.0,109.0,109.0,0.23,0.066,0.12,0.215,0.69,-0.71,-2.06,1.31,92.6,80.1,84.9,80.9,0.216,0.351,0.202,0.241,0.414,0.377,0.203,0.313,0.407,0.361,0.639,0.263,83.0,104.0,97.0,97.0,108.0,104.0,0.164,0.205,0.96,0.74,89.0,92.0,0.297,0.459,0.113,0.228,0.367,0.089,,,,,,,,,,,,,,,,,,,,,
6,2024-09-14,745858,Double,double,False,668904,607259,Royce Lewis,Nick Martinez,1,250d5784-9aa0-4c85-b83f-6f98da7683e4,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.37,3.23,128.1,108.0,99.0,107.0,0.789,7.29,1.26,8.49,0.91,0.9,0.253,0.397,0.205,0.235,0.438,117.0,112.0,116.0,108.0,103.0,105.0,92.0,110.0,109.0,100.0,109.0,109.0,0.23,0.066,0.12,0.215,0.69,-0.71,-2.06,1.31,92.6,80.1,84.9,80.9,0.216,0.351,0.202,0.241,0.414,0.377,0.203,0.313,0.407,0.361,0.639,0.263,83.0,104.0,97.0,97.0,108.0,104.0,0.164,0.205,0.96,0.74,89.0,92.0,0.297,0.459,0.113,0.228,0.367,0.089,,,,,,,,,,,,,,,,,,,,,
7,2024-09-14,745858,Strikeout,strikeout,True,663616,607259,Trevor Larnach,Nick Martinez,0,7f1a32e3-7f30-4e7d-9328-3d70bb62af89,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.37,3.23,128.1,108.0,99.0,107.0,0.789,7.29,1.26,8.49,0.91,0.9,0.253,0.397,0.205,0.235,0.438,117.0,112.0,116.0,108.0,103.0,105.0,92.0,110.0,109.0,100.0,109.0,109.0,0.23,0.066,0.12,0.215,0.69,-0.71,-2.06,1.31,92.6,80.1,84.9,80.9,0.216,0.351,0.202,0.241,0.414,0.377,0.203,0.313,0.407,0.361,0.639,0.263,83.0,104.0,97.0,97.0,108.0,104.0,0.164,0.205,0.96,0.74,89.0,92.0,0.297,0.459,0.113,0.228,0.367,0.089,,,,,,,,,,,,,,,,,,,,,
8,2024-09-14,745858,Single,single,False,621439,607259,Byron Buxton,Nick Martinez,1,a7455da8-4796-44c8-816c-ffaa3d00dcc1,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.37,3.23,128.1,108.0,99.0,107.0,0.789,7.29,1.26,8.49,0.91,0.9,0.253,0.397,0.205,0.235,0.438,117.0,112.0,116.0,108.0,103.0,105.0,92.0,110.0,109.0,100.0,109.0,109.0,0.23,0.066,0.12,0.215,0.69,-0.71,-2.06,1.31,92.6,80.1,84.9,80.9,0.216,0.351,0.202,0.241,0.414,0.377,0.203,0.313,0.407,0.361,0.639,0.263,83.0,104.0,97.0,97.0,108.0,104.0,0.164,0.205,0.96,0.74,89.0,92.0,0.297,0.459,0.113,0.228,0.367,0.089,,,,,,,,,,,,,,,,,,,,,
9,2024-09-14,745858,Flyout,field_out,True,621043,607259,Carlos Correa,Nick Martinez,0,cee9bdd4-5915-476c-99c6-c47a3cabf005,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.37,3.23,128.1,108.0,99.0,107.0,0.789,7.29,1.26,8.49,0.91,0.9,0.253,0.397,0.205,0.235,0.438,117.0,112.0,116.0,108.0,103.0,105.0,92.0,110.0,109.0,100.0,109.0,109.0,0.23,0.066,0.12,0.215,0.69,-0.71,-2.06,1.31,92.6,80.1,84.9,80.9,0.216,0.351,0.202,0.241,0.414,0.377,0.203,0.313,0.407,0.361,0.639,0.263,83.0,104.0,97.0,97.0,108.0,104.0,0.164,0.205,0.96,0.74,89.0,92.0,0.297,0.459,0.113,0.228,0.367,0.089,,,,,,,,,,,,,,,,,,,,,
10,2024-09-14,745858,Single,single,False,670770,680573,TJ Friedl,Simeon Woods Richardson,0,73c68f19-2989-447f-b9ba-9d7846df7f8f,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.08,4.15,128.0,104.0,88.0,100.0,0.808,7.66,3.23,8.02,0.98,0.79,0.293,0.414,0.157,0.272,0.434,102.0,106.0,113.0,107.0,104.0,103.0,72.0,100.0,88.0,93.0,107.0,105.0,0.403,0.315,0.089,0.193,0.77,0.81,2.35,-2.66,93.2,82.9,86.4,76.0,0.255,0.353,0.216,0.208,0.312,0.242,0.291,0.547,0.194,0.154,0.282,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-09-14,745858,Grounded Into DP,grounded_into_double_play,True,664034,680573,Ty France,Simeon Woods Richardson,1,27f764b2-cd72-424a-91e7-ab89d53a1908,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.08,4.15,128.0,104.0,88.0,100.0,0.808,7.66,3.23,8.02,0.98,0.79,0.293,0.414,0.157,0.272,0.434,102.0,106.0,113.0,107.0,104.0,103.0,72.0,100.0,88.0,93.0,107.0,105.0,0.403,0.315,0.089,0.193,0.77,0.81,2.35,-2.66,93.2,82.9,86.4,76.0,0.255,0.353,0.216,0.208,0.312,0.242,0.291,0.547,0.194,0.154,0.282,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-09-14,745858,Groundout,field_out,True,669289,680573,Santiago Espinal,Simeon Woods Richardson,0,04ddde54-8f2b-4f4e-bfa0-698082aa7ac4,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.08,4.15,128.0,104.0,88.0,100.0,0.808,7.66,3.23,8.02,0.98,0.79,0.293,0.414,0.157,0.272,0.434,102.0,106.0,113.0,107.0,104.0,103.0,72.0,100.0,88.0,93.0,107.0,105.0,0.403,0.315,0.089,0.193,0.77,0.81,2.35,-2.66,93.2,82.9,86.4,76.0,0.255,0.353,0.216,0.208,0.312,0.242,0.291,0.547,0.194,0.154,0.282,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
