,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FC%,FS%,wFC/C,wFS/C,wSI/C,vFC,vFS,vSI,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff
0,2024-05-27,745338,Pop Out,field_out,True,656941,605483,Kyle Schwarber,Blake Snell,0,4046b980-221d-499e-8887-e0f33baaaef9,605483.0,blakesnell,Snell,Left,Blake Snell,SFG,6.31,3.59,35.2,97.0,115.0,101.0,0.699,10.6,4.29,8.58,1.01,1.0,0.296,0.378,0.173,0.224,0.363,110.0,103.0,108.0,148.0,103.0,110.0,104.0,96.0,97.0,107.0,86.0,90.0,0.479,0.145,0.21,0.166,-1.07,0.34,2.13,-1.15,95.5,85.2,88.7,80.9,0.322,0.559,0.283,0.083,0.083,0.406,0.31,0.517,0.293,0.188,0.188,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-27,745338,Double,double,False,592663,605483,J.T. Realmuto,Blake Snell,0,8e39cb3d-7cd8-466e-b063-1ce13a828115,605483.0,blakesnell,Snell,Left,Blake Snell,SFG,6.31,3.59,35.2,97.0,115.0,101.0,0.699,10.6,4.29,8.58,1.01,1.0,0.296,0.378,0.173,0.224,0.363,110.0,103.0,108.0,148.0,103.0,110.0,104.0,96.0,97.0,107.0,86.0,90.0,0.479,0.145,0.21,0.166,-1.07,0.34,2.13,-1.15,95.5,85.2,88.7,80.9,0.322,0.559,0.283,0.083,0.083,0.406,0.31,0.517,0.293,0.188,0.188,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-27,745338,Strikeout,strikeout,True,547180,605483,Bryce Harper,Blake Snell,0,faf79e6f-26e6-47da-8b46-3ab2f049431e,605483.0,blakesnell,Snell,Left,Blake Snell,SFG,6.31,3.59,35.2,97.0,115.0,101.0,0.699,10.6,4.29,8.58,1.01,1.0,0.296,0.378,0.173,0.224,0.363,110.0,103.0,108.0,148.0,103.0,110.0,104.0,96.0,97.0,107.0,86.0,90.0,0.479,0.145,0.21,0.166,-1.07,0.34,2.13,-1.15,95.5,85.2,88.7,80.9,0.322,0.559,0.283,0.083,0.083,0.406,0.31,0.517,0.293,0.188,0.188,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-27,745338,Lineout,field_out,True,664761,605483,Alec Bohm,Blake Snell,0,aad9f549-f372-42dd-87f8-f3600e288137,605483.0,blakesnell,Snell,Left,Blake Snell,SFG,6.31,3.59,35.2,97.0,115.0,101.0,0.699,10.6,4.29,8.58,1.01,1.0,0.296,0.378,0.173,0.224,0.363,110.0,103.0,108.0,148.0,103.0,110.0,104.0,96.0,97.0,107.0,86.0,90.0,0.479,0.145,0.21,0.166,-1.07,0.34,2.13,-1.15,95.5,85.2,88.7,80.9,0.322,0.559,0.283,0.083,0.083,0.406,0.31,0.517,0.293,0.188,0.188,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-05-27,745338,Lineout,field_out,True,682641,592836,Luis Matos,Taijuan Walker,0,9159a6dc-9309-42e1-bedf-095ebbeb10ea,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,,,,90.0,90.0,92.0,61.0,95.0,84.0,30.0,112.0,104.0,0.136,0.193,0.104,,0.24,2.76,1.79,,91.3,,84.8,74.5,0.176,0.176,0.194,0.133,0.333,0.189,,,,0.1,0.175,0.313,76.0,98.0,93.0,97.0,91.0,86.0,121.0,102.0,109.0,0.279,0.114,0.174,-5.12,-5.91,-1.25,87.2,86.2,90.9,0.31,0.534,0.074,0.426,0.704,0.141,0.4,1.0,0.093
5,2024-05-27,745338,Groundout,field_out,True,664774,592836,LaMonte Wade Jr.,Taijuan Walker,0,37ad6543-6230-41ac-97f2-fe347441cea2,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,,,,90.0,90.0,92.0,61.0,95.0,84.0,30.0,112.0,104.0,0.136,0.193,0.104,,0.24,2.76,1.79,,91.3,,84.8,74.5,0.176,0.176,0.194,0.133,0.333,0.189,,,,0.1,0.175,0.313,76.0,98.0,93.0,97.0,91.0,86.0,121.0,102.0,109.0,0.279,0.114,0.174,-5.12,-5.91,-1.25,87.2,86.2,90.9,0.31,0.534,0.074,0.426,0.704,0.141,0.4,1.0,0.093
6,2024-05-27,745338,Groundout,field_out,True,642731,592836,Thairo Estrada,Taijuan Walker,0,5658bd8e-253d-4cc0-a3f4-14f72931fb83,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,,,,90.0,90.0,92.0,61.0,95.0,84.0,30.0,112.0,104.0,0.136,0.193,0.104,,0.24,2.76,1.79,,91.3,,84.8,74.5,0.176,0.176,0.194,0.133,0.333,0.189,,,,0.1,0.175,0.313,76.0,98.0,93.0,97.0,91.0,86.0,121.0,102.0,109.0,0.279,0.114,0.174,-5.12,-5.91,-1.25,87.2,86.2,90.9,0.31,0.534,0.074,0.426,0.704,0.141,0.4,1.0,0.093
7,2024-05-27,745338,Strikeout,strikeout,True,592206,605483,Nick Castellanos,Blake Snell,0,5e8624c7-6b8d-4e4c-98e7-a7d3f22d0d21,605483.0,blakesnell,Snell,Left,Blake Snell,SFG,6.31,3.59,35.2,97.0,115.0,101.0,0.699,10.6,4.29,8.58,1.01,1.0,0.296,0.378,0.173,0.224,0.363,110.0,103.0,108.0,148.0,103.0,110.0,104.0,96.0,97.0,107.0,86.0,90.0,0.479,0.145,0.21,0.166,-1.07,0.34,2.13,-1.15,95.5,85.2,88.7,80.9,0.322,0.559,0.283,0.083,0.083,0.406,0.31,0.517,0.293,0.188,0.188,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-05-27,745338,Strikeout,strikeout,True,624641,605483,Edmundo Sosa,Blake Snell,0,5d303390-bd4e-421d-9823-6222156175f0,605483.0,blakesnell,Snell,Left,Blake Snell,SFG,6.31,3.59,35.2,97.0,115.0,101.0,0.699,10.6,4.29,8.58,1.01,1.0,0.296,0.378,0.173,0.224,0.363,110.0,103.0,108.0,148.0,103.0,110.0,104.0,96.0,97.0,107.0,86.0,90.0,0.479,0.145,0.21,0.166,-1.07,0.34,2.13,-1.15,95.5,85.2,88.7,80.9,0.322,0.559,0.283,0.083,0.083,0.406,0.31,0.517,0.293,0.188,0.188,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-05-27,745338,Groundout,field_out,True,593160,605483,Whit Merrifield,Blake Snell,0,c2742c9c-ba18-4c6e-a01f-fdb7414ff85d,605483.0,blakesnell,Snell,Left,Blake Snell,SFG,6.31,3.59,35.2,97.0,115.0,101.0,0.699,10.6,4.29,8.58,1.01,1.0,0.296,0.378,0.173,0.224,0.363,110.0,103.0,108.0,148.0,103.0,110.0,104.0,96.0,97.0,107.0,86.0,90.0,0.479,0.145,0.21,0.166,-1.07,0.34,2.13,-1.15,95.5,85.2,88.7,80.9,0.322,0.559,0.283,0.083,0.083,0.406,0.31,0.517,0.293,0.188,0.188,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,
