,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,KC%,wCU/C,wKC/C,vCU,vKC,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC
0,2024-04-26,745835,Groundout,field_out,True,680977,676130,Brendan Donovan,José Buttó,0,2ae7208f-1db1-4f01-8214-332ec219a09e,676130.0,josebutto,Buttó,Right,José Buttó,NYM,2.56,3.93,45.2,91.0,89.0,89.0,0.729,9.07,4.73,4.73,0.59,1.02,0.262,0.393,0.14,0.28,0.318,77.0,96.0,86.0,97.0,94.0,93.0,77.0,78.0,74.0,98.0,89.0,94.0,0.228,0.318,0.263,0.191,1.91,2.43,1.27,-0.09,93.7,86.6,92.9,84.2,0.174,0.217,0.281,0.111,0.222,0.151,0.146,0.341,0.411,0.25,0.375,0.25,,,,,,,,,,,,,,,,,,,,,
1,2024-04-26,745835,Walk,walk,False,575929,676130,Willson Contreras,José Buttó,0,1ee7e4cc-4401-40cd-8f3a-75186f886b08,676130.0,josebutto,Buttó,Right,José Buttó,NYM,2.56,3.93,45.2,91.0,89.0,89.0,0.729,9.07,4.73,4.73,0.59,1.02,0.262,0.393,0.14,0.28,0.318,77.0,96.0,86.0,97.0,94.0,93.0,77.0,78.0,74.0,98.0,89.0,94.0,0.228,0.318,0.263,0.191,1.91,2.43,1.27,-0.09,93.7,86.6,92.9,84.2,0.174,0.217,0.281,0.111,0.222,0.151,0.146,0.341,0.411,0.25,0.375,0.25,,,,,,,,,,,,,,,,,,,,,
2,2024-04-26,745835,Grounded Into DP,grounded_into_double_play,True,663457,676130,Lars Nootbaar,José Buttó,1,f7f2a1fb-8822-42c4-9154-aada0123b676,676130.0,josebutto,Buttó,Right,José Buttó,NYM,2.56,3.93,45.2,91.0,89.0,89.0,0.729,9.07,4.73,4.73,0.59,1.02,0.262,0.393,0.14,0.28,0.318,77.0,96.0,86.0,97.0,94.0,93.0,77.0,78.0,74.0,98.0,89.0,94.0,0.228,0.318,0.263,0.191,1.91,2.43,1.27,-0.09,93.7,86.6,92.9,84.2,0.174,0.217,0.281,0.111,0.222,0.151,0.146,0.341,0.411,0.25,0.375,0.25,,,,,,,,,,,,,,,,,,,,,
3,2024-04-26,745835,Double,double,False,607043,571945,Brandon Nimmo,Miles Mikolas,0,575cb237-be7e-4f29-8869-b6e2b1439960,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.13,4.33,112.1,109.0,87.0,102.0,0.857,6.17,1.44,9.53,1.36,1.04,0.249,0.408,0.145,0.332,0.488,86.0,105.0,100.0,64.0,108.0,98.0,79.0,110.0,98.0,116.0,112.0,115.0,0.238,0.257,0.286,0.098,-0.41,3.63,-2.01,-1.48,93.0,85.6,92.3,85.3,0.287,0.511,0.169,0.19,0.281,0.101,0.333,0.5,0.174,0.217,0.391,0.27,94.0,105.0,102.0,0.119,0.002,-2.69,1.43,76.3,68.8,0.271,0.625,0.25,,,,,,,,,
4,2024-04-26,745835,Single,single,False,516782,571945,Starling Marte,Miles Mikolas,0,d6fde731-6fd8-4796-92ad-53bcffca6322,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.13,4.33,112.1,109.0,87.0,102.0,0.857,6.17,1.44,9.53,1.36,1.04,0.249,0.408,0.145,0.332,0.488,86.0,105.0,100.0,64.0,108.0,98.0,79.0,110.0,98.0,116.0,112.0,115.0,0.238,0.257,0.286,0.098,-0.41,3.63,-2.01,-1.48,93.0,85.6,92.3,85.3,0.287,0.511,0.169,0.19,0.281,0.101,0.333,0.5,0.174,0.217,0.391,0.27,94.0,105.0,102.0,0.119,0.002,-2.69,1.43,76.3,68.8,0.271,0.625,0.25,,,,,,,,,
5,2024-04-26,745835,Flyout,field_out,True,596019,571945,Francisco Lindor,Miles Mikolas,0,b522dd55-ed7d-453e-9aee-729d0206f7a3,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.13,4.33,112.1,109.0,87.0,102.0,0.857,6.17,1.44,9.53,1.36,1.04,0.249,0.408,0.145,0.332,0.488,86.0,105.0,100.0,64.0,108.0,98.0,79.0,110.0,98.0,116.0,112.0,115.0,0.238,0.257,0.286,0.098,-0.41,3.63,-2.01,-1.48,93.0,85.6,92.3,85.3,0.287,0.511,0.169,0.19,0.281,0.101,0.333,0.5,0.174,0.217,0.391,0.27,94.0,105.0,102.0,0.119,0.002,-2.69,1.43,76.3,68.8,0.271,0.625,0.25,,,,,,,,,
6,2024-04-26,745835,Grounded Into DP,grounded_into_double_play,True,624413,571945,Pete Alonso,Miles Mikolas,1,6e91679e-6c93-4b05-9792-63ef7de5c0d7,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.13,4.33,112.1,109.0,87.0,102.0,0.857,6.17,1.44,9.53,1.36,1.04,0.249,0.408,0.145,0.332,0.488,86.0,105.0,100.0,64.0,108.0,98.0,79.0,110.0,98.0,116.0,112.0,115.0,0.238,0.257,0.286,0.098,-0.41,3.63,-2.01,-1.48,93.0,85.6,92.3,85.3,0.287,0.511,0.169,0.19,0.281,0.101,0.333,0.5,0.174,0.217,0.391,0.27,94.0,105.0,102.0,0.119,0.002,-2.69,1.43,76.3,68.8,0.271,0.625,0.25,,,,,,,,,
7,2024-04-26,745835,Hit By Pitch,hit_by_pitch,False,571448,676130,Nolan Arenado,José Buttó,0,5e026b0d-c818-46ba-9604-e6c375943bb8,676130.0,josebutto,Buttó,Right,José Buttó,NYM,2.56,3.93,45.2,91.0,89.0,89.0,0.729,9.07,4.73,4.73,0.59,1.02,0.262,0.393,0.14,0.28,0.318,77.0,96.0,86.0,97.0,94.0,93.0,77.0,78.0,74.0,98.0,89.0,94.0,0.228,0.318,0.263,0.191,1.91,2.43,1.27,-0.09,93.7,86.6,92.9,84.2,0.174,0.217,0.281,0.111,0.222,0.151,0.146,0.341,0.411,0.25,0.375,0.25,,,,,,,,,,,,,,,,,,,,,
8,2024-04-26,745835,Walk,walk,False,502671,676130,Paul Goldschmidt,José Buttó,1,7259e20e-5e50-41fe-977d-7863b397d75f,676130.0,josebutto,Buttó,Right,José Buttó,NYM,2.56,3.93,45.2,91.0,89.0,89.0,0.729,9.07,4.73,4.73,0.59,1.02,0.262,0.393,0.14,0.28,0.318,77.0,96.0,86.0,97.0,94.0,93.0,77.0,78.0,74.0,98.0,89.0,94.0,0.228,0.318,0.263,0.191,1.91,2.43,1.27,-0.09,93.7,86.6,92.9,84.2,0.174,0.217,0.281,0.111,0.222,0.151,0.146,0.341,0.411,0.25,0.375,0.25,,,,,,,,,,,,,,,,,,,,,
9,2024-04-26,745835,Home Run,home_run,False,676475,676130,Alec Burleson,José Buttó,1,d29fcca3-f5a4-4cd4-bb07-1747ccae4528,676130.0,josebutto,Buttó,Right,José Buttó,NYM,2.56,3.93,45.2,91.0,89.0,89.0,0.729,9.07,4.73,4.73,0.59,1.02,0.262,0.393,0.14,0.28,0.318,77.0,96.0,86.0,97.0,94.0,93.0,77.0,78.0,74.0,98.0,89.0,94.0,0.228,0.318,0.263,0.191,1.91,2.43,1.27,-0.09,93.7,86.6,92.9,84.2,0.174,0.217,0.281,0.111,0.222,0.151,0.146,0.341,0.411,0.25,0.375,0.25,,,,,,,,,,,,,,,,,,,,,
10,2024-04-26,745835,Groundout,field_out,True,669357,676130,Nolan Gorman,José Buttó,0,29d1b4fc-708f-412d-b2ae-145e27f5be4d,676130.0,josebutto,Buttó,Right,José Buttó,NYM,2.56,3.93,45.2,91.0,89.0,89.0,0.729,9.07,4.73,4.73,0.59,1.02,0.262,0.393,0.14,0.28,0.318,77.0,96.0,86.0,97.0,94.0,93.0,77.0,78.0,74.0,98.0,89.0,94.0,0.228,0.318,0.263,0.191,1.91,2.43,1.27,-0.09,93.7,86.6,92.9,84.2,0.174,0.217,0.281,0.111,0.222,0.151,0.146,0.341,0.411,0.25,0.375,0.25,,,,,,,,,,,,,,,,,,,,,
