,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,CU%,wFA/C,wFC/C,wFS/C,wCU/C,vFA,vFC,vFS,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CH%,wSI/C,wSL/C,wCH/C,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff
0,2024-05-30,747114,Strikeout,strikeout,True,682928,678061,CJ Abrams,Ray Kerr,0,89e40ae8-b48a-44e8-8b70-8ca009ef6219,678061.0,raykerr,Kerr,Left,Ray Kerr,ATL,5.64,4.83,22.1,94.0,101.0,93.0,0.661,10.88,2.82,11.69,1.61,0.84,0.242,0.424,0.106,0.409,0.435,110.0,90.0,93.0,97.0,97.0,94.0,98.0,81.0,74.0,55.0,116.0,119.0,0.446,0.039,0.044,0.47,-5.01,-0.01,-10.02,1.97,95.2,90.1,89.4,82.0,0.407,0.704,0.217,0.118,0.206,0.506,0.75,1.0,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-30,747114,Single,single,False,657041,678061,Lane Thomas,Ray Kerr,0,a848171a-5fdd-41bb-be5d-d1ad41ff5081,678061.0,raykerr,Kerr,Left,Ray Kerr,ATL,5.64,4.83,22.1,94.0,101.0,93.0,0.661,10.88,2.82,11.69,1.61,0.84,0.242,0.424,0.106,0.409,0.435,110.0,90.0,93.0,97.0,97.0,94.0,98.0,81.0,74.0,55.0,116.0,119.0,0.446,0.039,0.044,0.47,-5.01,-0.01,-10.02,1.97,95.2,90.1,89.4,82.0,0.407,0.704,0.217,0.118,0.206,0.506,0.75,1.0,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-30,747114,Strikeout,strikeout,True,608841,678061,Joey Meneses,Ray Kerr,1,aa5405dd-e3fe-4a7a-a268-91d315c82582,678061.0,raykerr,Kerr,Left,Ray Kerr,ATL,5.64,4.83,22.1,94.0,101.0,93.0,0.661,10.88,2.82,11.69,1.61,0.84,0.242,0.424,0.106,0.409,0.435,110.0,90.0,93.0,97.0,97.0,94.0,98.0,81.0,74.0,55.0,116.0,119.0,0.446,0.039,0.044,0.47,-5.01,-0.01,-10.02,1.97,95.2,90.1,89.4,82.0,0.407,0.704,0.217,0.118,0.206,0.506,0.75,1.0,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-30,747114,Strikeout,strikeout,True,608385,678061,Jesse Winker,Ray Kerr,0,f91ce1de-0047-4f7d-b840-a847b6fc3150,678061.0,raykerr,Kerr,Left,Ray Kerr,ATL,5.64,4.83,22.1,94.0,101.0,93.0,0.661,10.88,2.82,11.69,1.61,0.84,0.242,0.424,0.106,0.409,0.435,110.0,90.0,93.0,97.0,97.0,94.0,98.0,81.0,74.0,55.0,116.0,119.0,0.446,0.039,0.044,0.47,-5.01,-0.01,-10.02,1.97,95.2,90.1,89.4,82.0,0.407,0.704,0.217,0.118,0.206,0.506,0.75,1.0,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-05-30,747114,Flyout,field_out,True,671739,592866,Michael Harris II,Trevor Williams,0,143bd8ca-1ec5-48c4-a43c-40c5157a0e59,592866.0,trevorwilliams,Williams,Right,Trevor Williams,WSN,2.22,3.29,56.2,103.0,82.0,93.0,0.804,7.46,2.54,7.15,0.32,1.23,0.298,0.41,0.161,0.329,0.377,,,,63.0,110.0,96.0,,,,,,,0.349,,,,2.04,,,,89.1,,,,0.211,0.3,0.187,,,,,,,72.0,104.0,91.0,91.0,100.0,94.0,100.0,99.0,93.0,0.125,0.346,0.18,1.03,0.66,0.28,82.8,87.9,78.9,0.244,0.268,0.197,0.304,0.435,0.065,0.25,0.4,0.184,,,
5,2024-05-30,747114,Strikeout,strikeout,True,663586,592866,Austin Riley,Trevor Williams,0,7692da41-57aa-434c-b899-584293ebb2f3,592866.0,trevorwilliams,Williams,Right,Trevor Williams,WSN,2.22,3.29,56.2,103.0,82.0,93.0,0.804,7.46,2.54,7.15,0.32,1.23,0.298,0.41,0.161,0.329,0.377,,,,63.0,110.0,96.0,,,,,,,0.349,,,,2.04,,,,89.1,,,,0.211,0.3,0.187,,,,,,,72.0,104.0,91.0,91.0,100.0,94.0,100.0,99.0,93.0,0.125,0.346,0.18,1.03,0.66,0.28,82.8,87.9,78.9,0.244,0.268,0.197,0.304,0.435,0.065,0.25,0.4,0.184,,,
6,2024-05-30,747114,Groundout,field_out,True,542303,592866,Marcell Ozuna,Trevor Williams,0,5792661a-af36-4ceb-bf88-4ffdebdfa8ff,592866.0,trevorwilliams,Williams,Right,Trevor Williams,WSN,2.22,3.29,56.2,103.0,82.0,93.0,0.804,7.46,2.54,7.15,0.32,1.23,0.298,0.41,0.161,0.329,0.377,,,,63.0,110.0,96.0,,,,,,,0.349,,,,2.04,,,,89.1,,,,0.211,0.3,0.187,,,,,,,72.0,104.0,91.0,91.0,100.0,94.0,100.0,99.0,93.0,0.125,0.346,0.18,1.03,0.66,0.28,82.8,87.9,78.9,0.244,0.268,0.197,0.304,0.435,0.065,0.25,0.4,0.184,,,
7,2024-05-30,747114,Groundout,field_out,True,660688,678061,Keibert Ruiz,Ray Kerr,0,e43c0ac1-d402-469c-b371-94517d48718f,678061.0,raykerr,Kerr,Left,Ray Kerr,ATL,5.64,4.83,22.1,94.0,101.0,93.0,0.661,10.88,2.82,11.69,1.61,0.84,0.242,0.424,0.106,0.409,0.435,110.0,90.0,93.0,97.0,97.0,94.0,98.0,81.0,74.0,55.0,116.0,119.0,0.446,0.039,0.044,0.47,-5.01,-0.01,-10.02,1.97,95.2,90.1,89.4,82.0,0.407,0.704,0.217,0.118,0.206,0.506,0.75,1.0,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-05-30,747114,Single,single,False,669222,678061,Nick Senzel,Ray Kerr,0,2123b134-8bf5-4ace-9d79-ca5a84634033,678061.0,raykerr,Kerr,Left,Ray Kerr,ATL,5.64,4.83,22.1,94.0,101.0,93.0,0.661,10.88,2.82,11.69,1.61,0.84,0.242,0.424,0.106,0.409,0.435,110.0,90.0,93.0,97.0,97.0,94.0,98.0,81.0,74.0,55.0,116.0,119.0,0.446,0.039,0.044,0.47,-5.01,-0.01,-10.02,1.97,95.2,90.1,89.4,82.0,0.407,0.704,0.217,0.118,0.206,0.506,0.75,1.0,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-05-30,747114,Strikeout,strikeout,True,545121,678061,Ildemaro Vargas,Ray Kerr,0,5552db93-4670-4c94-b2d9-440e66e813ca,678061.0,raykerr,Kerr,Left,Ray Kerr,ATL,5.64,4.83,22.1,94.0,101.0,93.0,0.661,10.88,2.82,11.69,1.61,0.84,0.242,0.424,0.106,0.409,0.435,110.0,90.0,93.0,97.0,97.0,94.0,98.0,81.0,74.0,55.0,116.0,119.0,0.446,0.039,0.044,0.47,-5.01,-0.01,-10.02,1.97,95.2,90.1,89.4,82.0,0.407,0.704,0.217,0.118,0.206,0.506,0.75,1.0,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
