,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-05-26,746711,Single,single,False,605141,608718,Mookie Betts,Brent Suter,0,c6b82402-b3d1-405c-84e3-802ef04c6dd8,608718.0,brentsuter,Suter,Left,Brent Suter,CIN,3.68,4.04,51.1,99.0,102.0,103.0,0.799,7.19,1.75,8.94,1.4,1.15,0.28,0.373,0.193,0.248,0.406,109.0,101.0,114.0,116.0,99.0,108.0,82.0,90.0,79.0,89.0,106.0,109.0,0.215,0.418,0.171,0.196,0.28,0.2,-0.29,-0.48,85.9,75.8,87.4,78.7,0.277,0.446,0.198,0.227,0.364,0.28,0.25,0.472,0.2,0.243,0.459,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-26,746711,Groundout,field_out,True,660271,608718,Shohei Ohtani,Brent Suter,1,59a78f4d-d0d7-49ac-acd8-88f69324c598,608718.0,brentsuter,Suter,Left,Brent Suter,CIN,3.68,4.04,51.1,99.0,102.0,103.0,0.799,7.19,1.75,8.94,1.4,1.15,0.28,0.373,0.193,0.248,0.406,109.0,101.0,114.0,116.0,99.0,108.0,82.0,90.0,79.0,89.0,106.0,109.0,0.215,0.418,0.171,0.196,0.28,0.2,-0.29,-0.48,85.9,75.8,87.4,78.7,0.277,0.446,0.198,0.227,0.364,0.28,0.25,0.472,0.2,0.243,0.459,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-26,746711,Groundout,field_out,True,518692,608718,Freddie Freeman,Brent Suter,0,029d6ba4-176a-4766-9018-e6970737b533,608718.0,brentsuter,Suter,Left,Brent Suter,CIN,3.68,4.04,51.1,99.0,102.0,103.0,0.799,7.19,1.75,8.94,1.4,1.15,0.28,0.373,0.193,0.248,0.406,109.0,101.0,114.0,116.0,99.0,108.0,82.0,90.0,79.0,89.0,106.0,109.0,0.215,0.418,0.171,0.196,0.28,0.2,-0.29,-0.48,85.9,75.8,87.4,78.7,0.277,0.446,0.198,0.227,0.364,0.28,0.25,0.472,0.2,0.243,0.459,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-26,746711,Lineout,field_out,True,606192,607259,Teoscar Hernández,Nick Martinez,0,d2e06bca-874d-402e-ab9d-0965046b5997,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.88,3.17,72.0,109.0,101.0,107.0,0.785,7.0,1.13,9.0,0.75,0.9,0.289,0.399,0.228,0.215,0.426,118.0,115.0,119.0,90.0,109.0,107.0,84.0,106.0,97.0,101.0,109.0,111.0,0.152,0.219,0.083,0.217,0.96,1.08,0.29,0.75,92.6,80.0,91.9,84.7,0.206,0.317,0.188,0.211,0.38,0.384,0.24,0.34,0.053,0.235,0.294,0.432,109.0,102.0,103.0,101.0,108.0,104.0,0.199,0.131,0.21,-2.24,88.5,81.1,0.345,0.5,0.145,0.381,0.714,0.37,,,,,,,,,
4,2024-05-26,746711,Strikeout,strikeout,True,674441,808967,Jacob Hurtubise,Yoshinobu Yamamoto,0,122c77b1-c592-4cb0-baed-2d78d19ef173,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.92,3.17,74.0,105.0,99.0,106.0,0.758,10.22,2.07,7.54,0.73,1.5,0.251,0.402,0.156,0.332,0.441,,,,83.0,103.0,95.0,102.0,110.0,103.0,120.0,113.0,120.0,0.033,0.407,0.033,,1.22,-0.61,0.93,,95.5,,94.9,86.5,0.248,0.396,0.194,,,,0.3,0.5,0.143,0.133,0.133,0.333,106.0,105.0,113.0,86.0,95.0,89.0,0.053,0.226,2.17,0.52,91.3,77.9,0.231,0.308,0.242,0.23,0.41,0.319,122.0,111.0,119.0,0.248,-0.01,90.1,0.188,0.3,0.348
5,2024-05-26,746711,Strikeout,strikeout,True,682829,808967,Elly De La Cruz,Yoshinobu Yamamoto,0,d7cc1dac-445e-4bb4-8c2a-9878d7e45e74,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.92,3.17,74.0,105.0,99.0,106.0,0.758,10.22,2.07,7.54,0.73,1.5,0.251,0.402,0.156,0.332,0.441,,,,83.0,103.0,95.0,102.0,110.0,103.0,120.0,113.0,120.0,0.033,0.407,0.033,,1.22,-0.61,0.93,,95.5,,94.9,86.5,0.248,0.396,0.194,,,,0.3,0.5,0.143,0.133,0.133,0.333,106.0,105.0,113.0,86.0,95.0,89.0,0.053,0.226,2.17,0.52,91.3,77.9,0.231,0.308,0.242,0.23,0.41,0.319,122.0,111.0,119.0,0.248,-0.01,90.1,0.188,0.3,0.348
6,2024-05-26,746711,Double,double,False,668715,808967,Spencer Steer,Yoshinobu Yamamoto,0,2efbdcd4-c061-4175-838f-76eb354a9c39,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.92,3.17,74.0,105.0,99.0,106.0,0.758,10.22,2.07,7.54,0.73,1.5,0.251,0.402,0.156,0.332,0.441,,,,83.0,103.0,95.0,102.0,110.0,103.0,120.0,113.0,120.0,0.033,0.407,0.033,,1.22,-0.61,0.93,,95.5,,94.9,86.5,0.248,0.396,0.194,,,,0.3,0.5,0.143,0.133,0.133,0.333,106.0,105.0,113.0,86.0,95.0,89.0,0.053,0.226,2.17,0.52,91.3,77.9,0.231,0.308,0.242,0.23,0.41,0.319,122.0,111.0,119.0,0.248,-0.01,90.1,0.188,0.3,0.348
7,2024-05-26,746711,Strikeout,strikeout,True,641584,808967,Jake Fraley,Yoshinobu Yamamoto,0,2651eba5-114c-4729-9faa-9b0ef9a070e8,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.92,3.17,74.0,105.0,99.0,106.0,0.758,10.22,2.07,7.54,0.73,1.5,0.251,0.402,0.156,0.332,0.441,,,,83.0,103.0,95.0,102.0,110.0,103.0,120.0,113.0,120.0,0.033,0.407,0.033,,1.22,-0.61,0.93,,95.5,,94.9,86.5,0.248,0.396,0.194,,,,0.3,0.5,0.143,0.133,0.133,0.333,106.0,105.0,113.0,86.0,95.0,89.0,0.053,0.226,2.17,0.52,91.3,77.9,0.231,0.308,0.242,0.23,0.41,0.319,122.0,111.0,119.0,0.248,-0.01,90.1,0.188,0.3,0.348
8,2024-05-26,746711,Field Error,field_error,False,681624,607259,Andy Pages,Nick Martinez,0,47b953cc-27c6-47a8-bd74-274f492a3bc6,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.88,3.17,72.0,109.0,101.0,107.0,0.785,7.0,1.13,9.0,0.75,0.9,0.289,0.399,0.228,0.215,0.426,118.0,115.0,119.0,90.0,109.0,107.0,84.0,106.0,97.0,101.0,109.0,111.0,0.152,0.219,0.083,0.217,0.96,1.08,0.29,0.75,92.6,80.0,91.9,84.7,0.206,0.317,0.188,0.211,0.38,0.384,0.24,0.34,0.053,0.235,0.294,0.432,109.0,102.0,103.0,101.0,108.0,104.0,0.199,0.131,0.21,-2.24,88.5,81.1,0.345,0.5,0.145,0.381,0.714,0.37,,,,,,,,,
9,2024-05-26,746711,Grounded Into DP,grounded_into_double_play,True,666158,607259,Gavin Lux,Nick Martinez,1,8f39e630-c9aa-4217-8178-dbdb241f9ad8,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.88,3.17,72.0,109.0,101.0,107.0,0.785,7.0,1.13,9.0,0.75,0.9,0.289,0.399,0.228,0.215,0.426,118.0,115.0,119.0,90.0,109.0,107.0,84.0,106.0,97.0,101.0,109.0,111.0,0.152,0.219,0.083,0.217,0.96,1.08,0.29,0.75,92.6,80.0,91.9,84.7,0.206,0.317,0.188,0.211,0.38,0.384,0.24,0.34,0.053,0.235,0.294,0.432,109.0,102.0,103.0,101.0,108.0,104.0,0.199,0.131,0.21,-2.24,88.5,81.1,0.345,0.5,0.145,0.381,0.714,0.37,,,,,,,,,
