,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCH,vCU,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-07-22,746034,Flyout,field_out,True,596019,630023,Francisco Lindor,Yonny Chirinos,0,e2b72c45-c38b-4474-aa49-6827ff6fae3a,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,MIA,6.3,4.56,30.0,98.0,115.0,98.0,0.801,7.5,3.9,12.9,2.1,0.77,0.272,0.379,0.214,0.311,0.441,69.0,97.0,84.0,100.0,97.0,98.0,154.0,97.0,105.0,98.0,99.0,92.0,0.297,0.165,0.148,0.39,-6.23,0.11,-6.85,0.84,93.0,85.7,92.7,85.2,0.522,0.826,0.127,0.2,0.286,0.244,0.333,0.833,0.289,0.182,0.318,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-22,746034,Single,single,False,607043,630023,Brandon Nimmo,Yonny Chirinos,0,394b982e-60c2-450f-8818-a09f81cfb63d,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,MIA,6.3,4.56,30.0,98.0,115.0,98.0,0.801,7.5,3.9,12.9,2.1,0.77,0.272,0.379,0.214,0.311,0.441,69.0,97.0,84.0,100.0,97.0,98.0,154.0,97.0,105.0,98.0,99.0,92.0,0.297,0.165,0.148,0.39,-6.23,0.11,-6.85,0.84,93.0,85.7,92.7,85.2,0.522,0.826,0.127,0.2,0.286,0.244,0.333,0.833,0.289,0.182,0.318,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-22,746034,Single,single,False,502110,630023,J.D. Martinez,Yonny Chirinos,1,0b08443f-322c-42b7-b4ff-344332cba96c,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,MIA,6.3,4.56,30.0,98.0,115.0,98.0,0.801,7.5,3.9,12.9,2.1,0.77,0.272,0.379,0.214,0.311,0.441,69.0,97.0,84.0,100.0,97.0,98.0,154.0,97.0,105.0,98.0,99.0,92.0,0.297,0.165,0.148,0.39,-6.23,0.11,-6.85,0.84,93.0,85.7,92.7,85.2,0.522,0.826,0.127,0.2,0.286,0.244,0.333,0.833,0.289,0.182,0.318,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-22,746034,Grounded Into DP,grounded_into_double_play,True,624413,630023,Pete Alonso,Yonny Chirinos,1,da3dc3c5-110d-467c-be88-cdb029e3eda0,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,MIA,6.3,4.56,30.0,98.0,115.0,98.0,0.801,7.5,3.9,12.9,2.1,0.77,0.272,0.379,0.214,0.311,0.441,69.0,97.0,84.0,100.0,97.0,98.0,154.0,97.0,105.0,98.0,99.0,92.0,0.297,0.165,0.148,0.39,-6.23,0.11,-6.85,0.84,93.0,85.7,92.7,85.2,0.522,0.826,0.127,0.2,0.286,0.244,0.333,0.833,0.289,0.182,0.318,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-22,746034,Hit By Pitch,hit_by_pitch,False,665862,656849,Jazz Chisholm Jr.,David Peterson,0,9d2b9374-784c-44f8-ab11-b4dda766a26e,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,3.14,5.56,48.2,98.0,94.0,96.0,0.799,6.66,4.25,9.06,0.92,2.08,0.255,0.302,0.094,0.315,0.418,68.0,102.0,90.0,104.0,97.0,95.0,112.0,98.0,103.0,,,,0.328,0.229,,0.196,-0.73,,0.52,-3.48,93.5,,92.2,85.5,0.323,0.419,0.118,0.341,0.561,0.307,0.222,0.306,0.196,,,,91.0,90.0,94.0,92.0,104.0,104.0,0.075,0.173,-2.09,1.36,84.9,79.2,0.118,0.206,0.247,0.25,0.583,0.286,,,,,,,,,
5,2024-07-22,746034,Double Play,double_play,True,650559,656849,Bryan De La Cruz,David Peterson,1,f5ebf97f-13e1-49e8-896f-2b7ba84fa593,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,3.14,5.56,48.2,98.0,94.0,96.0,0.799,6.66,4.25,9.06,0.92,2.08,0.255,0.302,0.094,0.315,0.418,68.0,102.0,90.0,104.0,97.0,95.0,112.0,98.0,103.0,,,,0.328,0.229,,0.196,-0.73,,0.52,-3.48,93.5,,92.2,85.5,0.323,0.419,0.118,0.341,0.561,0.307,0.222,0.306,0.196,,,,91.0,90.0,94.0,92.0,104.0,104.0,0.075,0.173,-2.09,1.36,84.9,79.2,0.118,0.206,0.247,0.25,0.583,0.286,,,,,,,,,
6,2024-07-22,746034,Walk,walk,False,605137,656849,Josh Bell,David Peterson,0,7e9bb5cd-98ae-4eaa-b42b-6cbe76fbe0e6,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,3.14,5.56,48.2,98.0,94.0,96.0,0.799,6.66,4.25,9.06,0.92,2.08,0.255,0.302,0.094,0.315,0.418,68.0,102.0,90.0,104.0,97.0,95.0,112.0,98.0,103.0,,,,0.328,0.229,,0.196,-0.73,,0.52,-3.48,93.5,,92.2,85.5,0.323,0.419,0.118,0.341,0.561,0.307,0.222,0.306,0.196,,,,91.0,90.0,94.0,92.0,104.0,104.0,0.075,0.173,-2.09,1.36,84.9,79.2,0.118,0.206,0.247,0.25,0.583,0.286,,,,,,,,,
7,2024-07-22,746034,Forceout,force_out,True,669394,656849,Jake Burger,David Peterson,1,8755b939-f668-4962-9b8c-d2b646075d2c,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,3.14,5.56,48.2,98.0,94.0,96.0,0.799,6.66,4.25,9.06,0.92,2.08,0.255,0.302,0.094,0.315,0.418,68.0,102.0,90.0,104.0,97.0,95.0,112.0,98.0,103.0,,,,0.328,0.229,,0.196,-0.73,,0.52,-3.48,93.5,,92.2,85.5,0.323,0.419,0.118,0.341,0.561,0.307,0.222,0.306,0.196,,,,91.0,90.0,94.0,92.0,104.0,104.0,0.075,0.173,-2.09,1.36,84.9,79.2,0.118,0.206,0.247,0.25,0.583,0.286,,,,,,,,,
8,2024-07-22,746034,Walk,walk,False,621466,630023,DJ Stewart,Yonny Chirinos,0,28518e12-4b4b-46e5-836a-8930dba85b1e,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,MIA,6.3,4.56,30.0,98.0,115.0,98.0,0.801,7.5,3.9,12.9,2.1,0.77,0.272,0.379,0.214,0.311,0.441,69.0,97.0,84.0,100.0,97.0,98.0,154.0,97.0,105.0,98.0,99.0,92.0,0.297,0.165,0.148,0.39,-6.23,0.11,-6.85,0.84,93.0,85.7,92.7,85.2,0.522,0.826,0.127,0.2,0.286,0.244,0.333,0.833,0.289,0.182,0.318,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-22,746034,Strikeout,strikeout,True,682626,630023,Francisco Alvarez,Yonny Chirinos,0,eba578fc-2328-42a3-bec3-d5653ad87563,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,MIA,6.3,4.56,30.0,98.0,115.0,98.0,0.801,7.5,3.9,12.9,2.1,0.77,0.272,0.379,0.214,0.311,0.441,69.0,97.0,84.0,100.0,97.0,98.0,154.0,97.0,105.0,98.0,99.0,92.0,0.297,0.165,0.148,0.39,-6.23,0.11,-6.85,0.84,93.0,85.7,92.7,85.2,0.522,0.826,0.127,0.2,0.286,0.244,0.333,0.833,0.289,0.182,0.318,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-07-22,746034,Pop Out,field_out,True,578428,630023,Jose Iglesias,Yonny Chirinos,0,eb3e2586-6320-4df7-8156-ee6041d90882,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,MIA,6.3,4.56,30.0,98.0,115.0,98.0,0.801,7.5,3.9,12.9,2.1,0.77,0.272,0.379,0.214,0.311,0.441,69.0,97.0,84.0,100.0,97.0,98.0,154.0,97.0,105.0,98.0,99.0,92.0,0.297,0.165,0.148,0.39,-6.23,0.11,-6.85,0.84,93.0,85.7,92.7,85.2,0.522,0.826,0.127,0.2,0.286,0.244,0.333,0.833,0.289,0.182,0.318,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-07-22,746034,Home Run,home_run,False,643446,630023,Jeff McNeil,Yonny Chirinos,1,0ffa6ea4-6bb1-4d9a-966c-c1be96850a60,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,MIA,6.3,4.56,30.0,98.0,115.0,98.0,0.801,7.5,3.9,12.9,2.1,0.77,0.272,0.379,0.214,0.311,0.441,69.0,97.0,84.0,100.0,97.0,98.0,154.0,97.0,105.0,98.0,99.0,92.0,0.297,0.165,0.148,0.39,-6.23,0.11,-6.85,0.84,93.0,85.7,92.7,85.2,0.522,0.826,0.127,0.2,0.286,0.244,0.333,0.833,0.289,0.182,0.318,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-07-22,746034,Single,single,False,664056,630023,Harrison Bader,Yonny Chirinos,0,21f502d0-e050-4942-a158-bddda921d1fb,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,MIA,6.3,4.56,30.0,98.0,115.0,98.0,0.801,7.5,3.9,12.9,2.1,0.77,0.272,0.379,0.214,0.311,0.441,69.0,97.0,84.0,100.0,97.0,98.0,154.0,97.0,105.0,98.0,99.0,92.0,0.297,0.165,0.148,0.39,-6.23,0.11,-6.85,0.84,93.0,85.7,92.7,85.2,0.522,0.826,0.127,0.2,0.286,0.244,0.333,0.833,0.289,0.182,0.318,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,
