,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,FS_ba,FS_slg,FS_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,CH%,wFC/C,wCU/C,wCH/C,vFC,vCH,vCU,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-05-14,745342,Strikeout,strikeout,True,605141,676775,Mookie Betts,Keaton Winn,0,26db10ea-4344-427f-91f6-490387067aee,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,89.0,101.0,95.0,91.0,97.0,93.0,127.0,99.0,106.0,131.0,97.0,113.0,0.192,0.263,0.405,0.139,-0.95,0.21,-2.96,-1.41,95.7,88.9,94.8,87.9,0.215,0.355,0.282,0.214,0.5,0.272,0.41,0.692,0.066,0.321,0.607,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-14,745342,Flyout,field_out,True,660271,676775,Shohei Ohtani,Keaton Winn,0,5dd5b181-d920-43f8-a34b-b69f59e7bfef,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,89.0,101.0,95.0,91.0,97.0,93.0,127.0,99.0,106.0,131.0,97.0,113.0,0.192,0.263,0.405,0.139,-0.95,0.21,-2.96,-1.41,95.7,88.9,94.8,87.9,0.215,0.355,0.282,0.214,0.5,0.272,0.41,0.692,0.066,0.321,0.607,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-14,745342,Field Error,field_error,False,518692,676775,Freddie Freeman,Keaton Winn,1,c677ff7d-486b-4bfe-aabb-adab8d225bc4,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,89.0,101.0,95.0,91.0,97.0,93.0,127.0,99.0,106.0,131.0,97.0,113.0,0.192,0.263,0.405,0.139,-0.95,0.21,-2.96,-1.41,95.7,88.9,94.8,87.9,0.215,0.355,0.282,0.214,0.5,0.272,0.41,0.692,0.066,0.321,0.607,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-14,745342,Groundout,field_out,True,669257,676775,Will Smith,Keaton Winn,0,ac2de6fa-be81-48c9-b782-bc5ea502dff1,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,89.0,101.0,95.0,91.0,97.0,93.0,127.0,99.0,106.0,131.0,97.0,113.0,0.192,0.263,0.405,0.139,-0.95,0.21,-2.96,-1.41,95.7,88.9,94.8,87.9,0.215,0.355,0.282,0.214,0.5,0.272,0.41,0.692,0.066,0.321,0.607,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-05-14,745342,Double,double,False,573262,694813,Mike Yastrzemski,Gavin Stone,0,3416fabd-231b-4a7b-8aaf-8eee413342c3,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.19,3.8,101.2,103.0,97.0,101.0,0.776,6.99,2.48,8.59,0.8,1.26,0.25,0.397,0.17,0.292,0.411,97.0,99.0,96.0,96.0,103.0,97.0,133.0,112.0,121.0,,,,0.234,0.247,,0.162,0.31,,-0.5,1.06,94.7,,95.2,88.9,,,,0.247,0.36,0.148,0.333,0.495,0.146,0.247,0.315,0.346,80.0,103.0,98.0,95.0,100.0,100.0,80.0,100.0,95.0,0.061,0.033,0.262,2.5,3.38,0.85,92.3,87.2,83.3,0.184,0.34,0.338,0.286,0.286,0.173,0.111,0.111,0.188,,,,,,
5,2024-05-14,745342,Groundout,field_out,True,642731,694813,Thairo Estrada,Gavin Stone,0,6a4f3039-b51e-47c1-adab-b76d0d9d83cd,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.19,3.8,101.2,103.0,97.0,101.0,0.776,6.99,2.48,8.59,0.8,1.26,0.25,0.397,0.17,0.292,0.411,97.0,99.0,96.0,96.0,103.0,97.0,133.0,112.0,121.0,,,,0.234,0.247,,0.162,0.31,,-0.5,1.06,94.7,,95.2,88.9,,,,0.247,0.36,0.148,0.333,0.495,0.146,0.247,0.315,0.346,80.0,103.0,98.0,95.0,100.0,100.0,80.0,100.0,95.0,0.061,0.033,0.262,2.5,3.38,0.85,92.3,87.2,83.3,0.184,0.34,0.338,0.286,0.286,0.173,0.111,0.111,0.188,,,,,,
6,2024-05-14,745342,Groundout,field_out,True,656305,694813,Matt Chapman,Gavin Stone,0,da4987be-83a4-43d9-9e86-a417163b150e,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.19,3.8,101.2,103.0,97.0,101.0,0.776,6.99,2.48,8.59,0.8,1.26,0.25,0.397,0.17,0.292,0.411,97.0,99.0,96.0,96.0,103.0,97.0,133.0,112.0,121.0,,,,0.234,0.247,,0.162,0.31,,-0.5,1.06,94.7,,95.2,88.9,,,,0.247,0.36,0.148,0.333,0.495,0.146,0.247,0.315,0.346,80.0,103.0,98.0,95.0,100.0,100.0,80.0,100.0,95.0,0.061,0.033,0.262,2.5,3.38,0.85,92.3,87.2,83.3,0.184,0.34,0.338,0.286,0.286,0.173,0.111,0.111,0.188,,,,,,
7,2024-05-14,745342,Groundout,field_out,True,664774,694813,LaMonte Wade Jr.,Gavin Stone,0,c2d03ec0-a02e-469d-af91-f06a9fe5f441,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.19,3.8,101.2,103.0,97.0,101.0,0.776,6.99,2.48,8.59,0.8,1.26,0.25,0.397,0.17,0.292,0.411,97.0,99.0,96.0,96.0,103.0,97.0,133.0,112.0,121.0,,,,0.234,0.247,,0.162,0.31,,-0.5,1.06,94.7,,95.2,88.9,,,,0.247,0.36,0.148,0.333,0.495,0.146,0.247,0.315,0.346,80.0,103.0,98.0,95.0,100.0,100.0,80.0,100.0,95.0,0.061,0.033,0.262,2.5,3.38,0.85,92.3,87.2,83.3,0.184,0.34,0.338,0.286,0.286,0.173,0.111,0.111,0.188,,,,,,
8,2024-05-14,745342,Groundout,field_out,True,606192,676775,Teoscar Hernández,Keaton Winn,0,3d4b1f87-f5ad-4344-8b12-af47ff7217ee,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,89.0,101.0,95.0,91.0,97.0,93.0,127.0,99.0,106.0,131.0,97.0,113.0,0.192,0.263,0.405,0.139,-0.95,0.21,-2.96,-1.41,95.7,88.9,94.8,87.9,0.215,0.355,0.282,0.214,0.5,0.272,0.41,0.692,0.066,0.321,0.607,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-05-14,745342,Strikeout,strikeout,True,571970,676775,Max Muncy,Keaton Winn,0,7468aedf-2a3f-4ea9-88bb-63fb55fe7762,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,89.0,101.0,95.0,91.0,97.0,93.0,127.0,99.0,106.0,131.0,97.0,113.0,0.192,0.263,0.405,0.139,-0.95,0.21,-2.96,-1.41,95.7,88.9,94.8,87.9,0.215,0.355,0.282,0.214,0.5,0.272,0.41,0.692,0.066,0.321,0.607,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
