,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,FS_slg,FS_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-04-04,745844,Flyout,field_out,True,678009,605288,Parker Meadows,Adrian Houser,0,bb2efc84-3abd-47cf-a4a9-116923fac251,605288.0,adrianhouser,Houser,Right,Adrian Houser,NYM,5.89,4.96,65.2,100.0,91.0,97.0,0.83,5.76,4.25,9.59,0.96,1.37,0.258,0.415,0.143,0.29,0.435,99.0,95.0,96.0,82.0,96.0,92.0,71.0,104.0,95.0,96.0,100.0,96.0,91.0,103.0,101.0,0.45,0.162,0.176,0.085,0.128,-0.32,0.38,-1.06,-3.8,-2.42,93.5,84.0,92.5,83.2,79.5,0.252,0.378,0.124,0.268,0.488,0.226,0.2,0.371,0.167,0.316,0.474,0.338,0.471,0.765,0.176,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-04,745844,Groundout,field_out,True,679529,605288,Spencer Torkelson,Adrian Houser,0,0661c494-cc81-4e53-80ba-41aab8958890,605288.0,adrianhouser,Houser,Right,Adrian Houser,NYM,5.89,4.96,65.2,100.0,91.0,97.0,0.83,5.76,4.25,9.59,0.96,1.37,0.258,0.415,0.143,0.29,0.435,99.0,95.0,96.0,82.0,96.0,92.0,71.0,104.0,95.0,96.0,100.0,96.0,91.0,103.0,101.0,0.45,0.162,0.176,0.085,0.128,-0.32,0.38,-1.06,-3.8,-2.42,93.5,84.0,92.5,83.2,79.5,0.252,0.378,0.124,0.268,0.488,0.226,0.2,0.371,0.167,0.316,0.474,0.338,0.471,0.765,0.176,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-04,745844,Groundout,field_out,True,681481,605288,Kerry Carpenter,Adrian Houser,0,4d2d3b3a-ddeb-4192-893e-74bf56561cea,605288.0,adrianhouser,Houser,Right,Adrian Houser,NYM,5.89,4.96,65.2,100.0,91.0,97.0,0.83,5.76,4.25,9.59,0.96,1.37,0.258,0.415,0.143,0.29,0.435,99.0,95.0,96.0,82.0,96.0,92.0,71.0,104.0,95.0,96.0,100.0,96.0,91.0,103.0,101.0,0.45,0.162,0.176,0.085,0.128,-0.32,0.38,-1.06,-3.8,-2.42,93.5,84.0,92.5,83.2,79.5,0.252,0.378,0.124,0.268,0.488,0.226,0.2,0.371,0.167,0.316,0.474,0.338,0.471,0.765,0.176,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-04,745844,Walk,walk,False,607043,663554,Brandon Nimmo,Casey Mize,0,b7fabb36-534a-4bbd-ab2e-843af1d81e1b,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.23,4.39,78.2,104.0,108.0,103.0,0.815,6.64,2.4,10.64,0.8,1.64,0.23,0.396,0.162,0.298,0.434,,,,,,,108.0,106.0,104.0,93.0,107.0,105.0,108.0,103.0,102.0,0.076,0.393,0.282,,,-0.14,-0.36,0.58,,,95.6,,95.6,85.7,,0.345,0.414,0.111,0.239,0.366,0.189,0.292,0.401,0.201,,,,0.286,0.571,0.172,100.0,91.0,94.0,112.0,102.0,104.0,0.172,0.077,-1.78,-2.77,85.7,79.6,0.323,0.452,0.321,,,,,,,,,
4,2024-04-04,745844,Pop Out,field_out,True,596019,663554,Francisco Lindor,Casey Mize,0,27043c3a-91d9-48b6-bc6c-b278088b595e,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.23,4.39,78.2,104.0,108.0,103.0,0.815,6.64,2.4,10.64,0.8,1.64,0.23,0.396,0.162,0.298,0.434,,,,,,,108.0,106.0,104.0,93.0,107.0,105.0,108.0,103.0,102.0,0.076,0.393,0.282,,,-0.14,-0.36,0.58,,,95.6,,95.6,85.7,,0.345,0.414,0.111,0.239,0.366,0.189,0.292,0.401,0.201,,,,0.286,0.571,0.172,100.0,91.0,94.0,112.0,102.0,104.0,0.172,0.077,-1.78,-2.77,85.7,79.6,0.323,0.452,0.321,,,,,,,,,
5,2024-04-04,745844,Strikeout,strikeout,True,624413,663554,Pete Alonso,Casey Mize,0,37a1ed4a-6ead-4552-9a93-ae56ab610239,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.23,4.39,78.2,104.0,108.0,103.0,0.815,6.64,2.4,10.64,0.8,1.64,0.23,0.396,0.162,0.298,0.434,,,,,,,108.0,106.0,104.0,93.0,107.0,105.0,108.0,103.0,102.0,0.076,0.393,0.282,,,-0.14,-0.36,0.58,,,95.6,,95.6,85.7,,0.345,0.414,0.111,0.239,0.366,0.189,0.292,0.401,0.201,,,,0.286,0.571,0.172,100.0,91.0,94.0,112.0,102.0,104.0,0.172,0.077,-1.78,-2.77,85.7,79.6,0.323,0.452,0.321,,,,,,,,,
6,2024-04-04,745844,Single,single,False,682626,663554,Francisco Alvarez,Casey Mize,1,081ab569-7b73-4da4-bc50-1d93ae1b16be,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.23,4.39,78.2,104.0,108.0,103.0,0.815,6.64,2.4,10.64,0.8,1.64,0.23,0.396,0.162,0.298,0.434,,,,,,,108.0,106.0,104.0,93.0,107.0,105.0,108.0,103.0,102.0,0.076,0.393,0.282,,,-0.14,-0.36,0.58,,,95.6,,95.6,85.7,,0.345,0.414,0.111,0.239,0.366,0.189,0.292,0.401,0.201,,,,0.286,0.571,0.172,100.0,91.0,94.0,112.0,102.0,104.0,0.172,0.077,-1.78,-2.77,85.7,79.6,0.323,0.452,0.321,,,,,,,,,
7,2024-04-04,745844,Groundout,field_out,True,683146,663554,Brett Baty,Casey Mize,0,34f1874d-b01b-4e6c-9462-763c70cd42f1,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.23,4.39,78.2,104.0,108.0,103.0,0.815,6.64,2.4,10.64,0.8,1.64,0.23,0.396,0.162,0.298,0.434,,,,,,,108.0,106.0,104.0,93.0,107.0,105.0,108.0,103.0,102.0,0.076,0.393,0.282,,,-0.14,-0.36,0.58,,,95.6,,95.6,85.7,,0.345,0.414,0.111,0.239,0.366,0.189,0.292,0.401,0.201,,,,0.286,0.571,0.172,100.0,91.0,94.0,112.0,102.0,104.0,0.172,0.077,-1.78,-2.77,85.7,79.6,0.323,0.452,0.321,,,,,,,,,
8,2024-04-04,745844,Pop Out,field_out,True,682985,605288,Riley Greene,Adrian Houser,0,f29a9c56-6790-429a-9007-fbb9ec26f6ef,605288.0,adrianhouser,Houser,Right,Adrian Houser,NYM,5.89,4.96,65.2,100.0,91.0,97.0,0.83,5.76,4.25,9.59,0.96,1.37,0.258,0.415,0.143,0.29,0.435,99.0,95.0,96.0,82.0,96.0,92.0,71.0,104.0,95.0,96.0,100.0,96.0,91.0,103.0,101.0,0.45,0.162,0.176,0.085,0.128,-0.32,0.38,-1.06,-3.8,-2.42,93.5,84.0,92.5,83.2,79.5,0.252,0.378,0.124,0.268,0.488,0.226,0.2,0.371,0.167,0.316,0.474,0.338,0.471,0.765,0.176,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-04-04,745844,Strikeout,strikeout,True,663837,605288,Matt Vierling,Adrian Houser,0,49880493-b3a5-4453-b7ed-6d70c07c1501,605288.0,adrianhouser,Houser,Right,Adrian Houser,NYM,5.89,4.96,65.2,100.0,91.0,97.0,0.83,5.76,4.25,9.59,0.96,1.37,0.258,0.415,0.143,0.29,0.435,99.0,95.0,96.0,82.0,96.0,92.0,71.0,104.0,95.0,96.0,100.0,96.0,91.0,103.0,101.0,0.45,0.162,0.176,0.085,0.128,-0.32,0.38,-1.06,-3.8,-2.42,93.5,84.0,92.5,83.2,79.5,0.252,0.378,0.124,0.268,0.488,0.226,0.2,0.371,0.167,0.316,0.474,0.338,0.471,0.765,0.176,,,,,,,,,,,,,,,,,,,,,,,,
