,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,CU%,wFA/C,wFC/C,wFS/C,wCU/C,vFA,vFC,vFS,vCU,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CH%,wSI/C,wSL/C,wCH/C,vCH,vSI,vSL,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff
0,2024-06-13,745075,Lineout,field_out,True,643565,671737,Mike Tauchman,Taj Bradley,0,40c8838d-e33c-4897-a0db-605d29f8d7e2,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-13,745075,Strikeout,strikeout,True,666624,671737,Christopher Morel,Taj Bradley,0,e0ce9a86-ec89-44cd-be4c-9e7a5a5b4480,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-13,745075,Single,single,False,641355,671737,Cody Bellinger,Taj Bradley,0,2bf3e496-ba02-4338-9322-a801760f97cb,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-13,745075,Strikeout,strikeout,True,673548,671737,Seiya Suzuki,Taj Bradley,0,d5efcc45-cf52-44d1-a5be-67b77326d010,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-06-13,745075,Strikeout,strikeout,True,650490,657006,Yandy Díaz,Justin Steele,0,b7c6250b-924d-467d-a581-8b132b6d5811,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.07,3.01,91.0,103.0,101.0,102.0,0.802,8.6,1.98,7.22,0.79,1.1,0.278,0.378,0.166,0.301,0.525,90.0,122.0,109.0,90.0,102.0,100.0,,,,,,,0.598,,,0.027,0.43,,,3.31,91.7,,,79.8,0.255,0.401,0.206,,,,,,,0.0,0.0,0.214,72.0,96.0,99.0,66.0,103.0,93.0,132.0,104.0,109.0,0.05,0.298,0.027,2.99,1.39,3.98,86.6,92.0,83.2,0.171,0.279,0.299,0.188,0.25,0.2,0.133,0.133,0.111
5,2024-06-13,745075,Groundout,field_out,True,668227,657006,Randy Arozarena,Justin Steele,0,da09a1b8-7d14-4c4b-8e21-ca460e06d087,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.07,3.01,91.0,103.0,101.0,102.0,0.802,8.6,1.98,7.22,0.79,1.1,0.278,0.378,0.166,0.301,0.525,90.0,122.0,109.0,90.0,102.0,100.0,,,,,,,0.598,,,0.027,0.43,,,3.31,91.7,,,79.8,0.255,0.401,0.206,,,,,,,0.0,0.0,0.214,72.0,96.0,99.0,66.0,103.0,93.0,132.0,104.0,109.0,0.05,0.298,0.027,2.99,1.39,3.98,86.6,92.0,83.2,0.171,0.279,0.299,0.188,0.25,0.2,0.133,0.133,0.111
6,2024-06-13,745075,Strikeout,strikeout,True,664040,657006,Brandon Lowe,Justin Steele,0,a36f883b-fdf0-4845-8799-0152dfa68434,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.07,3.01,91.0,103.0,101.0,102.0,0.802,8.6,1.98,7.22,0.79,1.1,0.278,0.378,0.166,0.301,0.525,90.0,122.0,109.0,90.0,102.0,100.0,,,,,,,0.598,,,0.027,0.43,,,3.31,91.7,,,79.8,0.255,0.401,0.206,,,,,,,0.0,0.0,0.214,72.0,96.0,99.0,66.0,103.0,93.0,132.0,104.0,109.0,0.05,0.298,0.027,2.99,1.39,3.98,86.6,92.0,83.2,0.171,0.279,0.299,0.188,0.25,0.2,0.133,0.133,0.111
7,2024-06-13,745075,Groundout,field_out,True,683737,671737,Michael Busch,Taj Bradley,0,01d8a406-e138-412c-ad6a-d7023e6a1520,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-06-13,745075,Groundout,field_out,True,663538,671737,Nico Hoerner,Taj Bradley,0,6c9c3625-ed12-4ba9-9185-19118fbade57,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-06-13,745075,Strikeout,strikeout,True,621550,671737,Patrick Wisdom,Taj Bradley,0,9af718e3-08db-4462-9ce0-fe4583401fab,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
