,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-05-01,746072,Strikeout,strikeout,True,678662,682610,Ezequiel Tovar,Roddery Muñoz,0,5afc9c10-0b6e-42a7-9d32-2c71ba6bfc18,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,5.47,5.87,51.0,97.0,92.0,94.0,0.788,7.41,4.59,8.12,2.65,0.59,0.277,0.355,0.135,0.348,0.405,52.0,96.0,89.0,96.0,99.0,92.0,91.0,95.0,93.0,108.0,99.0,104.0,91.0,96.0,90.0,0.229,0.257,0.247,0.173,0.094,-2.9,1.93,-1.48,-0.77,-4.22,95.7,89.8,89.5,95.1,85.8,0.14,0.28,0.262,0.273,0.614,0.141,0.286,0.738,0.173,0.222,0.361,0.328,0.318,0.727,0.356,,,,,,,,,,,,,,,,,,
1,2024-05-01,746072,Pop Out,field_out,True,686668,682610,Brenton Doyle,Roddery Muñoz,0,d0586fe1-c76e-4585-ab0e-4c5fa31ca4fd,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,5.47,5.87,51.0,97.0,92.0,94.0,0.788,7.41,4.59,8.12,2.65,0.59,0.277,0.355,0.135,0.348,0.405,52.0,96.0,89.0,96.0,99.0,92.0,91.0,95.0,93.0,108.0,99.0,104.0,91.0,96.0,90.0,0.229,0.257,0.247,0.173,0.094,-2.9,1.93,-1.48,-0.77,-4.22,95.7,89.8,89.5,95.1,85.8,0.14,0.28,0.262,0.273,0.614,0.141,0.286,0.738,0.173,0.222,0.361,0.328,0.318,0.727,0.356,,,,,,,,,,,,,,,,,,
2,2024-05-01,746072,Walk,walk,False,641857,682610,Ryan McMahon,Roddery Muñoz,0,4cf6975f-6f55-4623-85b1-efa736f52791,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,5.47,5.87,51.0,97.0,92.0,94.0,0.788,7.41,4.59,8.12,2.65,0.59,0.277,0.355,0.135,0.348,0.405,52.0,96.0,89.0,96.0,99.0,92.0,91.0,95.0,93.0,108.0,99.0,104.0,91.0,96.0,90.0,0.229,0.257,0.247,0.173,0.094,-2.9,1.93,-1.48,-0.77,-4.22,95.7,89.8,89.5,95.1,85.8,0.14,0.28,0.262,0.273,0.614,0.141,0.286,0.738,0.173,0.222,0.361,0.328,0.318,0.727,0.356,,,,,,,,,,,,,,,,,,
3,2024-05-01,746072,Single,single,False,553869,682610,Elias Díaz,Roddery Muñoz,1,9608f306-7009-4b17-903b-505e4811c837,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,5.47,5.87,51.0,97.0,92.0,94.0,0.788,7.41,4.59,8.12,2.65,0.59,0.277,0.355,0.135,0.348,0.405,52.0,96.0,89.0,96.0,99.0,92.0,91.0,95.0,93.0,108.0,99.0,104.0,91.0,96.0,90.0,0.229,0.257,0.247,0.173,0.094,-2.9,1.93,-1.48,-0.77,-4.22,95.7,89.8,89.5,95.1,85.8,0.14,0.28,0.262,0.273,0.614,0.141,0.286,0.738,0.173,0.222,0.361,0.328,0.318,0.727,0.356,,,,,,,,,,,,,,,,,,
4,2024-05-01,746072,Flyout,field_out,True,453568,682610,Charlie Blackmon,Roddery Muñoz,0,2dac81b3-ad72-4000-86b3-711578620223,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,5.47,5.87,51.0,97.0,92.0,94.0,0.788,7.41,4.59,8.12,2.65,0.59,0.277,0.355,0.135,0.348,0.405,52.0,96.0,89.0,96.0,99.0,92.0,91.0,95.0,93.0,108.0,99.0,104.0,91.0,96.0,90.0,0.229,0.257,0.247,0.173,0.094,-2.9,1.93,-1.48,-0.77,-4.22,95.7,89.8,89.5,95.1,85.8,0.14,0.28,0.262,0.273,0.614,0.141,0.286,0.738,0.173,0.222,0.361,0.328,0.318,0.727,0.356,,,,,,,,,,,,,,,,,,
5,2024-05-01,746072,Groundout,field_out,True,650333,641712,Luis Arraez,Dakota Hudson,0,3f9dc2f3-1b54-4b5c-a870-37e626bef309,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,5.84,5.76,86.1,96.0,84.0,91.0,0.827,5.0,4.8,10.01,1.04,1.79,0.216,0.418,0.144,0.37,0.416,84.0,94.0,93.0,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,,,,0.32,0.156,,0.255,0.103,-1.93,,-0.53,-0.32,-4.92,89.9,,83.4,90.3,84.1,,,,0.315,0.465,0.07,0.296,0.5,0.079,0.289,0.361,0.313,0.379,0.69,0.146,102.0,98.0,99.0,0.166,0.89,80.2,0.114,0.205,0.333,,,,,,,,,
6,2024-05-01,746072,Strikeout,strikeout,True,650559,641712,Bryan De La Cruz,Dakota Hudson,0,3ced8147-e3ce-4d30-bb5e-7d09172d011b,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,5.84,5.76,86.1,96.0,84.0,91.0,0.827,5.0,4.8,10.01,1.04,1.79,0.216,0.418,0.144,0.37,0.416,84.0,94.0,93.0,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,,,,0.32,0.156,,0.255,0.103,-1.93,,-0.53,-0.32,-4.92,89.9,,83.4,90.3,84.1,,,,0.315,0.465,0.07,0.296,0.5,0.079,0.289,0.361,0.313,0.379,0.69,0.146,102.0,98.0,99.0,0.166,0.89,80.2,0.114,0.205,0.333,,,,,,,,,
7,2024-05-01,746072,Strikeout,strikeout,True,665862,641712,Jazz Chisholm Jr.,Dakota Hudson,0,5a22744f-7d0b-4ec5-ac33-cd250536cee3,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,5.84,5.76,86.1,96.0,84.0,91.0,0.827,5.0,4.8,10.01,1.04,1.79,0.216,0.418,0.144,0.37,0.416,84.0,94.0,93.0,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,,,,0.32,0.156,,0.255,0.103,-1.93,,-0.53,-0.32,-4.92,89.9,,83.4,90.3,84.1,,,,0.315,0.465,0.07,0.296,0.5,0.079,0.289,0.361,0.313,0.379,0.69,0.146,102.0,98.0,99.0,0.166,0.89,80.2,0.114,0.205,0.333,,,,,,,,,
8,2024-05-01,746072,Strikeout,strikeout,True,663898,682610,Brendan Rodgers,Roddery Muñoz,0,9c91313d-d9ce-4105-889a-545f2d11e1c1,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,5.47,5.87,51.0,97.0,92.0,94.0,0.788,7.41,4.59,8.12,2.65,0.59,0.277,0.355,0.135,0.348,0.405,52.0,96.0,89.0,96.0,99.0,92.0,91.0,95.0,93.0,108.0,99.0,104.0,91.0,96.0,90.0,0.229,0.257,0.247,0.173,0.094,-2.9,1.93,-1.48,-0.77,-4.22,95.7,89.8,89.5,95.1,85.8,0.14,0.28,0.262,0.273,0.614,0.141,0.286,0.738,0.173,0.222,0.361,0.328,0.318,0.727,0.356,,,,,,,,,,,,,,,,,,
9,2024-05-01,746072,Flyout,field_out,True,660707,682610,Elehuris Montero,Roddery Muñoz,0,53939429-74fa-43af-b692-d2e6cc064f49,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,5.47,5.87,51.0,97.0,92.0,94.0,0.788,7.41,4.59,8.12,2.65,0.59,0.277,0.355,0.135,0.348,0.405,52.0,96.0,89.0,96.0,99.0,92.0,91.0,95.0,93.0,108.0,99.0,104.0,91.0,96.0,90.0,0.229,0.257,0.247,0.173,0.094,-2.9,1.93,-1.48,-0.77,-4.22,95.7,89.8,89.5,95.1,85.8,0.14,0.28,0.262,0.273,0.614,0.141,0.286,0.738,0.173,0.222,0.361,0.328,0.318,0.727,0.356,,,,,,,,,,,,,,,,,,
