,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff
0,2024-08-21,745704,Flyout,field_out,True,680757,641482,Steven Kwan,Nestor Cortes,0,f6790c67-9179-4935-bde6-907cef6a7ae1,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.89,3.7,155.0,102.0,99.0,101.0,0.792,8.25,1.8,8.48,1.28,0.6,0.258,0.374,0.165,0.315,0.434,85.0,103.0,95.0,96.0,103.0,100.0,85.0,117.0,115.0,98.0,99.0,101.0,109.0,101.0,104.0,0.015,0.444,0.286,0.17,0.085,0.15,1.19,1.62,-0.92,-1.24,92.0,87.4,83.4,90.2,78.2,0.243,0.46,0.206,0.246,0.382,0.257,0.28,0.488,0.235,0.239,0.418,0.333,0.143,0.143,0.316,0.3,0.4,0.182,,,,,,,,,
1,2024-08-21,745704,Strikeout,strikeout,True,657041,641482,Lane Thomas,Nestor Cortes,0,a078a5cc-ed35-410c-849d-5e87b6adcc75,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.89,3.7,155.0,102.0,99.0,101.0,0.792,8.25,1.8,8.48,1.28,0.6,0.258,0.374,0.165,0.315,0.434,85.0,103.0,95.0,96.0,103.0,100.0,85.0,117.0,115.0,98.0,99.0,101.0,109.0,101.0,104.0,0.015,0.444,0.286,0.17,0.085,0.15,1.19,1.62,-0.92,-1.24,92.0,87.4,83.4,90.2,78.2,0.243,0.46,0.206,0.246,0.382,0.257,0.28,0.488,0.235,0.239,0.418,0.333,0.143,0.143,0.316,0.3,0.4,0.182,,,,,,,,,
2,2024-08-21,745704,Pop Out,field_out,True,608070,641482,José Ramírez,Nestor Cortes,0,ab3f16f4-fe26-4979-bec8-ae0343e6e427,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.89,3.7,155.0,102.0,99.0,101.0,0.792,8.25,1.8,8.48,1.28,0.6,0.258,0.374,0.165,0.315,0.434,85.0,103.0,95.0,96.0,103.0,100.0,85.0,117.0,115.0,98.0,99.0,101.0,109.0,101.0,104.0,0.015,0.444,0.286,0.17,0.085,0.15,1.19,1.62,-0.92,-1.24,92.0,87.4,83.4,90.2,78.2,0.243,0.46,0.206,0.246,0.382,0.257,0.28,0.488,0.235,0.239,0.418,0.333,0.143,0.143,0.316,0.3,0.4,0.182,,,,,,,,,
3,2024-08-21,745704,Single,single,False,650402,676282,Gleyber Torres,Joey Cantillo,0,4f98cc41-e220-474b-a2a1-d78f436e7bd0,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,7.71,6.13,18.2,93.0,97.0,92.0,0.737,7.23,4.34,10.13,2.89,1.13,0.254,0.39,0.186,0.356,0.423,85.0,78.0,92.0,99.0,92.0,89.0,,,,122.0,100.0,98.0,,,,,0.476,,0.113,0.239,-4.26,,,2.04,-0.77,92.3,,78.2,,82.2,0.438,0.938,0.203,,,,,,,0.167,0.25,0.457,,,,0.167,0.417,0.429,91.0,110.0,98.0,0.172,1.51,76.0,0.167,0.333,0.222
4,2024-08-21,745704,Home Run,home_run,False,665742,676282,Juan Soto,Joey Cantillo,1,735f8766-80ae-459d-88b0-c7971e30f828,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,7.71,6.13,18.2,93.0,97.0,92.0,0.737,7.23,4.34,10.13,2.89,1.13,0.254,0.39,0.186,0.356,0.423,85.0,78.0,92.0,99.0,92.0,89.0,,,,122.0,100.0,98.0,,,,,0.476,,0.113,0.239,-4.26,,,2.04,-0.77,92.3,,78.2,,82.2,0.438,0.938,0.203,,,,,,,0.167,0.25,0.457,,,,0.167,0.417,0.429,91.0,110.0,98.0,0.172,1.51,76.0,0.167,0.333,0.222
5,2024-08-21,745704,Flyout,field_out,True,592450,676282,Aaron Judge,Joey Cantillo,0,04d21317-639d-4c88-8350-2ffe712e707e,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,7.71,6.13,18.2,93.0,97.0,92.0,0.737,7.23,4.34,10.13,2.89,1.13,0.254,0.39,0.186,0.356,0.423,85.0,78.0,92.0,99.0,92.0,89.0,,,,122.0,100.0,98.0,,,,,0.476,,0.113,0.239,-4.26,,,2.04,-0.77,92.3,,78.2,,82.2,0.438,0.938,0.203,,,,,,,0.167,0.25,0.457,,,,0.167,0.417,0.429,91.0,110.0,98.0,0.172,1.51,76.0,0.167,0.333,0.222
6,2024-08-21,745704,Single,single,False,519317,676282,Giancarlo Stanton,Joey Cantillo,0,83d69b56-6b07-4bd3-89fa-8d6a8165c735,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,7.71,6.13,18.2,93.0,97.0,92.0,0.737,7.23,4.34,10.13,2.89,1.13,0.254,0.39,0.186,0.356,0.423,85.0,78.0,92.0,99.0,92.0,89.0,,,,122.0,100.0,98.0,,,,,0.476,,0.113,0.239,-4.26,,,2.04,-0.77,92.3,,78.2,,82.2,0.438,0.938,0.203,,,,,,,0.167,0.25,0.457,,,,0.167,0.417,0.429,91.0,110.0,98.0,0.172,1.51,76.0,0.167,0.333,0.222
7,2024-08-21,745704,Strikeout,strikeout,True,669224,676282,Austin Wells,Joey Cantillo,0,3047d674-09c0-4e70-b9a3-ba848cc6d085,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,7.71,6.13,18.2,93.0,97.0,92.0,0.737,7.23,4.34,10.13,2.89,1.13,0.254,0.39,0.186,0.356,0.423,85.0,78.0,92.0,99.0,92.0,89.0,,,,122.0,100.0,98.0,,,,,0.476,,0.113,0.239,-4.26,,,2.04,-0.77,92.3,,78.2,,82.2,0.438,0.938,0.203,,,,,,,0.167,0.25,0.457,,,,0.167,0.417,0.429,91.0,110.0,98.0,0.172,1.51,76.0,0.167,0.333,0.222
8,2024-08-21,745704,Forceout,force_out,True,683011,676282,Anthony Volpe,Joey Cantillo,1,460d3b5e-11a3-4977-a0c9-539e67b10571,676282.0,joeycantillo,Cantillo,Left,Joey Cantillo,CLE,7.71,6.13,18.2,93.0,97.0,92.0,0.737,7.23,4.34,10.13,2.89,1.13,0.254,0.39,0.186,0.356,0.423,85.0,78.0,92.0,99.0,92.0,89.0,,,,122.0,100.0,98.0,,,,,0.476,,0.113,0.239,-4.26,,,2.04,-0.77,92.3,,78.2,,82.2,0.438,0.938,0.203,,,,,,,0.167,0.25,0.457,,,,0.167,0.417,0.429,91.0,110.0,98.0,0.172,1.51,76.0,0.167,0.333,0.222
9,2024-08-21,745704,Single,single,False,681807,641482,David Fry,Nestor Cortes,0,94045e56-7b48-4d6b-8d4f-87e9143627c1,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.89,3.7,155.0,102.0,99.0,101.0,0.792,8.25,1.8,8.48,1.28,0.6,0.258,0.374,0.165,0.315,0.434,85.0,103.0,95.0,96.0,103.0,100.0,85.0,117.0,115.0,98.0,99.0,101.0,109.0,101.0,104.0,0.015,0.444,0.286,0.17,0.085,0.15,1.19,1.62,-0.92,-1.24,92.0,87.4,83.4,90.2,78.2,0.243,0.46,0.206,0.246,0.382,0.257,0.28,0.488,0.235,0.239,0.418,0.333,0.143,0.143,0.316,0.3,0.4,0.182,,,,,,,,,
10,2024-08-21,745704,Grounded Into DP,grounded_into_double_play,True,647304,641482,Josh Naylor,Nestor Cortes,1,c3645c10-2ca3-4b3d-a9d5-bdf276beff95,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.89,3.7,155.0,102.0,99.0,101.0,0.792,8.25,1.8,8.48,1.28,0.6,0.258,0.374,0.165,0.315,0.434,85.0,103.0,95.0,96.0,103.0,100.0,85.0,117.0,115.0,98.0,99.0,101.0,109.0,101.0,104.0,0.015,0.444,0.286,0.17,0.085,0.15,1.19,1.62,-0.92,-1.24,92.0,87.4,83.4,90.2,78.2,0.243,0.46,0.206,0.246,0.382,0.257,0.28,0.488,0.235,0.239,0.418,0.333,0.143,0.143,0.316,0.3,0.4,0.182,,,,,,,,,
