,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vCU,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-07-21,745470,Flyout,field_out,True,656941,594835,Kyle Schwarber,Marco Gonzales,0,b4763e73-a6f3-4b3b-8952-4cc9e7fb25e2,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,2.45,4.88,22.0,104.0,73.0,95.0,0.819,6.14,2.05,9.0,0.41,1.35,0.188,0.391,0.203,0.319,0.385,89.0,118.0,109.0,82.0,92.0,84.0,61.0,97.0,89.0,60.0,108.0,92.0,79.0,105.0,98.0,0.161,0.237,0.289,0.069,0.243,-1.73,3.4,1.25,-8.62,3.68,90.1,85.8,80.5,90.1,79.5,0.179,0.214,0.395,0.375,0.438,0.188,0.267,0.4,0.0,0.214,0.214,0.146,0.364,0.818,0.0,,,,,,,,,,,,,,,,,,
1,2024-07-21,745470,Strikeout,strikeout,True,607208,594835,Trea Turner,Marco Gonzales,0,af903d55-9103-42b9-b164-da7ca9d366de,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,2.45,4.88,22.0,104.0,73.0,95.0,0.819,6.14,2.05,9.0,0.41,1.35,0.188,0.391,0.203,0.319,0.385,89.0,118.0,109.0,82.0,92.0,84.0,61.0,97.0,89.0,60.0,108.0,92.0,79.0,105.0,98.0,0.161,0.237,0.289,0.069,0.243,-1.73,3.4,1.25,-8.62,3.68,90.1,85.8,80.5,90.1,79.5,0.179,0.214,0.395,0.375,0.438,0.188,0.267,0.4,0.0,0.214,0.214,0.146,0.364,0.818,0.0,,,,,,,,,,,,,,,,,,
2,2024-07-21,745470,Flyout,field_out,True,547180,594835,Bryce Harper,Marco Gonzales,0,72bd6ec7-7321-44ab-b4da-738a426a38f8,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,2.45,4.88,22.0,104.0,73.0,95.0,0.819,6.14,2.05,9.0,0.41,1.35,0.188,0.391,0.203,0.319,0.385,89.0,118.0,109.0,82.0,92.0,84.0,61.0,97.0,89.0,60.0,108.0,92.0,79.0,105.0,98.0,0.161,0.237,0.289,0.069,0.243,-1.73,3.4,1.25,-8.62,3.68,90.1,85.8,80.5,90.1,79.5,0.179,0.214,0.395,0.375,0.438,0.188,0.267,0.4,0.0,0.214,0.214,0.146,0.364,0.818,0.0,,,,,,,,,,,,,,,,,,
3,2024-07-21,745470,Groundout,field_out,True,457705,663969,Andrew McCutchen,Tyler Phillips,0,88f4552a-d943-4785-a34d-577ff96f091a,663969.0,tylerphillips,Phillips,Right,Tyler Phillips,PHI,4.5,3.74,10.0,105.0,103.0,106.0,0.736,10.8,0.0,8.1,2.7,0.91,0.115,0.615,0.038,0.5,0.439,64.0,102.0,87.0,124.0,101.0,108.0,73.0,96.0,97.0,81.0,109.0,103.0,,,,0.341,0.121,,0.106,0.038,7.49,,-5.06,4.66,-6.64,93.2,,87.0,94.5,81.8,0.333,0.667,0.25,0.0,0.0,0.2,0.5,1.3,0.2,,,,0.0,0.0,0.143,128.0,105.0,113.0,0.394,-0.01,82.6,0.176,0.471,0.423,,,,,,,,,
4,2024-07-21,745470,Groundout,field_out,True,668804,663969,Bryan Reynolds,Tyler Phillips,0,9c01cb09-ba0d-4aa0-b338-a17cf4f736a4,663969.0,tylerphillips,Phillips,Right,Tyler Phillips,PHI,4.5,3.74,10.0,105.0,103.0,106.0,0.736,10.8,0.0,8.1,2.7,0.91,0.115,0.615,0.038,0.5,0.439,64.0,102.0,87.0,124.0,101.0,108.0,73.0,96.0,97.0,81.0,109.0,103.0,,,,0.341,0.121,,0.106,0.038,7.49,,-5.06,4.66,-6.64,93.2,,87.0,94.5,81.8,0.333,0.667,0.25,0.0,0.0,0.2,0.5,1.3,0.2,,,,0.0,0.0,0.143,128.0,105.0,113.0,0.394,-0.01,82.6,0.176,0.471,0.423,,,,,,,,,
5,2024-07-21,745470,Lineout,field_out,True,665833,663969,Oneil Cruz,Tyler Phillips,0,5a0465b4-df28-4f3b-9641-4bf0df2c117b,663969.0,tylerphillips,Phillips,Right,Tyler Phillips,PHI,4.5,3.74,10.0,105.0,103.0,106.0,0.736,10.8,0.0,8.1,2.7,0.91,0.115,0.615,0.038,0.5,0.439,64.0,102.0,87.0,124.0,101.0,108.0,73.0,96.0,97.0,81.0,109.0,103.0,,,,0.341,0.121,,0.106,0.038,7.49,,-5.06,4.66,-6.64,93.2,,87.0,94.5,81.8,0.333,0.667,0.25,0.0,0.0,0.2,0.5,1.3,0.2,,,,0.0,0.0,0.143,128.0,105.0,113.0,0.394,-0.01,82.6,0.176,0.471,0.423,,,,,,,,,
6,2024-07-21,745470,Single,single,False,664761,594835,Alec Bohm,Marco Gonzales,0,b734fb44-b607-47ec-8b03-4c9f0b45c737,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,2.45,4.88,22.0,104.0,73.0,95.0,0.819,6.14,2.05,9.0,0.41,1.35,0.188,0.391,0.203,0.319,0.385,89.0,118.0,109.0,82.0,92.0,84.0,61.0,97.0,89.0,60.0,108.0,92.0,79.0,105.0,98.0,0.161,0.237,0.289,0.069,0.243,-1.73,3.4,1.25,-8.62,3.68,90.1,85.8,80.5,90.1,79.5,0.179,0.214,0.395,0.375,0.438,0.188,0.267,0.4,0.0,0.214,0.214,0.146,0.364,0.818,0.0,,,,,,,,,,,,,,,,,,
7,2024-07-21,745470,Pop Out,field_out,True,592206,594835,Nick Castellanos,Marco Gonzales,0,aa303946-2e7c-4cbc-92a7-bf6f0f23ae17,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,2.45,4.88,22.0,104.0,73.0,95.0,0.819,6.14,2.05,9.0,0.41,1.35,0.188,0.391,0.203,0.319,0.385,89.0,118.0,109.0,82.0,92.0,84.0,61.0,97.0,89.0,60.0,108.0,92.0,79.0,105.0,98.0,0.161,0.237,0.289,0.069,0.243,-1.73,3.4,1.25,-8.62,3.68,90.1,85.8,80.5,90.1,79.5,0.179,0.214,0.395,0.375,0.438,0.188,0.267,0.4,0.0,0.214,0.214,0.146,0.364,0.818,0.0,,,,,,,,,,,,,,,,,,
8,2024-07-21,745470,Double,double,False,624641,594835,Edmundo Sosa,Marco Gonzales,1,a2bb5453-7c3f-4564-bc47-2a947e380557,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,2.45,4.88,22.0,104.0,73.0,95.0,0.819,6.14,2.05,9.0,0.41,1.35,0.188,0.391,0.203,0.319,0.385,89.0,118.0,109.0,82.0,92.0,84.0,61.0,97.0,89.0,60.0,108.0,92.0,79.0,105.0,98.0,0.161,0.237,0.289,0.069,0.243,-1.73,3.4,1.25,-8.62,3.68,90.1,85.8,80.5,90.1,79.5,0.179,0.214,0.395,0.375,0.438,0.188,0.267,0.4,0.0,0.214,0.214,0.146,0.364,0.818,0.0,,,,,,,,,,,,,,,,,,
9,2024-07-21,745470,Sac Fly,sac_fly,True,642215,594835,Weston Wilson,Marco Gonzales,1,b0a2dbcd-429f-497b-82c0-e004c3b7b14b,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,2.45,4.88,22.0,104.0,73.0,95.0,0.819,6.14,2.05,9.0,0.41,1.35,0.188,0.391,0.203,0.319,0.385,89.0,118.0,109.0,82.0,92.0,84.0,61.0,97.0,89.0,60.0,108.0,92.0,79.0,105.0,98.0,0.161,0.237,0.289,0.069,0.243,-1.73,3.4,1.25,-8.62,3.68,90.1,85.8,80.5,90.1,79.5,0.179,0.214,0.395,0.375,0.438,0.188,0.267,0.4,0.0,0.214,0.214,0.146,0.364,0.818,0.0,,,,,,,,,,,,,,,,,,
10,2024-07-21,745470,Single,single,False,596117,594835,Garrett Stubbs,Marco Gonzales,1,deafaa83-b968-4015-9dd6-18e35fdeb86e,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,2.45,4.88,22.0,104.0,73.0,95.0,0.819,6.14,2.05,9.0,0.41,1.35,0.188,0.391,0.203,0.319,0.385,89.0,118.0,109.0,82.0,92.0,84.0,61.0,97.0,89.0,60.0,108.0,92.0,79.0,105.0,98.0,0.161,0.237,0.289,0.069,0.243,-1.73,3.4,1.25,-8.62,3.68,90.1,85.8,80.5,90.1,79.5,0.179,0.214,0.395,0.375,0.438,0.188,0.267,0.4,0.0,0.214,0.214,0.146,0.364,0.818,0.0,,,,,,,,,,,,,,,,,,
