,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,vSC (sc),SC%,wSC/C
0,2024-08-08,745466,Flyout,field_out,True,650333,682847,Luis Arraez,Luis L. Ortiz,0,3a621ae5-24fa-4080-ae13-f143ddd8ca3f,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.179,0.299,0.233,0.231,0.462,0.294,0.242,0.343,0.138,0.262,0.426,0.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-08,745466,Hit By Pitch,hit_by_pitch,False,595777,682847,Jurickson Profar,Luis L. Ortiz,0,e0c60fd8-a0bc-4b7a-bbbe-f318d5ec1529,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.179,0.299,0.233,0.231,0.462,0.294,0.242,0.343,0.138,0.262,0.426,0.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-08,745466,Flyout,field_out,True,630105,682847,Jake Cronenworth,Luis L. Ortiz,0,37238c65-77eb-4c13-a003-fb5cd60f8946,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.179,0.299,0.233,0.231,0.462,0.294,0.242,0.343,0.138,0.262,0.426,0.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-08,745466,Home Run,home_run,False,592518,682847,Manny Machado,Luis L. Ortiz,1,2edd41d4-d7d1-4822-8cce-669edb21041e,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.179,0.299,0.233,0.231,0.462,0.294,0.242,0.343,0.138,0.262,0.426,0.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-08,745466,Lineout,field_out,True,593428,682847,Xander Bogaerts,Luis L. Ortiz,0,922f6ce1-8317-4ebe-b90b-d94f1a11b1e5,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.179,0.299,0.233,0.231,0.462,0.294,0.242,0.343,0.138,0.262,0.426,0.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-08,745466,Lineout,field_out,True,643396,681190,Isiah Kiner-Falefa,Randy Vásquez,0,74badbef-d3ba-4d76-aa24-1c8a5e550c45,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,0.321,0.488,0.218,,,,0.433,0.597,0.119,0.208,0.271,0.16,SDP,4.52,5.82,87.2,101.0,107.0,100.0,0.838,5.65,2.46,10.98,1.23,1.03,0.205,0.384,0.185,0.32,0.437,98.0,98.0,96.0,125.0,103.0,107.0,91.0,103.0,100.0,102.0,102.0,97.0,136.0,100.0,108.0,107.0,99.0,95.0,0.147,0.298,0.134,0.097,0.202,0.123,-0.72,3.18,-2.03,-0.46,-0.04,-3.9,94.3,90.3,88.6,94.2,82.3,82.2,0.213,0.393,0.242,0.383,0.638,0.103,0.244,0.439,0.239,,,,,,,,,,,,
6,2024-08-08,745466,Groundout,field_out,True,668804,681190,Bryan Reynolds,Randy Vásquez,0,03f2dd88-6714-4b77-a07c-99580925058e,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,0.321,0.488,0.218,,,,0.433,0.597,0.119,0.208,0.271,0.16,SDP,4.52,5.82,87.2,101.0,107.0,100.0,0.838,5.65,2.46,10.98,1.23,1.03,0.205,0.384,0.185,0.32,0.437,98.0,98.0,96.0,125.0,103.0,107.0,91.0,103.0,100.0,102.0,102.0,97.0,136.0,100.0,108.0,107.0,99.0,95.0,0.147,0.298,0.134,0.097,0.202,0.123,-0.72,3.18,-2.03,-0.46,-0.04,-3.9,94.3,90.3,88.6,94.2,82.3,82.2,0.213,0.393,0.242,0.383,0.638,0.103,0.244,0.439,0.239,,,,,,,,,,,,
7,2024-08-08,745466,Single,single,False,665833,681190,Oneil Cruz,Randy Vásquez,0,f1daee1e-e8bb-4438-9741-da017fcea9c4,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,0.321,0.488,0.218,,,,0.433,0.597,0.119,0.208,0.271,0.16,SDP,4.52,5.82,87.2,101.0,107.0,100.0,0.838,5.65,2.46,10.98,1.23,1.03,0.205,0.384,0.185,0.32,0.437,98.0,98.0,96.0,125.0,103.0,107.0,91.0,103.0,100.0,102.0,102.0,97.0,136.0,100.0,108.0,107.0,99.0,95.0,0.147,0.298,0.134,0.097,0.202,0.123,-0.72,3.18,-2.03,-0.46,-0.04,-3.9,94.3,90.3,88.6,94.2,82.3,82.2,0.213,0.393,0.242,0.383,0.638,0.103,0.244,0.439,0.239,,,,,,,,,,,,
8,2024-08-08,745466,Groundout,field_out,True,663698,681190,Joey Bart,Randy Vásquez,0,ea188b25-9c14-4862-a5f1-31c9d56f4a20,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,0.321,0.488,0.218,,,,0.433,0.597,0.119,0.208,0.271,0.16,SDP,4.52,5.82,87.2,101.0,107.0,100.0,0.838,5.65,2.46,10.98,1.23,1.03,0.205,0.384,0.185,0.32,0.437,98.0,98.0,96.0,125.0,103.0,107.0,91.0,103.0,100.0,102.0,102.0,97.0,136.0,100.0,108.0,107.0,99.0,95.0,0.147,0.298,0.134,0.097,0.202,0.123,-0.72,3.18,-2.03,-0.46,-0.04,-3.9,94.3,90.3,88.6,94.2,82.3,82.2,0.213,0.393,0.242,0.383,0.638,0.103,0.244,0.439,0.239,,,,,,,,,,,,
9,2024-08-08,745466,Single,single,False,701538,682847,Jackson Merrill,Luis L. Ortiz,0,2ec313ff-ffaa-4293-be61-fe40162054b7,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,0.179,0.299,0.233,0.231,0.462,0.294,0.242,0.343,0.138,0.262,0.426,0.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
