,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FC%,FS%,CU%,CH%,wFC/C,wFS/C,wSI/C,wCU/C,wCH/C,vFC,vFS,vCH,vSI,vCU,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,wFA/C,wSL/C,vFA,vSL,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff
0,2024-04-09,746571,Home Run,home_run,False,682998,615698,Corbin Carroll,Cal Quantrill,0,2c1c5620-c116-4be8-b130-2256200fc00c,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,88.0,97.0,103.0,96.0,101.0,104.0,79.0,97.0,90.0,80.0,99.0,95.0,115.0,95.0,98.0,0.397,0.134,0.336,0.107,0.025,-1.43,1.52,-1.66,0.34,1.78,87.7,86.1,84.9,93.8,79.9,0.178,0.253,0.253,0.322,0.573,0.2,0.347,0.571,0.173,0.242,0.424,0.267,0.222,0.222,0.167,,,,,,,,,,,,,,,,,,
1,2024-04-09,746571,Double,double,False,672515,615698,Gabriel Moreno,Cal Quantrill,0,efb88124-70e9-4237-9b91-62cd2bac1308,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,88.0,97.0,103.0,96.0,101.0,104.0,79.0,97.0,90.0,80.0,99.0,95.0,115.0,95.0,98.0,0.397,0.134,0.336,0.107,0.025,-1.43,1.52,-1.66,0.34,1.78,87.7,86.1,84.9,93.8,79.9,0.178,0.253,0.253,0.322,0.573,0.2,0.347,0.571,0.173,0.242,0.424,0.267,0.222,0.222,0.167,,,,,,,,,,,,,,,,,,
2,2024-04-09,746571,Lineout,field_out,True,592626,615698,Joc Pederson,Cal Quantrill,0,cd01aed4-9c07-4e99-95a4-36028d3a5760,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,88.0,97.0,103.0,96.0,101.0,104.0,79.0,97.0,90.0,80.0,99.0,95.0,115.0,95.0,98.0,0.397,0.134,0.336,0.107,0.025,-1.43,1.52,-1.66,0.34,1.78,87.7,86.1,84.9,93.8,79.9,0.178,0.253,0.253,0.322,0.573,0.2,0.347,0.571,0.173,0.242,0.424,0.267,0.222,0.222,0.167,,,,,,,,,,,,,,,,,,
3,2024-04-09,746571,Single,single,False,572233,615698,Christian Walker,Cal Quantrill,1,089a2e7b-6226-462c-9ac6-0dd8f97d554e,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,88.0,97.0,103.0,96.0,101.0,104.0,79.0,97.0,90.0,80.0,99.0,95.0,115.0,95.0,98.0,0.397,0.134,0.336,0.107,0.025,-1.43,1.52,-1.66,0.34,1.78,87.7,86.1,84.9,93.8,79.9,0.178,0.253,0.253,0.322,0.573,0.2,0.347,0.571,0.173,0.242,0.424,0.267,0.222,0.222,0.167,,,,,,,,,,,,,,,,,,
4,2024-04-09,746571,Strikeout,strikeout,True,553993,615698,Eugenio Suárez,Cal Quantrill,0,5de1d5bd-4834-451a-9eed-4b85d31e5d0e,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,88.0,97.0,103.0,96.0,101.0,104.0,79.0,97.0,90.0,80.0,99.0,95.0,115.0,95.0,98.0,0.397,0.134,0.336,0.107,0.025,-1.43,1.52,-1.66,0.34,1.78,87.7,86.1,84.9,93.8,79.9,0.178,0.253,0.253,0.322,0.573,0.2,0.347,0.571,0.173,0.242,0.424,0.267,0.222,0.222,0.167,,,,,,,,,,,,,,,,,,
5,2024-04-09,746571,Groundout,field_out,True,607054,615698,Jace Peterson,Cal Quantrill,0,27876361-c909-41af-9bff-a3ec31eb697e,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,88.0,97.0,103.0,96.0,101.0,104.0,79.0,97.0,90.0,80.0,99.0,95.0,115.0,95.0,98.0,0.397,0.134,0.336,0.107,0.025,-1.43,1.52,-1.66,0.34,1.78,87.7,86.1,84.9,93.8,79.9,0.178,0.253,0.253,0.322,0.573,0.2,0.347,0.571,0.173,0.242,0.424,0.267,0.222,0.222,0.167,,,,,,,,,,,,,,,,,,
6,2024-04-09,746571,Single,single,False,453568,518876,Charlie Blackmon,Merrill Kelly,0,27bdf378-4d1f-48c5-b619-f00cda137abb,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,2.19,3.29,24.2,109.0,101.0,106.0,0.767,7.66,2.19,6.2,1.09,1.21,0.313,0.484,0.188,0.203,0.374,119.0,114.0,119.0,112.0,106.0,102.0,88.0,104.0,96.0,95.0,105.0,99.0,,,,0.111,0.249,,0.058,0.194,0.89,,-3.42,-6.2,4.95,90.8,,89.0,92.7,82.1,,,,0.375,0.75,0.1,0.267,0.467,0.159,0.25,1.0,0.0,0.12,0.12,0.316,82.0,104.0,99.0,122.0,116.0,116.0,0.219,0.169,2.14,3.09,92.3,85.6,0.211,0.263,0.441,0.143,0.214,0.29
7,2024-04-09,746571,Double,double,False,678662,518876,Ezequiel Tovar,Merrill Kelly,1,702f4e14-c557-4cd9-8e2d-8079bd14e842,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,2.19,3.29,24.2,109.0,101.0,106.0,0.767,7.66,2.19,6.2,1.09,1.21,0.313,0.484,0.188,0.203,0.374,119.0,114.0,119.0,112.0,106.0,102.0,88.0,104.0,96.0,95.0,105.0,99.0,,,,0.111,0.249,,0.058,0.194,0.89,,-3.42,-6.2,4.95,90.8,,89.0,92.7,82.1,,,,0.375,0.75,0.1,0.267,0.467,0.159,0.25,1.0,0.0,0.12,0.12,0.316,82.0,104.0,99.0,122.0,116.0,116.0,0.219,0.169,2.14,3.09,92.3,85.6,0.211,0.263,0.441,0.143,0.214,0.29
8,2024-04-09,746571,Groundout,field_out,True,641857,518876,Ryan McMahon,Merrill Kelly,1,c0909dde-d910-4973-93b5-87f18a1b54d5,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,2.19,3.29,24.2,109.0,101.0,106.0,0.767,7.66,2.19,6.2,1.09,1.21,0.313,0.484,0.188,0.203,0.374,119.0,114.0,119.0,112.0,106.0,102.0,88.0,104.0,96.0,95.0,105.0,99.0,,,,0.111,0.249,,0.058,0.194,0.89,,-3.42,-6.2,4.95,90.8,,89.0,92.7,82.1,,,,0.375,0.75,0.1,0.267,0.467,0.159,0.25,1.0,0.0,0.12,0.12,0.316,82.0,104.0,99.0,122.0,116.0,116.0,0.219,0.169,2.14,3.09,92.3,85.6,0.211,0.263,0.441,0.143,0.214,0.29
9,2024-04-09,746571,Strikeout,strikeout,True,553869,518876,Elias Díaz,Merrill Kelly,0,ec5f8908-e461-4281-affa-7a6b58b86125,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,2.19,3.29,24.2,109.0,101.0,106.0,0.767,7.66,2.19,6.2,1.09,1.21,0.313,0.484,0.188,0.203,0.374,119.0,114.0,119.0,112.0,106.0,102.0,88.0,104.0,96.0,95.0,105.0,99.0,,,,0.111,0.249,,0.058,0.194,0.89,,-3.42,-6.2,4.95,90.8,,89.0,92.7,82.1,,,,0.375,0.75,0.1,0.267,0.467,0.159,0.25,1.0,0.0,0.12,0.12,0.316,82.0,104.0,99.0,122.0,116.0,116.0,0.219,0.169,2.14,3.09,92.3,85.6,0.211,0.263,0.441,0.143,0.214,0.29
